trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,feature_available_at,lineage_id,neighbor_lineage_id,base_repair_score,breakout_acceptance_score,assignment_margin
DEVELOPMENT_2024_2025:301083.SZ-001,DEVELOPMENT_2024_2025,301083.SZ,2025-11-05,2025-11-06,2025,2025-11-05T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.835616438356,0.0867579908676,0.335616438356
DEVELOPMENT_2024_2025:301093.SZ-001,DEVELOPMENT_2024_2025,301093.SZ,2025-06-23,2025-06-24,2025,2025-06-23T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.940639269406,0.58904109589,0.0890410958904
DEVELOPMENT_2024_2025:301096.SZ-001,DEVELOPMENT_2024_2025,301096.SZ,2025-07-30,2025-07-31,2025,2025-07-30T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.634703196347,0.803652968037,0.134703196347
DEVELOPMENT_2024_2025:301096.SZ-002,DEVELOPMENT_2024_2025,301096.SZ,2025-11-03,2025-11-04,2025,2025-11-03T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.456621004566,0.479452054795,0.0205479452055
DEVELOPMENT_2024_2025:301141.SZ-001,DEVELOPMENT_2024_2025,301141.SZ,2025-06-04,2025-06-05,2025,2025-06-04T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.41095890411,0.65296803653,0.0890410958904
DEVELOPMENT_2024_2025:301165.SZ-001,DEVELOPMENT_2024_2025,301165.SZ,2025-06-24,2025-06-25,2025,2025-06-24T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.771689497717,0.835616438356,0.271689497717
DEVELOPMENT_2024_2025:301182.SZ-001,DEVELOPMENT_2024_2025,301182.SZ,2025-09-03,2025-09-04,2025,2025-09-03T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.232876712329,0.205479452055,0.267123287671
DEVELOPMENT_2024_2025:301188.SZ-001,DEVELOPMENT_2024_2025,301188.SZ,2025-05-19,2025-05-20,2025,2025-05-19T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.625570776256,0.785388127854,0.125570776256
DEVELOPMENT_2024_2025:301213.SZ-001,DEVELOPMENT_2024_2025,301213.SZ,2024-12-20,2024-12-23,2024,2024-12-20T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.508771929825,0.184210526316,0.00877192982456
DEVELOPMENT_2024_2025:301213.SZ-002,DEVELOPMENT_2024_2025,301213.SZ,2025-02-17,2025-02-18,2025,2025-02-17T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.356164383562,0.62100456621,0.12100456621
DEVELOPMENT_2024_2025:301217.SZ-001,DEVELOPMENT_2024_2025,301217.SZ,2025-03-14,2025-03-17,2025,2025-03-14T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.315068493151,0.333333333333,0.166666666667
DEVELOPMENT_2024_2025:301230.SZ-001,DEVELOPMENT_2024_2025,301230.SZ,2024-12-06,2024-12-09,2024,2024-12-06T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.842105263158,0.140350877193,0.342105263158
DEVELOPMENT_2024_2025:301238.SZ-001,DEVELOPMENT_2024_2025,301238.SZ,2025-06-23,2025-06-24,2025,2025-06-23T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.237442922374,0.433789954338,0.0662100456621
DEVELOPMENT_2024_2025:301285.SZ-001,DEVELOPMENT_2024_2025,301285.SZ,2025-10-29,2025-10-30,2025,2025-10-29T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.37899543379,0.543378995434,0.0433789954338
DEVELOPMENT_2024_2025:301301.SZ-001,DEVELOPMENT_2024_2025,301301.SZ,2024-04-29,2024-04-30,2024,2024-04-29T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.614035087719,0.833333333333,0.114035087719
DEVELOPMENT_2024_2025:301301.SZ-002,DEVELOPMENT_2024_2025,301301.SZ,2025-05-15,2025-05-16,2025,2025-05-15T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.383561643836,0.657534246575,0.116438356164
DEVELOPMENT_2024_2025:301361.SZ-001,DEVELOPMENT_2024_2025,301361.SZ,2025-02-12,2025-02-13,2025,2025-02-12T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.698630136986,0.648401826484,0.148401826484
DEVELOPMENT_2024_2025:301498.SZ-001,DEVELOPMENT_2024_2025,301498.SZ,2024-12-02,2024-12-03,2024,2024-12-02T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.140350877193,0.342105263158,0.157894736842
DEVELOPMENT_2024_2025:301498.SZ-002,DEVELOPMENT_2024_2025,301498.SZ,2024-12-20,2024-12-23,2024,2024-12-20T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.640350877193,0.728070175439,0.140350877193
DEVELOPMENT_2024_2025:301577.SZ-001,DEVELOPMENT_2024_2025,301577.SZ,2025-11-04,2025-11-05,2025,2025-11-04T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.904109589041,0.219178082192,0.280821917808
DEVELOPMENT_2024_2025:301611.SZ-001,DEVELOPMENT_2024_2025,301611.SZ,2025-09-24,2025-09-25,2025,2025-09-24T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.607305936073,0.657534246575,0.107305936073
EXTENDED_2018_2021:300001.SZ-001,EXTENDED_2018_2021,300001.SZ,2020-06-12,2020-06-15,2020,2020-06-12T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.34358974359,0.733333333333,0.15641025641
EXTENDED_2018_2021:300002.SZ-001,EXTENDED_2018_2021,300002.SZ,2021-11-17,2021-11-18,2021,2021-11-17T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.808743169399,0.267759562842,0.232240437158
EXTENDED_2018_2021:300002.SZ-002,EXTENDED_2018_2021,300002.SZ,2021-12-14,2021-12-15,2021,2021-12-14T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.732240437158,0.595628415301,0.0956284153005
EXTENDED_2018_2021:300007.SZ-001,EXTENDED_2018_2021,300007.SZ,2020-06-16,2020-06-17,2020,2020-06-16T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.307692307692,0.894871794872,0.192307692308
EXTENDED_2018_2021:300009.SZ-001,EXTENDED_2018_2021,300009.SZ,2021-04-08,2021-04-09,2021,2021-04-08T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.213114754098,0.825136612022,0.286885245902
EXTENDED_2018_2021:300010.SZ-001,EXTENDED_2018_2021,300010.SZ,2019-10-28,2019-10-29,2019,2019-10-28T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.783625730994,0.0584795321637,0.283625730994
EXTENDED_2018_2021:300012.SZ-001,EXTENDED_2018_2021,300012.SZ,2019-02-11,2019-02-12,2019,2019-02-11T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.426900584795,0.929824561404,0.0730994152047
EXTENDED_2018_2021:300012.SZ-002,EXTENDED_2018_2021,300012.SZ,2021-01-07,2021-01-08,2021,2021-01-07T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.377049180328,0.94262295082,0.122950819672
EXTENDED_2018_2021:300014.SZ-001,EXTENDED_2018_2021,300014.SZ,2018-05-11,2018-05-14,2018,2018-05-11T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.181818181818,0.636363636364,0.136363636364
EXTENDED_2018_2021:300015.SZ-001,EXTENDED_2018_2021,300015.SZ,2019-08-28,2019-08-29,2019,2019-08-28T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.520467836257,0.198830409357,0.0204678362573
EXTENDED_2018_2021:300015.SZ-002,EXTENDED_2018_2021,300015.SZ,2020-12-25,2020-12-28,2020,2020-12-25T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.707692307692,0.0512820512821,0.207692307692
EXTENDED_2018_2021:300015.SZ-003,EXTENDED_2018_2021,300015.SZ,2020-12-30,2020-12-31,2020,2020-12-30T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.471794871795,0.630769230769,0.0282051282051
EXTENDED_2018_2021:300017.SZ-001,EXTENDED_2018_2021,300017.SZ,2021-09-15,2021-09-16,2021,2021-09-15T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.27868852459,0.486338797814,0.0136612021858
EXTENDED_2018_2021:300020.SZ-001,EXTENDED_2018_2021,300020.SZ,2019-08-19,2019-08-20,2019,2019-08-19T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.0994152046784,0.561403508772,0.0614035087719
EXTENDED_2018_2021:300020.SZ-002,EXTENDED_2018_2021,300020.SZ,2020-06-15,2020-06-16,2020,2020-06-15T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.394871794872,0.661538461538,0.105128205128
EXTENDED_2018_2021:300027.SZ-001,EXTENDED_2018_2021,300027.SZ,2019-02-25,2019-02-26,2019,2019-02-25T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.707602339181,0.33918128655,0.16081871345
EXTENDED_2018_2021:300033.SZ-001,EXTENDED_2018_2021,300033.SZ,2019-02-11,2019-02-12,2019,2019-02-11T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.356725146199,0.72514619883,0.143274853801
EXTENDED_2018_2021:300034.SZ-001,EXTENDED_2018_2021,300034.SZ,2019-08-30,2019-09-02,2019,2019-08-30T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.502923976608,0.555555555556,0.00292397660819
EXTENDED_2018_2021:300036.SZ-001,EXTENDED_2018_2021,300036.SZ,2019-12-10,2019-12-11,2019,2019-12-10T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.46783625731,0.611111111111,0.0321637426901
EXTENDED_2018_2021:300037.SZ-001,EXTENDED_2018_2021,300037.SZ,2019-02-14,2019-02-15,2019,2019-02-14T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.46783625731,0.280701754386,0.0321637426901
EXTENDED_2018_2021:300037.SZ-002,EXTENDED_2018_2021,300037.SZ,2019-11-07,2019-11-08,2019,2019-11-07T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.508771929825,0.789473684211,0.00877192982456
EXTENDED_2018_2021:300037.SZ-003,EXTENDED_2018_2021,300037.SZ,2020-06-16,2020-06-17,2020,2020-06-16T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.892307692308,0.246153846154,0.253846153846
EXTENDED_2018_2021:300041.SZ-001,EXTENDED_2018_2021,300041.SZ,2019-11-20,2019-11-21,2019,2019-11-20T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.456140350877,0.619883040936,0.0438596491228
EXTENDED_2018_2021:300042.SZ-001,EXTENDED_2018_2021,300042.SZ,2021-04-16,2021-04-19,2021,2021-04-16T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.825136612022,0.830601092896,0.325136612022
EXTENDED_2018_2021:300044.SZ-001,EXTENDED_2018_2021,300044.SZ,2020-08-06,2020-08-07,2020,2020-08-06T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.461538461538,0.266666666667,0.0384615384615
EXTENDED_2018_2021:300044.SZ-002,EXTENDED_2018_2021,300044.SZ,2020-08-27,2020-08-28,2020,2020-08-27T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.410256410256,0.117948717949,0.0897435897436
EXTENDED_2018_2021:300046.SZ-001,EXTENDED_2018_2021,300046.SZ,2021-11-22,2021-11-23,2021,2021-11-22T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.819672131148,0.234972677596,0.265027322404
EXTENDED_2018_2021:300048.SZ-001,EXTENDED_2018_2021,300048.SZ,2021-11-04,2021-11-05,2021,2021-11-04T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.486338797814,0.366120218579,0.0136612021858
EXTENDED_2018_2021:300059.SZ-001,EXTENDED_2018_2021,300059.SZ,2020-06-16,2020-06-17,2020,2020-06-16T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.610256410256,0.707692307692,0.110256410256
EXTENDED_2018_2021:300059.SZ-002,EXTENDED_2018_2021,300059.SZ,2021-09-08,2021-09-09,2021,2021-09-08T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.333333333333,0.579234972678,0.0792349726776
EXTENDED_2018_2021:300059.SZ-003,EXTENDED_2018_2021,300059.SZ,2021-12-14,2021-12-15,2021,2021-12-14T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.125683060109,0.415300546448,0.0846994535519
EXTENDED_2018_2021:300065.SZ-001,EXTENDED_2018_2021,300065.SZ,2021-07-19,2021-07-20,2021,2021-07-19T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.24043715847,0.125683060109,0.25956284153
EXTENDED_2018_2021:300066.SZ-001,EXTENDED_2018_2021,300066.SZ,2020-02-20,2020-02-21,2020,2020-02-20T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.876923076923,0.210256410256,0.289743589744
EXTENDED_2018_2021:300068.SZ-001,EXTENDED_2018_2021,300068.SZ,2018-03-13,2018-03-14,2018,2018-03-13T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.727272727273,0.575757575758,0.0757575757576
EXTENDED_2018_2021:300068.SZ-002,EXTENDED_2018_2021,300068.SZ,2019-03-15,2019-03-18,2019,2019-03-15T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.649122807018,0.795321637427,0.149122807018
EXTENDED_2018_2021:300075.SZ-001,EXTENDED_2018_2021,300075.SZ,2020-09-08,2020-09-09,2020,2020-09-08T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L01_BASE_LOW_ACCEPTANCE_HIGH,0.14358974359,0.292307692308,0.207692307692
EXTENDED_2018_2021:300075.SZ-002,EXTENDED_2018_2021,300075.SZ,2021-11-15,2021-11-16,2021,2021-11-15T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.754098360656,0.0874316939891,0.254098360656
EXTENDED_2018_2021:300079.SZ-001,EXTENDED_2018_2021,300079.SZ,2019-02-14,2019-02-15,2019,2019-02-14T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.520467836257,0.19298245614,0.0204678362573
EXTENDED_2018_2021:300085.SZ-001,EXTENDED_2018_2021,300085.SZ,2021-04-27,2021-04-28,2021,2021-04-27T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.234972677596,0.131147540984,0.265027322404
EXTENDED_2018_2021:300088.SZ-001,EXTENDED_2018_2021,300088.SZ,2020-06-16,2020-06-17,2020,2020-06-16T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.897435897436,0.894871794872,0.394871794872
EXTENDED_2018_2021:300088.SZ-002,EXTENDED_2018_2021,300088.SZ,2021-07-16,2021-07-19,2021,2021-07-16T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L00_BASE_LOW_ACCEPTANCE_LOW,0.300546448087,0.628415300546,0.128415300546
EXTENDED_2018_2021:300094.SZ-001,EXTENDED_2018_2021,300094.SZ,2021-08-12,2021-08-13,2021,2021-08-12T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.715846994536,0.393442622951,0.106557377049
EXTENDED_2018_2021:300101.SZ-001,EXTENDED_2018_2021,300101.SZ,2021-05-27,2021-05-28,2021,2021-05-27T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.469945355191,0.409836065574,0.0300546448087
EXTENDED_2018_2021:300102.SZ-001,EXTENDED_2018_2021,300102.SZ,2021-05-12,2021-05-13,2021,2021-05-12T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.136612021858,0.639344262295,0.139344262295
EXTENDED_2018_2021:300107.SZ-001,EXTENDED_2018_2021,300107.SZ,2019-02-25,2019-02-26,2019,2019-02-25T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.461988304094,0.87134502924,0.0380116959064
EXTENDED_2018_2021:300110.SZ-001,EXTENDED_2018_2021,300110.SZ,2020-08-27,2020-08-28,2020,2020-08-27T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.553846153846,0.641025641026,0.0538461538462
EXTENDED_2018_2021:300115.SZ-001,EXTENDED_2018_2021,300115.SZ,2020-02-18,2020-02-19,2020,2020-02-18T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.548717948718,0.446153846154,0.0487179487179
EXTENDED_2018_2021:300119.SZ-001,EXTENDED_2018_2021,300119.SZ,2021-04-29,2021-04-30,2021,2021-04-29T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.398907103825,0.174863387978,0.101092896175
EXTENDED_2018_2021:300122.SZ-001,EXTENDED_2018_2021,300122.SZ,2018-01-09,2018-01-10,2018,2018-01-09T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.212121212121,0.575757575758,0.0757575757576
EXTENDED_2018_2021:300124.SZ-001,EXTENDED_2018_2021,300124.SZ,2020-10-09,2020-10-12,2020,2020-10-09T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.451282051282,0.641025641026,0.0487179487179
EXTENDED_2018_2021:300131.SZ-001,EXTENDED_2018_2021,300131.SZ,2019-08-27,2019-08-28,2019,2019-08-27T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.578947368421,0.573099415205,0.0730994152047
EXTENDED_2018_2021:300136.SZ-001,EXTENDED_2018_2021,300136.SZ,2019-12-30,2019-12-31,2019,2019-12-30T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.730994152047,0.409356725146,0.0906432748538
EXTENDED_2018_2021:300137.SZ-001,EXTENDED_2018_2021,300137.SZ,2018-05-18,2018-05-21,2018,2018-05-18T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.666666666667,0.484848484848,0.0151515151515
EXTENDED_2018_2021:300141.SZ-001,EXTENDED_2018_2021,300141.SZ,2021-07-14,2021-07-15,2021,2021-07-14T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.289617486339,0.770491803279,0.210382513661
EXTENDED_2018_2021:300142.SZ-001,EXTENDED_2018_2021,300142.SZ,2019-02-25,2019-02-26,2019,2019-02-25T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.292397660819,0.263157894737,0.207602339181
EXTENDED_2018_2021:300142.SZ-002,EXTENDED_2018_2021,300142.SZ,2019-11-06,2019-11-07,2019,2019-11-06T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.883040935673,0.637426900585,0.137426900585
EXTENDED_2018_2021:300144.SZ-001,EXTENDED_2018_2021,300144.SZ,2018-03-07,2018-03-08,2018,2018-03-07T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.575757575758,0.30303030303,0.0757575757576
EXTENDED_2018_2021:300144.SZ-002,EXTENDED_2018_2021,300144.SZ,2019-08-30,2019-09-02,2019,2019-08-30T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.409356725146,0.122807017544,0.0906432748538
EXTENDED_2018_2021:300146.SZ-001,EXTENDED_2018_2021,300146.SZ,2020-04-27,2020-04-28,2020,2020-04-27T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.671794871795,0.261538461538,0.171794871795
EXTENDED_2018_2021:300151.SZ-001,EXTENDED_2018_2021,300151.SZ,2021-04-28,2021-04-29,2021,2021-04-28T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.256830601093,0.879781420765,0.243169398907
EXTENDED_2018_2021:300158.SZ-001,EXTENDED_2018_2021,300158.SZ,2018-03-09,2018-03-12,2018,2018-03-09T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.909090909091,0.666666666667,0.166666666667
EXTENDED_2018_2021:300161.SZ-001,EXTENDED_2018_2021,300161.SZ,2021-12-16,2021-12-17,2021,2021-12-16T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.284153005464,0.489071038251,0.0109289617486
EXTENDED_2018_2021:300162.SZ-001,EXTENDED_2018_2021,300162.SZ,2021-07-14,2021-07-15,2021,2021-07-14T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.295081967213,0.464480874317,0.0355191256831
EXTENDED_2018_2021:300166.SZ-001,EXTENDED_2018_2021,300166.SZ,2021-11-19,2021-11-22,2021,2021-11-19T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.535519125683,0.650273224044,0.0355191256831
EXTENDED_2018_2021:300171.SZ-001,EXTENDED_2018_2021,300171.SZ,2021-02-10,2021-02-18,2021,2021-02-10T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.792349726776,0.393442622951,0.106557377049
EXTENDED_2018_2021:300177.SZ-001,EXTENDED_2018_2021,300177.SZ,2020-10-16,2020-10-19,2020,2020-10-16T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.220512820513,0.676923076923,0.176923076923
EXTENDED_2018_2021:300184.SZ-001,EXTENDED_2018_2021,300184.SZ,2021-10-15,2021-10-18,2021,2021-10-15T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L00_BASE_LOW_ACCEPTANCE_LOW,0.16393442623,0.568306010929,0.068306010929
EXTENDED_2018_2021:300188.SZ-001,EXTENDED_2018_2021,300188.SZ,2018-08-29,2018-08-30,2018,2018-08-29T15:30:00,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,0.69696969697,0.787878787879,0.19696969697
EXTENDED_2018_2021:300194.SZ-001,EXTENDED_2018_2021,300194.SZ,2020-09-02,2020-09-03,2020,2020-09-02T15:30:00,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,0.333333333333,0.589743589744,0.0897435897436
EXTENDED_2018_2021:300212.SZ-001,EXTENDED_2018_2021,300212.SZ,2019-02-25,2019-02-26,2019,2019-02-25T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.520467836257,0.438596491228,0.0204678362573
EXTENDED_2018_2021:300226.SZ-001,EXTENDED_2018_2021,300226.SZ,2020-06-17,2020-06-18,2020,2020-06-17T15:30:00,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0.8,0.425641025641,0.074358974359
EXTENDED_2018_2021:300227.SZ-001,EXTENDED_2018_2021,300227.SZ,2020-06-08,2020-06-09,2020,2020-06-08T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.461538461538,0.0871794871795,0.0384615384615
EXTENDED_2018_2021:300232.SZ-001,EXTENDED_2018_2021,300232.SZ,2019-12-16,2019-12-17,2019,2019-12-16T15:30:00,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0.175438596491,0.409356725146,0.0906432748538
