trade_id,baseline_block,symbol,entry_signal_date,entry_year,support_lineage_id,neighbor_support_lineage_id,support_held,neighbor_support_held,minimum_volume_ratio,minimum_volume_location,sessions_since_minimum_volume,mfe,non_false_breakout,round_trip_return,realized_pnl,mae,false_breakout,extreme_winner,severe_loss,holding_trading_days,canonical_exit_reason,entry_industry,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,entry_beta60,entry_log_amount20
DEVELOPMENT_2024_2025:300057.SZ-001,DEVELOPMENT_2024_2025,300057.SZ,2025-06-23,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.623615205378,0.152173913043,24,0.318267419962,1,0.138932059094,22573.447,-0.015065913371,False,False,False,67,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,工业金属,0.623575129534,0.145299145299,0.134657836645,0.152173913043,3.5732176382,0.0261287067315,0.169915700381,0.37899543379,1.19415624908,18.4358022895
DEVELOPMENT_2024_2025:300072.SZ-001,DEVELOPMENT_2024_2025,300072.SZ,2025-06-23,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.506973591959,0.137931034483,24,0.0604395604396,0,-0.050475269519,-7591.19,-0.0741758241758,True,False,False,27,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制品,0.661787564767,0.253378378378,0.148409893993,0.137931034483,6.68048848162,0.0261287067315,0.169915700381,0.37899543379,1.12572324648,18.4799587997
DEVELOPMENT_2024_2025:300092.SZ-001,DEVELOPMENT_2024_2025,300092.SZ,2025-03-17,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.500773800404,0.0522388059701,27,0.0372340425532,1,0.00482723962967,763.08,-0.0303951367781,False,False,False,5,MARKET_MA20_X2,专用设备,0.562980209546,0.112416107383,0.168795620438,0.0522388059701,2.75290847384,0.0268771683843,0.273546900849,0.477168949772,0.943636653974,18.6106116947
DEVELOPMENT_2024_2025:300092.SZ-002,DEVELOPMENT_2024_2025,300092.SZ,2025-09-02,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.464043627587,0.322784810127,21,0.281681681682,1,0.0251526301373,4821.772,-0.039039039039,False,False,False,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,专用设备,0.784300666032,0.207686622321,0.138204924543,0.322784810127,7.20188375697,0.131285712576,0.248544925274,0.178082191781,-0.05887904424,19.1260585321
DEVELOPMENT_2024_2025:300119.SZ-001,DEVELOPMENT_2024_2025,300119.SZ,2024-04-30,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.543029014429,0.194331983806,29,0.124096385542,1,-0.0107499507362,-1124.773,-0.0355421686747,False,False,False,15,MARKET_MA20_X2,动物保健Ⅱ,0.737371663244,0.135828135828,0.195175438596,0.194331983806,1.91080845743,0.00271067820298,0.345046135944,0.30701754386,0.760026362455,18.4349102049
DEVELOPMENT_2024_2025:300128.SZ-001,DEVELOPMENT_2024_2025,300128.SZ,2024-09-25,2024,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.290631608975,0.351351351351,2,0.949438202247,1,0.536250266587,51213.728,-0.00842696629213,False,True,False,33,MARKET_MA20_X2,电池,0.677093596059,0.0437317784257,0.11858974359,0.351351351351,2.3797404682,0.0513534514951,0.251261616897,0.820175438596,0.820317488155,18.4745318491
DEVELOPMENT_2024_2025:300138.SZ-001,DEVELOPMENT_2024_2025,300138.SZ,2025-06-18,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.503645898189,0.339130434783,4,0.0738874895046,1,0.00889538672914,1304.415,-0.0176322418136,False,False,False,2,MARKET_MA20_X2,农产品加工,0.826973684211,0.061170212766,0.150144369586,0.339130434783,1.17478993044,0.016915473493,0.15811305587,0.310502283105,0.347287289258,18.7709705558
DEVELOPMENT_2024_2025:300138.SZ-002,DEVELOPMENT_2024_2025,300138.SZ,2025-06-24,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.510031861452,0.268965517241,8,0.157131345689,1,0.0615929934901,9590.001,-0.0386784850927,False,False,False,33,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,农产品加工,0.856850192061,0.143911439114,0.149155722326,0.268965517241,0.863824757756,0.0459145422592,0.185030576299,0.680365296804,0.331135949517,18.8400994881
DEVELOPMENT_2024_2025:300142.SZ-001,DEVELOPMENT_2024_2025,300142.SZ,2025-07-24,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.492817834214,0,27,0.0571216617211,0,-0.0531461253702,-9171.98,-0.0919881305638,True,False,False,26,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,生物制品,0.679933110368,0.215004574565,0.149950347567,0,4.9608489973,0.0806974271312,0.128538173822,0.680365296804,0.835458201031,20.1207945182
DEVELOPMENT_2024_2025:300171.SZ-001,DEVELOPMENT_2024_2025,300171.SZ,2025-10-28,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.551297149722,0.354006427733,24,0.160583941606,1,0.0747976776961,12678.306,-0.0139902676399,False,False,False,14,MARKET_MA20_X2,医疗器械,0.668842364532,0.149147727273,0.102601156069,0.354545454545,5.1803331605,0.0105855872702,0.293905893049,0.374429223744,0.402148914733,18.933976523
DEVELOPMENT_2024_2025:300182.SZ-001,DEVELOPMENT_2024_2025,300182.SZ,2024-09-24,2024,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.38709314841,0.0943396226415,27,0.566666666667,1,0.220232055367,27105.711,-0.00238095238095,False,False,False,34,MARKET_MA20_X2,影视院线,0.594240837696,0.130790190736,0.148459383754,0.0943396226415,1.28358855487,0.0379068312325,0.246541389241,0.65350877193,1.11694814953,19.5241342326
DEVELOPMENT_2024_2025:300195.SZ-001,DEVELOPMENT_2024_2025,300195.SZ,2025-11-06,2025,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.550405778896,0.470149253731,9,0.049943246311,1,0.00706444520292,1196.16,-0.0192962542565,False,False,False,7,MARKET_MA20_X2,专用设备,0.667264038232,0.122940430925,0.183310533516,0.470149253731,3.12396878488,-0.0122368818485,0.288005597444,0.420091324201,0.439085585751,18.5065421233
DEVELOPMENT_2024_2025:300241.SZ-001,DEVELOPMENT_2024_2025,300241.SZ,2024-12-20,2024,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.539735244375,0.195402298851,17,0.0064,0,-0.0770477522478,-11616.923,-0.096,True,False,False,2,MARKET_MA20_X2,光学光电子,0.661324041812,0.137362637363,0.165413533835,0.195402298851,2.55689239283,0.043471580445,0.226992116319,0.44298245614,1.07971637311,19.0857730264
DEVELOPMENT_2024_2025:300254.SZ-001,DEVELOPMENT_2024_2025,300254.SZ,2025-06-03,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.381269866686,0.0671641791045,20,0.138095238095,1,-0.0532844642362,-8927.139,-0.111428571429,False,False,False,13,MARKET_MA20_X2,化学制药,0.718867924528,0.182648401826,0.195937873357,0.0671641791045,2.77116949695,0.0450761040797,0.19883683276,0.349315068493,1.06307420288,18.852692206
DEVELOPMENT_2024_2025:300259.SZ-001,DEVELOPMENT_2024_2025,300259.SZ,2025-11-04,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.572643432589,0.323529411765,18,0.205357142857,1,0.0272028649203,4607.627,-0.0223214285714,False,False,False,9,MARKET_MA20_X2,通用设备,0.741119221411,0.188630490956,0.093085106383,0.323529411765,7.24484782944,-0.0193262430332,0.284930652825,0.358447488584,0.315121990374,18.5072342534
DEVELOPMENT_2024_2025:300267.SZ-001,DEVELOPMENT_2024_2025,300267.SZ,2025-07-16,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.445153883162,0.268292682927,11,0.391930835735,1,0.129893935473,21329.239,-0.0259365994236,False,False,False,31,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制药,0.792343387471,0.104761904762,0.135313531353,0.268292682927,1.77451182736,0.0673614644217,0.175551338737,0.737442922374,0.432336793534,19.0059209151
DEVELOPMENT_2024_2025:300279.SZ-001,DEVELOPMENT_2024_2025,300279.SZ,2024-12-10,2024,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.522879626802,0.172413793103,25,0.0714285714286,0,-0.0625237296396,-10077.263,-0.0795148247978,True,False,False,6,MARKET_MA20_X2,家电零部件Ⅱ,0.741931818182,0.0450704225352,0.192810457516,0.172413793103,2.07978789869,-0.0262605157317,0.346559723054,0.425438596491,1.03421558388,19.0296784621
DEVELOPMENT_2024_2025:300285.SZ-001,DEVELOPMENT_2024_2025,300285.SZ,2024-05-09,2024,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.336571830519,0.112582781457,23,0.0225961538462,0,-0.0704558553763,-7329.729,-0.0735576923077,True,False,False,11,MARKET_MA20_X2,电子化学品Ⅱ,0.498031496063,0.198630136986,0.179334916865,0.112582781457,1.57950950608,0.0471304807791,0.329408950622,0.780701754386,0.864933314472,19.6272279493
DEVELOPMENT_2024_2025:300286.SZ-001,DEVELOPMENT_2024_2025,300286.SZ,2025-02-17,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.537590177458,0.264264264264,14,0.223744292237,1,0.0544130920144,8479.828,-0.0369863013699,False,False,False,25,MARKET_MA20_X2,电网设备,0.418887262079,0.129429892142,0.179902755267,0.264264264264,2.1757922005,0.158162052631,0.264881453821,0.947488584475,1.29441391405,18.5586155506
DEVELOPMENT_2024_2025:300324.SZ-001,DEVELOPMENT_2024_2025,300324.SZ,2024-09-24,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.503918576488,0.185185185185,27,0.987447698745,1,0.517725109618,49544.015,-0.00418410041841,False,True,False,34,MARKET_MA20_X2,计算机设备,0.691623036649,0.0909090909091,0.131067961165,0.185185185185,1.73864030466,0.0379068312325,0.246541389241,0.65350877193,1.14465556103,18.8316136289
DEVELOPMENT_2024_2025:300327.SZ-001,DEVELOPMENT_2024_2025,300327.SZ,2025-12-10,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.423670256448,0.0773333333333,24,0.00228758169935,0,-0.0725233674727,-15059.219,-0.100980392157,True,False,False,7,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,半导体,0.790761548065,0.142486085343,0.160623781676,0.0773333333333,2.12172518906,0.0104142607693,0.236164102622,0.287671232877,1.18659094219,20.1651700404
DEVELOPMENT_2024_2025:300346.SZ-001,DEVELOPMENT_2024_2025,300346.SZ,2025-05-06,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.316141521504,0.150224215247,24,0.00439024390244,0,-0.0855881447987,-14064.2,-0.090243902439,True,False,False,8,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,电子化学品Ⅱ,0.59943019943,0.0944712828771,0.127210496292,0.150224215247,1.25339482667,-0.0373889155038,0.636465069843,0.598173515982,0.557386469949,20.7980706611
DEVELOPMENT_2024_2025:300348.SZ-001,DEVELOPMENT_2024_2025,300348.SZ,2024-09-24,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.354756523426,0.127659574468,27,1.63473053892,1,0.885646090437,84388.956,-0.00718562874252,False,True,False,34,MARKET_MA20_X2,软件开发,0.828795811518,0.15,0.134670487106,0.127659574468,2.52909387668,0.0379068312325,0.246541389241,0.65350877193,1.38048784539,18.5863928735
DEVELOPMENT_2024_2025:300357.SZ-001,DEVELOPMENT_2024_2025,300357.SZ,2024-05-08,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.479336593872,0.0695652173913,15,0.0665384615385,0,-0.0587297357792,-6254.74,-0.0611538461538,True,False,False,12,MARKET_MA20_X2,生物制品,0.641188118812,0.113983050847,0.178733031674,0.0695652173913,4.33638458748,0.00683526215848,0.338875479342,0.561403508772,0.909528439874,18.7590662212
DEVELOPMENT_2024_2025:300357.SZ-002,DEVELOPMENT_2024_2025,300357.SZ,2025-07-16,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.50876320147,0,17,0.424267100977,1,0.190521588886,28256.097,-0.0126221498371,False,False,False,47,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,生物制品,0.727842227378,0.246261216351,0.134994807892,0,9.41526989324,0.0673614644217,0.175551338737,0.737442922374,0.5804002841,19.0392977245
DEVELOPMENT_2024_2025:300371.SZ-001,DEVELOPMENT_2024_2025,300371.SZ,2025-09-22,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.541413488639,0.429530201342,2,0,0,-0.0983451808191,-19043.211,-0.108857336038,True,False,False,3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,通用设备,0.771473684211,0.0851825340014,0.175536139793,0.429530201342,2.50064391862,0.0486314724157,0.311993946557,0.0616438356164,0.268887610422,18.5422770068
DEVELOPMENT_2024_2025:300377.SZ-001,DEVELOPMENT_2024_2025,300377.SZ,2024-09-24,2024,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.329140798719,0.0693069306931,26,3.84094052559,1,2.26696219661,216566.154,-0.0179806362379,False,True,False,34,MARKET_MA20_X2,软件开发,0.906806282723,0.224199288256,0.191287878788,0.0693069306931,2.73438195947,0.0379068312325,0.246541389241,0.65350877193,1.68881696851,19.1212326394
DEVELOPMENT_2024_2025:300404.SZ-001,DEVELOPMENT_2024_2025,300404.SZ,2024-12-09,2024,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.600939178881,0.231404958678,6,0.0274361400189,0,-0.108295629322,-18096.084,-0.139072847682,True,False,True,7,MARKET_MA20_X2,医疗服务,0.512358276644,0.0671487603306,0.155737704918,0.231404958678,5.61202561591,-0.0436662553724,0.344684156581,0.175438596491,0.843757305705,18.6706369877
DEVELOPMENT_2024_2025:300433.SZ-001,DEVELOPMENT_2024_2025,300433.SZ,2024-05-06,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.647307824744,0.149606299213,13,0.043507817811,0,-0.00110906237714,-115.913,-0.043507817811,True,False,False,14,MARKET_MA20_X2,消费电子,0.804948453608,0.0423131170663,0.176374077112,0.149606299213,1.22670674907,-0.00357244345328,0.339270392513,0.438596491228,0.868743918306,20.041076983
DEVELOPMENT_2024_2025:300437.SZ-001,DEVELOPMENT_2024_2025,300437.SZ,2025-11-06,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.538162505444,0.119047619048,26,0.708745874587,1,0.649338285477,109502.115,-0.0107260726073,False,True,False,7,MARKET_MA20_X2,环境治理,0.857228195938,0.385487528345,0.197647058824,0.119047619048,5.45910094352,-0.0122368818485,0.288005597444,0.420091324201,0.166344595621,18.5254559771
DEVELOPMENT_2024_2025:300440.SZ-001,DEVELOPMENT_2024_2025,300440.SZ,2025-06-16,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.370463406532,0.0778646040986,13,0.0207547169811,0,-0.0283022805574,-4384.441,-0.0377358490566,True,False,False,4,MARKET_MA20_X2,IT服务Ⅱ,0.835705045278,0.212707811432,0.138663484487,0.0774526678141,4.59859843599,0.030461553758,0.16107912454,0.388127853881,1.01357975808,18.4462786505
DEVELOPMENT_2024_2025:300442.SZ-001,DEVELOPMENT_2024_2025,300442.SZ,2024-09-24,2024,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.475333340645,0.0309278350515,27,0.541482965932,1,0.206102376406,24940.632,0,False,False,False,34,MARKET_MA20_X2,通信服务,0.492146596859,0.0603410581548,0.155297532656,0.0309278350515,1.70442625904,0.0379068312325,0.246541389241,0.65350877193,1.19151356265,19.335876675
DEVELOPMENT_2024_2025:300452.SZ-001,DEVELOPMENT_2024_2025,300452.SZ,2025-06-03,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.478239627138,0,20,0.00611620795107,0,-0.0393171349029,-6274.914,-0.0504587155963,True,False,False,9,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制药,0.650673854447,0.0963956412406,0.199082568807,0,1.22439124839,0.0450761040797,0.19883683276,0.349315068493,0.635002871978,18.446708063
DEVELOPMENT_2024_2025:300457.SZ-001,DEVELOPMENT_2024_2025,300457.SZ,2025-08-28,2025,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.518124024242,0.105882620458,17,0.64404662781,1,0.236978953516,42546.338,-0.00457951706911,False,False,False,27,MARKET_MA20_X2,电池,0.675572519084,0.159342535239,0.156914234752,0.106418357167,1.55950412286,0.154696756804,0.213279763431,0.609589041096,0.970736980682,20.2003115703
DEVELOPMENT_2024_2025:300459.SZ-001,DEVELOPMENT_2024_2025,300459.SZ,2024-09-25,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.437612170135,0.12,28,0.695890410959,1,0.251543923974,30001.43,-0.00547945205479,False,False,False,33,MARKET_MA20_X2,游戏Ⅱ,0.528571428571,0.0674486803519,0.0746268656716,0.12,2.79507181477,0.0513534514951,0.251261616897,0.820175438596,0.857304806331,19.3767632824
DEVELOPMENT_2024_2025:300479.SZ-001,DEVELOPMENT_2024_2025,300479.SZ,2024-12-10,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.462285512689,0.367052023121,25,0.0506625097428,0,-0.171572776405,-27323.152,-0.192907248636,True,False,True,6,MARKET_MA20_X2,计算机设备,0.762272727273,0.187977099237,0.191902384914,0.367052023121,3.00636717782,-0.0262605157317,0.346559723054,0.425438596491,0.971874896441,19.3956612745
DEVELOPMENT_2024_2025:300479.SZ-002,DEVELOPMENT_2024_2025,300479.SZ,2025-06-23,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.454873279203,0.199134199134,23,0.069270106927,0,-0.0328184713617,-4806.078,-0.0306834030683,True,False,False,22,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,计算机设备,0.527590673575,0.116219008264,0.1460554371,0.199134199134,1.41878881368,0.0261287067315,0.169915700381,0.37899543379,1.27776869822,19.168440121
DEVELOPMENT_2024_2025:300487.SZ-001,DEVELOPMENT_2024_2025,300487.SZ,2024-09-24,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.273213457407,0.156504065041,21,0.550843593251,1,0.10813263344,9969.624,-0.00455996352029,False,False,False,21,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,塑料,0.675654450262,0.140837696335,0.156665761607,0.156504065041,1.57785282759,0.0379068312325,0.246541389241,0.65350877193,0.744916355247,18.5979542649
DEVELOPMENT_2024_2025:300490.SZ-001,DEVELOPMENT_2024_2025,300490.SZ,2025-09-25,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.50353388616,0,15,0.347746090156,1,0.268633543703,47352.06,-0.0147194112236,False,False,False,7,MARKET_MA20_X2,电网设备,0.729490022173,0.207547169811,0.134593993326,0,4.01468257795,0.0665515228179,0.299764954083,0.2100456621,0.728942349344,19.2167052486
DEVELOPMENT_2024_2025:300494.SZ-001,DEVELOPMENT_2024_2025,300494.SZ,2025-08-28,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.512933561257,0.355029585799,12,0.00318268618714,0,-0.101361720348,-17353.028,-0.121578612349,True,False,True,3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,游戏Ⅱ,0.541221374046,0.0836791147994,0.171407185629,0.355029585799,1.58297324536,0.154696756804,0.213279763431,0.609589041096,1.0271341638,20.1594843221
DEVELOPMENT_2024_2025:300497.SZ-001,DEVELOPMENT_2024_2025,300497.SZ,2025-11-06,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.602079308162,0.323529411765,8,1.00798580302,1,0.780818117109,129486.714,-0.0141969831411,False,True,False,7,MARKET_MA20_X2,化学制药,0.666188769415,0.133668341709,0.139487179487,0.323529411765,2.35530239142,-0.0122368818485,0.288005597444,0.420091324201,0.640260082585,18.8896933557
DEVELOPMENT_2024_2025:300522.SZ-001,DEVELOPMENT_2024_2025,300522.SZ,2025-05-29,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.384824410754,0,19,0.0212314225053,0,-0.0610611733399,-10056.319,-0.0743099787686,True,False,False,9,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制品,0.604958677686,0.14068745004,0.183811129848,0,1.79679332892,0.0684057132586,0.192593500419,0.714611872146,0.920875214994,18.6210119979
DEVELOPMENT_2024_2025:300551.SZ-001,DEVELOPMENT_2024_2025,300551.SZ,2025-09-22,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.45631001902,0.486187845304,7,0.0506706408346,0,-0.110635018093,-20808.333,-0.118479880775,True,False,True,10,MARKET_MA20_X2,计算机设备,0.733473684211,0.066719618745,0.195454545455,0.486187845304,1.53397315526,0.0486314724157,0.311993946557,0.0616438356164,0.992700692561,19.3964774695
DEVELOPMENT_2024_2025:300576.SZ-001,DEVELOPMENT_2024_2025,300576.SZ,2025-12-01,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.469440478513,0.114058355438,0,0.101971977167,1,0.0554893990286,10703.5,-0.0108977685522,False,False,False,2,MARKET_MA20_X2,电子化学品Ⅱ,0.624501758499,0.1220914317,0.191266375546,0.114058355438,11.776243669,-0.0237543303628,0.226260361258,0.228310502283,0.897670628138,19.608151967
DEVELOPMENT_2024_2025:300595.SZ-001,DEVELOPMENT_2024_2025,300595.SZ,2025-07-23,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.502266364136,0,22,0.134582623509,1,0.0233244469418,3414.775,-0.00511073253833,False,False,False,27,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,医疗器械,0.638143176734,0.19035202086,0.0914051841746,0,11.0968801406,0.0626506613764,0.126506717144,0.552511415525,0.533079857347,18.9465420118
DEVELOPMENT_2024_2025:300627.SZ-001,DEVELOPMENT_2024_2025,300627.SZ,2025-02-07,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.585639352477,0.299445471349,8,0.0266285211268,0,-0.097707662661,-15913.814,-0.104753521127,True,False,False,16,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,通信设备,0.722528363047,0.177267987487,0.146612466125,0.299445471349,2.91468781753,0.0659232809359,0.31439371091,0.876712328767,0.969152527097,19.487910451
