trade_id,baseline_block,symbol,entry_signal_date,entry_year,support_lineage_id,neighbor_support_lineage_id,support_held,neighbor_support_held,minimum_volume_ratio,minimum_volume_location,sessions_since_minimum_volume,mfe,non_false_breakout,round_trip_return,realized_pnl,mae,false_breakout,extreme_winner,severe_loss,holding_trading_days,canonical_exit_reason,entry_industry,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,entry_beta60,entry_log_amount20
DEVELOPMENT_2024_2025:300627.SZ-002,DEVELOPMENT_2024_2025,300627.SZ,2025-06-24,2025,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.46760561281,0.0986301369863,24,0.155151876117,1,0.0410208782687,6825.391,-0.0092316855271,False,False,False,51,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,通信设备,0.760179257362,0.108045977011,0.135061051582,0.0986301369863,1.60847986891,0.0459145422592,0.185030576299,0.680365296804,0.593279830333,19.6174295654
DEVELOPMENT_2024_2025:300632.SZ-001,DEVELOPMENT_2024_2025,300632.SZ,2024-12-09,2024,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.423646901817,0.256108477273,8,0.0656883298393,0,-0.135901834015,-22387.05,-0.169112508735,True,False,True,7,MARKET_MA20_X2,光学光电子,0.624716553288,0.111196911197,0.192727272727,0.257731958763,7.17030833279,-0.0436662553724,0.344684156581,0.175438596491,1.02681554838,18.6628685314
DEVELOPMENT_2024_2025:300635.SZ-001,DEVELOPMENT_2024_2025,300635.SZ,2024-12-06,2024,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.506104387151,0.122549019608,23,0.0598705501618,0,-0.0821581134498,-13821.629,-0.10355987055,True,False,False,8,MARKET_MA20_X2,工程咨询服务Ⅱ,0.828233970754,0.166815343443,0.196721311475,0.122549019608,3.29454109616,-0.0103950343885,0.36202819328,0.337719298246,0.931787923141,18.7206170964
DEVELOPMENT_2024_2025:300670.SZ-001,DEVELOPMENT_2024_2025,300670.SZ,2025-09-30,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.434962920782,0.353846153846,13,0.108820160367,1,0.0261949996638,4669.785,-0.0584192439863,False,False,False,4,MARKET_MA20_X2,电网设备,0.568028004667,0.196378830084,0.185714285714,0.353846153846,1.38489750322,0.068873357996,0.296007184103,0.351598173516,0.419065633167,18.7298426613
DEVELOPMENT_2024_2025:300679.SZ-001,DEVELOPMENT_2024_2025,300679.SZ,2024-04-26,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.48480520455,0.0588235294118,28,0.0616279069767,0,-0.0629500097915,-6495.88,-0.0688372093023,True,False,False,17,MARKET_MA20_X2,消费电子,0.817463617464,0.10179028133,0.187815833801,0.0588235294118,1.44411602052,0.00914643799472,0.333885904352,0.30701754386,1.09517442692,19.2630770669
DEVELOPMENT_2024_2025:300702.SZ-001,DEVELOPMENT_2024_2025,300702.SZ,2025-04-25,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.26102122569,0.388888888889,24,0.0524344569288,1,0.0187180282923,2841.54,-0.0407303370787,False,False,False,20,MARKET_MA20_X2,化学制药,0.847457627119,0.0484581497797,0.19976635514,0.388888888889,1.81013741543,-0.086504246266,0.624844758141,0.251141552511,0.725854183783,18.4660397198
DEVELOPMENT_2024_2025:300710.SZ-001,DEVELOPMENT_2024_2025,300710.SZ,2025-11-03,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.379392084991,0.148247978437,17,0.0870421425758,0,-0.00452551181027,-781.667,-0.0610476565577,True,False,False,10,MARKET_MA20_X2,通信设备,0.718459657702,0.308784850079,0.198608137045,0.148247978437,4.30841743221,0.0168308208158,0.285625877531,0.573059360731,0.321646641035,18.7797219936
DEVELOPMENT_2024_2025:300733.SZ-001,DEVELOPMENT_2024_2025,300733.SZ,2024-12-20,2024,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.461750948511,0,17,0.00772200772201,0,-0.0359069501927,-5399.336,-0.0532818532819,True,False,False,2,MARKET_MA20_X2,汽车零部件,0.437166085947,0.154929577465,0.146536412078,0,2.10240472852,0.043471580445,0.226992116319,0.44298245614,0.797286921223,18.4558558807
DEVELOPMENT_2024_2025:300733.SZ-002,DEVELOPMENT_2024_2025,300733.SZ,2025-02-06,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.508595854738,0.0394088669951,22,0.27027027027,1,0.149726780784,23151.574,-0.0216216216216,False,False,False,32,MARKET_MA20_X2,汽车零部件,0.724337748344,0.278491859469,0.173950299914,0.0394088669951,2.1210681578,0.0148451487207,0.329012906471,0.735159817352,0.962957978904,19.1729640279
DEVELOPMENT_2024_2025:300748.SZ-001,DEVELOPMENT_2024_2025,300748.SZ,2025-06-11,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.257879969932,0,8,0.058994599086,0,-0.0865485979106,-13381.838,-0.0822600747819,True,False,False,7,MARKET_MA20_X2,金属新材料,0.737852348993,0.149474689589,0.165621734587,0,3.69467158085,0.0196244835015,0.160338432973,0.438356164384,0.70164611445,20.8022488402
DEVELOPMENT_2024_2025:300758.SZ-001,DEVELOPMENT_2024_2025,300758.SZ,2025-02-11,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.17107617913,0.157446808511,25,0.050240880936,0,-0.11823101153,-18374.43,-0.130075705437,True,False,True,9,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制品,0.558018867925,0.169169960474,0.199152542373,0.157446808511,1.93379769911,0.114672186579,0.285372445822,0.963470319635,0.724550058194,19.8142456712
DEVELOPMENT_2024_2025:300760.SZ-001,DEVELOPMENT_2024_2025,300760.SZ,2024-03-11,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.662873720359,0.0100235849057,22,0.00735052831922,0,-0.0501722140824,-4591.431,-0.0512239942246,True,False,False,8,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,医疗器械,0.734862385321,0.138952249187,0.12683692929,0.0100235849057,1.2429586724,0.218964438154,0.428184848704,0.986842105263,0.237971611764,21.0333767268
DEVELOPMENT_2024_2025:300763.SZ-001,DEVELOPMENT_2024_2025,300763.SZ,2025-08-29,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.414965775049,0.192492781521,16,0.47373081464,1,0.189447727597,30839.556,-0.0134297520661,False,False,False,26,MARKET_MA20_X2,光伏设备,0.748615090735,0.16885585897,0.182697379989,0.192492781521,1.88119914342,0.165751014657,0.211597982427,0.495433789954,1.10114010847,20.7762479941
DEVELOPMENT_2024_2025:300770.SZ-001,DEVELOPMENT_2024_2025,300770.SZ,2024-05-13,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.44584878417,0.0767790262172,17,0.0140476190476,0,-0.105362494648,-10631.16,-0.106904761905,True,False,True,5,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,电视广播Ⅱ,0.782978723404,0.141479099678,0.150774246129,0.0767790262172,2.30600525576,0.0274496828318,0.323726070014,0.412280701754,0.86976968028,18.8544434022
DEVELOPMENT_2024_2025:300770.SZ-002,DEVELOPMENT_2024_2025,300770.SZ,2025-06-09,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.416909998973,0,29,0.0757649344342,0,-0.0541960875952,-8270.944,-0.051724137931,True,False,False,9,MARKET_MA20_X2,电视广播Ⅱ,0.59625167336,0.0643988574396,0.146967559944,0,1.69494282371,0.0419125151953,0.173422222907,0.566210045662,0.702984030516,18.4922917158
DEVELOPMENT_2024_2025:300775.SZ-001,DEVELOPMENT_2024_2025,300775.SZ,2024-05-09,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.521579208728,0.423772609819,23,0.0893939393939,0,-0.0523105932442,-5523.658,-0.0924242424242,True,False,False,11,MARKET_MA20_X2,航空装备Ⅱ,0.825393700787,0.377216312057,0.173231871083,0.423772609819,4.01211528901,0.0471304807791,0.329408950622,0.780701754386,1.10038489064,19.8664791082
DEVELOPMENT_2024_2025:300779.SZ-001,DEVELOPMENT_2024_2025,300779.SZ,2025-02-12,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.595110792353,0.248897290485,6,0.539591836735,1,0.453226691676,66690.948,-0.0101020408163,False,False,False,28,MARKET_MA20_X2,环境治理,0.667751937984,0.0859668508287,0.192948328267,0.248897290485,1.45333176002,0.112590344565,0.284317784983,0.952054794521,0.673584678798,19.2771058358
DEVELOPMENT_2024_2025:300788.SZ-001,DEVELOPMENT_2024_2025,300788.SZ,2025-02-11,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.359307370742,0.114186851211,7,0.0634328358209,0,-0.0951266615117,-15600.376,-0.107142857143,True,False,False,11,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,出版,0.656603773585,0.138539796529,0.186873585516,0.114186851211,2.59353543684,0.114672186579,0.285372445822,0.963470319635,0.819131570797,19.3827979176
DEVELOPMENT_2024_2025:300790.SZ-001,DEVELOPMENT_2024_2025,300790.SZ,2024-12-09,2024,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.407498753486,0,8,0.0561330561331,0,-0.0384488273956,-6365.757,-0.0706860706861,True,False,False,7,MARKET_MA20_X2,计算机设备,0.539455782313,0.0442477876106,0.156549520767,0,1.57101223739,-0.0436662553724,0.344684156581,0.175438596491,1.03541831485,19.7272990902
DEVELOPMENT_2024_2025:300796.SZ-001,DEVELOPMENT_2024_2025,300796.SZ,2024-04-26,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.540131827589,0.162698412698,11,0.00994152046784,0,-0.116175349395,-13349.453,-0.134502923977,True,False,True,6,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,农化制品,0.792515592516,0.196617336152,0.177715091678,0.162698412698,2.17076795896,0.00914643799472,0.333885904352,0.30701754386,0.679079840974,18.4647944333
DEVELOPMENT_2024_2025:300801.SZ-001,DEVELOPMENT_2024_2025,300801.SZ,2025-06-23,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.382650971568,0.114406779661,29,0.367866549605,1,0.0245211214624,4022.859,-0.0254609306409,False,False,False,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制品,0.895077720207,0.373968253968,0.17997382199,0.114406779661,8.01441602399,0.0261287067315,0.169915700381,0.37899543379,1.23016657218,18.5683690956
DEVELOPMENT_2024_2025:300803.SZ-001,DEVELOPMENT_2024_2025,300803.SZ,2024-09-24,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.493114357841,0.248259860789,16,1.6570212766,1,0.956340099859,94276.468,-0.0636170212766,False,True,False,34,MARKET_MA20_X2,软件开发,0.826178010471,0.237264283704,0.197864135271,0.248259860789,4.72513610094,0.0379068312325,0.246541389241,0.65350877193,2.17707643166,19.6460412833
DEVELOPMENT_2024_2025:300827.SZ-001,DEVELOPMENT_2024_2025,300827.SZ,2025-09-03,2025,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.479343013761,0.214912280702,20,0.236451612903,1,0.0278044147032,5020.821,-0.0322580645161,False,False,False,23,MARKET_MA20_X2,光伏设备,0.879218303146,0.27855626327,0.0999561595791,0.214912280702,3.98646775269,0.113706921168,0.252245339105,0.0890410958904,0.374701171984,20.4573624863
DEVELOPMENT_2024_2025:300863.SZ-001,DEVELOPMENT_2024_2025,300863.SZ,2025-06-23,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.562033712561,0.106617647059,16,0.123921794135,1,0.0074712521521,1066.451,-0.00345025876941,False,False,False,17,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,汽车零部件,0.569170984456,0.0824774354186,0.113954028326,0.106617647059,1.1429034788,0.0261287067315,0.169915700381,0.37899543379,1.31868435053,18.5083036208
DEVELOPMENT_2024_2025:300910.SZ-001,DEVELOPMENT_2024_2025,300910.SZ,2025-01-23,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.456596141646,0.269320843091,19,0.16120387549,1,0.133875775706,20133.074,-0.0412286126572,False,False,False,36,MARKET_MA20_X2,化学制品,0.664433811802,0.0899955337204,0.120729995321,0.269320843091,1.16641549795,-0.0426687710187,0.313347983688,0.374429223744,0.561213729572,18.6932915034
DEVELOPMENT_2024_2025:300919.SZ-001,DEVELOPMENT_2024_2025,300919.SZ,2024-03-11,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.592523578879,0.222701149425,22,0.0603773584906,0,-0.0164972763086,-1575.414,-0.0254716981132,True,False,False,12,MARKET_MA20_X2,电池,0.773394495413,0.264769193973,0.179647938269,0.222701149425,2.9407676103,0.218964438154,0.428184848704,0.986842105263,0.834514671773,19.0873613283
DEVELOPMENT_2024_2025:300938.SZ-001,DEVELOPMENT_2024_2025,300938.SZ,2025-10-29,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.479466300437,0.0972568578554,14,0.175444969125,1,0.15360835806,26245.015,-0.0108972030512,False,False,False,13,MARKET_MA20_X2,专业服务,0.623609394314,0.0955794504182,0.172324881822,0.0972568578554,0.758389018117,0.0357395080016,0.298432921908,0.490867579909,0.324796285233,19.2887809169
DEVELOPMENT_2024_2025:300945.SZ-001,DEVELOPMENT_2024_2025,300945.SZ,2024-12-02,2024,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.493744033926,0.192857142857,8,0.0435403283369,0,-0.15764819969,-29089.93,-0.17130620985,True,False,True,12,MARKET_MA20_X2,饰品,0.710295728368,0.313609467456,0.170103092784,0.192857142857,2.90978076233,0.0518823630749,0.397456710087,0.460526315789,0.778333317675,18.7208554757
DEVELOPMENT_2024_2025:300947.SZ-001,DEVELOPMENT_2024_2025,300947.SZ,2025-03-17,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.6111454162,0.0227272727273,27,0.00430416068867,0,-0.100318619687,-15538.224,-0.123385939742,True,False,True,5,MARKET_MA20_X2,一般零售,0.617578579744,0.103773584906,0.18320610687,0.0227272727273,2.18706966755,0.0268771683843,0.273546900849,0.477168949772,0.992995513164,18.8727645399
DEVELOPMENT_2024_2025:300971.SZ-001,DEVELOPMENT_2024_2025,300971.SZ,2024-12-05,2024,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.652185125575,0.48623853211,14,0.00674536256324,0,-0.100574636979,-16710.575,-0.0994940978078,True,False,True,9,MARKET_MA20_X2,专用设备,0.367640449438,0.0909090909091,0.181680161943,0.48623853211,1.94375187016,-0.0260966714457,0.358131972365,0.263157894737,0.834179565288,18.4684090089
DEVELOPMENT_2024_2025:300987.SZ-001,DEVELOPMENT_2024_2025,300987.SZ,2025-06-12,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.537557994205,0.297872340426,17,0.0899591094957,0,-0.158834261472,-26436.418,-0.162199000454,True,False,True,6,MARKET_MA20_X2,数字媒体,0.839973262032,0.314649681529,0.178889650446,0.297872340426,7.28906891006,0.0188678190576,0.160112958504,0.456621004566,1.32028454044,18.5748313864
DEVELOPMENT_2024_2025:301048.SZ-001,DEVELOPMENT_2024_2025,301048.SZ,2025-06-10,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.452110907236,0,25,0.025664527956,0,-0.0655446334359,-10500.909,-0.0678276810266,True,False,False,8,MARKET_MA20_X2,轨交设备Ⅱ,0.724331550802,0.0521821631879,0.199342825849,0,2.33196680519,0.00764936546389,0.158277967564,0.344748858447,1.26693902362,18.6827954727
DEVELOPMENT_2024_2025:301048.SZ-002,DEVELOPMENT_2024_2025,301048.SZ,2025-08-08,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.328610047144,0.0434782608696,15,0.132075471698,1,-0.135208946897,-24949.071,-0.168413696716,False,False,True,18,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,轨交设备Ⅱ,0.844491525424,0.262569832402,0.113733648288,0.0434782608696,4.25926756736,0.0613365485639,0.120763917199,0.666666666667,0.372813967367,18.803016927
DEVELOPMENT_2024_2025:301052.SZ-001,DEVELOPMENT_2024_2025,301052.SZ,2025-06-10,2025,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.460973690704,0.316646002954,15,0.0957892144792,0,-0.0415641979296,-6251.557,-0.0519576459,True,False,False,8,MARKET_MA20_X2,出版,0.877673796791,0.150390460996,0.192744116641,0.316821284789,2.17447653597,0.00764936546389,0.158277967564,0.344748858447,0.852733488806,19.4250707135
DEVELOPMENT_2024_2025:301083.SZ-001,DEVELOPMENT_2024_2025,301083.SZ,2025-11-05,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.430716640482,0.190721649485,25,0.136659436009,1,0.0941421513815,15813.227,-0.0130151843818,False,False,False,8,MARKET_MA20_X2,专用设备,0.545018007203,0.0860341779611,0.173469387755,0.190721649485,0.797385352199,-0.0169348495835,0.28567949033,0.397260273973,0.286524134377,18.4406671959
DEVELOPMENT_2024_2025:301093.SZ-001,DEVELOPMENT_2024_2025,301093.SZ,2025-06-23,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.246650297927,0.122105263158,24,0.807228915663,1,0.402698973492,70089.3033,-0.0542168674699,False,False,False,75,MARKET_MA20_X2,医疗器械,0.846113989637,0.212341197822,0.193643754619,0.122105263158,2.71745280135,0.0261287067315,0.169915700381,0.37899543379,1.17717309574,18.6978335096
DEVELOPMENT_2024_2025:301096.SZ-001,DEVELOPMENT_2024_2025,301096.SZ,2025-07-30,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.567466100204,0.104265402844,22,0.308598130841,1,0.0276822309866,4150.945,-0.0164485981308,False,False,False,21,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,医疗服务,0.901653803749,0.231220392511,0.19971604354,0.104265402844,3.14114055819,0.0829686323135,0.12515772615,0.634703196347,0.451306396116,19.1092525116
DEVELOPMENT_2024_2025:301096.SZ-002,DEVELOPMENT_2024_2025,301096.SZ,2025-11-03,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.400937996992,0.145903479237,6,0.0289333333333,0,-0.244358328073,-51462.693,-0.292,True,False,True,3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,医疗服务,0.76564792176,0.189482758621,0.160569471977,0.145903479237,10.1834424248,0.0168308208158,0.285625877531,0.573059360731,0.196854535055,19.3851436798
DEVELOPMENT_2024_2025:301141.SZ-001,DEVELOPMENT_2024_2025,301141.SZ,2025-06-04,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.374903770903,0.219907407407,3,0.728780487805,1,0.342693529562,52587.453,-0.0170731707317,False,False,False,12,MARKET_MA20_X2,金属新材料,0.564257028112,0.0652453120986,0.11976711949,0.219907407407,3.24973064941,0.0272887692732,0.178558555176,0.271689497717,0.400927022025,18.747314107
DEVELOPMENT_2024_2025:301165.SZ-001,DEVELOPMENT_2024_2025,301165.SZ,2025-06-24,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.550793988201,0,17,0.790744466801,1,0.469366028299,74354.74,-0.0610328638498,False,False,False,70,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,通信设备,0.75019206146,0.185194130789,0.148326533117,0,3.53609534936,0.0459145422592,0.185030576299,0.680365296804,1.12196043156,19.5931686982
DEVELOPMENT_2024_2025:301182.SZ-001,DEVELOPMENT_2024_2025,301182.SZ,2025-09-03,2025,L_SUPPORT_HELD,L_SUPPORT_BROKEN,1,0,0.429755743762,0.0759493670886,21,0.0937892884083,0,-0.0788138523436,-14077.134,-0.0797083228564,True,False,False,13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,计算机设备,0.591229742612,0.0605494798613,0.104895104895,0.0759493670886,2.15021311739,0.113706921168,0.252245339105,0.0890410958904,0.614997208848,19.1268754742
DEVELOPMENT_2024_2025:301188.SZ-001,DEVELOPMENT_2024_2025,301188.SZ,2025-05-19,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.286828846226,0.313492063492,17,0.110623781676,1,-0.0336062572905,-5039.117,-0.0355750487329,False,False,False,7,MARKET_MA20_X2,医疗器械,0.855886524823,0.251330573625,0.155747836836,0.313492063492,6.24825258043,0.0790275415927,0.192876852428,0.835616438356,0.667130034482,18.5124423811
DEVELOPMENT_2024_2025:301213.SZ-001,DEVELOPMENT_2024_2025,301213.SZ,2024-12-20,2024,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.435402809619,0,17,0.0795832409665,1,0.0088426315427,1317.657,0,False,False,False,2,MARKET_MA20_X2,军工电子Ⅱ,0.678861788618,0.107246376812,0.16829393628,0,1.34940684576,0.043471580445,0.226992116319,0.44298245614,1.00669292445,18.8345461255
DEVELOPMENT_2024_2025:301213.SZ-002,DEVELOPMENT_2024_2025,301213.SZ,2025-02-17,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.450106177106,0,14,0.122448979592,1,-0.0747114545534,-11352.54,-0.0851020408163,False,False,False,10,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,军工电子Ⅱ,0.603074670571,0.14156626506,0.163056415139,0,2.3396193188,0.158162052631,0.264881453821,0.947488584475,0.776037718208,18.4274228441
DEVELOPMENT_2024_2025:301217.SZ-001,DEVELOPMENT_2024_2025,301217.SZ,2025-03-14,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.548683238268,0.136645962733,26,0.0161420500404,0,-0.10265029133,-16295.178,-0.115415657789,True,False,True,6,MARKET_MA20_X2,电池,0.570222743259,0.125454545455,0.153919694073,0.136645962733,3.11915550837,0.0369023521195,0.2753109909,0.465753424658,1.02739851217,18.8057148506
DEVELOPMENT_2024_2025:301230.SZ-001,DEVELOPMENT_2024_2025,301230.SZ,2024-12-06,2024,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.5487441919,0.188095238095,23,0.0237288135593,0,-0.0824711084005,-13865.369,-0.111525423729,True,False,False,8,MARKET_MA20_X2,医疗服务,0.423847019123,0.111637080868,0.182127659574,0.188095238095,1.37775628827,-0.0103950343885,0.36202819328,0.337719298246,0.982435283402,19.1546493465
DEVELOPMENT_2024_2025:301238.SZ-001,DEVELOPMENT_2024_2025,301238.SZ,2025-06-23,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.44308952631,0,13,0.0617154811715,0,-0.0505409862104,-7254.825,-0.0601464435146,True,False,False,17,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,电池,0.663730569948,0.129279811098,0.141692789969,0,3.30709678475,0.0261287067315,0.169915700381,0.37899543379,1.26896459582,19.0485885635
DEVELOPMENT_2024_2025:301285.SZ-001,DEVELOPMENT_2024_2025,301285.SZ,2025-10-29,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.470182470732,0.445692883895,4,0.110305343511,1,0.00780466929988,1350.558,-0.0698473282443,False,False,False,13,MARKET_MA20_X2,消费电子,0.750556242274,0.083093377211,0.131492439185,0.445692883895,1.01079876196,0.0357395080016,0.298432921908,0.490867579909,1.32450106816,19.1673511688
DEVELOPMENT_2024_2025:301301.SZ-001,DEVELOPMENT_2024_2025,301301.SZ,2024-04-29,2024,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.445168710048,0.0746268656716,12,0.558673469388,1,0.203841587156,21746.95775,-0.0246598639456,False,False,False,16,MARKET_MA20_X2,化学制药,0.88814968815,0.179377013963,0.0728260869565,0.0746268656716,3.24111959468,0.0202015722237,0.344871216177,0.491228070175,0.895128517818,19.077996335
DEVELOPMENT_2024_2025:301301.SZ-002,DEVELOPMENT_2024_2025,301301.SZ,2025-05-15,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.469408949405,0.0874316939891,16,0.0165517241379,0,-0.136169404184,-22046.745,-0.137931034483,True,False,True,9,MARKET_MA20_X2,化学制药,0.57309352518,0.151067323481,0.159685863874,0.0874316939891,8.5630984194,0.0569294750561,0.205880968039,0.803652968037,0.755759583065,19.4916042577
DEVELOPMENT_2024_2025:301361.SZ-001,DEVELOPMENT_2024_2025,301361.SZ,2025-02-12,2025,L_SUPPORT_HELD,L_SUPPORT_HELD,1,1,0.461404722791,0.296202531646,5,0.368102073365,1,0.104532325198,17681.013,-0.0510366826156,False,False,False,28,MARKET_MA20_X2,电网设备,0.47023255814,0.0345389377647,0.146622123237,0.296202531646,2.38737507576,0.112590344565,0.284317784983,0.952054794521,1.07352779572,18.8202657998
DEVELOPMENT_2024_2025:301498.SZ-001,DEVELOPMENT_2024_2025,301498.SZ,2024-12-02,2024,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.448303676641,0.382687717014,1,0.0587287639133,0,-0.00420599693496,-717.427,-0.0577035735208,True,False,False,12,MARKET_MA20_X2,饲料,0.373165388828,0.0517965468969,0.190054857547,0.383333333333,1.63468094951,0.0518823630749,0.397456710087,0.460526315789,0.656400989992,18.8997957706
DEVELOPMENT_2024_2025:301498.SZ-002,DEVELOPMENT_2024_2025,301498.SZ,2024-12-20,2024,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.426494157716,0.173623695434,15,0.0331081081081,0,-0.00159340659341,-236.06,-0.01,True,False,False,2,MARKET_MA20_X2,饲料,0.521951219512,0.210931107838,0.162246234447,0.174571140262,1.15706924704,0.043471580445,0.226992116319,0.44298245614,0.659917437275,18.9981524484
DEVELOPMENT_2024_2025:301577.SZ-001,DEVELOPMENT_2024_2025,301577.SZ,2025-11-04,2025,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.48760976895,0.433526011561,18,0.0345864661654,0,-0.0553316225456,-9208.635,-0.0669172932331,True,False,False,9,MARKET_MA20_X2,通信设备,0.632725060827,0.111292962357,0.120979020979,0.433526011561,3.09530413095,-0.0193262430332,0.284930652825,0.358447488584,0.549459921079,18.5219891159
DEVELOPMENT_2024_2025:301611.SZ-001,DEVELOPMENT_2024_2025,301611.SZ,2025-09-24,2025,L_SUPPORT_BROKEN,L_SUPPORT_HELD,0,1,0.338144354496,0.0106100795756,9,0.108877721943,1,-0.00574170459557,-995.906,-0.0283082077052,False,False,False,8,MARKET_MA20_X2,半导体,0.481699346405,0.076732234627,0.144888547271,0.0106100795756,3.08780867853,0.0849297216535,0.308111686327,0.251141552511,0.895401282471,19.838322067
EXTENDED_2018_2021:300001.SZ-001,EXTENDED_2018_2021,300001.SZ,2020-06-12,2020,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.505024044722,0.431952662722,22,0.17285648785,1,0.012097025589,1479.093,-0.0486015589179,False,False,False,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,电网设备,0.466323024055,0.078469838156,0.185002736727,0.431952662722,1.2449173798,0.0430809333825,0.22428654096,0.4,0.999762580425,19.7084743612
EXTENDED_2018_2021:300002.SZ-001,EXTENDED_2018_2021,300002.SZ,2021-11-17,2021,L_SUPPORT_BROKEN,L_SUPPORT_BROKEN,0,0,0.561591251139,0.382978723404,14,0.00807754442649,0,-0.0556947591112,-10133.76,-0.0791599353796,True,False,False,5,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,游戏Ⅱ,0.604921700224,0.0636833046472,0.179732313576,0.382978723404,1.57968924053,0.0604845301996,0.14785452596,0.871584699454,0.947075644579,20.2205374532
