trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,lineage_id,neighbor_lineage_id,lineage_strength,base_high,acceptance_high,mfe,mae,opportunity20,false_breakout,non_false_breakout,round_trip_return,realized_pnl,extreme_winner,severe_loss,holding_trading_days,canonical_exit_reason,entry_industry,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,entry_beta60,entry_log_amount20
DEVELOPMENT_2024_2025:300551.SZ-001,DEVELOPMENT_2024_2025,300551.SZ,2025-09-22,2025-09-23,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.0506706408346,-0.118479880775,False,True,0,-0.110635018093,-20808.333,False,True,10,MARKET_MA20_X2,计算机设备,0.733473684211,0.066719618745,0.195454545455,0.486187845304,1.53397315526,0.0486314724157,0.311993946557,0.0616438356164,0.992700692561,19.3964774695
DEVELOPMENT_2024_2025:300576.SZ-001,DEVELOPMENT_2024_2025,300576.SZ,2025-12-01,2025-12-02,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.101971977167,-0.0108977685522,False,False,1,0.0554893990286,10703.5,False,False,2,MARKET_MA20_X2,电子化学品Ⅱ,0.624501758499,0.1220914317,0.191266375546,0.114058355438,11.776243669,-0.0237543303628,0.226260361258,0.228310502283,0.897670628138,19.608151967
DEVELOPMENT_2024_2025:300595.SZ-001,DEVELOPMENT_2024_2025,300595.SZ,2025-07-23,2025-07-24,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.134582623509,-0.00511073253833,False,False,1,0.0233244469418,3414.775,False,False,27,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,医疗器械,0.638143176734,0.19035202086,0.0914051841746,0,11.0968801406,0.0626506613764,0.126506717144,0.552511415525,0.533079857347,18.9465420118
DEVELOPMENT_2024_2025:300627.SZ-001,DEVELOPMENT_2024_2025,300627.SZ,2025-02-07,2025-02-10,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.0266285211268,-0.104753521127,False,True,0,-0.097707662661,-15913.814,False,False,16,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,通信设备,0.722528363047,0.177267987487,0.146612466125,0.299445471349,2.91468781753,0.0659232809359,0.31439371091,0.876712328767,0.969152527097,19.487910451
DEVELOPMENT_2024_2025:300627.SZ-002,DEVELOPMENT_2024_2025,300627.SZ,2025-06-24,2025-06-25,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.155151876117,-0.0092316855271,False,False,1,0.0410208782687,6825.391,False,False,51,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,通信设备,0.760179257362,0.108045977011,0.135061051582,0.0986301369863,1.60847986891,0.0459145422592,0.185030576299,0.680365296804,0.593279830333,19.6174295654
DEVELOPMENT_2024_2025:300632.SZ-001,DEVELOPMENT_2024_2025,300632.SZ,2024-12-09,2024-12-10,2024,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.0656883298393,-0.169112508735,False,True,0,-0.135901834015,-22387.05,False,True,7,MARKET_MA20_X2,光学光电子,0.624716553288,0.111196911197,0.192727272727,0.257731958763,7.17030833279,-0.0436662553724,0.344684156581,0.175438596491,1.02681554838,18.6628685314
DEVELOPMENT_2024_2025:300635.SZ-001,DEVELOPMENT_2024_2025,300635.SZ,2024-12-06,2024-12-09,2024,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.0598705501618,-0.10355987055,False,True,0,-0.0821581134498,-13821.629,False,False,8,MARKET_MA20_X2,工程咨询服务Ⅱ,0.828233970754,0.166815343443,0.196721311475,0.122549019608,3.29454109616,-0.0103950343885,0.36202819328,0.337719298246,0.931787923141,18.7206170964
DEVELOPMENT_2024_2025:300670.SZ-001,DEVELOPMENT_2024_2025,300670.SZ,2025-09-30,2025-10-09,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.108820160367,-0.0584192439863,False,False,1,0.0261949996638,4669.785,False,False,4,MARKET_MA20_X2,电网设备,0.568028004667,0.196378830084,0.185714285714,0.353846153846,1.38489750322,0.068873357996,0.296007184103,0.351598173516,0.419065633167,18.7298426613
DEVELOPMENT_2024_2025:300679.SZ-001,DEVELOPMENT_2024_2025,300679.SZ,2024-04-26,2024-04-29,2024,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.0616279069767,-0.0688372093023,False,True,0,-0.0629500097915,-6495.88,False,False,17,MARKET_MA20_X2,消费电子,0.817463617464,0.10179028133,0.187815833801,0.0588235294118,1.44411602052,0.00914643799472,0.333885904352,0.30701754386,1.09517442692,19.2630770669
DEVELOPMENT_2024_2025:300702.SZ-001,DEVELOPMENT_2024_2025,300702.SZ,2025-04-25,2025-04-28,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.0524344569288,-0.0407303370787,False,False,1,0.0187180282923,2841.54,False,False,20,MARKET_MA20_X2,化学制药,0.847457627119,0.0484581497797,0.19976635514,0.388888888889,1.81013741543,-0.086504246266,0.624844758141,0.251141552511,0.725854183783,18.4660397198
DEVELOPMENT_2024_2025:300710.SZ-001,DEVELOPMENT_2024_2025,300710.SZ,2025-11-03,2025-11-04,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.0870421425758,-0.0610476565577,False,True,0,-0.00452551181027,-781.667,False,False,10,MARKET_MA20_X2,通信设备,0.718459657702,0.308784850079,0.198608137045,0.148247978437,4.30841743221,0.0168308208158,0.285625877531,0.573059360731,0.321646641035,18.7797219936
DEVELOPMENT_2024_2025:300733.SZ-001,DEVELOPMENT_2024_2025,300733.SZ,2024-12-20,2024-12-23,2024,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.00772200772201,-0.0532818532819,False,True,0,-0.0359069501927,-5399.336,False,False,2,MARKET_MA20_X2,汽车零部件,0.437166085947,0.154929577465,0.146536412078,0,2.10240472852,0.043471580445,0.226992116319,0.44298245614,0.797286921223,18.4558558807
DEVELOPMENT_2024_2025:300733.SZ-002,DEVELOPMENT_2024_2025,300733.SZ,2025-02-06,2025-02-07,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.27027027027,-0.0216216216216,True,False,1,0.149726780784,23151.574,False,False,32,MARKET_MA20_X2,汽车零部件,0.724337748344,0.278491859469,0.173950299914,0.0394088669951,2.1210681578,0.0148451487207,0.329012906471,0.735159817352,0.962957978904,19.1729640279
DEVELOPMENT_2024_2025:300748.SZ-001,DEVELOPMENT_2024_2025,300748.SZ,2025-06-11,2025-06-12,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.058994599086,-0.0822600747819,False,True,0,-0.0865485979106,-13381.838,False,False,7,MARKET_MA20_X2,金属新材料,0.737852348993,0.149474689589,0.165621734587,0,3.69467158085,0.0196244835015,0.160338432973,0.438356164384,0.70164611445,20.8022488402
DEVELOPMENT_2024_2025:300758.SZ-001,DEVELOPMENT_2024_2025,300758.SZ,2025-02-11,2025-02-12,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.050240880936,-0.130075705437,False,True,0,-0.11823101153,-18374.43,False,True,9,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制品,0.558018867925,0.169169960474,0.199152542373,0.157446808511,1.93379769911,0.114672186579,0.285372445822,0.963470319635,0.724550058194,19.8142456712
DEVELOPMENT_2024_2025:300760.SZ-001,DEVELOPMENT_2024_2025,300760.SZ,2024-03-11,2024-03-12,2024,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.00735052831922,-0.0512239942246,False,True,0,-0.0501722140824,-4591.431,False,False,8,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,医疗器械,0.734862385321,0.138952249187,0.12683692929,0.0100235849057,1.2429586724,0.218964438154,0.428184848704,0.986842105263,0.237971611764,21.0333767268
DEVELOPMENT_2024_2025:300763.SZ-001,DEVELOPMENT_2024_2025,300763.SZ,2025-08-29,2025-09-01,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.47373081464,-0.0134297520661,True,False,1,0.189447727597,30839.556,False,False,26,MARKET_MA20_X2,光伏设备,0.748615090735,0.16885585897,0.182697379989,0.192492781521,1.88119914342,0.165751014657,0.211597982427,0.495433789954,1.10114010847,20.7762479941
DEVELOPMENT_2024_2025:300770.SZ-001,DEVELOPMENT_2024_2025,300770.SZ,2024-05-13,2024-05-14,2024,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.0140476190476,-0.106904761905,False,True,0,-0.105362494648,-10631.16,False,True,5,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,电视广播Ⅱ,0.782978723404,0.141479099678,0.150774246129,0.0767790262172,2.30600525576,0.0274496828318,0.323726070014,0.412280701754,0.86976968028,18.8544434022
DEVELOPMENT_2024_2025:300770.SZ-002,DEVELOPMENT_2024_2025,300770.SZ,2025-06-09,2025-06-10,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.0757649344342,-0.051724137931,False,True,0,-0.0541960875952,-8270.944,False,False,9,MARKET_MA20_X2,电视广播Ⅱ,0.59625167336,0.0643988574396,0.146967559944,0,1.69494282371,0.0419125151953,0.173422222907,0.566210045662,0.702984030516,18.4922917158
DEVELOPMENT_2024_2025:300775.SZ-001,DEVELOPMENT_2024_2025,300775.SZ,2024-05-09,2024-05-10,2024,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.0893939393939,-0.0924242424242,False,True,0,-0.0523105932442,-5523.658,False,False,11,MARKET_MA20_X2,航空装备Ⅱ,0.825393700787,0.377216312057,0.173231871083,0.423772609819,4.01211528901,0.0471304807791,0.329408950622,0.780701754386,1.10038489064,19.8664791082
DEVELOPMENT_2024_2025:300779.SZ-001,DEVELOPMENT_2024_2025,300779.SZ,2025-02-12,2025-02-13,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.539591836735,-0.0101020408163,True,False,1,0.453226691676,66690.948,False,False,28,MARKET_MA20_X2,环境治理,0.667751937984,0.0859668508287,0.192948328267,0.248897290485,1.45333176002,0.112590344565,0.284317784983,0.952054794521,0.673584678798,19.2771058358
DEVELOPMENT_2024_2025:300788.SZ-001,DEVELOPMENT_2024_2025,300788.SZ,2025-02-11,2025-02-12,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,1,1,0,0.0634328358209,-0.107142857143,False,True,0,-0.0951266615117,-15600.376,False,False,11,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,出版,0.656603773585,0.138539796529,0.186873585516,0.114186851211,2.59353543684,0.114672186579,0.285372445822,0.963470319635,0.819131570797,19.3827979176
DEVELOPMENT_2024_2025:300790.SZ-001,DEVELOPMENT_2024_2025,300790.SZ,2024-12-09,2024-12-10,2024,L10_BASE_HIGH_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,1,1,0,0.0561330561331,-0.0706860706861,False,True,0,-0.0384488273956,-6365.757,False,False,7,MARKET_MA20_X2,计算机设备,0.539455782313,0.0442477876106,0.156549520767,0,1.57101223739,-0.0436662553724,0.344684156581,0.175438596491,1.03541831485,19.7272990902
DEVELOPMENT_2024_2025:300796.SZ-001,DEVELOPMENT_2024_2025,300796.SZ,2024-04-26,2024-04-29,2024,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.00994152046784,-0.134502923977,False,True,0,-0.116175349395,-13349.453,False,True,6,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,农化制品,0.792515592516,0.196617336152,0.177715091678,0.162698412698,2.17076795896,0.00914643799472,0.333885904352,0.30701754386,0.679079840974,18.4647944333
DEVELOPMENT_2024_2025:300801.SZ-001,DEVELOPMENT_2024_2025,300801.SZ,2025-06-23,2025-06-24,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.367866549605,-0.0254609306409,True,False,1,0.0245211214624,4022.859,False,False,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制品,0.895077720207,0.373968253968,0.17997382199,0.114406779661,8.01441602399,0.0261287067315,0.169915700381,0.37899543379,1.23016657218,18.5683690956
DEVELOPMENT_2024_2025:300803.SZ-001,DEVELOPMENT_2024_2025,300803.SZ,2024-09-24,2024-09-25,2024,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,1.6570212766,-0.0636170212766,True,False,1,0.956340099859,94276.468,True,False,34,MARKET_MA20_X2,软件开发,0.826178010471,0.237264283704,0.197864135271,0.248259860789,4.72513610094,0.0379068312325,0.246541389241,0.65350877193,2.17707643166,19.6460412833
DEVELOPMENT_2024_2025:300827.SZ-001,DEVELOPMENT_2024_2025,300827.SZ,2025-09-03,2025-09-04,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.236451612903,-0.0322580645161,True,False,1,0.0278044147032,5020.821,False,False,23,MARKET_MA20_X2,光伏设备,0.879218303146,0.27855626327,0.0999561595791,0.214912280702,3.98646775269,0.113706921168,0.252245339105,0.0890410958904,0.374701171984,20.4573624863
DEVELOPMENT_2024_2025:300863.SZ-001,DEVELOPMENT_2024_2025,300863.SZ,2025-06-23,2025-06-24,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0,0,0,0.123921794135,-0.00345025876941,False,False,1,0.0074712521521,1066.451,False,False,17,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,汽车零部件,0.569170984456,0.0824774354186,0.113954028326,0.106617647059,1.1429034788,0.0261287067315,0.169915700381,0.37899543379,1.31868435053,18.5083036208
DEVELOPMENT_2024_2025:300910.SZ-001,DEVELOPMENT_2024_2025,300910.SZ,2025-01-23,2025-01-24,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.16120387549,-0.0412286126572,False,False,1,0.133875775706,20133.074,False,False,36,MARKET_MA20_X2,化学制品,0.664433811802,0.0899955337204,0.120729995321,0.269320843091,1.16641549795,-0.0426687710187,0.313347983688,0.374429223744,0.561213729572,18.6932915034
DEVELOPMENT_2024_2025:300919.SZ-001,DEVELOPMENT_2024_2025,300919.SZ,2024-03-11,2024-03-12,2024,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.0603773584906,-0.0254716981132,False,True,0,-0.0164972763086,-1575.414,False,False,12,MARKET_MA20_X2,电池,0.773394495413,0.264769193973,0.179647938269,0.222701149425,2.9407676103,0.218964438154,0.428184848704,0.986842105263,0.834514671773,19.0873613283
DEVELOPMENT_2024_2025:300938.SZ-001,DEVELOPMENT_2024_2025,300938.SZ,2025-10-29,2025-10-30,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.175444969125,-0.0108972030512,False,False,1,0.15360835806,26245.015,False,False,13,MARKET_MA20_X2,专业服务,0.623609394314,0.0955794504182,0.172324881822,0.0972568578554,0.758389018117,0.0357395080016,0.298432921908,0.490867579909,0.324796285233,19.2887809169
DEVELOPMENT_2024_2025:300945.SZ-001,DEVELOPMENT_2024_2025,300945.SZ,2024-12-02,2024-12-03,2024,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.0435403283369,-0.17130620985,False,True,0,-0.15764819969,-29089.93,False,True,12,MARKET_MA20_X2,饰品,0.710295728368,0.313609467456,0.170103092784,0.192857142857,2.90978076233,0.0518823630749,0.397456710087,0.460526315789,0.778333317675,18.7208554757
DEVELOPMENT_2024_2025:300947.SZ-001,DEVELOPMENT_2024_2025,300947.SZ,2025-03-17,2025-03-18,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.00430416068867,-0.123385939742,False,True,0,-0.100318619687,-15538.224,False,True,5,MARKET_MA20_X2,一般零售,0.617578579744,0.103773584906,0.18320610687,0.0227272727273,2.18706966755,0.0268771683843,0.273546900849,0.477168949772,0.992995513164,18.8727645399
DEVELOPMENT_2024_2025:300971.SZ-001,DEVELOPMENT_2024_2025,300971.SZ,2024-12-05,2024-12-06,2024,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.00674536256324,-0.0994940978078,False,True,0,-0.100574636979,-16710.575,False,True,9,MARKET_MA20_X2,专用设备,0.367640449438,0.0909090909091,0.181680161943,0.48623853211,1.94375187016,-0.0260966714457,0.358131972365,0.263157894737,0.834179565288,18.4684090089
DEVELOPMENT_2024_2025:300987.SZ-001,DEVELOPMENT_2024_2025,300987.SZ,2025-06-12,2025-06-13,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.0899591094957,-0.162199000454,False,True,0,-0.158834261472,-26436.418,False,True,6,MARKET_MA20_X2,数字媒体,0.839973262032,0.314649681529,0.178889650446,0.297872340426,7.28906891006,0.0188678190576,0.160112958504,0.456621004566,1.32028454044,18.5748313864
DEVELOPMENT_2024_2025:301048.SZ-001,DEVELOPMENT_2024_2025,301048.SZ,2025-06-10,2025-06-11,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0,0,0,0.025664527956,-0.0678276810266,False,True,0,-0.0655446334359,-10500.909,False,False,8,MARKET_MA20_X2,轨交设备Ⅱ,0.724331550802,0.0521821631879,0.199342825849,0,2.33196680519,0.00764936546389,0.158277967564,0.344748858447,1.26693902362,18.6827954727
DEVELOPMENT_2024_2025:301048.SZ-002,DEVELOPMENT_2024_2025,301048.SZ,2025-08-08,2025-08-11,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.132075471698,-0.168413696716,False,False,1,-0.135208946897,-24949.071,False,True,18,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,轨交设备Ⅱ,0.844491525424,0.262569832402,0.113733648288,0.0434782608696,4.25926756736,0.0613365485639,0.120763917199,0.666666666667,0.372813967367,18.803016927
DEVELOPMENT_2024_2025:301052.SZ-001,DEVELOPMENT_2024_2025,301052.SZ,2025-06-10,2025-06-11,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,1,0,1,0.0957892144792,-0.0519576459,False,True,0,-0.0415641979296,-6251.557,False,False,8,MARKET_MA20_X2,出版,0.877673796791,0.150390460996,0.192744116641,0.316821284789,2.17447653597,0.00764936546389,0.158277967564,0.344748858447,0.852733488806,19.4250707135
DEVELOPMENT_2024_2025:301083.SZ-001,DEVELOPMENT_2024_2025,301083.SZ,2025-11-05,2025-11-06,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.136659436009,-0.0130151843818,False,False,1,0.0941421513815,15813.227,False,False,8,MARKET_MA20_X2,专用设备,0.545018007203,0.0860341779611,0.173469387755,0.190721649485,0.797385352199,-0.0169348495835,0.28567949033,0.397260273973,0.286524134377,18.4406671959
DEVELOPMENT_2024_2025:301093.SZ-001,DEVELOPMENT_2024_2025,301093.SZ,2025-06-23,2025-06-24,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.807228915663,-0.0542168674699,True,False,1,0.402698973492,70089.3033,False,False,75,MARKET_MA20_X2,医疗器械,0.846113989637,0.212341197822,0.193643754619,0.122105263158,2.71745280135,0.0261287067315,0.169915700381,0.37899543379,1.17717309574,18.6978335096
DEVELOPMENT_2024_2025:301096.SZ-001,DEVELOPMENT_2024_2025,301096.SZ,2025-07-30,2025-07-31,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.308598130841,-0.0164485981308,True,False,1,0.0276822309866,4150.945,False,False,21,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,医疗服务,0.901653803749,0.231220392511,0.19971604354,0.104265402844,3.14114055819,0.0829686323135,0.12515772615,0.634703196347,0.451306396116,19.1092525116
DEVELOPMENT_2024_2025:301096.SZ-002,DEVELOPMENT_2024_2025,301096.SZ,2025-11-03,2025-11-04,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0,0,0,0.0289333333333,-0.292,False,True,0,-0.244358328073,-51462.693,False,True,3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,医疗服务,0.76564792176,0.189482758621,0.160569471977,0.145903479237,10.1834424248,0.0168308208158,0.285625877531,0.573059360731,0.196854535055,19.3851436798
DEVELOPMENT_2024_2025:301141.SZ-001,DEVELOPMENT_2024_2025,301141.SZ,2025-06-04,2025-06-05,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.728780487805,-0.0170731707317,True,False,1,0.342693529562,52587.453,False,False,12,MARKET_MA20_X2,金属新材料,0.564257028112,0.0652453120986,0.11976711949,0.219907407407,3.24973064941,0.0272887692732,0.178558555176,0.271689497717,0.400927022025,18.747314107
DEVELOPMENT_2024_2025:301165.SZ-001,DEVELOPMENT_2024_2025,301165.SZ,2025-06-24,2025-06-25,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.790744466801,-0.0610328638498,True,False,1,0.469366028299,74354.74,False,False,70,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,通信设备,0.75019206146,0.185194130789,0.148326533117,0,3.53609534936,0.0459145422592,0.185030576299,0.680365296804,1.12196043156,19.5931686982
DEVELOPMENT_2024_2025:301182.SZ-001,DEVELOPMENT_2024_2025,301182.SZ,2025-09-03,2025-09-04,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.0937892884083,-0.0797083228564,False,True,0,-0.0788138523436,-14077.134,False,False,13,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,计算机设备,0.591229742612,0.0605494798613,0.104895104895,0.0759493670886,2.15021311739,0.113706921168,0.252245339105,0.0890410958904,0.614997208848,19.1268754742
DEVELOPMENT_2024_2025:301188.SZ-001,DEVELOPMENT_2024_2025,301188.SZ,2025-05-19,2025-05-20,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,2,1,1,0.110623781676,-0.0355750487329,False,False,1,-0.0336062572905,-5039.117,False,False,7,MARKET_MA20_X2,医疗器械,0.855886524823,0.251330573625,0.155747836836,0.313492063492,6.24825258043,0.0790275415927,0.192876852428,0.835616438356,0.667130034482,18.5124423811
DEVELOPMENT_2024_2025:301213.SZ-001,DEVELOPMENT_2024_2025,301213.SZ,2024-12-20,2024-12-23,2024,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.0795832409665,0,False,False,1,0.0088426315427,1317.657,False,False,2,MARKET_MA20_X2,军工电子Ⅱ,0.678861788618,0.107246376812,0.16829393628,0,1.34940684576,0.043471580445,0.226992116319,0.44298245614,1.00669292445,18.8345461255
DEVELOPMENT_2024_2025:301213.SZ-002,DEVELOPMENT_2024_2025,301213.SZ,2025-02-17,2025-02-18,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.122448979592,-0.0851020408163,False,False,1,-0.0747114545534,-11352.54,False,False,10,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,军工电子Ⅱ,0.603074670571,0.14156626506,0.163056415139,0,2.3396193188,0.158162052631,0.264881453821,0.947488584475,0.776037718208,18.4274228441
DEVELOPMENT_2024_2025:301217.SZ-001,DEVELOPMENT_2024_2025,301217.SZ,2025-03-14,2025-03-17,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.0161420500404,-0.115415657789,False,True,0,-0.10265029133,-16295.178,False,True,6,MARKET_MA20_X2,电池,0.570222743259,0.125454545455,0.153919694073,0.136645962733,3.11915550837,0.0369023521195,0.2753109909,0.465753424658,1.02739851217,18.8057148506
DEVELOPMENT_2024_2025:301230.SZ-001,DEVELOPMENT_2024_2025,301230.SZ,2024-12-06,2024-12-09,2024,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.0237288135593,-0.111525423729,False,True,0,-0.0824711084005,-13865.369,False,False,8,MARKET_MA20_X2,医疗服务,0.423847019123,0.111637080868,0.182127659574,0.188095238095,1.37775628827,-0.0103950343885,0.36202819328,0.337719298246,0.982435283402,19.1546493465
DEVELOPMENT_2024_2025:301238.SZ-001,DEVELOPMENT_2024_2025,301238.SZ,2025-06-23,2025-06-24,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.0617154811715,-0.0601464435146,False,True,0,-0.0505409862104,-7254.825,False,False,17,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,电池,0.663730569948,0.129279811098,0.141692789969,0,3.30709678475,0.0261287067315,0.169915700381,0.37899543379,1.26896459582,19.0485885635
DEVELOPMENT_2024_2025:301285.SZ-001,DEVELOPMENT_2024_2025,301285.SZ,2025-10-29,2025-10-30,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.110305343511,-0.0698473282443,False,False,1,0.00780466929988,1350.558,False,False,13,MARKET_MA20_X2,消费电子,0.750556242274,0.083093377211,0.131492439185,0.445692883895,1.01079876196,0.0357395080016,0.298432921908,0.490867579909,1.32450106816,19.1673511688
DEVELOPMENT_2024_2025:301301.SZ-001,DEVELOPMENT_2024_2025,301301.SZ,2024-04-29,2024-04-30,2024,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.558673469388,-0.0246598639456,True,False,1,0.203841587156,21746.95775,False,False,16,MARKET_MA20_X2,化学制药,0.88814968815,0.179377013963,0.0728260869565,0.0746268656716,3.24111959468,0.0202015722237,0.344871216177,0.491228070175,0.895128517818,19.077996335
