trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,lineage_id,neighbor_lineage_id,lineage_strength,base_high,acceptance_high,mfe,mae,opportunity20,false_breakout,non_false_breakout,round_trip_return,realized_pnl,extreme_winner,severe_loss,holding_trading_days,canonical_exit_reason,entry_industry,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,entry_beta60,entry_log_amount20
DEVELOPMENT_2024_2025:300267.SZ-001,DEVELOPMENT_2024_2025,300267.SZ,2025-07-16,2025-07-17,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.391930835735,-0.0259365994236,True,False,1,0.129893935473,21329.239,False,False,31,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制药,0.792343387471,0.104761904762,0.135313531353,0.268292682927,1.77451182736,0.0673614644217,0.175551338737,0.737442922374,0.432336793534,19.0059209151
DEVELOPMENT_2024_2025:300279.SZ-001,DEVELOPMENT_2024_2025,300279.SZ,2024-12-10,2024-12-11,2024,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.0714285714286,-0.0795148247978,False,True,0,-0.0625237296396,-10077.263,False,False,6,MARKET_MA20_X2,家电零部件Ⅱ,0.741931818182,0.0450704225352,0.192810457516,0.172413793103,2.07978789869,-0.0262605157317,0.346559723054,0.425438596491,1.03421558388,19.0296784621
DEVELOPMENT_2024_2025:300285.SZ-001,DEVELOPMENT_2024_2025,300285.SZ,2024-05-09,2024-05-10,2024,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.0225961538462,-0.0735576923077,False,True,0,-0.0704558553763,-7329.729,False,False,11,MARKET_MA20_X2,电子化学品Ⅱ,0.498031496063,0.198630136986,0.179334916865,0.112582781457,1.57950950608,0.0471304807791,0.329408950622,0.780701754386,0.864933314472,19.6272279493
DEVELOPMENT_2024_2025:300286.SZ-001,DEVELOPMENT_2024_2025,300286.SZ,2025-02-17,2025-02-18,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.223744292237,-0.0369863013699,True,False,1,0.0544130920144,8479.828,False,False,25,MARKET_MA20_X2,电网设备,0.418887262079,0.129429892142,0.179902755267,0.264264264264,2.1757922005,0.158162052631,0.264881453821,0.947488584475,1.29441391405,18.5586155506
DEVELOPMENT_2024_2025:300324.SZ-001,DEVELOPMENT_2024_2025,300324.SZ,2024-09-24,2024-09-25,2024,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.987447698745,-0.00418410041841,True,False,1,0.517725109618,49544.015,True,False,34,MARKET_MA20_X2,计算机设备,0.691623036649,0.0909090909091,0.131067961165,0.185185185185,1.73864030466,0.0379068312325,0.246541389241,0.65350877193,1.14465556103,18.8316136289
DEVELOPMENT_2024_2025:300327.SZ-001,DEVELOPMENT_2024_2025,300327.SZ,2025-12-10,2025-12-11,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.00228758169935,-0.100980392157,False,True,0,-0.0725233674727,-15059.219,False,False,7,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,半导体,0.790761548065,0.142486085343,0.160623781676,0.0773333333333,2.12172518906,0.0104142607693,0.236164102622,0.287671232877,1.18659094219,20.1651700404
DEVELOPMENT_2024_2025:300346.SZ-001,DEVELOPMENT_2024_2025,300346.SZ,2025-05-06,2025-05-07,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L11_BASE_HIGH_ACCEPTANCE_HIGH,1,1,0,0.00439024390244,-0.090243902439,False,True,0,-0.0855881447987,-14064.2,False,False,8,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,电子化学品Ⅱ,0.59943019943,0.0944712828771,0.127210496292,0.150224215247,1.25339482667,-0.0373889155038,0.636465069843,0.598173515982,0.557386469949,20.7980706611
DEVELOPMENT_2024_2025:300348.SZ-001,DEVELOPMENT_2024_2025,300348.SZ,2024-09-24,2024-09-25,2024,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,1.63473053892,-0.00718562874252,True,False,1,0.885646090437,84388.956,True,False,34,MARKET_MA20_X2,软件开发,0.828795811518,0.15,0.134670487106,0.127659574468,2.52909387668,0.0379068312325,0.246541389241,0.65350877193,1.38048784539,18.5863928735
DEVELOPMENT_2024_2025:300357.SZ-001,DEVELOPMENT_2024_2025,300357.SZ,2024-05-08,2024-05-09,2024,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.0665384615385,-0.0611538461538,False,True,0,-0.0587297357792,-6254.74,False,False,12,MARKET_MA20_X2,生物制品,0.641188118812,0.113983050847,0.178733031674,0.0695652173913,4.33638458748,0.00683526215848,0.338875479342,0.561403508772,0.909528439874,18.7590662212
DEVELOPMENT_2024_2025:300357.SZ-002,DEVELOPMENT_2024_2025,300357.SZ,2025-07-16,2025-07-17,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.424267100977,-0.0126221498371,True,False,1,0.190521588886,28256.097,False,False,47,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,生物制品,0.727842227378,0.246261216351,0.134994807892,0,9.41526989324,0.0673614644217,0.175551338737,0.737442922374,0.5804002841,19.0392977245
DEVELOPMENT_2024_2025:300371.SZ-001,DEVELOPMENT_2024_2025,300371.SZ,2025-09-22,2025-09-23,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0,-0.108857336038,False,True,0,-0.0983451808191,-19043.211,False,False,3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,通用设备,0.771473684211,0.0851825340014,0.175536139793,0.429530201342,2.50064391862,0.0486314724157,0.311993946557,0.0616438356164,0.268887610422,18.5422770068
DEVELOPMENT_2024_2025:300377.SZ-001,DEVELOPMENT_2024_2025,300377.SZ,2024-09-24,2024-09-25,2024,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,3.84094052559,-0.0179806362379,True,False,1,2.26696219661,216566.154,True,False,34,MARKET_MA20_X2,软件开发,0.906806282723,0.224199288256,0.191287878788,0.0693069306931,2.73438195947,0.0379068312325,0.246541389241,0.65350877193,1.68881696851,19.1212326394
DEVELOPMENT_2024_2025:300404.SZ-001,DEVELOPMENT_2024_2025,300404.SZ,2024-12-09,2024-12-10,2024,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.0274361400189,-0.139072847682,False,True,0,-0.108295629322,-18096.084,False,True,7,MARKET_MA20_X2,医疗服务,0.512358276644,0.0671487603306,0.155737704918,0.231404958678,5.61202561591,-0.0436662553724,0.344684156581,0.175438596491,0.843757305705,18.6706369877
DEVELOPMENT_2024_2025:300433.SZ-001,DEVELOPMENT_2024_2025,300433.SZ,2024-05-06,2024-05-07,2024,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.043507817811,-0.043507817811,False,True,0,-0.00110906237714,-115.913,False,False,14,MARKET_MA20_X2,消费电子,0.804948453608,0.0423131170663,0.176374077112,0.149606299213,1.22670674907,-0.00357244345328,0.339270392513,0.438596491228,0.868743918306,20.041076983
DEVELOPMENT_2024_2025:300437.SZ-001,DEVELOPMENT_2024_2025,300437.SZ,2025-11-06,2025-11-07,2025,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.708745874587,-0.0107260726073,True,False,1,0.649338285477,109502.115,True,False,7,MARKET_MA20_X2,环境治理,0.857228195938,0.385487528345,0.197647058824,0.119047619048,5.45910094352,-0.0122368818485,0.288005597444,0.420091324201,0.166344595621,18.5254559771
DEVELOPMENT_2024_2025:300440.SZ-001,DEVELOPMENT_2024_2025,300440.SZ,2025-06-16,2025-06-17,2025,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,1,0,1,0.0207547169811,-0.0377358490566,False,True,0,-0.0283022805574,-4384.441,False,False,4,MARKET_MA20_X2,IT服务Ⅱ,0.835705045278,0.212707811432,0.138663484487,0.0774526678141,4.59859843599,0.030461553758,0.16107912454,0.388127853881,1.01357975808,18.4462786505
DEVELOPMENT_2024_2025:300442.SZ-001,DEVELOPMENT_2024_2025,300442.SZ,2024-09-24,2024-09-25,2024,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.541482965932,0,True,False,1,0.206102376406,24940.632,False,False,34,MARKET_MA20_X2,通信服务,0.492146596859,0.0603410581548,0.155297532656,0.0309278350515,1.70442625904,0.0379068312325,0.246541389241,0.65350877193,1.19151356265,19.335876675
DEVELOPMENT_2024_2025:300452.SZ-001,DEVELOPMENT_2024_2025,300452.SZ,2025-06-03,2025-06-04,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.00611620795107,-0.0504587155963,False,True,0,-0.0393171349029,-6274.914,False,False,9,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制药,0.650673854447,0.0963956412406,0.199082568807,0,1.22439124839,0.0450761040797,0.19883683276,0.349315068493,0.635002871978,18.446708063
DEVELOPMENT_2024_2025:300457.SZ-001,DEVELOPMENT_2024_2025,300457.SZ,2025-08-28,2025-08-29,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.64404662781,-0.00457951706911,True,False,1,0.236978953516,42546.338,False,False,27,MARKET_MA20_X2,电池,0.675572519084,0.159342535239,0.156914234752,0.106418357167,1.55950412286,0.154696756804,0.213279763431,0.609589041096,0.970736980682,20.2003115703
DEVELOPMENT_2024_2025:300459.SZ-001,DEVELOPMENT_2024_2025,300459.SZ,2024-09-25,2024-09-26,2024,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH,2,1,1,0.695890410959,-0.00547945205479,True,False,1,0.251543923974,30001.43,False,False,33,MARKET_MA20_X2,游戏Ⅱ,0.528571428571,0.0674486803519,0.0746268656716,0.12,2.79507181477,0.0513534514951,0.251261616897,0.820175438596,0.857304806331,19.3767632824
DEVELOPMENT_2024_2025:300479.SZ-001,DEVELOPMENT_2024_2025,300479.SZ,2024-12-10,2024-12-11,2024,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH,2,1,1,0.0506625097428,-0.192907248636,False,True,0,-0.171572776405,-27323.152,False,True,6,MARKET_MA20_X2,计算机设备,0.762272727273,0.187977099237,0.191902384914,0.367052023121,3.00636717782,-0.0262605157317,0.346559723054,0.425438596491,0.971874896441,19.3956612745
DEVELOPMENT_2024_2025:300479.SZ-002,DEVELOPMENT_2024_2025,300479.SZ,2025-06-23,2025-06-24,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,0,0,0,0.069270106927,-0.0306834030683,False,True,0,-0.0328184713617,-4806.078,False,False,22,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,计算机设备,0.527590673575,0.116219008264,0.1460554371,0.199134199134,1.41878881368,0.0261287067315,0.169915700381,0.37899543379,1.27776869822,19.168440121
DEVELOPMENT_2024_2025:300487.SZ-001,DEVELOPMENT_2024_2025,300487.SZ,2024-09-24,2024-09-25,2024,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.550843593251,-0.00455996352029,True,False,1,0.10813263344,9969.624,False,False,21,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,塑料,0.675654450262,0.140837696335,0.156665761607,0.156504065041,1.57785282759,0.0379068312325,0.246541389241,0.65350877193,0.744916355247,18.5979542649
DEVELOPMENT_2024_2025:300490.SZ-001,DEVELOPMENT_2024_2025,300490.SZ,2025-09-25,2025-09-26,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,0.347746090156,-0.0147194112236,True,False,1,0.268633543703,47352.06,False,False,7,MARKET_MA20_X2,电网设备,0.729490022173,0.207547169811,0.134593993326,0,4.01468257795,0.0665515228179,0.299764954083,0.2100456621,0.728942349344,19.2167052486
DEVELOPMENT_2024_2025:300494.SZ-001,DEVELOPMENT_2024_2025,300494.SZ,2025-08-28,2025-08-29,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.00318268618714,-0.121578612349,False,True,0,-0.101361720348,-17353.028,False,True,3,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,游戏Ⅱ,0.541221374046,0.0836791147994,0.171407185629,0.355029585799,1.58297324536,0.154696756804,0.213279763431,0.609589041096,1.0271341638,20.1594843221
DEVELOPMENT_2024_2025:300497.SZ-001,DEVELOPMENT_2024_2025,300497.SZ,2025-11-06,2025-11-07,2025,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW,1,1,0,1.00798580302,-0.0141969831411,True,False,1,0.780818117109,129486.714,True,False,7,MARKET_MA20_X2,化学制药,0.666188769415,0.133668341709,0.139487179487,0.323529411765,2.35530239142,-0.0122368818485,0.288005597444,0.420091324201,0.640260082585,18.8896933557
DEVELOPMENT_2024_2025:300522.SZ-001,DEVELOPMENT_2024_2025,300522.SZ,2025-05-29,2025-05-30,2025,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW,0,0,0,0.0212314225053,-0.0743099787686,False,True,0,-0.0610611733399,-10056.319,False,False,9,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,化学制品,0.604958677686,0.14068745004,0.183811129848,0,1.79679332892,0.0684057132586,0.192593500419,0.714611872146,0.920875214994,18.6210119979
