trade_id,baseline_block,symbol,entry_signal_date,entry_execution_date,entry_year,feature_available_at,daily_available_at,daily_snapshot_id,minute_snapshot_id,minute_daily_snapshot_id,entry_industry,breakout_reference_raw,breakout_margin,support_shift20,resistance_shift20,range_contraction20,volatility_contraction20,downside_amount_contraction20,prior60_reference_test_count_2pct,sessions_since_reference,prebreakout_distance,first_cross_index,time_above_reference,volume_above_reference,reference_loss_count,longest_below_reference_run,below_reference_resilience,close_reference_retention,postcross_max_drawdown,base_repair_score,breakout_acceptance_score,base_neighbor_score,acceptance_neighbor_5m_score,assignment_margin,lineage_id,neighbor_lineage_id
DEVELOPMENT_2024_2025:301165.SZ-001,DEVELOPMENT_2024_2025,301165.SZ,2025-06-24,2025-06-25,2025,2025-06-24T15:30:00,2025-06-24T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301165.SZ:2025-06-24,PITB-80B916173F29877FD683,通信设备,53.4268057218,0.0496603576109,0.0708257935673,0.00169987764042,0.7339215634,0.00561338898311,-0.0812461428637,2,33,-0.0414018788904,0,1,1,0,0,1,0.880526469091,-0.0315357085631,0.771689497717,0.835616438356,0.86301369863,0.785388127854,0.271689497717,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH
DEVELOPMENT_2024_2025:301182.SZ-001,DEVELOPMENT_2024_2025,301182.SZ,2025-09-03,2025-09-04,2025,2025-09-03T15:30:00,2025-09-03T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301182.SZ:2025-09-03,PITB-80B916173F29877FD683,计算机设备,39.5,0.00658227848101,0.00362470771877,0.0135430714398,-0.146026208964,-0.00694380137428,-0.0482802896729,4,31,-0.0559677603282,88,0.822368421053,0.820878020474,11,7,0.802631578947,0.128712011195,-0.0539499434916,0.232876712329,0.205479452055,0.27397260274,0.2100456621,0.267123287671,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW
DEVELOPMENT_2024_2025:301188.SZ-001,DEVELOPMENT_2024_2025,301188.SZ,2025-05-19,2025-05-20,2025,2025-05-19T15:30:00,2025-05-19T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301188.SZ:2025-05-19,PITB-80B916173F29877FD683,医疗器械,18.7,0.131550802139,0.0207907696691,-0.0112450984155,0.346944994963,0.0158179467047,-0.0310136308299,5,13,-0.00967229464251,0,1,1,0,0,1,0.752293689288,-0.0698795548405,0.625570776256,0.785388127854,0.479452054795,0.735159817352,0.125570776256,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
DEVELOPMENT_2024_2025:301213.SZ-001,DEVELOPMENT_2024_2025,301213.SZ,2024-12-20,2024-12-23,2024,2024-12-20T15:30:00,2024-12-20T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301213.SZ:2024-12-20,PITB-80B916173F29877FD683,军工电子Ⅱ,45.47,0.00813723334066,0.0620043610979,0.0542777254285,0.018375613466,0.00113180648914,-0.165591796679,8,1,-0.0310466029923,45,0.502564102564,0.693344699122,7,54,0.502564102564,0.506848994374,-0.0253247178425,0.508771929825,0.184210526316,0.644736842105,0.184210526316,0.00877192982456,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW
DEVELOPMENT_2024_2025:301213.SZ-002,DEVELOPMENT_2024_2025,301213.SZ,2025-02-17,2025-02-18,2025,2025-02-17T15:30:00,2025-02-17T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301213.SZ:2025-02-17,PITB-80B916173F29877FD683,军工电子Ⅱ,48.86,0.0083913221449,0.040567184989,0.0997906970823,-0.428489423466,-0.00122071745017,0.0417121974639,4,4,-0.028229354789,11,1,1,0,0,1,0.171548308688,-0.0462438815978,0.356164383562,0.62100456621,0.376712328767,0.570776255708,0.12100456621,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
DEVELOPMENT_2024_2025:301217.SZ-001,DEVELOPMENT_2024_2025,301217.SZ,2025-03-14,2025-03-17,2025,2025-03-14T15:30:00,2025-03-14T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301217.SZ:2025-03-14,PITB-80B916173F29877FD683,电池,12.07,0.0256835128418,0.0309396835348,0.0481420760068,-0.19540058257,-0.00466024149157,-0.0987712289708,1,0,0,0,0.875,0.837120660153,5,17,0.875,0.516666791704,-0.0607735164268,0.315068493151,0.333333333333,0.383561643836,0.287671232877,0.166666666667,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW
DEVELOPMENT_2024_2025:301230.SZ-001,DEVELOPMENT_2024_2025,301230.SZ,2024-12-06,2024-12-09,2024,2024-12-06T15:30:00,2024-12-06T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301230.SZ:2024-12-06,PITB-80B916173F29877FD683,医疗服务,27.9620384615,0.00779490875679,0.0295588022415,-0.147920130077,1.06701985256,0.0241303764013,-0.0869751617862,4,42,-0.0246939880825,0,0.583333333333,0.700091335175,8,65,0.583333333333,0.14264879763,-0.0715496991091,0.842105263158,0.140350877193,0.763157894737,0.140350877193,0.342105263158,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW
DEVELOPMENT_2024_2025:301238.SZ-001,DEVELOPMENT_2024_2025,301238.SZ,2025-06-23,2025-06-24,2025,2025-06-23T15:30:00,2025-06-23T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301238.SZ:2025-06-23,PITB-80B916173F29877FD683,电池,18.682073521,0.0239762721484,0.0142689698012,0.0487185314789,-0.463946243187,-0.00125209847804,0.0353716661151,5,59,-0.0371926709372,20,0.813636363636,0.854873478522,7,9,0.813636363636,0.881870088134,-0.0135557989961,0.237442922374,0.433789954338,0.212328767123,0.456621004566,0.0662100456621,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW
DEVELOPMENT_2024_2025:301285.SZ-001,DEVELOPMENT_2024_2025,301285.SZ,2025-10-29,2025-10-30,2025,2025-10-29T15:30:00,2025-10-29T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301285.SZ:2025-10-29,PITB-80B916173F29877FD683,消费电子,51.63,0.0199496416812,0.0159828251746,-0.00541273310675,0.2543830936,0.000589158605876,0.469769999107,11,24,-0.016600322615,10,0.982608695652,0.91300526168,0,4,0.982608695652,0.660256893678,-0.0208685246158,0.37899543379,0.543378995434,0.404109589041,0.684931506849,0.0433789954338,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
DEVELOPMENT_2024_2025:301301.SZ-001,DEVELOPMENT_2024_2025,301301.SZ,2024-04-29,2024-04-30,2024,2024-04-29T15:30:00,2024-04-29T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301301.SZ:2024-04-29,PITB-80B916173F29877FD683,化学制药,9.87,0.112462006079,0.00220507255831,-0.0228071363165,0.293499173849,0.0161969401418,0.147682774281,4,11,-0.00711746776886,0,1,1,0,0,1,0.991071222388,-0.0296650212058,0.614035087719,0.833333333333,0.513157894737,0.80701754386,0.114035087719,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH
DEVELOPMENT_2024_2025:301301.SZ-002,DEVELOPMENT_2024_2025,301301.SZ,2025-05-15,2025-05-16,2025,2025-05-15T15:30:00,2025-05-15T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301301.SZ:2025-05-15,PITB-80B916173F29877FD683,化学制药,13.89,0.0093592512599,-0.00784317746103,-0.0355449374194,0.344023826385,0.00279233009139,-0.237660607978,2,59,-0.173291179366,23,0.976958525346,0.824457511357,1,5,0.976958525346,1,-0.0335235557548,0.383561643836,0.657534246575,0.349315068493,0.634703196347,0.116438356164,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
DEVELOPMENT_2024_2025:301361.SZ-001,DEVELOPMENT_2024_2025,301361.SZ,2025-02-12,2025-02-13,2025,2025-02-12T15:30:00,2025-02-12T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301361.SZ:2025-02-12,PITB-80B916173F29877FD683,电网设备,30.89,0.0278407251538,0.0363676441709,-0.0182534403093,0.536060857919,0.0100087354319,0.0823351757605,3,18,-0.0487577917572,23,0.981566820276,0.953626335066,2,3,0.981566820276,0.914893691278,-0.0226186396393,0.698630136986,0.648401826484,0.671232876712,0.598173515982,0.148401826484,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH
DEVELOPMENT_2024_2025:301498.SZ-001,DEVELOPMENT_2024_2025,301498.SZ,2024-12-02,2024-12-03,2024,2024-12-02T15:30:00,2024-12-02T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301498.SZ:2024-12-02,PITB-80B916173F29877FD683,饲料,67.2373540856,0.00569097222222,-0.041487431162,-0.0181125196857,-0.108253014233,-0.0113476375158,0.137849894184,7,15,-0.0184227117621,20,0.831818181818,0.837434828179,3,32,0.831818181818,0.181123081129,-0.0380677642067,0.140350877193,0.342105263158,0.184210526316,0.359649122807,0.157894736842,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW
DEVELOPMENT_2024_2025:301498.SZ-002,DEVELOPMENT_2024_2025,301498.SZ,2024-12-20,2024-12-23,2024,2024-12-20T15:30:00,2024-12-20T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301498.SZ:2024-12-20,PITB-80B916173F29877FD683,饲料,70.99,0.0424003380758,0.0596900000441,0.0257825686675,0.293899656272,0.00666952906397,0.0476874105889,4,0,0,0,1,1,0,0,1,0.555350178274,-0.0362518536802,0.640350877193,0.728070175439,0.710526315789,0.701754385965,0.140350877193,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH
DEVELOPMENT_2024_2025:301577.SZ-001,DEVELOPMENT_2024_2025,301577.SZ,2025-11-04,2025-11-05,2025,2025-11-04T15:30:00,2025-11-04T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301577.SZ:2025-11-04,PITB-80B916173F29877FD683,通信设备,66.37,0.0230525839988,0.0682042518337,-0.0471049449139,0.833390010468,0.0216995215988,-0.0355640905045,2,43,-0.0645686556883,127,0.592920353982,0.786751174225,6,23,0.592920353982,0.540637164584,-0.0216328216134,0.904109589041,0.219178082192,0.876712328767,0.2100456621,0.280821917808,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW
DEVELOPMENT_2024_2025:301611.SZ-001,DEVELOPMENT_2024_2025,301611.SZ,2025-09-24,2025-09-25,2025,2025-09-24T15:30:00,2025-09-24T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:301611.SZ:2025-09-24,PITB-80B916173F29877FD683,半导体,59.58,0.0198053037932,0.00328280684893,-0.0373557865438,0.437567589667,0.0167732079847,0.521844351928,4,18,-0.0339710057666,104,1,1,0,0,1,0.440298156925,-0.0377449170812,0.607305936073,0.657534246575,0.438356164384,0.607305936073,0.107305936073,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300001.SZ-001,EXTENDED_2018_2021,300001.SZ,2020-06-12,2020-06-15,2020,2020-06-12T15:30:00,2020-06-12T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300001.SZ:2020-06-12,PITB-80B916173F29877FD683,电网设备,21.65,0.0157043879908,-0.00884731245868,-0.00720399333482,0.091555660532,0.00708428420152,0.218396356056,6,0,0,40,1,1,0,0,1,0.576271022061,-0.0202337617006,0.34358974359,0.733333333333,0.307692307692,0.676923076923,0.15641025641,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300002.SZ-001,EXTENDED_2018_2021,300002.SZ,2021-11-17,2021-11-18,2021,2021-11-17T15:30:00,2021-11-17T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300002.SZ:2021-11-17,PITB-80B916173F29877FD683,游戏Ⅱ,6.17,0.00162074554295,0.085554004859,0.0703164984175,0.0743748399397,0.0334465921242,0.248808096843,4,22,-0.03462835684,124,0.879310344828,0.931850228149,6,5,0.879310344828,0.0666654459649,-0.0268987455184,0.808743169399,0.267759562842,0.713114754098,0.306010928962,0.232240437158,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW
EXTENDED_2018_2021:300002.SZ-002,EXTENDED_2018_2021,300002.SZ,2021-12-14,2021-12-15,2021,2021-12-14T15:30:00,2021-12-14T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300002.SZ:2021-12-14,PITB-80B916173F29877FD683,游戏Ⅱ,6.18,0.00970873786408,0.0035714323676,-0.0653619052928,0.730410320077,0.0137912677359,0.424342154565,5,18,-0.0245712607305,53,0.994652406417,0.99442808217,1,1,0.994652406417,0.352940028101,-0.0204724592745,0.732240437158,0.595628415301,0.655737704918,0.650273224044,0.0956284153005,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300007.SZ-001,EXTENDED_2018_2021,300007.SZ,2020-06-16,2020-06-17,2020,2020-06-16T15:30:00,2020-06-16T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300007.SZ:2020-06-16,PITB-80B916173F29877FD683,通用设备,14.4864587021,0.0423527454538,0.0592997422813,0.0758212181023,-0.245593283286,-0.00293165183538,0.0859944356552,4,39,-0.0536311106904,0,1,1,0,0,1,1,-0.0132450833038,0.307692307692,0.894871794872,0.430769230769,0.838461538462,0.192307692308,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300009.SZ-001,EXTENDED_2018_2021,300009.SZ,2021-04-08,2021-04-09,2021,2021-04-08T15:30:00,2021-04-08T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300009.SZ:2021-04-08,PITB-80B916173F29877FD683,生物制品,16.05,0.0591900311526,0.0070472455154,0.0444517625708,-0.274883733138,-0.00913554260944,0.51380445434,3,32,-0.0043709092379,0,1,1,0,0,1,0.655172413793,-0.034285736084,0.213114754098,0.825136612022,0.295081967213,0.743169398907,0.286885245902,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300010.SZ-001,EXTENDED_2018_2021,300010.SZ,2019-10-28,2019-10-29,2019,2019-10-28T15:30:00,2019-10-28T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300010.SZ:2019-10-28,PITB-80B916173F29877FD683,教育,10.15,0.00197044334975,0.0904695936926,0.037776889049,0.326781082096,0.0162843103821,-0.213089659489,4,5,-0.0381572394331,111,0.387596899225,0.412791393715,12,16,0.387596899225,0.200000762939,-0.016585373297,0.783625730994,0.0584795321637,0.780701754386,0.046783625731,0.283625730994,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW
EXTENDED_2018_2021:300012.SZ-001,EXTENDED_2018_2021,300012.SZ,2019-02-11,2019-02-12,2019,2019-02-11T15:30:00,2019-02-11T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300012.SZ:2019-02-11,PITB-80B916173F29877FD683,专业服务,7.2,0.0416666666667,0.0494124417253,0.0909060989177,-0.410710585763,0.0083412415617,0.0323201121968,2,0,0,0,1,1,0,0,1,1,-0.0190476011295,0.426900584795,0.929824561404,0.350877192982,0.888888888889,0.0730994152047,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300012.SZ-002,EXTENDED_2018_2021,300012.SZ,2021-01-07,2021-01-08,2021,2021-01-07T15:30:00,2021-01-07T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300012.SZ:2021-01-07,PITB-80B916173F29877FD683,专业服务,27.83,0.0474308300395,0.0100422615375,0.0963388101025,-0.782083485959,0.00713234362416,0.347873916363,7,0,0,0,1,1,0,0,1,1,-0.0165085818296,0.377049180328,0.94262295082,0.22131147541,0.860655737705,0.122950819672,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300014.SZ-001,EXTENDED_2018_2021,300014.SZ,2018-05-11,2018-05-14,2018,2018-05-11T15:30:00,2018-05-11T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300014.SZ:2018-05-11,PITB-80B916173F29877FD683,电池,19.28,0.021265560166,-0.00985836696426,0.0597030234364,-0.496500837006,-0.00207121484029,0.388164356606,3,39,-0.027874536766,17,1,1,0,0,1,0.32800024707,-0.0496834107963,0.181818181818,0.636363636364,0.181818181818,0.575757575758,0.136363636364,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300015.SZ-001,EXTENDED_2018_2021,300015.SZ,2019-08-28,2019-08-29,2019,2019-08-28T15:30:00,2019-08-28T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300015.SZ:2019-08-28,PITB-80B916173F29877FD683,医疗服务,34.01,0.00264628050573,0.0752234212376,0.0938900749416,-0.187912358247,0.00661254113192,0.237425998092,3,0,0,0,0.595833333333,0.505690742285,16,34,0.595833333333,0.374993642171,-0.0181127356172,0.520467836257,0.198830409357,0.543859649123,0.19298245614,0.0204678362573,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW
EXTENDED_2018_2021:300015.SZ-002,EXTENDED_2018_2021,300015.SZ,2020-12-25,2020-12-28,2020,2020-12-25T15:30:00,2020-12-25T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300015.SZ:2020-12-25,PITB-80B916173F29877FD683,医疗服务,72.7,0.00137551581843,0.0808871053972,0.0566428336397,0.211673673333,0.0138070311368,-0.0507204006922,1,0,0,0,0.170833333333,0.19562404766,14,96,0.170833333333,0.147063905413,-0.0188061775016,0.707692307692,0.0512820512821,0.738461538462,0.0512820512821,0.207692307692,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW
EXTENDED_2018_2021:300015.SZ-003,EXTENDED_2018_2021,300015.SZ,2020-12-30,2020-12-31,2020,2020-12-30T15:30:00,2020-12-30T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300015.SZ:2020-12-30,PITB-80B916173F29877FD683,医疗服务,72.8,0.0144230769231,0.0540755292987,0.0435911107133,0.0946636299584,0.0036092559729,-0.104658452569,4,2,-0.0185781026074,10,0.969565217391,0.928512256172,1,4,0.969565217391,0.750000544958,-0.0123742677561,0.471794871795,0.630769230769,0.576923076923,0.769230769231,0.0282051282051,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300017.SZ-001,EXTENDED_2018_2021,300017.SZ,2021-09-15,2021-09-16,2021,2021-09-15T15:30:00,2021-09-15T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300017.SZ:2021-09-15,PITB-80B916173F29877FD683,IT服务Ⅱ,6.48,0.0246913580247,-0.00852520082336,0.00767463475311,-0.085608360274,0.000847162197434,0.285086604465,4,1,-0.021841741915,37,0.960591133005,0.963650845626,1,8,0.960591133005,0.533332515293,-0.0294985663589,0.27868852459,0.486338797814,0.237704918033,0.475409836066,0.0136612021858,L00_BASE_LOW_ACCEPTANCE_LOW,L00_BASE_LOW_ACCEPTANCE_LOW
EXTENDED_2018_2021:300020.SZ-001,EXTENDED_2018_2021,300020.SZ,2019-08-19,2019-08-20,2019,2019-08-19T15:30:00,2019-08-19T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300020.SZ:2019-08-19,PITB-80B916173F29877FD683,IT服务Ⅱ,8.46957040573,0.0366523423741,-0.0229017642867,0.0117648415796,-0.408096373829,-0.000837596777392,0.213652687364,19,34,-0.0142182490023,12,0.90350877193,0.931134428195,6,13,0.90350877193,0.968791178308,-0.0105882532456,0.0994152046784,0.561403508772,0.0789473684211,0.59649122807,0.0614035087719,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300020.SZ-002,EXTENDED_2018_2021,300020.SZ,2020-06-15,2020-06-16,2020,2020-06-15T15:30:00,2020-06-15T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300020.SZ:2020-06-15,PITB-80B916173F29877FD683,IT服务Ⅱ,10.73,0.0158434296365,0.0367495422087,0.0225998319172,0.162083591015,-0.00249789981567,0.243313871149,5,35,-0.048696971867,10,1,1,0,0,1,0.333332734949,-0.0365418750138,0.394871794872,0.661538461538,0.546153846154,0.605128205128,0.105128205128,L01_BASE_LOW_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300027.SZ-001,EXTENDED_2018_2021,300027.SZ,2019-02-25,2019-02-26,2019,2019-02-25T15:30:00,2019-02-25T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300027.SZ:2019-02-25,PITB-80B916173F29877FD683,影视院线,5.3,0.0245283018868,0.0530689681302,0.0314367734236,0.219639018988,0.0181618943383,0.429364365042,1,59,-0.0345523815067,0,0.4125,0.418829692915,6,105,0.4125,0.928569822896,-0.0429104502508,0.707602339181,0.33918128655,0.631578947368,0.333333333333,0.16081871345,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW
EXTENDED_2018_2021:300033.SZ-001,EXTENDED_2018_2021,300033.SZ,2019-02-11,2019-02-12,2019,2019-02-11T15:30:00,2019-02-11T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300033.SZ:2019-02-11,PITB-80B916173F29877FD683,软件开发,45.1,0.0263858093126,0.00907870301479,-0.0147752855822,0.285434151949,-0.00340905455125,0.180414997899,1,52,-0.0315341444071,0,0.991666666667,0.956241250886,0,2,0.991666666667,0.721212676077,-0.01408453964,0.356725146199,0.72514619883,0.482456140351,0.789473684211,0.143274853801,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300034.SZ-001,EXTENDED_2018_2021,300034.SZ,2019-08-30,2019-09-02,2019,2019-08-30T15:30:00,2019-08-30T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300034.SZ:2019-08-30,PITB-80B916173F29877FD683,航空装备Ⅱ,16.37,0.0342089187538,0.00891332606643,0.0256267837322,-0.0735524648786,0.0171886714971,0.32455620392,5,21,-0.00797305664951,0,0.925,0.936034884774,5,6,0.925,0.767123304851,-0.0204678581089,0.502923976608,0.555555555556,0.342105263158,0.567251461988,0.00292397660819,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300036.SZ-001,EXTENDED_2018_2021,300036.SZ,2019-12-10,2019-12-11,2019,2019-12-10T15:30:00,2019-12-10T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300036.SZ:2019-12-10,PITB-80B916173F29877FD683,软件开发,19.68,0.0162601626016,-0.0134985176709,0.0050479662973,-0.0918410660224,0.0223035315871,0.288995949074,5,30,-0.00765114673552,1,0.987447698745,0.979361572769,2,2,0.987447698745,0.484848372755,-0.0211406244813,0.46783625731,0.611111111111,0.210526315789,0.713450292398,0.0321637426901,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300037.SZ-001,EXTENDED_2018_2021,300037.SZ,2019-02-14,2019-02-15,2019,2019-02-14T15:30:00,2019-02-14T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300037.SZ:2019-02-14,PITB-80B916173F29877FD683,电池,27.31,0.00695715854998,0.069460598343,0.0661398025045,0.0309248624,0.000761794863228,0.17477905632,4,0,0,23,0.870967741935,0.877469878867,10,12,0.870967741935,0.231707554216,-0.0362601699554,0.46783625731,0.280701754386,0.605263157895,0.304093567251,0.0321637426901,L00_BASE_LOW_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW
EXTENDED_2018_2021:300037.SZ-002,EXTENDED_2018_2021,300037.SZ,2019-11-07,2019-11-08,2019,2019-11-07T15:30:00,2019-11-07T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300037.SZ:2019-11-07,PITB-80B916173F29877FD683,电池,27.3,0.014652014652,0.0307198572733,0.0850953005268,-0.344718378715,0.0184051214348,0.349118634972,1,0,0,20,1,1,0,0,1,0.615385066828,-0.0168157856127,0.508771929825,0.789473684211,0.324561403509,0.748538011696,0.00877192982456,L11_BASE_HIGH_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300037.SZ-003,EXTENDED_2018_2021,300037.SZ,2020-06-16,2020-06-17,2020,2020-06-16T15:30:00,2020-06-16T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300037.SZ:2020-06-16,PITB-80B916173F29877FD683,电池,45,0.00733333333333,0.112005753126,0.0615498748131,0.388630557261,0.0280342930194,-0.21781357429,4,4,-0.0156778127192,0,0.297916666667,0.417348780787,10,155,0.283333333333,0.660003662109,-0.0287912389734,0.892307692308,0.246153846154,0.869230769231,0.235897435897,0.253846153846,L10_BASE_HIGH_ACCEPTANCE_LOW,L10_BASE_HIGH_ACCEPTANCE_LOW
EXTENDED_2018_2021:300041.SZ-001,EXTENDED_2018_2021,300041.SZ,2019-11-20,2019-11-21,2019,2019-11-20T15:30:00,2019-11-20T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300041.SZ:2019-11-20,PITB-80B916173F29877FD683,化学制品,11.14,0.00359066427289,0.00690678621325,-0.0284970307385,0.435226155269,0.00558871648207,0.400527859479,8,26,-0.00901719365019,0,1,1,0,0,1,0.0975616745546,-0.0346320836016,0.456140350877,0.619883040936,0.473684210526,0.578947368421,0.0438596491228,L01_BASE_LOW_ACCEPTANCE_HIGH,L01_BASE_LOW_ACCEPTANCE_HIGH
EXTENDED_2018_2021:300042.SZ-001,EXTENDED_2018_2021,300042.SZ,2021-04-16,2021-04-19,2021,2021-04-16T15:30:00,2021-04-16T15:00:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300042.SZ:2021-04-16,PITB-80B916173F29877FD683,计算机设备,13.85,0.0671480144404,0.073122264829,0.00857148105014,0.398519002224,0.0145589168282,-0.166935232108,4,0,0,3,0.995780590717,0.992277248602,1,1,0.995780590717,0.929999378205,-0.0404040650543,0.825136612022,0.830601092896,0.786885245902,0.677595628415,0.325136612022,L11_BASE_HIGH_ACCEPTANCE_HIGH,L11_BASE_HIGH_ACCEPTANCE_HIGH
