symbol,setup_count,setup_dates_json,accumulating_observations,first_accumulating_date,last_accumulating_date,breakout_rejections,cooldown_blocking_observations,active_signal_observations,terminal_state,persistent_state_suppression_found,one_shot_defect_evidence,classification
000731.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000732.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000733.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000735.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000736.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000737.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000738.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000739.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000750.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000751.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000752.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000753.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000755.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000756.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000757.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000758.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000759.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000760.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000761.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000762.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000766.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000767.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000768.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000776.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000777.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000778.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000779.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000780.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000782.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000783.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000785.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000786.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000788.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000789.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000790.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000791.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000792.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000793.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000795.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000796.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000797.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000798.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000799.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000800.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000801.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000802.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000803.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000806.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000807.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000809.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000810.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000811.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000812.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000813.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000815.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000816.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000818.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000819.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000820.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000821.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000822.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000823.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000825.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000826.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000828.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000829.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000830.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000831.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000833.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000835.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000836.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000837.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000838.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000839.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000848.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000850.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000851.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000852.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000856.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000858.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000859.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000860.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000861.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000862.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000863.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000868.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000869.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000875.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000876.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000877.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000878.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000880.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000881.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000882.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000883.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000885.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000886.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000887.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000888.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000889.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000890.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000892.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000893.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000895.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000897.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000898.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000899.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000900.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000901.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000902.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000903.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000905.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000906.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000908.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000909.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000910.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000911.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000912.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000913.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000915.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000917.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000918.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000919.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000920.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000921.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000922.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000923.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000925.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000926.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000927.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000928.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000929.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000930.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000931.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000932.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000933.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000935.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000936.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000937.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000938.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000939.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000948.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000949.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000950.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000951.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000952.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000953.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000955.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000957.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000958.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000959.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000960.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000961.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000962.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000963.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000965.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000966.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000967.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000968.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000969.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000970.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000971.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000972.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000973.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000975.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000976.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000977.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000978.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000980.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000981.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000982.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000983.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000985.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000987.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000988.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000989.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000990.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000993.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000995.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000996.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000997.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
000998.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
000999.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
001696.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
001872.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
001896.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
001914.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
001965.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
001979.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002001.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002002.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002003.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
002004.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002005.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002006.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002007.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002008.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
002009.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002010.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
002011.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002012.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002013.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002014.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002015.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002016.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002017.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002019.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002020.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002021.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002022.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002023.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002024.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
002025.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002026.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002027.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002028.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002029.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002030.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
002031.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
002032.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002033.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
002034.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002035.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
002036.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002037.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002038.SZ,0,[],0,,,0,0,0,NEUTRAL,False,False,NO_LIFECYCLE_CREATED
002039.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
002040.SZ,0,[],0,,,0,0,0,BROKEN,False,False,NO_LIFECYCLE_CREATED
