event_id,symbol,feature_date,event_start,split,snapshot_id,available_at,production_setup_score,corporate_action_clear,production_hard_valid,peak_identity_valid,tradable_evaluated,tradable,state_before,state_after,setup_score_evaluated,component_ev_turnover_absorption,component_ev_near_price_chip_growth,component_ev_concentration_improves,component_ev_sticky_base,component_ev_downside_absorption,setup_score_pass,setup_created,base_exists,strict_temporal_valid,peak_track_id,peak_track_state,ensemble_ambiguity,peak_track_ambiguous,peak_track_split,peak_track_merge,peak_track_lost,same_base_id_t20,peak_track_age,rolling_base_episode_age,research_valid,hard_valid,raw_unknown_cost_present,known_cost_available,first_failed_gate,nested_root_cause,deepest_funnel_stage,all_observable_blockers,observable_failed_setup_components,event_type,lifecycle_id
ae2f7fd1a11a1e173e118ddeb859797f4b057c607657c9d204c8f93ac3bf0042,000626.SZ,2020-01-02,2020-01-03,discovery,feature-fact-7f56ba7a5f5115bee646ad6579e69b5662a3adac00d25eed9393651c2d97f86c,2020-01-02 15:00:00+08:00,0.0,True,False,True,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,True,True,peak-a59d7df0465ece07b5de,TRACKED,False,False,False,False,False,False,179,1.0,True,False,True,True,hard_valid,OTHER_LIFECYCLE_HARD_VALID_INPUT,CORPORATE_ACTION_CLEAR,"[""hard_valid""]",[],LIFECYCLE_TRANSITION,eb1df416eff2a247b8ab5efa552c6316f36705625840732b94ea0c3a2cd7fff3
72394d8137ff8e67f66613bb09bc8c450f6ac6bae231ee04609dc11646323317,000676.SZ,2020-01-02,2020-01-03,discovery,feature-fact-d6bfbd67b7bed87ab6a16af88154c5d77504204d3106fe66ddea9e977a604246,2020-01-02 15:00:00+08:00,0.0,True,False,True,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,True,False,peak-6b922ac2e46163c74e9a,TRACKED,False,False,False,True,True,False,28,1.0,True,False,True,True,hard_valid,TRACKED_BASE_SPLIT_MERGE_OR_LOST,CORPORATE_ACTION_CLEAR,"[""hard_valid""]",[],LIFECYCLE_TRANSITION,5154c45f825bdfcf2bb14d741db2f83a5afc2423f6f08a1ee066348582ec9614
0e85c7bf70c19ce78f97ceee2a8433efeb7eb1baa5782f165f32cfc00b917b55,000679.SZ,2020-01-02,2020-01-03,discovery,feature-fact-c6941393704b63a74c78453200e02de7de49f9870b22f52102267d742d57465a,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,ce45f9eda6e7934cd6bf2e8c76804390460b92b94968f7493cfeccf935d14322
fda5508f56e490971f58c7b3b082220cf4f037dee64f700762623a487be61fbd,000700.SZ,2020-01-02,2020-01-03,discovery,feature-fact-0c0e6064caeadfa3a4a5bf916d6a6403d8cb44383e59547882fead77070fa151,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,e8c390c221744802a7b3ba20c312ea5555ec1234ec3d3be95c6e5e1e11d7b95d
f5b4fda6d72adf4693d1006b1b29ea88758b2ef9f851c41111dc21d7dea01b53,000713.SZ,2020-01-02,2020-01-03,discovery,feature-fact-cba85e0cdc249be743ec9b2f128587c20829435bf32538f63ee0f0274813988b,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,True,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,be01b2c609ed8f4a8b87b3d4f462d91906acf7b724500e7b9c3743af055ca8ba
7a7e03713e8cc224faf7fd60c31bb649acdc48217189d0208d7e910e0918f098,000802.SZ,2020-01-02,2020-01-03,discovery,feature-fact-3398d5b368e8a20f26b1c5fb4e3aadcc36492e4f1edb733d3bc900f155fe5f98,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,439eec09270ba3ca8fe13ccf740083df0944086d05c6e2a8bb850ff614cb8cfa
cbec8b439de77cdc336ec87f27fbee0f25665b14a5f947925231eba8a75a45a3,000875.SZ,2020-01-02,2020-01-03,discovery,feature-fact-f144745453d56cd9e6f4e036f0d53bfea4b1a0df7136187640f4f4fada3965c8,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,788f7f15f30592bf4886e2a3634a1ae237a5816dc7030e5d37babc264ff2b255
ec3668ebae3c070ed0a9ab72a06635f2cbcfa46c1756279550d2a3db1b7bd965,000887.SZ,2020-01-02,2020-01-03,discovery,feature-fact-0d5470b279a486ed2ef9ec23fe1b8a6db32615536d20ab6b72316daa519aba4c,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,4d0bc43056b27a014b188b6eb824c48a6e1d0745321e50ae08fdcf9b4571a64e
c7a885e210cd84f328dd2796579410d59575fde4c8701a4b9a69aaa2ee0b1be8,000892.SZ,2020-01-02,2020-01-03,discovery,feature-fact-c0c55a6c6ac0e701cb6ecdbf1e4c7f1af6775ea658b461d7b4714a8360b7d45d,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,True,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,a91a40cc19662142f8eac607934bf7409bf0d7359ae13d4f28cc73f9f5ed2c6e
0980885a76a10d1594430940ced7fc80f37ca41b40b28b581bb3f8dd24fa8b59,000997.SZ,2020-01-02,2020-01-03,discovery,feature-fact-a356c015b1331cca948e50eb889d8a3eee15805244af312b5c69fa46f4a6ccf6,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,TRACKED_BASE_PEAK_LOST_OR_AMBIGUOUS,False,True,True,True,False,False,,,True,False,True,True,hard_valid,NO_CANONICAL_PEAK_IDENTITY_OTHER,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,dcba32bdea0ab98b10df31ab1775599ba1d9de5f65276f8da1083c6f508e269b
fe407bc1f5145c7d0d55b9690fcb04d4d5e151bd21a9b47bd9d07698978cfddb,000998.SZ,2020-01-02,2020-01-03,discovery,feature-fact-acdfb1a7902e205b57bf05a7615e71a52ccdb991a51e678846e0f3b36cc252c8,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,True,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,48c26132ae74abe0e076eabd1b6df44fce93b61612b8e36bdaae4c25e52ce300
2cce3cbc06b39587e3e2c99e89be0a0d71b35b2e496ed0b154036c4babf5dc5b,002009.SZ,2020-01-02,2020-01-03,discovery,feature-fact-29147dc117bbddf3132ded3cca498bedee0f6ab162c0f22dc33457f4f0153e23,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,True,True,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,958764d4478f076e50263e94090819f74ab93bcc1751c1952f6b3fb4b2e464b2
4282300831d54e8353d353be27eec7a482226d4bca7f3bcc1c3a0517f47d2f4d,002015.SZ,2020-01-02,2020-01-03,discovery,feature-fact-1e41b38dcf67fdca28cba780f4954a8b2e9af238e5ff87eb4ef58fcfb84623d9,2020-01-02 15:00:00+08:00,0.0,True,False,True,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,True,True,peak-99e04661c44d7e1b8ede,TRACKED,False,False,False,False,False,False,31,1.0,True,False,True,True,hard_valid,OTHER_LIFECYCLE_HARD_VALID_INPUT,CORPORATE_ACTION_CLEAR,"[""hard_valid""]",[],LIFECYCLE_TRANSITION,72bddd75abefa7501feef5721e2c640052c564e32ce55493393d54d12a707c76
6e1581ceb324b8b9984ca957746269b430b3c2e358a796c59500089f7ad64cda,002022.SZ,2020-01-02,2020-01-03,discovery,feature-fact-36a317658a41a27ac4c2b4dce1a22b6d6fcdd1b59a8ddafab2d7bee761168d2c,2020-01-02 15:00:00+08:00,0.0,True,False,True,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,True,False,peak-8e55a4db72ddadcc4af2,TRACKED,False,False,True,True,False,False,197,1.0,True,False,True,True,hard_valid,TRACKED_BASE_SPLIT_MERGE_OR_LOST,CORPORATE_ACTION_CLEAR,"[""hard_valid""]",[],LIFECYCLE_TRANSITION,2aefc58bd27f289c113bcd94214a1a28731ff26d98a0695a1fbe5e0d5fcca8fd
2f5be53875e3b05a8217d458d6d2f9aa3b00364be0a1cdcdc5668c5d2e1f0568,000028.SZ,2020-01-03,2020-01-06,discovery,feature-fact-7a88ec214c20cd0b5bc48c1964fa62adca89140d91b194bc19b745555534d6d4,2020-01-03 15:00:00+08:00,0.0,True,True,True,True,True,BROKEN,NEUTRAL,True,True,False,False,False,False,False,False,True,True,peak-ae09ad045c404903d610,TRACKED,False,False,False,False,False,False,12,2.0,True,False,True,True,setup_score,ALL_FIVE_ACCUMULATION_COMPONENTS_NOT_SATISFIED,ACCUMULATION_SCORE_EVALUATED,"[""setup_score""]","[""ev_near_price_chip_growth"",""ev_concentration_improves"",""ev_sticky_base"",""ev_downside_absorption""]",LIFECYCLE_TRANSITION,d19398a53b5a74da9ea45bf12d17e4a852065ae45052d5bbf140928966942882
8b6ffad19e86d109d5ce8fa81cd929950617470fae211efabbbe76c699c974ae,000510.SZ,2020-01-03,2020-01-06,discovery,feature-fact-dd8ce6594102a2b1741a2a7f0c9b6de432d45b206ba43fa69a795ce33b37f335,2020-01-03 15:00:00+08:00,0.0,True,False,False,False,False,BROKEN,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,True,True,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],VALIDITY_REJECTED,a16352c36aa2643d57a03e6d4230303c1b4c6da7f85886c957d0d09dde5c7a50
f3eb28dc9be25f93c902e50cf7a8a76712a536536de31df279364ef6cfbe1ea5,000559.SZ,2020-01-03,2020-01-06,discovery,feature-fact-a16e3dd6d3083e350f7ca7ec3945a334bc4d5a549a4077125b5f804e6376f3c9,2020-01-03 15:00:00+08:00,0.0,True,True,True,True,True,BROKEN,NEUTRAL,True,False,False,False,False,False,False,False,True,True,peak-c7842982df5d023590c1,TRACKED,False,False,False,False,False,False,138,2.0,True,False,True,True,setup_score,ALL_FIVE_ACCUMULATION_COMPONENTS_NOT_SATISFIED,ACCUMULATION_SCORE_EVALUATED,"[""setup_score""]","[""ev_turnover_absorption"",""ev_near_price_chip_growth"",""ev_concentration_improves"",""ev_sticky_base"",""ev_downside_absorption""]",LIFECYCLE_TRANSITION,198a44d8b3bd082cd2acea0c4852fc95a58bb6120f7ab222372a92ca5f9fb128
b654efc9ccfbcdf8bb3d01f4df62b6ea40796e086644204cb2ebc60b2e90c953,000821.SZ,2020-01-03,2020-01-06,discovery,feature-fact-cf4d6aad8f3f92a365ba2d83dbb8bd00755d08d36793f045c663c56d82d60f7d,2020-01-03 15:00:00+08:00,0.0,True,False,False,False,False,BROKEN,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,True,True,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],VALIDITY_REJECTED,51f0bfeb39903e741f230765bee120815cd37f22ddf88f166c937d74a0c4ccb1
e866db3a6ef36d109a5bf90645ae792b6cc8500ee3409408d81771f1d3283261,000911.SZ,2020-01-03,2020-01-06,discovery,feature-fact-77d3f89b5707243c26e70f282a79e0cd74609e52552d8826388c659e762b0e70,2020-01-03 15:00:00+08:00,0.0,True,False,False,False,False,BROKEN,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],VALIDITY_REJECTED,24bb19a52315a86f8c32ce18642a44a2d958dfecc96cfacbec8f0c7ef345b676
5973daf73b51aaa3be7847d2d8fe9b57184b057e6646f7b97b9884a37da316bd,002006.SZ,2020-01-03,2020-01-06,discovery,feature-fact-3046d3d5eb021fb9dd802b2e4543ce34d6df4c43ce44a7a8f589e9e6293ccd3a,2020-01-03 15:00:00+08:00,0.0,True,False,False,False,False,BROKEN,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],VALIDITY_REJECTED,a64a2d1499959527679ec8df940b081c0ddf4e30deed47379eb20ffa391bbc70
b94a9700f7542cb22e99cc48ddfd2c25b3ae0108e136839bdf98aceec9d39d0e,002019.SZ,2020-01-03,2020-01-06,discovery,feature-fact-87a400fabc1cc48e955188a5ff58cda56b2696e522eccbf3dcba593c97d2a6af,2020-01-03 15:00:00+08:00,0.0,True,False,False,False,False,BROKEN,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],VALIDITY_REJECTED,3b5900d2be2e2614bb4d221a96ed011bc5b55f136a4f22575c6b24873b4f5ad8
f71b5c2f17aff286e8d8d9c2ef8d0a2ff09c4e6c4a35be68458be6d07f0cdafe,000016.SZ,2020-01-06,2020-01-07,discovery,feature-fact-adf15aebe796f1d03785bbb7e9c9e643361bf7dd55ead7de04ef2c4b637fc6f0,2020-01-06 15:00:00+08:00,0.0,True,False,False,False,False,BROKEN,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],VALIDITY_REJECTED,3cd657d4de1a06cbc42fe161ae861316f71403f47f49e7ca9f0976e20330a1e8
500bc29147adb882d54c10d364ae5fea8aefe476cee48b2016f2a5907db0b481,000513.SZ,2020-01-06,2020-01-07,discovery,feature-fact-6d529c444651859c9537fc32c512dc7978d9cf88cab2411141bd171d3fca0e68,2020-01-06 15:00:00+08:00,0.0,True,False,False,False,False,BROKEN,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],VALIDITY_REJECTED,9c5218f9caae1bacc576664fb9482eed2ce3ff305bd9162ee293d5c798fa43ae
08e99ce7a69730dab0bcd6094f67b6ab0586377f1c3d7b97820a4beb88e40fdc,000555.SZ,2020-01-06,2020-01-07,discovery,feature-fact-3b5f2b58607f1c3c7203da516f1c98a82cbe40132e9dca991d0853a573886526,2020-01-06 15:00:00+08:00,0.0,True,False,False,False,False,BROKEN,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,True,True,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],VALIDITY_REJECTED,09bf123487cf186c79022981e51f8c84f7849215a82300331957c89e67595b72
c48bdaab3ddf2d5263cbb235c0b8666f7a9ac2b08cc4b31527a4be9025240d75,000672.SZ,2020-01-06,2020-01-07,discovery,feature-fact-0736f467ebf36ad3a5617c5dbb471c942cc025c867e54d59f9a8288649484b17,2020-01-06 15:00:00+08:00,0.0,True,False,False,False,False,BROKEN,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],VALIDITY_REJECTED,5d5d7220b26b52067d20669ea0ffab794b0fc16e421f98d04faf4edee4b7be03
7e5a64fa1498c433f8e31717f5646cb92d1c029523e5aa3a4e1c63ee2588b2a5,000705.SZ,2020-01-06,2020-01-07,discovery,feature-fact-48b9ef2588f66c0a700f70b416d8959b44e329cbe78004cf735ce26a7df9c945,2020-01-06 15:00:00+08:00,0.0,True,False,False,False,False,BROKEN,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],VALIDITY_REJECTED,88dbd2dea6be474585878f46ec229890017b78a51fa7dd0f15df8d3bf7c212dc
a7a38fc03a1a808af7d6f5a979aae5bb9b86b47b6ce3bd77e01f6e10f92725e1,000710.SZ,2020-01-06,2020-01-07,discovery,feature-fact-f4f80bd898dc1e7e8658a879cfdbbd776ab0c67b1187c3f96d47437f84d48c4b,2020-01-06 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,TRACKED_BASE_PEAK_LOST_OR_AMBIGUOUS,False,True,False,False,False,False,,,True,False,True,True,hard_valid,NO_CANONICAL_PEAK_IDENTITY_OTHER,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,b457cf471538a1ded330682b98f95d2d4b3748edc58ed6720d393dbc77e02493
