event_id,symbol,feature_date,event_start,split,snapshot_id,available_at,production_setup_score,corporate_action_clear,production_hard_valid,peak_identity_valid,tradable_evaluated,tradable,state_before,state_after,setup_score_evaluated,component_ev_turnover_absorption,component_ev_near_price_chip_growth,component_ev_concentration_improves,component_ev_sticky_base,component_ev_downside_absorption,setup_score_pass,setup_created,base_exists,strict_temporal_valid,peak_track_id,peak_track_state,ensemble_ambiguity,peak_track_ambiguous,peak_track_split,peak_track_merge,peak_track_lost,same_base_id_t20,peak_track_age,rolling_base_episode_age,research_valid,hard_valid,raw_unknown_cost_present,known_cost_available,first_failed_gate,nested_root_cause,deepest_funnel_stage,all_observable_blockers,observable_failed_setup_components,event_type,lifecycle_id
87744550189e408413c6165c6d2210f296ee151a42bcd137a9d708a8894c0d21,000021.SZ,2020-01-02,2020-01-03,discovery,feature-fact-c0f9d69e8e2ac164676e0a8172464342e1e442277d6b8d55ad8a9bedb73ae103,2020-01-02 15:00:00+08:00,0.0,True,False,True,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,True,True,peak-f93dfff65838c50ed87d,TRACKED,False,False,False,False,False,False,4,1.0,True,False,True,True,hard_valid,OTHER_LIFECYCLE_HARD_VALID_INPUT,CORPORATE_ACTION_CLEAR,"[""hard_valid""]",[],LIFECYCLE_TRANSITION,f0edbff5a374b16dc308278cf50b6cd13fec5691444d9429050e00785987794d
e25ed14665a233495c83dc2eb0ed4bb36e55aceb5f0dabdf7030e7201033c22c,000063.SZ,2020-01-02,2020-01-03,discovery,feature-fact-e412c650f28c68ebaa8369aa1988d99aced24351ca9b8525dba5753e715e045d,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,630a2e016539c27ff462612d41bd83a404c67558a665de07c0c0db2f4456a7e8
bdb1b804452d5ae9a7548d463f079398f2956c3edc3114bb07c9f6bb356add60,000155.SZ,2020-01-02,2020-01-03,discovery,feature-fact-f2b0bcd97d62d99638e3457d4a9b32353864d32e8331449f040961734b0c5880,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,True,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,60b8393c2132cecbd1dcc09e047da70972141a5ed877c69c2faab7a7e6b994fb
4edc55ec8181f04443acbfb30c05b01c47c8e81f7707f2b4e337706507b9a936,000413.SZ,2020-01-02,2020-01-03,discovery,feature-fact-9cfa7c4b9a4579100b3be99af2d71d4f6496c17a3770801b0dbfdd4f5bc0d779,2020-01-02 15:00:00+08:00,0.0,True,False,True,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,True,True,peak-6c1cf16ca01c6b7478dd,TRACKED,False,False,False,False,False,False,11,1.0,True,False,True,True,hard_valid,OTHER_LIFECYCLE_HARD_VALID_INPUT,CORPORATE_ACTION_CLEAR,"[""hard_valid""]",[],LIFECYCLE_TRANSITION,08de2662cf134873009281b042891e4d121f96368fa97f4ac90d103ef94ce20e
5a21f57e595ee4e72c4ec22c0cefaa2a6ae65591a85d6b0efd45ee871510bc3b,000547.SZ,2020-01-02,2020-01-03,discovery,feature-fact-1739ebf1296f5a68a93582b221628a1860711a7fa99ee9a8938b70946f1389df,2020-01-02 15:00:00+08:00,0.0,True,False,True,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,True,False,peak-f11927f59685cce3676b,TRACKED,False,False,False,False,True,False,74,1.0,True,False,True,True,hard_valid,TRACKED_BASE_SPLIT_MERGE_OR_LOST,CORPORATE_ACTION_CLEAR,"[""hard_valid""]",[],LIFECYCLE_TRANSITION,3a219556f9b41b78506b7bd30e85e3acc9dfbc9e2e14c46ce14a6c687f635b2f
283afe432915e801d83b002bda208c303085be3187b6d4284e32032deca071ee,000566.SZ,2020-01-02,2020-01-03,discovery,feature-fact-66e56c3ee284542b394fabea85b4c97547f8fce41a121c20d9ba2e1760f92624,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,True,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,31be3dbb6b90bfa92fab3ca7febbc949475b29e711a85e7eaa191b8b86cd49a9
f527464079c0fb5628b3339dc8aa399c509f3b53014da6f845c98491a64025b4,000572.SZ,2020-01-02,2020-01-03,discovery,feature-fact-52fc0bfb5c34ce1291b77431b94d9a1cfe7e817e48f3323675a5f1a300496566,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,56c70cc46af0fbb1ff33a26024f680485d9368fa34a4963bd4117cd1d7e32909
699fd14e7f425679877ca632d0c41a6e697cb50e3e54e466579dac734e84c214,000587.SZ,2020-01-02,2020-01-03,discovery,feature-fact-84bbee58de5e3ee3d5a4badcd3eff6139b15f51cce4929fd202a73e66c584f50,2020-01-02 15:00:00+08:00,0.0,True,False,True,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,True,True,peak-330431a20b9f17556e36,TRACKED,False,False,False,False,False,False,90,1.0,True,False,True,True,hard_valid,OTHER_LIFECYCLE_HARD_VALID_INPUT,CORPORATE_ACTION_CLEAR,"[""hard_valid""]",[],LIFECYCLE_TRANSITION,99a5b54d480da7e0cf83ee13eb642fdccc3888c1920f8f23ba8b59f50f519510
a9ff2e700141e78ad9fd91eaeb6c1ec3c0db89a0728017caeaf108bd3f837f4b,000592.SZ,2020-01-02,2020-01-03,discovery,feature-fact-51456a346c84ac696185b85562b07856c1971d4f9b4702feffd24165537ce22f,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,9671e6104cb0f87fac85a21dafa8fe0d4a02d3e016c0531cf2994093983d47da
c56434fc8a5cd533aafd7a30842e979fad4460863b58cd845658c52221677110,000622.SZ,2020-01-02,2020-01-03,discovery,feature-fact-34a9a1f59593343099d6aa0c8180798e15e0c1474c53918746998c49cb8657d4,2020-01-02 15:00:00+08:00,0.0,True,False,False,False,False,NEUTRAL,BROKEN,False,,,,,,False,False,False,False,,ENSEMBLE_PEAK_AMBIGUOUS,True,True,False,False,False,False,,,True,False,True,True,hard_valid,ENSEMBLE_PEAK_AMBIGUOUS,CORPORATE_ACTION_CLEAR,"[""hard_valid"",""peak_identity_valid""]",[],LIFECYCLE_TRANSITION,32e24c6efb36962d8433dbf596df5cb423606096f522e69daa9097b729e147f7
