scenario,year,net_return,mean_exposure,fees
N_DELAY_N4_CAP10,2021,0.07688890480449873,0.7555623492929798,30631.30787599996
N_DELAY_N4_CAP10,2022,-0.3425498569622214,0.57806150951783,19280.829825400004
N_DELAY_N4_CAP10,2023,-0.21263023829581384,0.7375159886488944,16161.140508299926
N_DELAY_N9_MAX_DEPLOYABLE,2020,-0.3177880865664009,0.747440866428188,24886.866566400015
N_DELAY_N9_MAX_DEPLOYABLE,2021,-0.18945852889474624,0.6994244800693213,16089.383353600027
N_DELAY_N9_MAX_DEPLOYABLE,2022,-0.34333570732158913,0.5170847481220249,9212.326508900012
N_DELAY_N9_MAX_DEPLOYABLE,2023,-0.1120420754972501,0.6559620671611922,7961.1338943999945
N_DELAY_N9_CAP10,2020,-0.17994750501839885,0.6953198559901752,25101.505018400007
N_DELAY_N9_CAP10,2021,-0.045849070423768845,0.6132745161291976,19738.30843359998
N_DELAY_N9_CAP10,2022,-0.3212662775017956,0.39413732732647694,9773.863831099974
N_DELAY_N9_CAP10,2023,-0.10856140336930287,0.5737461447137492,10036.501550599984
N_EXIT_N1_MAX_DEPLOYABLE,2020,-0.13821773692359962,0.7964133123380736,31007.303097599943
N_EXIT_N1_MAX_DEPLOYABLE,2021,-0.06434049132418085,0.8136622870461395,26782.27422080002
N_EXIT_N1_MAX_DEPLOYABLE,2022,-0.57892760178905,0.799560388914941,18196.400372699973
N_EXIT_N1_MAX_DEPLOYABLE,2023,-0.48717608796018264,0.7958092937124436,9351.504668100068
N_EXIT_N1_CAP10,2020,-0.14678770559680077,0.7778002684962223,29839.250888800023
N_EXIT_N1_CAP10,2021,-0.06217985434059903,0.798483420403392,26070.136187599983
N_EXIT_N1_CAP10,2022,-0.5330277479700483,0.7555357782993237,17573.046095699974
N_EXIT_N1_CAP10,2023,-0.4008588322755342,0.7760468730548105,9956.48148050002
N_EXIT_N4_MAX_DEPLOYABLE,2020,-0.08414965620040138,0.7628882998113375,33402.43620039998
N_EXIT_N4_MAX_DEPLOYABLE,2021,-0.20011253206462964,0.8179244264987028,24990.82513000002
N_EXIT_N4_MAX_DEPLOYABLE,2022,-0.37411344217509224,0.7002843886242299,21398.26183100001
N_EXIT_N4_MAX_DEPLOYABLE,2023,-0.30771043435204726,0.7752614675607125,12495.521990800029
N_EXIT_N4_CAP10,2020,-0.14732486126480004,0.6950178391560086,27115.79126479999
