source_row,audit_type,channel,scope,scope_value,market_view,denominator,coordinate,horizon,closing_arm,n,independent_value,authoritative_value,absolute_error,pass
0,partial_rank,,arm_robustness,accepted,ALL_A,ALL_STATUS,pit,3,accepted,829,-0.068399052043103939,-0.068399052043103897,4.163336342344337e-17,True
1,partial_rank,,arm_robustness,accepted,ALL_A,NON_ST,pit,3,accepted,829,-0.07164392837309784,-0.071643928373097798,4.163336342344337e-17,True
2,partial_rank,,arm_robustness,accepted,CHINEXT_BOARD,ALL_STATUS,pit,3,accepted,826,-0.060272414763706275,-0.060272414763706199,7.6327832942979512e-17,True
3,partial_rank,,arm_robustness,accepted,CHINEXT_BOARD,NON_ST,pit,3,accepted,827,-0.058566373717159767,-0.058566373717159698,6.9388939039072284e-17,True
4,partial_rank,,arm_robustness,accepted,SH_A,ALL_STATUS,pit,3,accepted,829,-0.022129770096242705,-0.022129770096242701,3.4694469519536142e-18,True
5,partial_rank,,arm_robustness,accepted,SH_A,NON_ST,pit,3,accepted,829,-0.023460979691822471,-0.023460979691822498,2.7755575615628914e-17,True
6,partial_rank,,arm_robustness,accepted,SZ_A,ALL_STATUS,pit,3,accepted,829,-0.062294908681500248,-0.0622949086815002,4.8572257327350599e-17,True
7,partial_rank,,arm_robustness,accepted,SZ_A,NON_ST,pit,3,accepted,829,-0.06813048730350843,-0.068130487303508305,1.2490009027033011e-16,True
8,partial_rank,,arm_robustness,rejected,ALL_A,ALL_STATUS,pit,3,rejected,829,-0.036270967902929732,-0.036270967902929697,3.4694469519536142e-17,True
9,partial_rank,,arm_robustness,rejected,ALL_A,NON_ST,pit,3,rejected,829,-0.035516409497261044,-0.035516409497261002,4.163336342344337e-17,True
10,partial_rank,,arm_robustness,rejected,CHINEXT_BOARD,ALL_STATUS,pit,3,rejected,826,-0.084014256129953335,-0.084014256129953294,4.163336342344337e-17,True
11,partial_rank,,arm_robustness,rejected,CHINEXT_BOARD,NON_ST,pit,3,rejected,827,-0.076800825490552713,-0.076800825490552699,1.3877787807814457e-17,True
12,partial_rank,,arm_robustness,rejected,SH_A,ALL_STATUS,pit,3,rejected,829,-0.00048529548682315119,-0.00048529548682310002,5.1174342541315809e-17,True
13,partial_rank,,arm_robustness,rejected,SH_A,NON_ST,pit,3,rejected,829,0.0026671761933348501,0.0026671761933347998,5.0306980803327406e-17,True
14,partial_rank,,arm_robustness,rejected,SZ_A,ALL_STATUS,pit,3,rejected,829,-0.037612137571419263,-0.0376121375714192,6.2450045135165055e-17,True
15,partial_rank,,arm_robustness,rejected,SZ_A,NON_ST,pit,3,rejected,829,-0.035474878676551309,-0.035474878676551302,6.9388939039072284e-18,True
16,partial_rank,,block,A,ALL_A,ALL_STATUS,pit,3,,107,-0.0064270942081106714,-0.0064270942081106003,7.1123662515049091e-17,True
17,partial_rank,,block,A,ALL_A,NON_ST,pit,3,,107,0.023612168780532111,0.0236121687805321,1.0408340855860843e-17,True
18,partial_rank,,block,A,CHINEXT_BOARD,ALL_STATUS,pit,3,,107,-0.022474494985046944,-0.022474494985046899,4.5102810375396984e-17,True
19,partial_rank,,block,A,CHINEXT_BOARD,NON_ST,pit,3,,107,-0.019583994695018599,-0.019583994695018599,0,True
20,partial_rank,,block,A,SH_A,ALL_STATUS,pit,3,,107,0.13010826018098393,0.1301082601809839,2.7755575615628914e-17,True
21,partial_rank,,block,A,SH_A,NON_ST,pit,3,,107,0.1570205212762105,0.1570205212762105,0,True
22,partial_rank,,block,A,SZ_A,ALL_STATUS,pit,3,,107,-0.0095317402714136436,-0.0095317402714136003,4.3368086899420177e-17,True
23,partial_rank,,block,A,SZ_A,NON_ST,pit,3,,107,0.020816242584201245,0.0208162425842012,4.5102810375396984e-17,True
24,partial_rank,,block,B,ALL_A,ALL_STATUS,pit,3,,722,-0.062894860407322478,-0.062894860407322506,2.7755575615628914e-17,True
25,partial_rank,,block,B,ALL_A,NON_ST,pit,3,,722,-0.066002362205203391,-0.066002362205203405,1.3877787807814457e-17,True
26,partial_rank,,block,B,CHINEXT_BOARD,ALL_STATUS,pit,3,,719,-0.080332159904697192,-0.080332159904697095,9.7144514654701197e-17,True
27,partial_rank,,block,B,CHINEXT_BOARD,NON_ST,pit,3,,720,-0.076249540919613945,-0.076249540919613903,4.163336342344337e-17,True
28,partial_rank,,block,B,SH_A,ALL_STATUS,pit,3,,722,-0.030692703145139315,-0.030692703145139302,1.3877787807814457e-17,True
29,partial_rank,,block,B,SH_A,NON_ST,pit,3,,722,-0.033652650147588482,-0.033652650147588503,2.0816681711721685e-17,True
30,partial_rank,,block,B,SZ_A,ALL_STATUS,pit,3,,722,-0.062421993113349228,-0.0624219931133492,2.7755575615628914e-17,True
31,partial_rank,,block,B,SZ_A,NON_ST,pit,3,,722,-0.065223756976041117,-0.065223756976041103,1.3877787807814457e-17,True
32,partial_rank,,cell,ALL_A:ALL_STATUS,ALL_A,ALL_STATUS,pit,3,,829,-0.052111307449352127,-0.0521113074493521,2.7755575615628914e-17,True
33,partial_rank,,cell,ALL_A:ALL_STATUS,ALL_A,ALL_STATUS,pit,5,,829,-0.035934730869761275,-0.035934730869761303,2.7755575615628914e-17,True
34,partial_rank,,cell,ALL_A:NON_ST,ALL_A,NON_ST,pit,3,,829,-0.052934717687312942,-0.0529347176873129,4.163336342344337e-17,True
35,partial_rank,,cell,ALL_A:NON_ST,ALL_A,NON_ST,pit,5,,829,-0.03764983538084192,-0.037649835380841899,2.0816681711721685e-17,True
36,partial_rank,,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,pit,3,,826,-0.078710357939184988,-0.078710357939184905,8.3266726846886741e-17,True
37,partial_rank,,cell,CHINEXT_BOARD:ALL_STATUS,CHINEXT_BOARD,ALL_STATUS,pit,5,,826,-0.073327706937405965,-0.073327706937405895,6.9388939039072284e-17,True
38,partial_rank,,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,pit,3,,827,-0.073696724870269528,-0.0736967248702695,2.7755575615628914e-17,True
39,partial_rank,,cell,CHINEXT_BOARD:NON_ST,CHINEXT_BOARD,NON_ST,pit,5,,827,-0.06641155258081502,-0.066411552580814895,1.2490009027033011e-16,True
40,partial_rank,,cell,SH_A:ALL_STATUS,SH_A,ALL_STATUS,pit,3,,829,-0.0096314410619378552,-0.0096314410619377996,5.5511151231257827e-17,True
