source_row,audit_type,channel,scope,scope_value,market_view,denominator,coordinate,horizon,closing_arm,n,independent_value,authoritative_value,absolute_error,pass
0,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,ALL_A:ALL_STATUS:accepted,ALL_A,ALL_STATUS,pit,3,accepted,829,-0.18309634403072256,-0.1830963440307225,5.5511151231257827e-17,True
1,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,ALL_A:ALL_STATUS:rejected,ALL_A,ALL_STATUS,pit,3,rejected,829,-0.29880353992725323,-0.29880353992725311,1.1102230246251565e-16,True
2,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,ALL_A:NON_ST:accepted,ALL_A,NON_ST,pit,3,accepted,829,-0.18963177076192375,-0.1896317707619237,5.5511151231257827e-17,True
3,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,ALL_A:NON_ST:rejected,ALL_A,NON_ST,pit,3,rejected,829,-0.29850616650843842,-0.29850616650843842,0,True
4,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,CHINEXT_BOARD:ALL_STATUS:accepted,CHINEXT_BOARD,ALL_STATUS,pit,3,accepted,826,-0.20321445679626796,-0.2032144567962679,5.5511151231257827e-17,True
5,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,CHINEXT_BOARD:ALL_STATUS:rejected,CHINEXT_BOARD,ALL_STATUS,pit,3,rejected,826,-0.23024687548882611,-0.23024687548882611,0,True
6,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,CHINEXT_BOARD:NON_ST:accepted,CHINEXT_BOARD,NON_ST,pit,3,accepted,827,-0.20202385410926663,-0.20202385410926649,1.3877787807814457e-16,True
7,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,CHINEXT_BOARD:NON_ST:rejected,CHINEXT_BOARD,NON_ST,pit,3,rejected,827,-0.22835765781806033,-0.22835765781806039,5.5511151231257827e-17,True
8,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,SH_A:ALL_STATUS:accepted,SH_A,ALL_STATUS,pit,3,accepted,829,-0.17943062081449024,-0.1794306208144901,1.3877787807814457e-16,True
9,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,SH_A:ALL_STATUS:rejected,SH_A,ALL_STATUS,pit,3,rejected,829,-0.25276530981230527,-0.25276530981230511,1.6653345369377348e-16,True
10,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,SH_A:NON_ST:accepted,SH_A,NON_ST,pit,3,accepted,829,-0.18668089900270024,-0.18668089900270021,2.7755575615628914e-17,True
11,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,SH_A:NON_ST:rejected,SH_A,NON_ST,pit,3,rejected,829,-0.25197594643959476,-0.25197594643959481,5.5511151231257827e-17,True
12,arm_robustness,PREOPEN_PATH_DOWNSIDE,cell,SZ_A:ALL_STATUS:accepted,SZ_A,ALL_STATUS,pit,3,accepted,829,-0.16650203587239362,-0.16650203587239351,1.1102230246251565e-16,True
