symbol,trade_date,max_abs_ohlc_error,volume_relative_error,amount_relative_error
000006.SZ,2026-09-07,0.0,2.9755284425804613e-06,4.599420528562627e-09
000006.SZ,2026-09-08,0.0,7.885996469199372e-07,2.6560877698849287e-09
000006.SZ,2026-09-09,0.0,1.923073224859183e-06,4.990658135967823e-09
000006.SZ,2026-09-10,0.0,2.3588227722098327e-06,9.496901961227167e-09
000006.SZ,2026-09-11,0.0,0.0,0.0
000006.SZ,2026-09-14,0.0,4.055596139680815e-06,1.7957895302945407e-08
000006.SZ,2026-09-15,0.0,7.470964363820168e-07,1.2438086775363502e-08
000006.SZ,2026-09-16,0.0,1.08612893871083e-06,1.2080297606411236e-08
000007.SZ,2026-09-07,0.0,2.420235101637773e-06,2.0521324126684683e-09
000007.SZ,2026-09-08,0.0,4.565605467769108e-06,0.0
000007.SZ,2026-09-09,0.0,0.0,0.0
000007.SZ,2026-09-10,0.0,0.0,1.315358439007615e-16
000007.SZ,2026-09-11,0.0,0.0,1.3253699447512033e-16
000007.SZ,2026-09-14,0.0,0.0,1.3864482828427706e-08
000007.SZ,2026-09-15,0.0,0.0,0.0
000007.SZ,2026-09-16,0.0,1.7839306735997347e-07,2.0984140075752936e-09
000008.SZ,2026-09-07,0.0,3.0036885295142434e-06,1.2063188636608012e-08
000008.SZ,2026-09-08,0.0,0.0,0.0
000008.SZ,2026-09-09,0.0,1.1633319175583896e-07,6.801026942312015e-09
000008.SZ,2026-09-10,0.0,0.0,0.0
000008.SZ,2026-09-11,0.0,2.895232070704398e-07,1.1270320860029777e-08
000008.SZ,2026-09-14,0.0,0.0,0.0
000008.SZ,2026-09-15,0.0,0.0,0.0
000008.SZ,2026-09-16,0.0,0.0,0.0
000009.SZ,2026-09-07,0.0,1.3158634910055796e-06,4.534674004988439e-09
000009.SZ,2026-09-08,0.0,1.655253431517712e-06,8.298234058017728e-09
000009.SZ,2026-09-09,0.0,2.028253983642943e-07,7.700881923505096e-09
000009.SZ,2026-09-10,0.0,3.3863752577878167e-06,9.640781505231459e-09
000009.SZ,2026-09-11,0.0,1.6848518341297067e-06,5.618983678052452e-09
000009.SZ,2026-09-14,0.0,5.488755369832337e-06,1.1569629714367032e-08
000009.SZ,2026-09-15,0.0,1.1882766816331638e-06,8.961662168223644e-09
000009.SZ,2026-09-16,0.0,9.306505441894453e-07,6.86003696289068e-09
000010.SZ,2026-09-07,0.0,0.0,1.137476931540099e-16
000010.SZ,2026-09-08,0.0,0.0,1.5789541091714482e-16
000010.SZ,2026-09-09,0.0,0.0,0.0
000010.SZ,2026-09-10,0.0,0.0,2.0198817105783843e-08
000010.SZ,2026-09-11,0.0,0.0,1.7352893567308102e-16
000010.SZ,2026-09-14,0.0,0.0,2.8406533725716016e-08
000010.SZ,2026-09-15,0.0,0.0,0.0
000010.SZ,2026-09-16,0.0,2.3141714537231662e-07,7.746609125368421e-09
000011.SZ,2026-09-07,0.0,9.760011087372594e-07,2.2909098757073993e-09
000011.SZ,2026-09-08,0.0,1.2359036210165354e-06,4.644940416988153e-10
000011.SZ,2026-09-09,0.0,6.358512385332972e-08,3.370648008170627e-09
000011.SZ,2026-09-10,0.0,5.674528347390086e-07,3.0946952643205993e-09
000011.SZ,2026-09-11,0.0,3.2507216602085665e-06,5.767653884479217e-09
000011.SZ,2026-09-14,0.0,0.0,0.0
000011.SZ,2026-09-15,0.0,0.0,7.913352392387698e-09
000011.SZ,2026-09-16,0.0,0.0,1.690205580000929e-16
000014.SZ,2026-09-07,0.0,0.0,1.6276648504082424e-08
000014.SZ,2026-09-08,0.0,3.7063220636117006e-06,8.443753250553765e-09
000014.SZ,2026-09-09,0.0,1.9084005885507415e-06,9.30571198189646e-09
000014.SZ,2026-09-10,0.0,4.261284947863179e-06,1.4886530711464428e-16
000014.SZ,2026-09-11,0.0,1.789965133269169e-07,4.332158196433127e-09
000014.SZ,2026-09-14,0.0,0.0,0.0
000014.SZ,2026-09-15,0.0,6.03756920563702e-06,1.0286484640836602e-08
000014.SZ,2026-09-16,0.0,0.0,0.0
000017.SZ,2026-09-07,0.0,1.5297350890000966e-07,7.279991911796543e-10
000017.SZ,2026-09-08,0.0,1.5048458292972113e-07,5.011640975816801e-10
000017.SZ,2026-09-09,0.0,3.44143575578078e-07,1.0337555055625803e-09
000017.SZ,2026-09-10,0.0,8.390131024481143e-07,2.3107450504977425e-09
000017.SZ,2026-09-11,0.0,2.1652955203446025e-07,1.2506998255712067e-09
000017.SZ,2026-09-14,0.0,1.89974152116863e-07,4.735032278394911e-10
000017.SZ,2026-09-15,0.0,3.9394534025912584e-07,2.5126345167793253e-09
000017.SZ,2026-09-16,0.0,8.968304568926158e-07,2.110506636232498e-10
000019.SZ,2026-09-07,0.0,3.5802500518241196e-07,4.0676308857630924e-11
000019.SZ,2026-09-08,0.0,6.024589177370376e-07,8.251697976365095e-10
000019.SZ,2026-09-09,0.0,6.922571140685308e-07,1.4106920772240317e-09
000019.SZ,2026-09-10,0.0,2.993116729457267e-07,9.707473928350095e-10
000019.SZ,2026-09-11,0.0,4.928491551804778e-07,3.482342049011707e-10
000019.SZ,2026-09-14,0.0,1.3575211422605232e-06,3.991764180601342e-09
000019.SZ,2026-09-15,0.0,1.2041769285119293e-06,2.4284251434180004e-09
000019.SZ,2026-09-16,0.0,1.6123340793065673e-06,8.369751039533496e-09
000020.SZ,2026-09-07,0.0,0.0,1.2602110746438478e-16
000020.SZ,2026-09-08,0.0,2.099579016150053e-06,6.1724206903113616e-09
000020.SZ,2026-09-09,0.0,0.0,2.2057262070448425e-09
000020.SZ,2026-09-10,0.0,0.0,4.7771885631907995e-09
000020.SZ,2026-09-11,0.0,1.3132112538944071e-06,2.2731594947359598e-09
000020.SZ,2026-09-14,0.0,2.2310247083361714e-06,1.5064768078907902e-09
000020.SZ,2026-09-15,0.0,0.0,1.8881800943504118e-16
000020.SZ,2026-09-16,0.0,9.655957276637672e-08,5.222678571946805e-09
000021.SZ,2026-09-07,0.0,5.554023365072787e-08,8.944197300396408e-11
000021.SZ,2026-09-08,0.0,8.771359686181802e-08,5.969679810715322e-11
000021.SZ,2026-09-09,0.0,9.010205499360907e-08,5.698460579603879e-10
000021.SZ,2026-09-10,0.0,4.358308577051039e-08,1.9641050377475516e-10
000021.SZ,2026-09-11,0.0,2.62326426652136e-07,2.578873861833782e-10
000021.SZ,2026-09-14,0.0,3.084118324975244e-07,2.785298379853829e-10
000021.SZ,2026-09-15,0.0,5.171738929186681e-07,2.5116669021025e-10
000021.SZ,2026-09-16,0.0,1.724847262732303e-07,3.327899413032505e-11
000025.SZ,2026-09-07,0.0,3.89903070096774e-06,6.751993344506863e-09
000025.SZ,2026-09-08,0.0,9.214419628523186e-07,7.052812227056394e-10
000025.SZ,2026-09-09,0.0,6.931987192768551e-06,6.613589524416029e-09
000025.SZ,2026-09-10,0.0,5.696539008110679e-06,4.547045676073089e-09
000025.SZ,2026-09-11,0.0,3.459542976323038e-06,1.2268893739621976e-09
000025.SZ,2026-09-14,0.0,8.415454139982664e-06,3.814589116964969e-10
000025.SZ,2026-09-15,0.0,3.4334428425526117e-06,1.2145565760863239e-08
000025.SZ,2026-09-16,0.0,0.0,1.9505425900432688e-08
000026.SZ,2026-09-07,0.0,0.0,0.0
000026.SZ,2026-09-08,0.0,3.442675381072607e-07,9.141626362756146e-10
000026.SZ,2026-09-09,0.0,2.4471036017372377e-06,8.543467496296354e-10
000026.SZ,2026-09-10,0.0,9.937878322605393e-07,5.180300991131074e-09
000026.SZ,2026-09-11,0.0,2.136252188393607e-06,1.221536033121943e-10
000026.SZ,2026-09-14,0.0,0.0,0.0
000026.SZ,2026-09-15,0.0,0.0,1.3735396287723712e-08
000026.SZ,2026-09-16,0.0,3.504037176432827e-07,8.817213802875924e-09
000028.SZ,2026-09-07,0.0,8.308741765690713e-06,7.163742355039499e-09
000028.SZ,2026-09-08,0.0,5.180201958807034e-06,4.240381435074773e-09
000028.SZ,2026-09-09,0.0,2.268718643538399e-05,6.232778232331009e-09
000028.SZ,2026-09-10,0.0,1.7835591517392676e-05,7.853889011127584e-09
000028.SZ,2026-09-11,0.0,8.736600239382846e-06,0.0
000028.SZ,2026-09-14,0.0,1.0140162394700751e-05,1.462591562735699e-08
000028.SZ,2026-09-15,0.0,3.1671628555140305e-05,3.500646075056985e-08
000028.SZ,2026-09-16,0.0,2.8241203046284436e-05,2.871319525215526e-08
000029.SZ,2026-09-07,0.0,1.4616966058673962e-06,5.8069243390946495e-09
000029.SZ,2026-09-08,0.0,3.0069061116118443e-06,0.0
000029.SZ,2026-09-09,0.0,7.910760295261217e-07,2.9558161182225348e-09
000029.SZ,2026-09-10,0.0,1.3154606085320776e-05,3.3445224318155343e-09
000029.SZ,2026-09-11,0.0,9.655995504168492e-07,1.0040821752979753e-08
000029.SZ,2026-09-14,0.0,5.544979809875438e-06,2.202128075764246e-09
000029.SZ,2026-09-15,0.0,1.4704282181056767e-06,3.4491482291981472e-09
000029.SZ,2026-09-16,0.0,3.712642922830118e-07,1.243719692084215e-08
000030.SZ,2026-09-07,0.0,6.015363237709109e-06,0.0
000030.SZ,2026-09-08,0.0,0.0,0.0
000030.SZ,2026-09-09,0.0,0.0,0.0
000030.SZ,2026-09-10,0.0,2.616335351400001e-06,6.475482599424405e-09
000030.SZ,2026-09-11,0.0,1.0241714708843413e-06,2.0136732689733434e-08
000030.SZ,2026-09-14,0.0,1.3888136614822252e-06,1.0256357532021625e-08
000030.SZ,2026-09-15,0.0,2.2335338302201595e-06,2.3428984971168576e-08
000030.SZ,2026-09-16,0.0,1.7496194914071476e-06,2.212024319920681e-08
000031.SZ,2026-09-07,0.0,3.991330431170455e-07,5.681070104662995e-09
000031.SZ,2026-09-08,0.0,7.477273676350922e-07,2.7054980661491518e-09
000031.SZ,2026-09-09,0.0,3.7881169800828383e-07,7.423784330808602e-09
000031.SZ,2026-09-10,0.0,1.4438414418527071e-06,7.778684615371997e-09
000031.SZ,2026-09-11,0.0,0.0,1.3835136273687488e-16
000031.SZ,2026-09-14,0.0,1.1207844145960875e-06,1.2216648711341008e-08
000031.SZ,2026-09-15,0.0,0.0,1.221534756181534e-16
000031.SZ,2026-09-16,0.0,0.0,0.0
000032.SZ,2026-09-07,0.0,1.0847377975967717e-06,2.2177862374034555e-09
000032.SZ,2026-09-08,0.0,8.077211681909711e-07,1.3884253612988987e-09
000032.SZ,2026-09-09,0.0,1.7839067388579297e-06,1.7269280732686694e-09
000032.SZ,2026-09-10,0.0,2.3389482124120497e-07,1.0140824924358676e-09
000032.SZ,2026-09-11,0.0,2.1403839292269212e-07,2.7527492477858933e-09
000032.SZ,2026-09-14,0.0,1.1068171615526316e-06,1.00838394363141e-09
000032.SZ,2026-09-15,0.0,8.297751003319701e-07,4.6097596277008884e-10
000032.SZ,2026-09-16,0.0,1.2369414837460495e-06,6.951965065018606e-10
000035.SZ,2026-09-07,0.0,0.0,1.3013862144951457e-16
000035.SZ,2026-09-08,0.0,6.75387605491459e-07,1.9073507964616674e-09
000035.SZ,2026-09-09,0.0,0.0,0.0
000035.SZ,2026-09-10,0.0,1.6266351750096784e-06,2.8967087591801402e-09
000035.SZ,2026-09-11,0.0,8.731873842662888e-07,1.035827511972878e-09
000035.SZ,2026-09-14,0.0,5.471170236598231e-07,3.0067087156856343e-09
000035.SZ,2026-09-15,0.0,0.0,0.0
000035.SZ,2026-09-16,0.0,9.578166941501245e-07,3.963743364775964e-09
000036.SZ,2026-09-07,0.0,1.651283243169828e-06,7.620759993593042e-09
000036.SZ,2026-09-08,0.0,1.2457421571188143e-06,8.38585781022835e-09
000036.SZ,2026-09-09,0.0,1.7669790489294169e-06,1.1919595584267912e-08
000036.SZ,2026-09-10,0.0,1.66342180598656e-06,1.4524622850403273e-08
000036.SZ,2026-09-11,0.0,9.342584152548206e-07,8.195756404072482e-10
000036.SZ,2026-09-14,0.0,0.0,0.0
000036.SZ,2026-09-15,0.0,0.0,0.0
000036.SZ,2026-09-16,0.0,1.834670285188843e-06,3.937415365502807e-09
000039.SZ,2026-09-07,0.0,6.168752813208314e-07,4.757863241993282e-10
000039.SZ,2026-09-08,0.0,1.2978029493869828e-06,1.7739605561289713e-09
000039.SZ,2026-09-09,0.0,1.2849481812522205e-06,1.2796484110861162e-09
000039.SZ,2026-09-10,0.0,8.647658920189891e-07,2.1273969736737224e-09
000039.SZ,2026-09-11,0.0,8.678894898954726e-07,2.3949632972751413e-09
000039.SZ,2026-09-14,0.0,4.7058821314878996e-08,1.7965619204697998e-09
000039.SZ,2026-09-15,0.0,4.7472583396274065e-07,1.886590981352039e-09
000039.SZ,2026-09-16,0.0,1.2349568364061324e-07,1.651258339756065e-09
000042.SZ,2026-09-07,0.0,2.0762821924958595e-07,1.2168926262311019e-08
000042.SZ,2026-09-08,0.0,8.314786739578107e-06,2.2346297339707387e-08
000042.SZ,2026-09-09,0.0,0.0,0.0
000042.SZ,2026-09-10,0.0,8.70407960210951e-06,3.915559714084098e-09
000042.SZ,2026-09-11,0.0,0.0,1.8796719223808537e-16
000042.SZ,2026-09-14,0.0,0.0,1.4580043891951994e-16
000042.SZ,2026-09-15,0.0,4.201562528784743e-06,2.6045396307700312e-08
000042.SZ,2026-09-16,0.0,4.687021777309284e-07,9.117620536380066e-09
000045.SZ,2026-09-07,0.0,8.976983015548134e-06,1.7703999412332092e-08
000045.SZ,2026-09-08,0.0,2.7141081638912125e-06,0.0
000045.SZ,2026-09-09,0.0,0.0,1.2146281540088195e-16
000045.SZ,2026-09-10,0.0,0.0,1.1960939349765754e-16
000045.SZ,2026-09-11,0.0,0.0,0.0
000045.SZ,2026-09-14,0.0,0.0,0.0
000045.SZ,2026-09-15,0.0,0.0,0.0
000045.SZ,2026-09-16,0.0,0.0,1.6359561815998713e-16
000048.SZ,2026-09-07,0.0,2.025191431220036e-06,2.1390971059268683e-09
000048.SZ,2026-09-08,0.0,1.1134191878497759e-06,3.97424501441586e-09
000048.SZ,2026-09-09,0.0,1.948349261088543e-06,3.780521646483923e-10
000048.SZ,2026-09-10,0.0,1.2279307945220955e-06,1.4422506608026246e-09
000048.SZ,2026-09-11,0.0,1.312357509453319e-06,0.0
000048.SZ,2026-09-14,0.0,3.022440715580974e-07,7.609078132219657e-10
000048.SZ,2026-09-15,0.0,2.3397003077875757e-06,1.0543283361330602e-09
000048.SZ,2026-09-16,0.0,2.63421385443703e-07,5.756934854484172e-10
000049.SZ,2026-09-07,0.0,1.1354832067711134e-06,6.491857127438226e-09
000049.SZ,2026-09-08,0.0,1.118028151948866e-05,1.0894006354601605e-08
000049.SZ,2026-09-09,0.0,3.4538466785651683e-06,5.874971668668287e-09
000049.SZ,2026-09-10,0.0,1.1181638259093467e-05,3.198948429943283e-09
000049.SZ,2026-09-11,0.0,5.361639613223233e-06,1.8297904349551483e-09
000049.SZ,2026-09-14,0.0,4.227900762713297e-06,9.102545413605034e-09
000049.SZ,2026-09-15,0.0,1.4572075500713566e-05,9.84857098067014e-10
000049.SZ,2026-09-16,0.0,6.014438260488127e-07,5.156852506492573e-09
000050.SZ,2026-09-07,0.0,1.1480190739542407e-06,3.6631977100195226e-09
000050.SZ,2026-09-08,0.0,7.991096852626594e-07,2.41727129561612e-09
000050.SZ,2026-09-09,0.0,0.0,0.0
000050.SZ,2026-09-10,0.0,0.0,0.0
000050.SZ,2026-09-11,0.0,1.3178015051599342e-06,4.004709630781157e-09
000050.SZ,2026-09-14,0.0,1.0516946093621522e-06,1.5266180034390642e-09
000050.SZ,2026-09-15,0.0,0.0,0.0
000050.SZ,2026-09-16,0.0,1.7688126491330165e-06,6.68156319285831e-09
000055.SZ,2026-09-07,0.0,6.1198220355752055e-06,3.040416457624483e-08
000055.SZ,2026-09-08,0.0,1.9718800051860443e-06,1.3611653762712814e-08
000055.SZ,2026-09-09,0.0,0.0,0.0
000055.SZ,2026-09-10,0.0,6.81336158607271e-06,2.354594829961676e-08
000055.SZ,2026-09-11,0.0,5.332281096530285e-06,1.5091448102621175e-08
000055.SZ,2026-09-14,0.0,0.0,0.0
000055.SZ,2026-09-15,0.0,9.806326041316601e-08,1.3998178305071735e-08
000055.SZ,2026-09-16,0.0,3.458082507082153e-07,5.520613291433587e-09
000056.SZ,2026-09-07,0.0,9.900070106639312e-07,7.820046291385107e-09
000056.SZ,2026-09-08,0.0,0.0,0.0
000056.SZ,2026-09-09,0.0,1.445178932032349e-06,4.54835183202026e-09
000056.SZ,2026-09-10,0.0,3.399692305181766e-07,9.950119445255542e-09
000056.SZ,2026-09-11,0.0,9.296355490418652e-07,6.522901218360836e-09
000056.SZ,2026-09-14,0.0,7.626225193932183e-07,2.4107298589729347e-09
000056.SZ,2026-09-15,0.0,7.017787987211184e-07,4.736818645035747e-09
000056.SZ,2026-09-16,0.0,0.0,2.3406690072218158e-09
000058.SZ,2026-09-07,0.0,4.348278244875463e-06,1.1079941549026983e-08
000058.SZ,2026-09-08,0.0,0.0,0.0
000058.SZ,2026-09-09,0.0,0.0,0.0
000058.SZ,2026-09-10,0.0,1.6499771478165028e-06,3.890410288775989e-09
000058.SZ,2026-09-11,0.0,0.0,3.2489563059683703e-09
000058.SZ,2026-09-14,0.0,0.0,0.0
000058.SZ,2026-09-15,0.0,5.907332518684049e-06,1.2140356166907727e-08
000058.SZ,2026-09-16,0.0,1.1913472449598565e-05,4.671821577243384e-09
000061.SZ,2026-09-07,0.0,6.389547139020937e-07,1.3173915197401392e-09
000061.SZ,2026-09-08,0.0,2.1956788557070337e-08,2.6007773019184392e-09
000061.SZ,2026-09-09,0.0,7.056979559725726e-07,1.7695535404489122e-09
000061.SZ,2026-09-10,0.0,2.0638743763303328e-07,2.6285144274721598e-09
000061.SZ,2026-09-11,0.0,4.498242086992403e-07,4.920476947003605e-09
000061.SZ,2026-09-14,0.0,9.993793854016656e-07,5.44362885133424e-09
000061.SZ,2026-09-15,0.0,0.0,3.174800253043468e-09
000061.SZ,2026-09-16,0.0,2.3685002727328065e-07,6.70007474095532e-09
000062.SZ,2026-09-07,0.0,3.6028836039212346e-07,6.654296735963797e-11
000062.SZ,2026-09-08,0.0,0.0,1.5990404163632706e-09
000062.SZ,2026-09-09,0.0,6.98604987942884e-07,2.198589573581585e-09
000062.SZ,2026-09-10,0.0,1.0295611015342862e-06,1.7868987937094756e-10
000062.SZ,2026-09-11,0.0,1.9597870268493915e-06,1.9347266198806898e-09
000062.SZ,2026-09-14,0.0,1.6898311537609474e-07,7.507074213396196e-11
000062.SZ,2026-09-15,0.0,3.8501833756782205e-06,3.734795895730077e-09
000062.SZ,2026-09-16,0.0,1.7863155722953173e-06,1.4276310837695158e-09
000063.SZ,2026-09-07,0.0,5.038048783858207e-07,4.502208084467456e-10
000063.SZ,2026-09-08,0.0,1.7534243500844976e-07,3.293557911618968e-10
000063.SZ,2026-09-09,0.0,4.555972629538831e-07,5.838156575947796e-10
000063.SZ,2026-09-10,0.0,5.299466679338281e-07,2.7110712934025175e-11
000063.SZ,2026-09-11,0.0,8.529070511150643e-07,1.4728643753503132e-10
000063.SZ,2026-09-14,0.0,2.783732645862719e-07,7.671672859144105e-10
000063.SZ,2026-09-15,0.0,1.2012232475361026e-06,8.276301885821958e-10
000063.SZ,2026-09-16,0.0,9.708027023444637e-07,2.2364748575125317e-10
000065.SZ,2026-09-07,0.0,1.0587725837662636e-06,4.812214632248519e-09
000065.SZ,2026-09-08,0.0,2.814383489334174e-06,6.033641149594221e-09
000065.SZ,2026-09-09,0.0,2.361476034473002e-06,3.3823642578390017e-09
000065.SZ,2026-09-10,0.0,4.849932577853947e-07,3.9883217805743746e-09
000065.SZ,2026-09-11,0.0,1.910487666623978e-07,5.405981814751341e-09
000065.SZ,2026-09-14,0.0,2.825914483588855e-06,7.28993405511268e-09
000065.SZ,2026-09-15,0.0,3.5470621674764945e-06,3.1242695513948737e-09
000065.SZ,2026-09-16,0.0,4.87870562085432e-07,4.037198107928442e-09
000066.SZ,2026-09-07,0.0,3.4792306745013863e-07,3.456669409466137e-10
000066.SZ,2026-09-08,0.0,2.067119793106114e-07,2.7410942029590055e-10
000066.SZ,2026-09-09,0.0,2.3818717960681597e-07,1.9802080888498454e-10
000066.SZ,2026-09-10,0.0,4.4601395101904526e-07,5.232372096156644e-10
000066.SZ,2026-09-11,0.0,4.002570523564242e-07,1.155196933990557e-09
000066.SZ,2026-09-14,0.0,1.5736386570001192e-07,1.5589140415406888e-09
000066.SZ,2026-09-15,0.0,9.003025917010707e-07,9.681622162365371e-10
000066.SZ,2026-09-16,0.0,4.7388618322573967e-07,7.948039963093505e-10
000068.SZ,2026-09-07,0.0,6.526647879058082e-08,5.416908550666755e-09
000068.SZ,2026-09-08,0.0,0.0,0.0
000068.SZ,2026-09-09,0.0,0.0,0.0
000068.SZ,2026-09-10,0.0,0.0,0.0
000068.SZ,2026-09-11,0.0,2.112340504461112e-06,1.8438610698091384e-08
000068.SZ,2026-09-14,0.0,1.0797958322040468e-06,1.526587633265676e-08
000068.SZ,2026-09-15,0.0,0.0,2.095830528575464e-16
000068.SZ,2026-09-16,0.0,0.0,0.0
000069.SZ,2026-09-07,0.0,2.3356123979600139e-07,4.676895199106446e-09
000069.SZ,2026-09-08,0.0,2.9107570617149386e-07,6.9962360103978086e-09
000069.SZ,2026-09-09,0.0,0.0,1.9664865013396083e-16
000069.SZ,2026-09-10,0.0,2.0462656572574596e-07,7.843260917419505e-09
000069.SZ,2026-09-11,0.0,0.0,9.371291802391032e-09
000069.SZ,2026-09-14,0.0,6.444964195001415e-07,6.750644948785442e-09
000069.SZ,2026-09-15,0.0,0.0,1.886134099324916e-08
000069.SZ,2026-09-16,0.0,9.032154552316744e-07,1.1805169244030344e-08
000070.SZ,2026-09-07,0.0,1.849827546743909e-07,8.940044202536409e-10
000070.SZ,2026-09-08,0.0,2.9347809400064896e-07,3.565617610305702e-10
000070.SZ,2026-09-09,0.0,2.6335066802847203e-07,1.9769450155079408e-10
000070.SZ,2026-09-10,0.0,8.220537661525572e-07,6.395441651932231e-10
000070.SZ,2026-09-11,0.0,1.2236059470041724e-07,1.3802897741809693e-10
000070.SZ,2026-09-14,0.0,2.01384719209445e-07,4.1531136457901554e-10
000070.SZ,2026-09-15,0.0,5.716993631947156e-07,5.50008595909032e-10
000070.SZ,2026-09-16,0.0,4.698984344436578e-07,2.9665066324228356e-10
000078.SZ,2026-09-07,0.0,1.3322983555235497e-07,5.730572990592076e-10
000078.SZ,2026-09-08,0.0,3.197587910218553e-07,3.367470599203596e-10
000078.SZ,2026-09-09,0.0,2.672029251238619e-07,1.1377843759441856e-09
000078.SZ,2026-09-10,0.0,5.108931159428423e-07,3.762479887651274e-09
000078.SZ,2026-09-11,0.0,1.1105853106656948e-07,5.76182530416818e-09
000078.SZ,2026-09-14,0.0,7.119776486983119e-07,9.188858455669005e-09
000078.SZ,2026-09-15,0.0,0.0,0.0
000078.SZ,2026-09-16,0.0,1.1256152894575998e-06,7.527988441126179e-09
000088.SZ,2026-09-07,0.0,2.0849245952980524e-06,8.251917518938454e-09
000088.SZ,2026-09-08,0.0,6.812017605756817e-07,5.206629732130923e-09
000088.SZ,2026-09-09,0.0,6.696956629448517e-07,1.1929210097075317e-09
000088.SZ,2026-09-10,0.0,4.392952377412051e-07,8.421715878623811e-10
000088.SZ,2026-09-11,0.0,4.893311384975689e-07,1.4740538905992025e-10
000088.SZ,2026-09-14,0.0,1.1790436776730395e-06,2.3461687460995402e-09
000088.SZ,2026-09-15,0.0,5.232779543913552e-07,1.5787819063165528e-09
000088.SZ,2026-09-16,0.0,1.2954914686933436e-06,1.18390904262197e-09
000089.SZ,2026-09-07,0.0,7.945460768194956e-07,3.2954434686614376e-09
000089.SZ,2026-09-08,0.0,6.289742919966607e-08,5.9687602520699285e-09
000089.SZ,2026-09-09,0.0,0.0,0.0
000089.SZ,2026-09-10,0.0,0.0,0.0
000089.SZ,2026-09-11,0.0,0.0,1.5589017714771868e-16
000089.SZ,2026-09-14,0.0,2.834619778276041e-06,8.713437147231565e-09
000089.SZ,2026-09-15,0.0,0.0,1.96989166570308e-16
000089.SZ,2026-09-16,0.0,1.180010480853091e-07,8.40564466502817e-09
000090.SZ,2026-09-07,0.0,2.1152612355761556e-06,1.3522047711052384e-08
000090.SZ,2026-09-08,0.0,3.1518160448869035e-07,1.408790857892258e-09
000090.SZ,2026-09-09,0.0,0.0,0.0
000090.SZ,2026-09-10,0.0,1.6016133279854701e-06,1.6003801684838792e-16
000090.SZ,2026-09-11,0.0,0.0,4.515750725902044e-09
000090.SZ,2026-09-14,0.0,1.3631945646706317e-06,1.9467601801415006e-08
000090.SZ,2026-09-15,0.0,0.0,0.0
000090.SZ,2026-09-16,0.0,2.0084150154705773e-06,8.433075610648997e-09
000099.SZ,2026-09-07,0.0,3.0786502786691612e-06,1.1052794327863108e-08
000099.SZ,2026-09-08,0.0,6.749911069921654e-07,1.4634966784182709e-09
000099.SZ,2026-09-09,0.0,5.127769486934187e-07,1.1891961012244813e-08
000099.SZ,2026-09-10,0.0,0.0,1.6072854006700787e-10
000099.SZ,2026-09-11,0.0,6.352025438591476e-07,5.4191427967305765e-09
000099.SZ,2026-09-14,0.0,5.442576733528722e-06,1.2769607626371883e-08
000099.SZ,2026-09-15,0.0,1.7465387967395615e-06,4.5610101782367005e-09
000099.SZ,2026-09-16,0.0,0.0,6.805185873843172e-09
000100.SZ,2026-09-07,0.0,1.3876503146184868e-07,6.128888368835841e-10
000100.SZ,2026-09-08,0.0,6.684941310985907e-08,5.727181379937909e-10
000100.SZ,2026-09-09,0.0,6.364050907627152e-08,6.334325874324086e-10
000100.SZ,2026-09-10,0.0,1.8417039975168814e-07,6.090170781206274e-10
000100.SZ,2026-09-11,0.0,0.0,2.912439795723139e-10
000100.SZ,2026-09-14,0.0,1.081353305010394e-07,4.297861065819165e-10
000100.SZ,2026-09-15,0.0,1.3085561018721893e-07,2.1773272651353757e-10
000100.SZ,2026-09-16,0.0,3.512391253878836e-08,2.473157455499539e-10
000151.SZ,2026-09-07,0.0,0.0,1.8806746125389846e-16
000151.SZ,2026-09-08,0.0,0.0,0.0
000151.SZ,2026-09-09,0.0,0.0,2.407470866037768e-08
000151.SZ,2026-09-10,0.0,0.0,0.0
000151.SZ,2026-09-11,0.0,1.9955296145574682e-07,4.4185979761370146e-09
000151.SZ,2026-09-14,0.0,2.02443219737944e-06,3.1185113655718936e-09
000151.SZ,2026-09-15,0.0,0.0,9.8164318910066e-09
000151.SZ,2026-09-16,0.0,3.2592570339372265e-06,9.79356269881287e-10
000153.SZ,2026-09-07,0.0,1.2963609462968218e-07,8.285601001113549e-10
000153.SZ,2026-09-08,0.0,2.666998990904564e-06,5.1767424037192675e-09
000153.SZ,2026-09-09,0.0,2.207294497062006e-06,7.951727898848419e-09
000153.SZ,2026-09-10,0.0,2.8510741421830677e-06,9.09970064259811e-09
000153.SZ,2026-09-11,0.0,0.0,3.818573507281782e-09
000153.SZ,2026-09-14,0.0,0.0,0.0
000153.SZ,2026-09-15,0.0,1.6144108772547266e-06,2.6697531831404287e-09
000153.SZ,2026-09-16,0.0,3.90269400449263e-06,1.852737433155472e-08
000156.SZ,2026-09-07,0.0,0.0,0.0
000156.SZ,2026-09-08,0.0,5.477201150212242e-06,1.070084303276097e-09
000156.SZ,2026-09-09,0.0,0.0,0.0
000156.SZ,2026-09-10,0.0,7.860538328967459e-06,9.358708368563554e-09
000156.SZ,2026-09-11,0.0,0.0,0.0
000156.SZ,2026-09-14,0.0,0.0,2.5638555327170796e-08
000156.SZ,2026-09-15,0.0,0.0,1.9626372999955346e-16
000156.SZ,2026-09-16,0.0,0.0,1.1887615742118207e-08
000157.SZ,2026-09-07,0.0,1.7191801711134407e-07,1.1663875033364845e-09
