variant,split,gross_total_return,net_total_return,annualized_return,sharpe,sortino,calmar,maximum_drawdown,maximum_drawdown_duration_sessions,average_exposure,capital_utilization,turnover,transaction_costs,entry_intents,portfolio_admitted_entries,capacity_rejections,average_open_positions,terminal_open_positions,ending_equity,admitted_completed_trades,admitted_trade_mean_return,admitted_trade_win_rate,admitted_trade_profit_factor,admitted_trade_return_p05
I_SIZING_ONLY,validation,0.13560041884115637,0.11481715581601049,0.39657690326244643,1.6890261761313219,2.3917000090740554,3.2231405287213457,-0.12304052514265418,34,0.9289797572276917,0.9289797572276917,13.97682059719988,0.01949528219442226,1091,74,1017,9.695121951219512,10,1.0725656152858027,74,0.0004166772924793325,0.35135135135135137,1.0143854305476638,-0.08689837044394398
I_SIZING_ONLY,holdout,-0.13002180031374566,-0.14856554950061163,-0.38460379389213495,-2.5378747090097717,-3.4947957730561465,-2.0555865574818113,-0.18710172650831713,80,0.9339336890867413,0.9339336890867413,16.08855538399374,0.020456114318003718,1037,84,953,9.695121951219512,10,0.9132193152754059,74,-0.02268949991479859,0.20270270270270271,0.38413938716110435,-0.10095507076950178
I_HOLDING_ONLY,total,-0.04398278370795594,-0.08622326489386345,-0.08650616869893568,-0.3701486472388952,-0.47772347101717255,-0.320436977408459,-0.26996312784671794,116,0.7271990638703913,0.7271990638703913,34.30442639243948,0.045367033414186145,2623,181,2442,7.292181069958848,10,0.9137767351061366,171,-0.005859115616440877,0.2982456140350877,0.8250166045187005,-0.1015885922648086
I_HOLDING_ONLY,discovery,-0.03407346998218019,-0.038482439490051035,-0.11347676272423779,-0.7243366196279143,-0.8023611660189899,-0.9085942299777177,-0.12489267373734114,15,0.23212520553012997,0.23212520553012997,3.833692122053266,0.004558833714883914,495,25,470,2.329113924050633,10,0.9615175605099492,25,0.016750545777813982,0.4,1.4593398283764147,-0.12843111189192732
I_HOLDING_ONLY,validation,0.16115459990026415,0.13873644304080157,0.4907272391214157,1.8503987271761688,2.4069012710868014,3.7752270418428218,-0.12998615280152115,34,0.9653071236497548,0.9653071236497548,14.45009120366515,0.0203531910565196,1091,74,1017,9.682926829268293,10,1.0949150867763684,74,0.0048230324904357915,0.3783783783783784,1.1710528662570563,-0.08689837044394398
I_HOLDING_ONLY,holdout,-0.1476232957311261,-0.16543598116227998,-0.42068001701455027,-2.673140704642866,-3.8521467438878108,-2.0156082917848748,-0.20871119588520193,80,0.9660524041993287,0.9660524041993287,15.950990855154517,0.02045500864278263,1037,82,955,9.682926829268293,10,0.9137767351061366,72,-0.024688566932624834,0.18055555555555555,0.34828974537109975,-0.1014333750291378
I_DERISK_ONLY,total,-0.05805960780048225,-0.10032496627435694,-0.10065153862719844,-0.46785354386363653,-0.6193372686047047,-0.39171036415834065,-0.2569539839556356,116,0.7276040777114983,0.7276040777114983,34.57007298118225,0.045132424960527745,2623,183,2440,7.300411522633745,10,0.8996750337256455,173,-0.007019559522156507,0.2947976878612717,0.7894017678369358,-0.10137274860961465
I_DERISK_ONLY,discovery,-0.03407346998218019,-0.038482439490051035,-0.11347676272423779,-0.7243366196279143,-0.8023611660189899,-0.9085942299777177,-0.12489267373734114,15,0.23212520553012997,0.23212520553012997,3.833692122053266,0.004558833714883914,495,25,470,2.329113924050633,10,0.9615175605099492,25,0.016750545777813982,0.4,1.4593398283764147,-0.12843111189192732
I_DERISK_ONLY,validation,0.13061006646186835,0.10865219417555605,0.37297828657607823,1.5397749868120392,2.1202403304155273,2.957419187396172,-0.12611613807255473,34,0.966984468214279,0.966984468214279,14.476252775396919,0.02007071712219785,1091,74,1017,9.695121951219512,10,1.065988553197684,74,0.0004166772924793325,0.35135135135135137,1.0143854305476638,-0.08689837044394398
I_DERISK_ONLY,holdout,-0.13748535425657116,-0.15601811011304267,-0.40072033064512624,-2.5597903785240197,-3.6898507648838326,-2.0267452488129343,-0.1977161810937158,80,0.9655752835785725,0.9655752835785725,16.351900043967152,0.02050287412344598,1037,84,953,9.695121951219512,10,0.8996750337256455,74,-0.022486237316512114,0.20270270270270271,0.38627050036970406,-0.10095507076950178
P1_TEMPORAL_CONFIRMATION,total,0.0910280734428921,0.04185038305308164,0.04199707656351892,0.3208007211678706,0.45325459613334,0.24836878830508227,-0.16909160305574333,101,0.7214165420875456,0.7214165420875456,35.06680269937241,0.0462057905152293,2032,185,1847,7.238683127572016,10,1.041850383053079,175,0.0019556967422530752,0.2914285714285714,1.0634488685078693,-0.08465351284078422
P1_TEMPORAL_CONFIRMATION,discovery,-0.035068259745974606,-0.040895003418070286,-0.12028644847819925,-0.8977041135386665,-0.7206847164642818,-1.33502905635361,-0.09010024756070845,17,0.23290630107524105,0.23290630107524105,4.776251764874828,0.0057826826990050595,401,30,371,2.329113924050633,10,0.9591049965819295,30,-0.00487528243095033,0.23333333333333334,0.8393256987769724,-0.06595951007497589
P1_TEMPORAL_CONFIRMATION,validation,0.1397822216649769,0.11916714535095174,0.41339169977943513,1.6523011865544128,2.7335248983549887,5.447101778816639,-0.07589204618630108,37,0.9550898897379103,0.9550898897379103,13.772643411072067,0.018636918468641323,797,71,726,9.609756097560975,10,1.0733988011164328,71,0.01154040247833506,0.38028169014084506,1.4109758044861327,-0.0789376374004086
P1_TEMPORAL_CONFIRMATION,holdout,-0.007986791268111415,-0.029391143376105933,-0.08611439452423209,-0.4031598105027791,-0.6452200812546816,-0.6420323195125309,-0.13412781865812495,80,0.9583811095587911,0.9583811095587911,16.414423796512867,0.021786189347582918,834,84,750,9.597560975609756,10,1.041850383053079,74,-0.004471123961337722,0.22972972972972974,0.8671266798510732,-0.08888267158965897
P2_CANONICAL_PERSISTENCE,total,0.23199916565752354,0.18029279561739808,0.1809648561503372,1.066977667062947,1.4585409976242205,1.7045912737067277,-0.10616319521384099,56,0.6803411323866515,0.6803411323866515,33.622272542620394,0.04602499753322255,614,174,440,6.814814814814815,9,1.180292795617399,165,0.007122455878204666,0.34545454545454546,1.2656501727422755,-0.07270949373818307
P2_CANONICAL_PERSISTENCE,discovery,-0.05331940967778248,-0.05792438141222378,-0.16735339170042218,-1.862257315859768,-1.5618233002913615,-1.8351430273474,-0.09119365041662308,16,0.19730268826003525,0.19730268826003525,3.862284200870168,0.004559756723893027,122,25,97,1.9620253164556962,10,0.9420756185877762,25,-0.015117663880511221,0.28,0.5369677855140169,-0.08076638150210003
P2_CANONICAL_PERSISTENCE,validation,0.2238257815861746,0.2038390709090443,0.768481635706288,2.8681824366520923,4.4292433271703295,9.904037746627148,-0.07759276119156522,17,0.9124584761863274,0.9124584761863274,12.684643278392642,0.01727167864286283,230,65,165,9.146341463414634,10,1.1341074374067723,65,0.025990442128198805,0.47692307692307695,2.3726066355985997,-0.06283091399312109
P2_CANONICAL_PERSISTENCE,holdout,0.06337719633247896,0.04072397084021806,0.12805176287946174,0.7206250287765706,1.101217790174317,1.2061784936062963,-0.10616319521384088,42,0.9135900945138379,0.9135900945138379,16.395944779180518,0.02419356216646669,262,84,178,9.158536585365853,9,1.180292795617399,75,-0.0018164256188849567,0.25333333333333335,0.942684309681848,-0.07811132929455296
P3_MASS_PROMINENCE,total,0.18345124188887252,0.14152240968469987,0.14204139824380846,0.966961236378994,1.307362957760905,1.0489139313282287,-0.1354175914738237,75,0.5782355228023359,0.5782355228023359,27.931645486256205,0.03834131887563373,209,144,65,5.732510288065844,8,1.1415224096847003,136,0.004833735859154991,0.35294117647058826,1.2019730730780713,-0.06941096754180495
P3_MASS_PROMINENCE,discovery,-0.01688494051228473,-0.02054429284834758,-0.061726608852529674,-0.655674946507548,-0.4328075599857587,-0.9884368483284305,-0.06244871279021724,15,0.1599607434340944,0.1599607434340944,2.8815852413501832,0.003641701144471085,37,16,21,1.5822784810126582,3,0.9794557071516526,16,-0.016262499428334354,0.3125,0.40019446799894076,-0.06404167227484542
P3_MASS_PROMINENCE,validation,0.18692416418390634,0.16942327553301717,0.6176655696812525,2.769255942856796,4.05170928649108,8.428993794132458,-0.07327868364444856,18,0.7513926692138013,0.7513926692138013,11.508971463822306,0.01573428340978386,70,62,8,7.451219512195122,10,1.1453983012967912,62,0.021866059293250424,0.4838709677419355,2.2542839075722627,-0.06743825435158565
P3_MASS_PROMINENCE,holdout,0.014198699716996277,-0.003383881054915716,-0.010179720408204807,0.02412359970646447,0.041406187268341936,-0.07517280655647,-0.13541759147382337,75,0.8080504199285665,0.8080504199285665,13.084228942123994,0.018965334321378785,102,66,36,8.012195121951219,8,1.1415224096847003,58,-0.007553579456605135,0.22413793103448276,0.7482387191029218,-0.07627416720346605
P4_CHIP_SIZING,total,0.24807695214007763,0.20174811573438323,0.20250678222215157,1.2606995388197157,1.840277713638302,1.4454259067972488,-0.1401018075501793,73,0.6113188121678772,0.6113188121678772,29.288267690015218,0.040596784968186625,209,123,86,4.897119341563786,6,1.2017481157343812,117,0.005489047660275005,0.3504273504273504,1.2203332421726387,-0.07310635008577944
P4_CHIP_SIZING,discovery,-0.023888831364205387,-0.027708044155362765,-0.08263102073486472,-1.0545992734490923,-0.6429811670863924,-1.264128174869793,-0.0653660146000431,15,0.16441059106476874,0.16441059106476874,3.104458191636386,0.0038834426525803656,37,14,23,1.3164556962025316,3,0.972291955844637,14,-0.02015206965887146,0.2857142857142857,0.3097032413607786,-0.06760629770455386
P4_CHIP_SIZING,validation,0.2189459542228931,0.20078494422839954,0.7547297175180214,3.0886283595527204,5.362198965397734,9.929678641054668,-0.0760074665858329,18,0.8237970106179812,0.8237970106179812,11.550687371557185,0.015911021319223426,70,52,18,6.634146341463414,8,1.167513541972624,52,0.024701384651483894,0.5,2.4155256487086816,-0.06786786888621521
P4_CHIP_SIZING,holdout,0.048956868532316955,0.029322635268036468,0.09115881559785866,0.5657772855286145,0.9708841537720462,0.650661238365597,-0.14010180755017998,73,0.8293985340488166,0.8293985340488166,14.032410393855155,0.02080232099638283,102,57,45,6.609756097560975,6,1.2017481157343812,51,-0.007061263733348754,0.21568627450980393,0.7747302439026721,-0.08056087874933548
P5_HEALTHY_HOLDING,total,0.27896041406441174,0.23216660552993917,0.2330503167111737,1.395434852075322,2.0421711079668614,1.6458417260954694,-0.1415994703597977,73,0.6183300282996977,0.6183300282996977,28.94886642644565,0.04038086998444393,209,120,89,4.9300411522633745,6,1.2321666055299374,114,0.007885389923937152,0.3508771929824561,1.3165906385309638,-0.07335584790326688
P5_HEALTHY_HOLDING,discovery,-0.026620444833601487,-0.03042929438419073,-0.09048881938312736,-1.0883162438075988,-0.7296384697043519,-1.3495493287631182,-0.06705113881688318,15,0.1784927751786985,0.1784927751786985,3.0975587031674925,0.0038728233790309985,37,14,23,1.4177215189873418,3,0.9695707056158093,14,-0.021709951789433295,0.2857142857142857,0.25633894661225487,-0.06760629770455386
P5_HEALTHY_HOLDING,validation,0.23337345557863287,0.2160565046302323,0.8242207597703599,3.312264028831915,5.544460376016035,10.647714829028457,-0.0774082301230794,18,0.825436822059079,0.825436822059079,10.874369299274974,0.015075675709059952,70,48,22,6.597560975609756,8,1.179052763263029,48,0.030455103039869064,0.5208333333333334,2.821911834521261,-0.06802139339281456
P5_HEALTHY_HOLDING,holdout,0.0653205020214005,0.04504789261501396,0.14225855593972891,0.7912375777838462,1.3907977352137164,1.00465457659027,-0.14159947035979759,73,0.8349688808398158,0.8349688808398158,14.303718130358382,0.021432370896352977,102,58,44,6.646341463414634,6,1.2321666055299374,52,-0.004980214798707952,0.21153846153846154,0.840960663142074,-0.07994849138563985
P6_DETERIORATION_DERISK,total,0.3067536690461936,0.2593708523117051,0.2603685906516404,1.53927223938146,2.3114318710811594,1.83886446436429,-0.14159205079948722,70,0.6168851212836176,0.6168851212836176,29.034936147258396,0.04057555311784025,209,122,87,5.032921810699588,7,1.2593708523117035,115,0.008413352078084276,0.3565217391304348,1.3459764973276365,-0.06963514879429325
P6_DETERIORATION_DERISK,discovery,-0.026620444833601487,-0.03042929438419073,-0.09048881938312736,-1.0883162438075988,-0.7296384697043519,-1.3495493287631182,-0.06705113881688318,15,0.1784927751786985,0.1784927751786985,3.0975587031674925,0.0038728233790309985,37,14,23,1.4177215189873418,3,0.9695707056158093,14,-0.021709951789433295,0.2857142857142857,0.25633894661225487,-0.06760629770455386
P6_DETERIORATION_DERISK,validation,0.2381979205767062,0.2208175305050153,0.8462587653753206,3.402352813195593,5.842309890557838,11.219065659568425,-0.0754304138200288,18,0.8237335147596782,0.8237335147596782,10.875229500701593,0.01509462789831798,70,48,22,6.597560975609756,8,1.183668914479898,48,0.03110847751589203,0.5208333333333334,2.900586585367552,-0.06451426807815822
P6_DETERIORATION_DERISK,holdout,0.0842300448436013,0.06395533151689503,0.20578763827510782,1.0766239092980658,1.9633747694043135,1.4533841208821068,-0.14159205079948756,70,0.8323903295427838,0.8323903295427838,14.35610706429503,0.021608101840491275,102,60,42,6.951219512195122,7,1.2593708523117035,53,-0.004183624655303007,0.22641509433962265,0.8616053632564409,-0.07066652346673089
