observation_timing,feature,bucket,split,discovery_low_threshold,discovery_high_threshold,completed_trades,win_rate,mean_return,median_return,average_winner,average_loser,payoff_ratio,profit_factor,worst_trade,return_p01,return_p05,large_loss_probability,large_winner_probability,average_holding_period,median_holding_period,mean_mfe,mean_mae,mean_mfe_capture_ratio,mean_profit_giveback
candidate,peak_track_age,HIGH,holdout,26.0,60.99999999999997,143,0.24475524475524477,-0.01150141175197078,-0.03286044796287757,0.07932745960692876,-0.04093669413679933,1.9378081518218815,0.627993382534869,-0.10440903727174633,-0.09402218316366588,-0.06803591365489399,0.02097902097902098,0.07692307692307693,9.55944055944056,8.0,0.054140973601820575,-0.0383829840869042,-3.491479990279883,0.06302848776166543
candidate,peak_track_age,MISSING,holdout,26.0,60.99999999999997,595,0.23361344537815126,-0.014440655479259728,-0.034871491470559346,0.09234987246553328,-0.0469930313220804,1.9651822805936179,0.5990358267598968,-0.1549731678107572,-0.12085853864792491,-0.09091410948219764,0.07394957983193277,0.07563025210084033,9.583193277310924,8.0,0.062014471990787745,-0.0452504634674385,-3.9191000622155374,0.07384900215214914
candidate,valid_base_rate_20,LOW,total,0.0,0.4,878,0.3439635535307517,0.0008171686049905725,-0.02471260476521192,0.09195153812792663,-0.04696508763793771,1.9578700424621271,1.0265221403186846,-0.21903086744147537,-0.1326308031244629,-0.09319789640049657,0.08428246013667426,0.11389521640091116,10.97380410022779,10.0,0.0850554453242086,-0.04074430891021389,-2.7042052213006107,0.08159180497077435
candidate,valid_base_rate_20,MID,total,0.0,0.4,717,0.33472803347280333,0.00015108860913304401,-0.025190764015346923,0.09456340952865919,-0.047351965941571934,1.9970323860542967,1.0047961690839229,-0.37131225131438994,-0.13370514498779043,-0.09438333174885039,0.08368200836820083,0.11715481171548117,11.213389121338912,10.0,0.0951384863959598,-0.04372085807277871,-1.9365827746455395,0.09234268736097681
candidate,valid_base_rate_20,HIGH,total,0.0,0.4,910,0.34505494505494505,0.00487471269017981,-0.023116209951526856,0.09158397748533004,-0.04080768520525169,2.2442825910042985,1.1823904925760902,-0.1844147255477271,-0.1008133741074188,-0.07524559736385276,0.04285714285714286,0.1043956043956044,11.242857142857142,10.0,0.0849171118139166,-0.03696868885120366,-2.329995046802948,0.07738519796723903
candidate,valid_base_rate_20,MISSING,total,0.0,0.4,0,,,,,,,,,,,,,,,,,,
candidate,valid_base_rate_20,LOW,discovery,0.0,0.4,209,0.3875598086124402,0.006837150638424689,-0.014292660235954435,0.0784681864264434,-0.038491864196180905,2.038565501180088,1.2900297312155242,-0.21903086744147537,-0.14781782253848233,-0.07360212962133768,0.0430622009569378,0.10047846889952153,12.004784688995215,11.0,0.09091141940305648,-0.03230584333161301,-1.2970954427775814,0.08141187831207575
candidate,valid_base_rate_20,MID,discovery,0.0,0.4,169,0.40828402366863903,0.010241539574845143,-0.013573331073979289,0.08633894838533986,-0.0422656725043962,2.042767647346897,1.4095096766693587,-0.37131225131438994,-0.1610159399496463,-0.08203301765954722,0.05325443786982249,0.14792899408284024,12.390532544378699,12.0,0.10397832169581189,-0.0322283499610876,-0.8245726948590923,0.09106538940563626
candidate,valid_base_rate_20,HIGH,discovery,0.0,0.4,195,0.3641025641025641,0.0017343893763260973,-0.014741252775288594,0.061025486392044984,-0.03221454520525488,1.8943457374059227,1.0846657044824233,-0.0927258286262902,-0.08715279710888695,-0.06277964129649238,0.02564102564102564,0.07179487179487179,12.41025641025641,13.0,0.07864450841278985,-0.029931528031310942,-0.9343567569120781,0.0742612218711362
candidate,valid_base_rate_20,MISSING,discovery,0.0,0.4,0,,,,,,,,,,,,,,,,,,
candidate,valid_base_rate_20,LOW,validation,0.0,0.4,315,0.4380952380952381,0.012666388794054986,-0.014380883877223138,0.09584003057168114,-0.05218085733765353,1.8366894578124018,1.4319951704978047,-0.1494453925023993,-0.12989317530356817,-0.10649108339535042,0.12380952380952381,0.15555555555555556,11.863492063492064,11.0,0.10571296892372836,-0.04138654429387609,-1.973345873241829,0.09036877535912023
candidate,valid_base_rate_20,MID,validation,0.0,0.4,335,0.3522388059701492,0.00616655460801268,-0.025565214272942338,0.11038012238326396,-0.050502574412630875,2.185633577437143,1.1885012080072945,-0.18830621477878562,-0.13036702973437692,-0.0978468384092596,0.10149253731343283,0.14029850746268657,11.650746268656716,11.0,0.11159978480243231,-0.04886746591022011,-1.751477569063499,0.1027726130062567
candidate,valid_base_rate_20,HIGH,validation,0.0,0.4,367,0.4359673024523161,0.022694628390920003,-0.014371015350402971,0.10702741014355399,-0.04249013045169566,2.518876948735817,1.9469580280083612,-0.1844147255477271,-0.10500581812882195,-0.07817348921109842,0.04632152588555858,0.15258855585831063,12.0,11.0,0.11367959743297071,-0.03657512925753912,-1.7353425607247375,0.08828064648821783
candidate,valid_base_rate_20,MISSING,validation,0.0,0.4,0,,,,,,,,,,,,,,,,,,
candidate,valid_base_rate_20,LOW,holdout,0.0,0.4,354,0.2344632768361582,-0.013280799204452983,-0.035952310155255685,0.09864478548433658,-0.04756059082500477,2.074086628723597,0.6352368641478174,-0.1549731678107572,-0.12242682857846801,-0.08927594324118808,0.07344632768361582,0.0847457627118644,9.573446327683616,8.0,0.06321640996735002,-0.04515486020985791,-4.2169819895934335,0.07388801683331407
