variant,split,completed_trades,win_rate,mean_return,median_return,average_winner,average_loser,payoff_ratio,profit_factor,worst_trade,return_p01,return_p05,large_loss_probability,large_winner_probability,average_holding_period,median_holding_period,mean_mfe,mean_mae,mean_mfe_capture_ratio,mean_profit_giveback,template_description,selected_on_discovery
T1_CLOSE_STRENGTH,discovery,573,0.3856893542757417,0.006104695636933992,-0.014200962040422205,0.07532181028491203,-0.03735264054830222,2.016505638671256,1.2660447333703058,-0.37131225131438994,-0.14434730732737402,-0.07285051156883664,0.04013961605584642,0.10471204188481675,12.256544502617801,12.0,0.09059075420999134,-0.03147497446044775,-1.033872728918436,0.08182560495924593,Candidate close is above preclose and in the upper 40% of the same-day range.,True
T2_RECLAIM_PRIOR_3_HIGH,discovery,286,0.2517482517482518,-0.016072416153696128,-0.02924732779349848,0.07287718418853978,-0.045999384493139985,1.5843078117579628,0.533038142273707,-0.2891138465578198,-0.1620168714774363,-0.09535135594415375,0.09090909090909091,0.05944055944055944,11.814685314685315,11.0,0.07358575907723537,-0.04382033327617553,-1.8599726958044756,0.08705636479557174,Candidate close reclaims the maximum high of the prior three valid sessions.,False
T3_TREND_RESUMPTION,discovery,75,0.22666666666666666,-0.02716117297628687,-0.03923780166037005,0.08414115029142485,-0.059784267727167904,1.4074129112931895,0.4125175774480038,-0.21903086744147537,-0.15798012108307938,-0.1160163607858804,0.2,0.09333333333333334,10.333333333333334,10.0,0.07992352568744646,-0.059466394506270163,-3.7222759416400892,0.10451221034891359,"Candidate close is above MA5, MA5 is above MA20, and close is above preclose.",False
