strategy,period,comparison_end,reference_kind,legacy_end_nav,corrected_end_nav,end_nav_difference,max_abs_nav_difference,legacy_funded_entries,corrected_funded_entries,scope
ATRDR,2018_2021,2019-07-15,LEGACY_COMPLETION_FILTER_CONTROL_SAME_RESET_NOT_SEALED_CONTINUATION,1310656.1343790882,1310717.2496416857,61.11526259756647,981.0334244430996,396,397,only validated account prefix; no hypothetical NAV beyond unresolved corporate action
ATRDR,2022_2023,2023-12-29,LEGACY_COMPLETION_FILTER_CONTROL_SAME_RESET_NOT_SEALED_CONTINUATION,1161075.2379725948,1161075.2379726074,1.257285475730896e-08,1.3504177331924438e-08,441,441,only validated account prefix; no hypothetical NAV beyond unresolved corporate action
