strategy,symbol_action,event_id_action,record_date,effective_date,share_multiplier,cash_per_share_gross,share_credit_date,pay_date,announcement_date,holding_overlap,registered_source,execution_timing_resolved
ATRDR,002285,cninfo:distribution:7fb71b5954f198fdd1f1376d4d3176f3,2014-05-27,2014-05-28,1.7999999999999998,0.1,2014-05-28,2014-05-28,2014-05-22,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002467,cninfo:distribution:dccd980f2e9d79d14293a2c260643692,2014-05-29,2014-05-30,2.000165,0.40006630000000004,2014-05-30,2014-05-30,2014-05-23,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002576,cninfo:distribution:9339d66f04ca1de52cc380fb7d924da9,2014-05-29,2014-05-30,1.0,0.03,,2014-05-30,2014-05-23,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002094,cninfo:distribution:66cd7cc27aca75510097387be86cc131,2014-06-10,2014-06-11,1.0,0.06,,2014-06-11,2014-06-05,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002390,cninfo:distribution:74daa1c639064271fbbce410475b0810,2014-06-13,2014-06-16,2.0,0.06,2014-06-16,2014-06-16,2014-06-10,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600438,cninfo:distribution:c61e942e3c98391ab5e1361eafaa49da,2014-06-16,2014-06-17,1.0,0.3,,2014-06-17,2014-06-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002282,cninfo:distribution:f642a61ca03c6481d88c0799a86e240c,2014-06-19,2014-06-20,1.0,0.05,,2014-06-20,2014-06-13,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002482,cninfo:distribution:59795764c637d59f3413e950ae74d9c8,2014-06-24,2014-06-25,1.0,0.15,,2014-06-25,2014-06-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600201,cninfo:distribution:7796b093058847e7ec6397347cba7b20,2014-06-25,2014-06-26,1.0,0.27999999999999997,,2014-06-26,2014-06-20,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300106,cninfo:distribution:2a78486aa95ab260ba08953b83e4e617,2014-07-11,2014-07-14,1.4,0.025,2014-07-14,2014-07-14,2014-07-05,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000756,cninfo:distribution:7602b698da8ee8a1ce2b645b08a47e06,2014-07-17,2014-07-18,1.0,0.02,,2014-07-18,2014-07-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603333,cninfo:distribution:55c51b85ba3ab2a4985670de90b90d32,2014-07-17,2014-07-18,1.0,0.004,,2014-07-18,2014-07-14,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000809,cninfo:distribution:383b783fde526a2b2df7625fc2602a52,2015-10-19,2015-10-20,1.5,0.1,2015-10-20,2015-10-20,2015-10-13,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300154,cninfo:distribution:ac3f0068f673fc1935b5fd8961b39586,2016-06-07,2016-06-08,1.0,0.15,,2016-06-08,2016-06-01,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600081,cninfo:distribution:eebdb5c46abd3fc3294984efa84308ad,2016-06-15,2016-06-16,1.0,0.148,,2016-06-16,2016-06-08,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300442,cninfo:distribution:9a9a0ba9ace67ef068702f94cf31625c,2016-06-17,2016-06-20,1.0,0.101,,2016-06-20,2016-06-08,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002581,cninfo:distribution:6e889ad65bf6534b129d2526d920ba05,2016-06-20,2016-06-21,1.0,0.05,,2016-06-21,2016-06-14,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300180,cninfo:distribution:83be9df5bfebf4a3e56a9885a9487c6f,2016-06-27,2016-06-28,1.0,0.03,,2016-06-28,2016-06-22,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603883,cninfo:distribution:4aded6fd638bee3181dede45da00a423,2016-07-04,2016-07-05,1.0,0.3,,2016-07-05,2016-06-28,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600690,cninfo:distribution:ae712373e7a9d1c5e6245090824110f8,2016-07-25,2016-07-26,1.0,0.21200000000000002,,2016-07-26,2016-07-20,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300026,cninfo:distribution:706103cf52977a0421ce3a811fced880,2016-10-25,2016-10-26,3.0,0.0,2016-10-26,,2016-10-20,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000928,cninfo:distribution:aa83d91b9c2b76cce215d3015bb45fb6,2017-05-18,2017-05-19,1.8,0.05,2017-05-19,2017-05-19,2017-05-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000030,cninfo:distribution:2c11b53b2db878a4d5318efd3a27a6dd,2017-06-27,2017-06-28,1.0,0.2,,2017-06-28,2017-06-21,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600622,cninfo:distribution:a3d32aea2ea016f223b387118049f654,2017-06-29,2017-06-30,1.3,0.21000000000000002,,2017-06-30,2017-06-23,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,600567,cninfo:distribution:d99bf4788227836d07fd6861827442ac,2017-07-06,2017-07-07,1.0,0.025,,2017-07-07,2017-06-30,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300007,cninfo:distribution:2720537504ebb709989ef34df28101c8,2017-07-28,2017-07-31,1.0,0.034999999999999996,,2017-07-31,2017-07-24,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603429,cninfo:distribution:ec76f0788017d714050f77984da1cb8b,2017-09-19,2017-09-20,2.0,0.0,,,2017-09-14,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,600373,cninfo:distribution:ec86afd95f2e5874616a2564bba67413,2018-05-24,2018-05-25,1.0,0.4,,2018-05-25,2018-05-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002861,cninfo:distribution:d136d72fe3d575a6d464334a5e70960d,2018-05-29,2018-05-30,1.0,0.3,,2018-05-30,2018-05-24,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603429,cninfo:distribution:40f91c334bbdaa29a4c30b7897085ba9,2018-06-04,2018-06-05,1.4,0.2,,2018-06-05,2018-05-30,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,300679,cninfo:distribution:217724faff38964c38b1ddb5ea33ac89,2018-06-06,2018-06-07,1.8,0.0,2018-06-07,,2018-05-30,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600622,cninfo:distribution:8b4cdc0792aace4f6d4ab097969837c5,2018-06-14,2018-06-15,1.3,0.21000000000000002,,2018-06-15,2018-06-08,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,002283,cninfo:distribution:9cbefff50d0d455c781872c15db5fd2f,2018-07-04,2018-07-05,1.0,0.03,,2018-07-05,2018-06-27,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,601700,cninfo:distribution:83a6f88903b4fe1be6f886a715a85ce1,2018-07-04,2018-07-05,1.0,0.1,,2018-07-05,2018-06-29,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002448,cninfo:distribution:ccef3f36ddb97d80cbd91deb0296dedb,2018-07-09,2018-07-10,1.0,0.1,,2018-07-10,2018-07-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600118,cninfo:distribution:c0a578fdf099525085d5ebb061a60a53,2018-07-09,2018-07-10,1.0,0.11000000000000001,,2018-07-10,2018-07-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600229,cninfo:distribution:8417eab888d6a4a025945f8259a8fb7a,2018-07-09,2018-07-10,1.0,0.15,,2018-07-10,2018-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600379,cninfo:distribution:d34bc938b76df9a6561e484c3abeb80a,2018-07-10,2018-07-11,1.0,0.025,,2018-07-11,2018-07-05,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600415,cninfo:distribution:80b37b7b8ef002ac873e23bb9601860d,2018-07-10,2018-07-11,1.0,0.081,,2018-07-11,2018-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000919,cninfo:distribution:efd4134ac003f0d1af65ba4a635c0aa9,2018-07-11,2018-07-12,1.0,0.16999999999999998,,2018-07-12,2018-07-05,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300471,cninfo:distribution:a5f3bbc09b999faadde8b072e5e2165d,2018-07-11,2018-07-12,1.0,0.018,,2018-07-12,2018-07-05,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600498,cninfo:distribution:27e33d7e6f0302aaa5acf1a5a4e8d16d,2018-07-24,2018-07-25,1.0,0.33999999999999997,,2018-07-25,2018-07-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603429,cninfo:distribution:7a4cfc10e855cae000d251154b06a34b,2019-04-16,2019-04-17,1.3,0.2,,2019-04-17,2019-04-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,600622,cninfo:distribution:c0701173a6857e86792a7346ba6377af,2019-06-17,2019-06-18,1.3,0.16,,2019-06-18,2019-06-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,600026,cninfo:distribution:0c6dd2793406468df5ba305d4ae4a1c5,2019-06-27,2019-06-28,1.0,0.02,,2019-06-28,2019-06-21,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300459,cninfo:distribution:fa792d9c5e71b4a6af0114bae4370cd4,2019-06-28,2019-07-01,1.801779,0.0661467,2019-07-01,2019-07-01,2019-06-24,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300551,cninfo:distribution:5c2511acaa33bd96066dc782b086e9f1,2019-07-03,2019-07-04,1.0,0.0195383,,2019-07-04,2019-06-27,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300587,cninfo:distribution:a2ac6459aca86a0e357b01a388325d4f,2019-07-03,2019-07-04,1.7,0.15,2019-07-04,2019-07-04,2019-06-27,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300457,cninfo:distribution:2e6732665596bc07875521d532784f73,2019-07-04,2019-07-05,1.0,0.034999999999999996,,2019-07-05,2019-06-29,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300601,cninfo:distribution:83745644b9ee0b3940fab4ba8059c30b,2019-07-04,2019-07-05,1.0,0.25,,2019-07-05,2019-06-28,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300608,cninfo:distribution:7478ef15bdcd0adbdb4fead6d73decc8,2019-07-04,2019-07-05,1.5,0.26,2019-07-05,2019-07-05,2019-06-28,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,300468,cninfo:distribution:727a881a99274a704831622d4ce94fe3,2019-07-08,2019-07-09,1.0,0.15416939999999998,,2019-07-09,2019-07-02,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002270,cninfo:distribution:c3d69f890f369788d2f259f5c7fa8519,2019-07-09,2019-07-10,1.0,0.043,,2019-07-10,2019-07-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600104,cninfo:distribution:ff8bca8a7def50efc3f981d6d9937c4d,2019-07-11,2019-07-12,1.0,1.26,,2019-07-12,2019-07-05,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600195,cninfo:distribution:3f7b79cb73437359dd197d43fa3f852e,2019-07-15,2019-07-16,1.4,0.242,,2019-07-16,2019-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,603718,cninfo:distribution:ac45a3d4240b6575a3fd26424345353e,2019-07-17,2019-07-18,1.0,0.01,,2019-07-18,2019-07-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603600,cninfo:distribution:c8ee5d51c87673f9ba0c908dbdf90464,2019-09-25,2019-09-26,1.0,0.22000000000000003,,2019-09-26,2019-09-20,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000715,cninfo:distribution:0c254cd705b606f5d252c23894694560,2019-09-26,2019-09-27,1.49,0.0,2019-09-27,,2019-09-21,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603429,cninfo:distribution:53e529c64a66a02b65c2a52ab6610be6,2020-06-01,2020-06-02,1.4,0.26,,2020-06-02,2020-05-26,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,600570,cninfo:distribution:f8cc798402623c99d57b7576ec0d34b9,2020-06-04,2020-06-05,1.3,0.53,,2020-06-05,2020-05-29,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,600785,cninfo:distribution:8789fe678b8d08be505d91b42f8826fe,2020-06-04,2020-06-05,1.0,0.2,,2020-06-05,2020-05-28,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603319,cninfo:distribution:ba902b011cffaf72c56839d129d9fb08,2020-06-10,2020-06-11,1.0,0.27999999999999997,,2020-06-11,2020-06-05,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,000417,cninfo:distribution:882563321e866017e1c96cff69bb7f70,2020-06-15,2020-06-16,1.0,0.08,,2020-06-16,2020-06-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,002191,cninfo:distribution:e3f15e4040714e053537dd60407ebfe9,2020-06-23,2020-06-24,1.0,0.15,,2020-06-24,2020-06-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600694,cninfo:distribution:73a7ab3dffff77b41a6b0034b8297d4e,2020-06-23,2020-06-24,1.0,0.77,,2020-06-24,2020-06-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,600713,cninfo:distribution:4e893ccf7dfdfd220ba5fa1ccd0b3c50,2020-06-23,2020-06-24,1.0,0.1,,2020-06-24,2020-06-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,601877,cninfo:distribution:f8897719c019cb1bddd8ce013bf1685c,2020-06-23,2020-06-24,1.0,0.5,,2020-06-24,2020-06-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,601965,cninfo:distribution:0659b9997b223f389b36144e7588320f,2020-06-23,2020-06-24,1.0,0.25,,2020-06-24,2020-06-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
ATRDR,603368,cninfo:distribution:0d715e740cf32b9921fa6b9ba9c13b31,2020-06-23,2020-06-24,1.4,0.6799999999999999,,2020-06-24,2020-06-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
ATRDR,600216,cninfo:distribution:5b11054a2a532d73ba379b690a9834db,2020-06-24,2020-06-29,1.0,1.0,,2020-06-29,2020-06-19,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
