strategy,symbol_action,event_id_action,record_date,effective_date,share_multiplier,cash_per_share_gross,share_credit_date,pay_date,announcement_date,holding_overlap,registered_source,execution_timing_resolved
MCB,002191,cninfo:distribution:e3f15e4040714e053537dd60407ebfe9,2020-06-23,2020-06-24,1.0,0.15,,2020-06-24,2020-06-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600694,cninfo:distribution:73a7ab3dffff77b41a6b0034b8297d4e,2020-06-23,2020-06-24,1.0,0.77,,2020-06-24,2020-06-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600713,cninfo:distribution:4e893ccf7dfdfd220ba5fa1ccd0b3c50,2020-06-23,2020-06-24,1.0,0.1,,2020-06-24,2020-06-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,601877,cninfo:distribution:f8897719c019cb1bddd8ce013bf1685c,2020-06-23,2020-06-24,1.0,0.5,,2020-06-24,2020-06-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603368,cninfo:distribution:0d715e740cf32b9921fa6b9ba9c13b31,2020-06-23,2020-06-24,1.4,0.6799999999999999,,2020-06-24,2020-06-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
MCB,600216,cninfo:distribution:5b11054a2a532d73ba379b690a9834db,2020-06-24,2020-06-29,1.0,1.0,,2020-06-29,2020-06-19,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,300590,cninfo:distribution:8f833ddfa528061d887549cc5be894a6,2020-06-29,2020-06-30,1.5,0.15,2020-06-30,2020-06-30,2020-06-19,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603138,cninfo:distribution:cd340d02dc10873a91bcb4f5aa8149c7,2020-06-29,2020-06-30,1.2,0.04,,2020-06-30,2020-06-20,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
MCB,300523,cninfo:distribution:b50617a8d024a07cf7a983cd17ca988f,2020-07-06,2020-07-07,1.0,0.10200000000000001,,2020-07-07,2020-07-01,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,002038,cninfo:distribution:b41cba3a5fc6448931c1836cededa2c0,2020-07-07,2020-07-08,1.0,0.2,,2020-07-08,2020-07-01,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,000617,cninfo:distribution:8f0ff9aaabd2afe84d78a8d3a9749123,2020-07-08,2020-07-09,1.4,0.259,2020-07-09,2020-07-09,2020-07-01,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600461,cninfo:distribution:a8eb434958044937ef1cc19838ed1ed6,2020-07-08,2020-07-09,1.0,0.26,,2020-07-09,2020-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600510,cninfo:distribution:6bbd85dfa972673c52549e01b9137ddc,2020-07-08,2020-07-09,1.0,0.231,,2020-07-09,2020-07-01,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,002691,cninfo:distribution:44492e9c8a87a1f24792d8fd8a73447a,2020-07-09,2020-07-10,1.0,0.007000000000000001,,2020-07-10,2020-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600292,cninfo:distribution:a736e887f818bdf2f61302fec5caf3fa,2020-07-09,2020-07-10,1.0,0.05,,2020-07-10,2020-07-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600548,cninfo:distribution:f99972151e7f8aa9884bed2dc6348138,2020-07-09,2020-07-10,1.0,0.52,,2020-07-10,2020-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600582,cninfo:distribution:bc5cf071a09217e866bafdb29e717266,2020-07-09,2020-07-10,1.0,0.1,,2020-07-10,2020-07-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600874,cninfo:distribution:a232c82cc9b803da19ac723f7227d3da,2020-07-09,2020-07-10,1.0,0.10700000000000001,,2020-07-10,2020-07-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603357,cninfo:distribution:4ed97efe7de3319eb37c7ba9a462c66a,2020-07-09,2020-07-10,1.0,0.22000000000000003,,2020-07-10,2020-07-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,000719,cninfo:distribution:550d932ed9c0e1ca668ed0c7686ab08f,2020-07-10,2020-07-13,1.0,0.27999999999999997,,2020-07-13,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603017,cninfo:distribution:7ccd74f1f1e62ddb08768ac314297b8a,2020-07-10,2020-07-13,1.0,0.43499999999999994,,2020-07-13,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,002743,cninfo:distribution:02e588ebee47407c9d412dc2d6148bea,2020-07-13,2020-07-14,1.0,0.054000000000000006,,2020-07-14,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600665,cninfo:distribution:d19186c50291c466cda625badcc36295,2020-07-13,2020-07-14,1.0,0.148,,2020-07-14,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,601611,cninfo:distribution:fa891ab547755c00cf02309344285393,2020-07-13,2020-07-14,1.0,0.05600000000000001,,2020-07-14,2020-07-07,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,000811,cninfo:distribution:0de0587fd6f807205f99cc8e317043ca,2020-07-15,2020-07-16,1.0,0.05,,2020-07-16,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,002544,cninfo:distribution:ab646ed202e4da36ab740f8dde8f2a73,2020-07-15,2020-07-16,1.0,0.033,,2020-07-16,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600939,cninfo:distribution:0f7d8a0ec47fc73507924673787e631d,2020-07-15,2020-07-16,1.0,0.076,,2020-07-16,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,000882,cninfo:distribution:30ef71b00737ac86340a481531f01e4b,2020-07-16,2020-07-17,1.0,0.005,,2020-07-17,2020-07-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600312,cninfo:distribution:335257513dc55c4cfca496b150f25f21,2020-07-16,2020-07-17,1.0,0.051000000000000004,,2020-07-17,2020-07-10,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600388,cninfo:distribution:9028de4b2c351abcb4afc859787b9f1f,2020-07-16,2020-07-17,1.0,0.2,,2020-07-17,2020-07-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600560,cninfo:distribution:ed7b28658ae5f5fb13fbb237a885d000,2020-07-16,2020-07-17,1.0,0.038,,2020-07-17,2020-07-09,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603117,cninfo:distribution:b5cd7a2069eec1d3c603e6e0ef29247f,2020-07-16,2020-07-17,1.0,0.04,,2020-07-17,2020-07-11,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,300472,cninfo:distribution:e73abd2ea03bbf8e76d49a8fe6fadba8,2020-07-17,2020-07-20,1.0,0.0590188,,2020-07-20,2020-07-10,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600012,cninfo:distribution:57b431cbeb67eacb04a519aa0bcadc7d,2020-07-21,2020-07-22,1.0,0.22999999999999998,,2020-07-22,2020-07-14,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,002779,cninfo:distribution:9aea4b42b1d441dc178369165fea02fa,2020-07-22,2020-07-23,1.0,0.012,,2020-07-23,2020-07-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600675,cninfo:distribution:255d417101aa2ddfecbfc0b224c8dd3a,2020-07-22,2020-07-23,1.0,0.13799999999999998,,2020-07-23,2020-07-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600846,cninfo:distribution:3eb373f396adfaea5a74df22eb2208ad,2020-07-27,2020-07-28,1.0,0.33999999999999997,,2020-07-28,2020-07-22,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,002937,cninfo:distribution:7ba05e365898c4bee8d98c5f4f04f7c7,2021-04-29,2021-04-30,1.0,0.18,,2021-04-30,2021-04-23,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603429,cninfo:distribution:6fb1051d71cba87f45d083fcdde9aceb,2021-04-29,2021-04-30,1.0,0.1,,2021-04-30,2021-04-24,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603138,cninfo:distribution:7ae7328de841a6ee1b2669efff6f1997,2021-05-20,2021-05-21,1.0,0.02,,2021-05-21,2021-05-15,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,002995,cninfo:distribution:07687d1ccbfb43195849efaedeb60ca5,2021-06-03,2021-06-04,1.4,0.5,2021-06-04,2021-06-04,2021-05-27,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,300781,cninfo:distribution:3e7846f09bb5ea44b865463e59cbd4a8,2021-06-08,2021-06-09,1.3,0.06,2021-06-09,2021-06-09,2021-06-02,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603368,cninfo:distribution:a4503d166edb250fa866850fdbc01abb,2021-06-09,2021-06-10,1.0,0.6,,2021-06-10,2021-06-03,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,300165,cninfo:distribution:a1c62c9c6abd529df9f9c2a378f98920,2021-06-23,2021-06-24,1.0,0.009,,2021-06-24,2021-06-17,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603429,cninfo:distribution:61e52fd9857d11db41d678ae09c72080,2022-05-24,2022-05-25,1.4,0.2,,2022-05-25,2022-05-18,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,False
MCB,300903,cninfo:distribution:c2d244ce73329893411774efba6404c2,2022-06-01,2022-06-02,1.8,0.05,2022-06-02,2022-06-02,2022-05-25,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,000596,cninfo:distribution:4b83a7a5e859744086098c48b35309ef,2022-06-10,2022-06-13,1.0,2.2,,2022-06-13,2022-06-06,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603368,cninfo:distribution:28bff4b8e3bcdcd3f66a08eadfe208f0,2022-06-16,2022-06-17,1.0,0.48,,2022-06-17,2022-06-10,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600825,cninfo:distribution:a0804113c51da59b36d04a8642211d78,2022-06-20,2022-06-21,1.0,0.01,,2022-06-21,2022-06-14,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,605183,cninfo:distribution:b7d9656c901af289689fc23deaa2817a,2022-06-21,2022-06-22,1.0,0.5,,2022-06-22,2022-06-16,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603138,cninfo:distribution:c754e96a71c2a166c95ec23abe4907f7,2022-07-01,2022-07-04,1.0,0.026000000000000002,,2022-07-04,2022-06-28,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,601866,cninfo:distribution:830a892eeab6a041bb605fe69811e039,2022-07-27,2022-07-28,1.0,0.22599999999999998,,2022-07-28,2022-07-20,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,300561,cninfo:distribution:9d8de4fd89ff6e1ec3e563e12aeb1af5,2023-05-18,2023-05-19,1.0,0.038,,2023-05-19,2023-05-12,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603006,cninfo:distribution:0943040d9f637fa6c95ac303c79354ef,2023-06-05,2023-06-06,1.0,0.38,,2023-06-06,2023-05-27,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603368,cninfo:distribution:3640f7fa7f52b153a3434f727621f266,2023-06-07,2023-06-08,1.0,0.508,,2023-06-08,2023-06-02,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,601319,cninfo:distribution:8285d8831893f0b57728d2199da3d8c8,2023-07-27,2023-07-28,1.0,0.16599999999999998,,2023-07-28,2023-07-21,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,605336,cninfo:distribution:caf3c42099e9a0528c4677d9c0bd4890,2023-08-03,2023-08-04,1.0,0.697,,2023-08-04,2023-07-28,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,600170,cninfo:distribution:b949b6fe36c1af44b1048c895b7eac71,2023-08-09,2023-08-10,1.0,0.05,,2023-08-10,2023-08-04,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
MCB,603755,cninfo:distribution:e83c695b026a3bce3eba7db935c28281,2023-11-17,2023-11-20,1.0,0.25,,2023-11-20,2023-11-14,POTENTIAL_ONLY_NOT_FUNDED_STATE,/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/distributions.parquet,True
