source,sha256,symbol,effective_date,matching_event_count,treatment
/Users/linmei/Downloads/workspace/quant/data/staging/crsp_lean_corporate_actions_enrichment_20260809_v2/vintages/official_full_sh_sz_current_snapshot_20260809_v5/normalized/rights_issues.parquet,07e864ac6da1d59b69c1b9ce1bcdd01d96d913d0909a718d79627939f8ab87cb,600622.SH,2017-06-30,0,RIGHTS_LISTING_DATE_IS_NOT_DISTRIBUTION_SHARE_TRADABILITY
