strategy,route,family,event_id,parent_event_id,symbol,decision_at,earliest_execution_at,native_priority,native_requested_quantity,price,fee_rate,lot_size,price_basis,side,reason,state_requirements,economic_event_definition,board,native_base_cash_limit,native_requested_notional
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-002899.SZ,,002899.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.36190476 -0.08716216  2.40782461],23699.276927017596,0.7018526311227002,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,500000.0,16666.666666666668
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-603366.SH,,603366.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.33333333 -0.09791667  2.32226693],20920.777428873957,0.795066049695462,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,483333.3333333335,16666.666666666668
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-603868.SH,,603868.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.30769231 -0.1010151   1.51719981],8416.774942301287,1.9762201057956474,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,466666.666666667,16666.666666666668
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-600630.SH,,600630.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.2962963  -0.0669145   1.98442735],15022.182623822251,1.1072558684352216,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,450000.00000000047,16666.666666666668
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-603839.SH,,603839.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.2962963  -0.08495146  2.90952152],27113.678576940572,0.6134689477760146,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,433333.33333333395,16666.666666666664
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-002042.SZ,,002042.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.28571429 -0.0127178   1.6698305 ],8125.25611872772,2.047123145890116,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,416666.66666666744,16666.666666666668
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-000726.SZ,,000726.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.28571429 -0.07317073  1.80253415],12191.576766824212,1.3643354083776682,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,400000.00000000093,16666.666666666668
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-002313.SZ,,002313.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.27868852 -0.01298701  1.77516044],19262.287376105436,0.863521530032112,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,383333.3333333344,16666.666666666668
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-603685.SH,,603685.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.27536232 -0.07460184  2.10400387],20584.455302945866,0.8080563523365312,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,366666.6666666679,16666.666666666668
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-603508.SH,,603508.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.26984127 -0.04392192  1.7257868 ],22430.506210652205,0.74155258515894,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,350000.0000000014,16666.666666666668
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-300310.SZ,,300310.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.25       -0.04660194  1.81799037],7438.258487519331,2.23619546091898,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,500000.0,16666.666666666668
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220104-300292.SZ,,300292.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[ 0.25       -0.06122449  1.58131507],5211.546125793726,3.1916439892200916,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,483333.3333333335,16666.666666666664
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220106-300732.SZ,,300732.SZ,2022-01-06 15:00:00,2022-01-07 09:30:00,[ 0.35966387 -0.06996587  1.90373997],20603.769452420802,0.8067621959908233,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,466666.666666667,16655.586973701895
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220106-300888.SZ,,300888.SZ,2022-01-06 15:00:00,2022-01-07 09:30:00,[ 0.32727273 -0.0341626   3.58617422],23773.54041116492,0.6991950715644016,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,450011.0796929649,16655.5869737019
MCB,MCB,DEMAND,V72|V65|MEDIUM_PARTICIPATION|V53-20220106-600103.SH,,600103.SH,2022-01-06 15:00:00,2022-01-07 09:30:00,[ 0.3        -0.14772727  2.02515291],12189.34226851094,1.3715715179129853,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,333333.3333333349,16751.991786937626
