strategy,route,family,event_id,parent_event_id,symbol,decision_at,earliest_execution_at,native_priority,native_requested_quantity,price,fee_rate,lot_size,price_basis,side,reason,state_requirements,economic_event_definition,board,native_base_cash_limit,native_requested_notional
ATRDR,V27,DEMAND,V29|V27|OAI-20220221-000811.SZ,OAI-20220221-000811.SZ,000811.SZ,2022-02-21 15:00:00,2022-02-22 09:30:00,[1],5535.337882193155,2.959524236590254,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,344859.7161834552,16414.730553306945
ATRDR,V27,DEMAND,V29|V27|OAI-20220223-300656.SZ,OAI-20220223-300656.SZ,300656.SZ,2022-02-23 15:00:00,2022-02-24 09:30:00,[0],4138.588666863908,3.9875248601713733,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,462533.5357360123,16535.730645533622
ATRDR,V27,DEMAND,V29|V27|OAI-20220223-301177.SZ,OAI-20220223-301177.SZ,301177.SZ,2022-02-23 15:00:00,2022-02-24 09:30:00,[1],28883.26988174164,0.5713593115568752,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,445997.8050904786,16535.73064553362
ATRDR,V27,DEMAND,V29|V27|OAI-20220223-603131.SH,OAI-20220223-603131.SH,603131.SH,2022-02-23 15:00:00,2022-02-24 09:30:00,[0],4068.839692701608,4.053152915011216,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,364351.44667426404,16524.612720109235
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220225|300573.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220225|300573.SZ,300573.SZ,2022-02-25 15:00:00,2022-02-28 09:30:00,[0],1152.8852166278764,14.363492133276146,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,447560.2310014535,16592.576655084078
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220228|002485.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220228|002485.SZ,002485.SZ,2022-02-28 15:00:00,2022-03-01 09:30:00,[0],17311.38719980925,0.9606442557715337,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,419655.02348954557,16663.34484227948
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220228|002488.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220228|002488.SZ,002488.SZ,2022-02-28 15:00:00,2022-03-01 09:30:00,[1],4658.8410063128085,3.569575491071613,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,402991.67864726624,16663.34484227948
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220301|300154.SZ,V29B|20220301|300154.SZ,300154.SZ,2022-03-01 15:00:00,2022-03-02 09:30:00,[0],7222.951371006846,2.2931081812077987,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,430967.6543463692,16596.134899084525
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220301|000576.SZ,V29B|20220301|000576.SZ,000576.SZ,2022-03-01 15:00:00,2022-03-02 09:30:00,[0],8503.741191260226,1.954613274574178,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,386328.3338049869,16654.76846681243
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220301|000777.SZ,V29B|20220301|000777.SZ,000777.SZ,2022-03-01 15:00:00,2022-03-02 09:30:00,[1],10544.675890321154,1.5762955247621402,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,369673.56533817435,16654.76846681243
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220301|603617.SH,V29B|20220301|603617.SH,603617.SH,2022-03-01 15:00:00,2022-03-02 09:30:00,[2],7328.115481390625,2.2681855189359372,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,353018.7968713618,16654.76846681243
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220303|601866.SH,V29B|20220303|601866.SH,601866.SH,2022-03-03 15:00:00,2022-03-04 09:30:00,[0],11553.694701780256,1.440562451678746,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,336364.02840454923,16677.10640307539
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220303|601919.SH,V29B|20220303|601919.SH,601919.SH,2022-03-03 15:00:00,2022-03-04 09:30:00,[1],2866.4029551662425,5.806517445687959,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,319686.9220014736,16677.106403075395
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220303|601326.SH,V29B|20220303|601326.SH,601326.SH,2022-03-03 15:00:00,2022-03-04 09:30:00,[2],16606.141696042978,1.0022688635440409,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,303009.815598398,16677.106403075395
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220303|600664.SH,V29B|20220303|600664.SH,600664.SH,2022-03-03 15:00:00,2022-03-04 09:30:00,[3],19287.93043995303,0.8629136660026672,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,286332.70919532236,16677.106403075395
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220303|000908.SZ,V29B|20220303|000908.SZ,000908.SZ,2022-03-03 15:00:00,2022-03-04 09:30:00,[4],26898.79425331446,0.618757056870438,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,269655.60279224673,16677.106403075395
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220303|600613.SH,V29B|20220303|600613.SH,600613.SH,2022-03-03 15:00:00,2022-03-04 09:30:00,[5],31345.90265483639,0.5309727063475174,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,252978.4963891711,16677.106403075395
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220303|000518.SZ,V29B|20220303|000518.SZ,000518.SZ,2022-03-03 15:00:00,2022-03-04 09:30:00,[6],18003.45466470144,0.9244791666666671,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,236301.38998609548,16677.106403075395
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220303|600829.SH,V29B|20220303|600829.SH,600829.SH,2022-03-03 15:00:00,2022-03-04 09:30:00,[7],19908.685225778885,0.8360079320553501,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,219624.28358301986,16677.106403075395
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220303|002078.SZ,V29B|20220303|002078.SZ,002078.SZ,2022-03-03 15:00:00,2022-03-04 09:30:00,[8],3046.393228633293,5.4634505516581795,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,202947.17717994424,16677.106403075395
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220303|002344.SZ,V29B|20220303|002344.SZ,002344.SZ,2022-03-03 15:00:00,2022-03-04 09:30:00,[9],42703.225286859415,0.389755543140811,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,186270.0707768686,16677.106403075395
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220304|300049.SZ,V29B|20220304|300049.SZ,300049.SZ,2022-03-04 15:00:00,2022-03-07 09:30:00,[0],6375.08677260414,2.5840759190646354,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,414371.51944728475,16506.655627455908
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220304|300240.SZ,V29B|20220304|300240.SZ,300240.SZ,2022-03-04 15:00:00,2022-03-07 09:30:00,[1],8828.451411207427,1.865979370982437,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,397864.8638198287,16506.655627455908
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220304|603387.SH,V29B|20220304|603387.SH,603387.SH,2022-03-04 15:00:00,2022-03-07 09:30:00,[0],8742.047532271496,1.8955348640090866,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,187546.19489585096,16603.99759200571
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220324|600916.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220324|600916.SH,600916.SH,2022-03-24 15:00:00,2022-03-25 09:30:00,[0],9499.80577207165,1.7140494085919828,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,297947.1474437979,16315.702738288834
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220331|600017.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220331|600017.SH,600017.SH,2022-03-31 15:00:00,2022-04-01 09:30:00,[0],15266.608829830062,1.0583559059113934,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,469798.5405823109,16189.820629526253
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220406|601827.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220406|601827.SH,601827.SH,2022-04-06 15:00:00,2022-04-07 09:30:00,[0],19527.529711936186,0.8319423874826178,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,453608.7199527845,16278.27124956632
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220419|300520.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20220419|300520.SZ,300520.SZ,2022-04-19 15:00:00,2022-04-20 09:30:00,[0],6150.65428904414,2.6284704792781795,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,485974.40560356714,16199.146853452236
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-300434.SZ,OAI-20220505-300434.SZ,300434.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[0],7818.406402989583,2.056119000870164,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,469775.25875011506,16107.725109635257
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-300853.SZ,OAI-20220505-300853.SZ,300853.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[1],14900.122346469861,1.0788887223815622,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,453667.53364047967,16107.725109635257
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-301015.SZ,OAI-20220505-301015.SZ,301015.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[2],42187.11372381944,0.3810541310541313,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,437559.8085308443,16107.725109635257
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-300034.SZ,OAI-20220505-300034.SZ,300034.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[3],3933.985893655371,4.086332385593476,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,421452.0834212089,16107.725109635257
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-300298.SZ,OAI-20220505-300298.SZ,300298.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[4],10579.319967745905,1.5195280992278177,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,405344.3583115735,16107.725109635256
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-300374.SZ,OAI-20220505-300374.SZ,300374.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[5],11288.93563412518,1.424011481925469,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,389236.6332019381,16107.725109635256
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-300039.SZ,OAI-20220505-300039.SZ,300039.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[6],12317.601946377645,1.3050895808854523,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,373128.90809230274,16107.725109635256
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-300534.SZ,OAI-20220505-300534.SZ,300534.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[7],9332.707761491736,1.7224983758778194,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,357021.18298266735,16107.725109635257
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-002004.SZ,OAI-20220505-002004.SZ,002004.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[0],15310.18822504831,1.052954033175587,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,455206.0759148882,16153.166289122482
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-000070.SZ,OAI-20220505-000070.SZ,000070.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[1],8919.197011633722,1.8074412325700095,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,439052.90962576587,16153.166289122482
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-002376.SZ,OAI-20220505-002376.SZ,002376.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[2],16798.992912439455,0.9596363617907503,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,422899.74333664356,16153.166289122482
ATRDR,V27,DEMAND,V29|V27|OAI-20220505-002491.SZ,OAI-20220505-002491.SZ,002491.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,[3],9609.94603131167,1.6775249712866118,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,406746.57704752125,16153.166289122482
