strategy,route,family,event_id,parent_event_id,symbol,decision_at,earliest_execution_at,native_priority,native_requested_quantity,price,fee_rate,lot_size,price_basis,side,reason,state_requirements,economic_event_definition,board,native_base_cash_limit,native_requested_notional
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|300310.SZ,V29B|20220104|300310.SZ,300310.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[0],7438.258487519331,2.23619546091898,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,500000.0,16666.666666666668
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|300292.SZ,V29B|20220104|300292.SZ,300292.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[1],5211.546125793726,3.1916439892200916,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,483333.3333333335,16666.666666666664
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|002899.SZ,V29B|20220104|002899.SZ,002899.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[0],23699.276927017596,0.7018526311227002,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,500000.0,16666.666666666668
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|603366.SH,V29B|20220104|603366.SH,603366.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[1],20920.777428873957,0.795066049695462,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,483333.3333333335,16666.666666666668
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|603868.SH,V29B|20220104|603868.SH,603868.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[2],8416.774942301287,1.9762201057956474,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,466666.666666667,16666.666666666668
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|600630.SH,V29B|20220104|600630.SH,600630.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[3],15022.182623822251,1.1072558684352216,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,450000.00000000047,16666.666666666668
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|603839.SH,V29B|20220104|603839.SH,603839.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[4],27113.678576940572,0.6134689477760146,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,433333.33333333395,16666.666666666664
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|002042.SZ,V29B|20220104|002042.SZ,002042.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[5],8125.25611872772,2.047123145890116,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,416666.66666666744,16666.666666666668
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|000726.SZ,V29B|20220104|000726.SZ,000726.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[6],12191.576766824212,1.3643354083776682,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,400000.00000000093,16666.666666666668
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|002313.SZ,V29B|20220104|002313.SZ,002313.SZ,2022-01-04 15:00:00,2022-01-05 09:30:00,[7],19262.287376105436,0.863521530032112,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,383333.3333333344,16666.666666666668
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|603685.SH,V29B|20220104|603685.SH,603685.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[8],20584.455302945866,0.8080563523365312,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,366666.6666666679,16666.666666666668
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220104|603508.SH,V29B|20220104|603508.SH,603508.SH,2022-01-04 15:00:00,2022-01-05 09:30:00,[9],22430.506210652205,0.74155258515894,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,350000.0000000014,16666.666666666668
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220105|300889.SZ,V29B|20220105|300889.SZ,300889.SZ,2022-01-05 15:00:00,2022-01-06 09:30:00,[0],49872.99934811609,0.33331194589229046,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,466666.666666667,16656.512993125918
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220106|300732.SZ,V29B|20220106|300732.SZ,300732.SZ,2022-01-06 15:00:00,2022-01-07 09:30:00,[0],20581.78320753736,0.8067621959908233,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,450010.15367354127,16637.813827155733
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220106|300888.SZ,V29B|20220106|300888.SZ,300888.SZ,2022-01-06 15:00:00,2022-01-07 09:30:00,[1],23748.171709460443,0.6991950715644016,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,433372.33984638564,16637.813827155733
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220106|600103.SH,V29B|20220106|600103.SH,600103.SH,2022-01-06 15:00:00,2022-01-07 09:30:00,[0],12189.34226851094,1.3715715179129853,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,333333.3333333349,16751.991786937626
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220106|002761.SZ,V29B|20220106|002761.SZ,002761.SZ,2022-01-06 15:00:00,2022-01-07 09:30:00,[1],7401.37423697558,2.258844660773991,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,316581.3415463972,16751.991786937622
ATRDR,BULL,DEMAND,V29|BULL|V29B|20220106|601668.SH,V29B|20220106|601668.SH,601668.SH,2022-01-06 15:00:00,2022-01-07 09:30:00,[2],6574.719733191151,2.54285435060938,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,299829.3497594595,16751.991786937622
ATRDR,V27,DEMAND,V29|V27|OAI-20220214-300875.SZ,OAI-20220214-300875.SZ,300875.SZ,2022-02-14 15:00:00,2022-02-15 09:30:00,[0],44687.4008698912,0.3689147490896519,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,495564.3888583011,16518.81296194337
ATRDR,V27,DEMAND,V29|V27|OAI-20220214-600501.SH,OAI-20220214-600501.SH,600501.SH,2022-02-14 15:00:00,2022-02-15 09:30:00,[0],10892.893280379009,1.503719709387629,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,492378.54103793716,16412.618034597905
ATRDR,V27,DEMAND,V29|V27|OAI-20220214-002177.SZ,OAI-20220214-002177.SZ,002177.SZ,2022-02-14 15:00:00,2022-02-15 09:30:00,[1],9484.55363995352,1.7270036039400007,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,475965.9230033392,16412.618034597905
ATRDR,V27,DEMAND,V29|V27|OAI-20220215-300725.SZ,OAI-20220215-300725.SZ,300725.SZ,2022-02-15 15:00:00,2022-02-16 09:30:00,[0],1166.3550088669838,14.128701699803072,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,479045.57589635765,16512.040160345485
ATRDR,V27,DEMAND,V29|V27|OAI-20220215-000739.SZ,OAI-20220215-000739.SZ,000739.SZ,2022-02-15 15:00:00,2022-02-16 09:30:00,[0],1790.5155677777911,9.133585098805366,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,459553.30496874126,16386.53396165233
ATRDR,V27,DEMAND,V29|V27|OAI-20220215-603456.SH,OAI-20220215-603456.SH,603456.SH,2022-02-15 15:00:00,2022-02-16 09:30:00,[1],2061.507468453672,7.9329454582578816,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,443166.77100708894,16386.53396165233
ATRDR,V27,DEMAND,V29|V27|OAI-20220215-603882.SH,OAI-20220215-603882.SH,603882.SH,2022-02-15 15:00:00,2022-02-16 09:30:00,[2],1989.3877125389674,8.220532481404843,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,426780.23704543663,16386.533961652334
ATRDR,V27,DEMAND,V29|V27|OAI-20220215-600636.SH,OAI-20220215-600636.SH,600636.SH,2022-02-15 15:00:00,2022-02-16 09:30:00,[3],23640.364475615108,0.6917755572636427,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,410393.7030837843,16386.533961652334
ATRDR,V27,DEMAND,V29|V27|OAI-20220215-000519.SZ,OAI-20220215-000519.SZ,000519.SZ,2022-02-15 15:00:00,2022-02-16 09:30:00,[4],6696.715592882225,2.4420667239349902,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,394007.169122132,16386.53396165233
ATRDR,V27,DEMAND,V29|V27|OAI-20220218-600416.SH,OAI-20220218-600416.SH,600416.SH,2022-02-18 15:00:00,2022-02-21 09:30:00,[0],5255.405033331353,3.1041491945244313,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,377620.6351604797,16346.18842371739
ATRDR,V27,DEMAND,V29|V27|OAI-20220221-605333.SH,OAI-20220221-605333.SH,605333.SH,2022-02-21 15:00:00,2022-02-22 09:30:00,[0],6274.626895266647,2.6108272082958077,0.002,0,NATIVE_COORDINATE,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,361274.4467367623,16414.730553306945
