strategy,route,family,event_id,parent_event_id,symbol,decision_at,earliest_execution_at,native_priority,native_requested_quantity,price,fee_rate,lot_size,price_basis,side,reason,state_requirements,economic_event_definition,board,native_base_cash_limit,native_requested_notional
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2018-01-15|510050.SH|0,,510050.SH,2018-01-15,2018-01-15 09:30:00,[0],190400,2.6269845610253033,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,{},,COMBINED,,500277.8959913016
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-02-12|510180.SH|1,,510180.SH,2019-02-12,2019-02-12 09:30:00,[1],28400,2.3625558612487603,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,{},,COMBINED,,67110.00577675668
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-02-14|510180.SH|2,,510180.SH,2019-02-14,2019-02-14 09:30:00,[2],4100,2.431731955094094,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""510180.SH"": 28400}",,COMBINED,,9972.095036088964
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-02-14|512800.SH|3,,512800.SH,2019-02-14,2019-02-14 09:30:00,[3],112800,0.48939119999999997,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""510180.SH"": 32500}",,COMBINED,,55214.368025471995
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-07-31|512800.SH|4,,512800.SH,2019-07-31,2019-07-31 09:30:00,[4],338600,0.5474376,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,{},,COMBINED,,185399.44383427198
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-08-29|159928.SZ|5,,159928.SZ,2019-08-29,2019-08-29 09:30:00,[5],30000,0.7561043999999999,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,{},,COMBINED,,22687.668626399998
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-09-04|159928.SZ|6,,159928.SZ,2019-09-04,2019-09-04 09:30:00,[6],31900,0.7686143999999999,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159928.SZ"": 30000}",,COMBINED,,24523.703119871996
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-09-04|159901.SZ|7,,159901.SZ,2019-09-04,2019-09-04 09:30:00,[7],39800,2.287934119790575,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159928.SZ"": 61900}",,COMBINED,,91077.98992325843
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-09-04|159915.SZ|8,,159915.SZ,2019-09-04,2019-09-04 09:30:00,[8],216200,1.5962759999999998,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159901.SZ"": 39800, ""159928.SZ"": 61900}",,COMBINED,,345183.89417423995
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-09-06|159928.SZ|9,,159928.SZ,2019-09-06,2019-09-06 09:30:00,[9],37300,0.7701155999999999,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159901.SZ"": 39800, ""159915.SZ"": 216200, ""159928.SZ"": 61900}",,COMBINED,,28731.056942375995
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-09-06|159901.SZ|10,,159901.SZ,2019-09-06,2019-09-06 09:30:00,[10],71000,2.33277668315724,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159901.SZ"": 39800, ""159915.SZ"": 216200, ""159928.SZ"": 99200}",,COMBINED,,165660.26993306488
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-09-06|510300.SH|11,,510300.SH,2019-09-06,2019-09-06 09:30:00,[11],75500,3.458690132006963,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159901.SZ"": 110800, ""159915.SZ"": 159700, ""159928.SZ"": 99200}",,COMBINED,,261183.331187519
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-09-16|159928.SZ|12,,159928.SZ,2019-09-16,2019-09-16 09:30:00,[12],97600,0.7418429999999999,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159901.SZ"": 110800, ""159915.SZ"": 159700, ""159928.SZ"": 99200, ""510300.SH"": 75500}",,COMBINED,,72418.35757536
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-09-16|510180.SH|13,,510180.SH,2019-09-16,2019-09-16 09:30:00,[13],12100,2.972481901828254,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159901.SZ"": 89300, ""159915.SZ"": 127000, ""159928.SZ"": 196800, ""510300.SH"": 60000}",,COMBINED,,35974.224418324295
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-11-05|159901.SZ|14,,159901.SZ,2019-11-05,2019-11-05 09:30:00,[14],21700,2.4212398605650614,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,{},,COMBINED,,52551.41315525668
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-11-05|510300.SH|15,,510300.SH,2019-11-05,2019-11-05 09:30:00,[15],146300,3.491922521122598,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159901.SZ"": 21700}",,COMBINED,,510970.4384932041
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-11-13|159901.SZ|16,,159901.SZ,2019-11-13,2019-11-13 09:30:00,[16],62200,2.367255021337127,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159901.SZ"": 21700}",,COMBINED,,147272.71097963472
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-12-09|159949.SZ|17,,159949.SZ,2019-12-09,2019-12-09 09:30:00,[17],802500,0.6275016,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,{},,COMBINED,,503670.74800679996
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-12-16|159915.SZ|18,,159915.SZ,2019-12-16,2019-12-16 09:30:00,[18],300600,1.6943544,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159949.SZ"": 792800}",,COMBINED,,509424.79722652794
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-12-17|512980.SH|19,,512980.SH,2019-12-17,2019-12-17 09:30:00,[19],317000,0.8126496,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159915.SZ"": 150100, ""159949.SZ"": 396300}",,COMBINED,,257661.44518463998
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-12-17|159901.SZ|20,,159901.SZ,2019-12-17,2019-12-17 09:30:00,[20],74100,2.432873873313783,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159915.SZ"": 150100, ""159949.SZ"": 396300, ""512980.SH"": 317000}",,COMBINED,,180312.0092033538
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-12-18|159901.SZ|21,,159901.SZ,2019-12-18,2019-12-18 09:30:00,[21],9800,2.4751617556688896,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159901.SZ"": 74100, ""159915.SZ"": 119700, ""159949.SZ"": 316000, ""512980.SH"": 255600}",,COMBINED,,24261.43652259623
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2019-12-18|510500.SH|22,,510500.SH,2019-12-18,2019-12-18 09:30:00,[22],45500,4.560097355839387,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159901.SZ"": 83900, ""159915.SZ"": 119700, ""159949.SZ"": 316000, ""512980.SH"": 255600}",,COMBINED,,207525.92657663024
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2020-06-09|159928.SZ|23,,159928.SZ,2020-06-09,2020-06-09 09:30:00,[23],12400,0.8689445999999998,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,{},,COMBINED,,10777.068022607997
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2020-06-10|159928.SZ|24,,159928.SZ,2020-06-10,2020-06-10 09:30:00,[24],31400,0.8741987999999999,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159928.SZ"": 12400}",,COMBINED,,27455.332288464
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2020-06-10|512980.SH|25,,512980.SH,2020-06-10,2020-06-10 09:30:00,[25],134300,0.8887103999999999,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159928.SZ"": 43800}",,COMBINED,,119377.67748134398
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2020-06-15|159928.SZ|26,,159928.SZ,2020-06-15,2020-06-15 09:30:00,[26],57600,0.8611884,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159928.SZ"": 43800, ""512980.SH"": 134300}",,COMBINED,,49614.372730368
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2020-06-15|512980.SH|27,,512980.SH,2020-06-15,2020-06-15 09:30:00,[27],264700,0.905724,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159928.SZ"": 101400, ""512980.SH"": 134300}",,COMBINED,,239793.09182856
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2020-06-15|159938.SZ|28,,159938.SZ,2020-06-15,2020-06-15 09:30:00,[28],61400,0.8962163999999999,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159928.SZ"": 101400, ""512980.SH"": 399000}",,COMBINED,,55038.69249739199
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2020-06-18|159928.SZ|29,,159928.SZ,2020-06-18,2020-06-18 09:30:00,[29],28700,0.8696951999999999,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159928.SZ"": 101400, ""159938.SZ"": 61400, ""512980.SH"": 399000}",,COMBINED,,24965.244290447998
SMV6,NATIVE_CALLBACK,ETF_TIMING,SMV6|2020-06-18|159938.SZ|30,,159938.SZ,2020-06-18,2020-06-18 09:30:00,[30],86700,0.9337464,0.0002,100,PRE_ADJUSTED_ETF,BUY,NATIVE_ELIGIBLE,"{""159928.SZ"": 130100, ""159938.SZ"": 61400, ""512980.SH"": 392600}",,COMBINED,,80972.004042576
