path,sha256,scope
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/atrdr/precapital_entry_population.parquet,bdad1206a4d0dbff7f11cb1593f39ffc955d0c4d3d1081ba4fda3c044dac5eaa,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/atrdr/native_continuous/fills.parquet,5bf84b527f2b3d532660bcfa40b847f6dd13efe0327c27b75b2f549b1b26cccc,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/atrdr/native_continuous/nav.parquet,11e573997bc52846bf84473fbfca6bff81a5b1ffa39a84e9608b11db8a599197,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/mcb/precapital_entry_population.parquet,6289479b68ca06364ada3a4de94de068ea3bd3715c6f9f9d4b544942ece99ddb,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/mcb/native_continuous/fills.parquet,0b6e58a2e077b0b0d8010b3da0d9c5d737222b7ef49a901c48513f053d440def,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/mcb/native_continuous/nav.parquet,14aaf95ca559380537ccc90e69979fff0acd39f76aa1745dd9e5233ff3ef91ae,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/ogr/2018_2021/p0_fills.parquet,09a968457a0a66a598ae2335d47bcfddabd88daa9d55a3320b8715dd3b7a311c,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/ogr/2022_2023/p0_fills.parquet,40010957bfb5443bf8642f3e7761bbe90c9c40bdb3cc3a4f52dc9a983f1a1ef5,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/ifcgr/2018_2021/p0_fills.parquet,7a80b63e9b4502009e59ea0356da502a5970826ddd9abf86741fe2150911595a,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/ifcgr/2022_2023/p0_fills.parquet,a582f462042fc80c281b580bacb3e6917eebcc8842a1bfab362f8bdc7d140363,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/ogr/signals.parquet,fd4748ab8512caddfcaa8305001ab40ffa4a5014afa92a934f521c23ed86f1e5,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/ifcgr/2018_2021/signals.parquet,4a7e96004c4055c4b147e30da92bcd0164fcc01009be359520d4d5b6c0004614,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
/Users/linmei/Documents/CY-worktrees/five-strategy-shared-capital-v1/research/shared_capital_v1/cache/ifcgr/2022_2023/signals.parquet,c4d423c2edcf49a41da15783079d4d9ae2da8fa076475740233d4dbfd4ff5298,CURRENT_TASK_CACHE_CAPTURE_NOT_COLD_REGENERATION
