path,expected_sha256,actual_sha256,status
/Users/linmei/Documents/CY/data/registered_inputs/CY-033-PIT-B-DAILY-2018-20260904-V1/daily/partition_year=2018/data_0.parquet,b906d2c21fd35128b8f65f1b00fa12ae6e5bd9ee476a368a63881304f38ceed4,b906d2c21fd35128b8f65f1b00fa12ae6e5bd9ee476a368a63881304f38ceed4,PASS
/Users/linmei/Documents/CY/data/registered_inputs/CY-033-PIT-B-DAILY-2018-20260904-V1/daily/partition_year=2019/data_0.parquet,c69a464e4a04efdca0177a8a09a13a34646531afa37a2b35b4892fd40ec3ebfd,c69a464e4a04efdca0177a8a09a13a34646531afa37a2b35b4892fd40ec3ebfd,PASS
/Users/linmei/Documents/CY/data/registered_inputs/CY-033-PIT-B-DAILY-2018-20260904-V1/daily/partition_year=2020/data_0.parquet,1b0a00c6d2cfbce0ae4f907e1ee9dc5006f59677d556cc10f8f34a9893937c62,1b0a00c6d2cfbce0ae4f907e1ee9dc5006f59677d556cc10f8f34a9893937c62,PASS
/Users/linmei/Documents/CY/data/registered_inputs/CY-033-PIT-B-DAILY-2018-20260904-V1/daily/partition_year=2021/data_0.parquet,cbd4b2d2ccdff32b09ed1a2e9347f8045cde89ff7e4e1b189577bc353e4d9311,cbd4b2d2ccdff32b09ed1a2e9347f8045cde89ff7e4e1b189577bc353e4d9311,PASS
/Users/linmei/Documents/CY/data/registered_inputs/CY-033-PIT-B-DAILY-2018-20260904-V1/daily/partition_year=2022/data_0.parquet,c9ff6ca51a043a32a50e7704053154ad89d58f71b3694bf36766180bfa7a68a1,c9ff6ca51a043a32a50e7704053154ad89d58f71b3694bf36766180bfa7a68a1,PASS
/Users/linmei/Documents/CY/data/registered_inputs/CY-033-PIT-B-DAILY-2018-20260904-V1/daily/partition_year=2023/data_0.parquet,8e5dc8599de88b69c9a52c2703bd1f8c3e87d962785f988cda7504a1758e6740,8e5dc8599de88b69c9a52c2703bd1f8c3e87d962785f988cda7504a1758e6740,PASS
/Users/linmei/Documents/CY/data/staging/CY-034-EXCHANGE-ISSUER-RISK-V28R1-DEV-20171001-20211231-V1/source_capture/announcements.parquet,65096c160af25b172d6c310804036a4b6dc57031ae45b9b4f9af220f251b9a65,65096c160af25b172d6c310804036a4b6dc57031ae45b9b4f9af220f251b9a65,PASS
/Users/linmei/Documents/CY/data/staging/CY-036-R1-EXCHANGE-ISSUER-RISK-V29R1-DEV-19901219-20211231-V1/sse_full_history_capture/announcements.parquet,b69af9e0ea707babe6a3ecd2d02c2220e09f4d52502f09025c6df8dec34015c9,b69af9e0ea707babe6a3ecd2d02c2220e09f4d52502f09025c6df8dec34015c9,PASS
/Users/linmei/Documents/CY/data/staging/CY-036-R2-EXCHANGE-ISSUER-FACT-V29R2-DEV-19901219-20211231-V1/announcement_route_index.parquet,f9bf1a275fa5a3294ed7c571eef583cb88c7f3e011a397acfd5d616bf4225af3,f9bf1a275fa5a3294ed7c571eef583cb88c7f3e011a397acfd5d616bf4225af3,PASS
/Users/linmei/Documents/CY/data/staging/CY-062-V29R2-ISSUER-FACT-ROLLFORWARD-2022-2026-V1/activation_audit.json,436f1d9445184ac08d5c0ddb0baa1bdcecdb64d64662d1cfa93c616481800f6c,436f1d9445184ac08d5c0ddb0baa1bdcecdb64d64662d1cfa93c616481800f6c,PASS
/Users/linmei/Documents/CY/data/staging/CY-062-V29R2-ISSUER-FACT-ROLLFORWARD-2022-2026-V1/announcement_route_index.parquet,ddcd4717bf3301d99d4df3d4b6908620b701b95eaebbc06215107409f2fda679,ddcd4717bf3301d99d4df3d4b6908620b701b95eaebbc06215107409f2fda679,PASS
/Users/linmei/Documents/CY/data/staging/CY-062-V29R2-ISSUER-FACT-ROLLFORWARD-2022-2026-V1/source_capture/announcements.parquet,9303bfb41abab1e9eb45db27312b16ce6fd77b7454444378b606fdfe6b38fd79,9303bfb41abab1e9eb45db27312b16ce6fd77b7454444378b606fdfe6b38fd79,PASS
/Users/linmei/Documents/CY/data/staging/CY-062-V29R2-ISSUER-FACT-ROLLFORWARD-2022-2026-V1/source_capture/asset_manifest.json,67b59e680eb929f38314e7da48bdd23398009721c6fd4e3c52208b566b89145f,67b59e680eb929f38314e7da48bdd23398009721c6fd4e3c52208b566b89145f,PASS
/Users/linmei/Documents/CY/data/staging/CY-062-V29R2-ISSUER-FACT-ROLLFORWARD-2022-2026-V1/source_capture/source_manifest.json,615471295b84f55293f6361d0d3725607de90ef13c596ec7fd71885c4d8b9cc5,615471295b84f55293f6361d0d3725607de90ef13c596ec7fd71885c4d8b9cc5,PASS
/Users/linmei/Documents/CY/data/staging/CY-062-V29R2-ISSUER-FACT-ROLLFORWARD-2022-2026-V1/sse_full_history_capture/announcements.parquet,b82e6a453dfcece08888cc2ca386cad5f0acc3962058a2472f4a0f78df6ae597,b82e6a453dfcece08888cc2ca386cad5f0acc3962058a2472f4a0f78df6ae597,PASS
/Users/linmei/Documents/CY/data/staging/CY-062-V29R2-ISSUER-FACT-ROLLFORWARD-2022-2026-V1/sse_full_history_capture/asset_manifest.json,95e966411165faf85acfa79b24069240a8bf98fff3060be7758c27106cb322a1,95e966411165faf85acfa79b24069240a8bf98fff3060be7758c27106cb322a1,PASS
/Users/linmei/Documents/CY/data/staging/CY-062-V29R2-ISSUER-FACT-ROLLFORWARD-2022-2026-V1/sse_full_history_capture/source_manifest.json,492af1dcaa2b27adaa51fd0b4bc46716af28107a810ac94e770f619973043e24,492af1dcaa2b27adaa51fd0b4bc46716af28107a810ac94e770f619973043e24,PASS
/Users/linmei/Documents/CY/data/staging/CY-062-V29R2-ISSUER-FACT-ROLLFORWARD-2022-2026-V1/sse_full_universe.parquet,21e7ed5f662d8721d2247e1e3174a116f083b7758934360538e8531e125ed3e7,21e7ed5f662d8721d2247e1e3174a116f083b7758934360538e8531e125ed3e7,PASS
/Users/linmei/Documents/CY/data/staging/CY-062-V29R2-ISSUER-FACT-ROLLFORWARD-2022-2026-V1/universe.parquet,ec6d485e6585408a65576bacbfe805cec2727692803a380396eaae5829b0041f,ec6d485e6585408a65576bacbfe805cec2727692803a380396eaae5829b0041f,PASS
