strategy,route,family,event_id,parent_event_id,symbol,decision_at,earliest_execution_at,native_priority,native_requested_quantity,price,fee_rate,lot_size,side,reason,state_requirements,economic_event_definition,board,native_base_cash_limit,native_requested_notional
OGR,FIXED_BELOW_L_REPAIR,GAP,002727.SZ|2022-03-15,002727.SZ|2022-03-15,002727.SZ,2022-03-30 15:00:00,2022-03-31 09:30:00,"[-0.054048489345554396, 0.6269683313174116, ""002727.SZ"", ""002727.SZ|2022-03-15""]",262.08088865763233,23.799999237060547,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,500000.0,6249.999999999999
OGR,FIXED_BELOW_L_REPAIR,GAP,002585.SZ|2022-03-28,002585.SZ|2022-03-28,002585.SZ,2022-04-19 15:00:00,2022-04-20 09:30:00,"[-0.19620558882235528, 0.7719611350484081, ""002585.SZ"", ""002585.SZ|2022-03-28""]",415.29060792817734,15.0,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,493750.0,6241.817837160505
OGR,FIXED_BELOW_L_REPAIR,GAP,300305.SZ|2022-04-11,300305.SZ|2022-04-11,300305.SZ,2022-04-28 15:00:00,2022-04-29 09:30:00,"[-0.15831291425767047, 0.12981758788938536, ""300305.SZ"", ""300305.SZ|2022-04-11""]",604.4113502472389,10.319999694824219,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,500000.0,6249.999999999999
OGR,FIXED_BELOW_L_REPAIR,GAP,600893.SH|2022-04-11,600893.SH|2022-04-11,600893.SH,2022-04-28 15:00:00,2022-04-29 09:30:00,"[-0.0841452751259415, 0.4305649222818627, ""600893.SH"", ""600893.SH|2022-04-11""]",172.3033223049003,36.040000915527344,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,487508.18216283945,6222.231517404243
OGR,FIXED_BELOW_L_REPAIR,GAP,300965.SZ|2022-04-12,300965.SZ|2022-04-12,300965.SZ,2022-04-29 15:00:00,2022-05-05 09:30:00,"[-0.2218594918582666, 0.2561807771185317, ""300965.SZ"", ""300965.SZ|2022-04-12""]",151.77916212415846,41.099998474121094,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,493750.0,6250.5995783697035
OGR,FIXED_BELOW_L_REPAIR,GAP,002997.SZ|2022-04-12,002997.SZ|2022-04-12,002997.SZ,2022-04-29 15:00:00,2022-05-05 09:30:00,"[-0.2024310271615013, 0.5567806343448768, ""002997.SZ"", ""002997.SZ|2022-04-12""]",509.0804373648994,12.220000267028809,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,481285.95064543514,6233.4050066992895
OGR,FIXED_BELOW_L_REPAIR,GAP,002243.SZ|2022-04-15,002243.SZ|2022-04-15,002243.SZ,2022-04-29 15:00:00,2022-05-05 09:30:00,"[-0.17752047904191626, 0.5485145590132987, ""002243.SZ"", ""002243.SZ|2022-04-15""]",829.2632261842921,7.5,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,475052.5456387359,6231.913144774955
OGR,FIXED_BELOW_L_REPAIR,GAP,002331.SZ|2022-04-15,002331.SZ|2022-04-15,002331.SZ,2022-04-29 15:00:00,2022-05-05 09:30:00,"[-0.1633827640594021, 0.08776848383313568, ""002331.SZ"", ""002331.SZ|2022-04-15""]",1013.0363700560468,6.139999866485596,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,468820.63249396114,6232.483263242959
OGR,FIXED_BELOW_L_REPAIR,GAP,002709.SZ|2022-04-11,002709.SZ|2022-04-11,002709.SZ,2022-04-29 15:00:00,2022-05-05 09:30:00,"[-0.13439470391953923, 0.96336846314478, ""002709.SZ"", ""002709.SZ|2022-04-11""]",84.63412426022303,73.48999786376953,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,462588.14923071815,6232.201134307967
OGR,FIXED_BELOW_L_REPAIR,GAP,002202.SZ|2022-04-15,002202.SZ|2022-04-15,002202.SZ,2022-04-29 15:00:00,2022-05-05 09:30:00,"[-0.05334240533095569, 0.6670928970747566, ""002202.SZ"", ""002202.SZ|2022-04-15""]",551.028898673949,11.289999961853027,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,456355.9480964104,6233.558477498818
OGR,FIXED_BELOW_L_REPAIR,GAP,002374.SZ|2022-04-18,002374.SZ|2022-04-18,002374.SZ,2022-05-05 15:00:00,2022-05-06 09:30:00,"[-0.19087431229349927, 0.8077542056004974, ""002374.SZ"", ""002374.SZ|2022-04-18""]",1715.5102141295163,3.630000114440918,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,462057.6155354809,6239.7568781619375
OGR,FIXED_BELOW_L_REPAIR,GAP,600621.SH|2022-04-18,600621.SH|2022-04-18,600621.SH,2022-05-05 15:00:00,2022-05-06 09:30:00,"[-0.12071022628871697, 0.5836095718738572, ""600621.SH"", ""600621.SH|2022-04-18""]",629.1993167848616,9.899999618530273,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,455817.8586573191,6241.531142141937
OGR,FIXED_BELOW_L_REPAIR,GAP,300590.SZ|2022-04-14,300590.SZ|2022-04-14,300590.SZ,2022-05-09 15:00:00,2022-05-10 09:30:00,"[-0.14259797929313867, 0.0, ""300590.SZ"", ""300590.SZ|2022-04-14""]",398.94016093515893,15.65999984741211,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,487499.4004216301,6259.897665089893
OGR,FIXED_BELOW_L_REPAIR,GAP,300274.SZ|2022-04-20,300274.SZ|2022-04-20,300274.SZ,2022-05-10 15:00:00,2022-05-11 09:30:00,"[-0.09250898108767802, 0.5645319379826963, ""300274.SZ"", ""300274.SZ|2022-04-20""]",92.40049318020839,67.69999694824219,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,481239.5027565402,6268.024132528813
OGR,FIXED_BELOW_L_REPAIR,GAP,301053.SZ|2022-04-21,301053.SZ|2022-04-21,301053.SZ,2022-05-10 15:00:00,2022-05-11 09:30:00,"[-0.06598855025248596, 0.8761292786847901, ""301053.SZ"", ""301053.SZ|2022-04-21""]",276.7683632884686,22.600000381469727,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,474971.4786240114,6267.475046129939
OGR,FIXED_BELOW_L_REPAIR,GAP,002008.SZ|2022-04-21,002008.SZ|2022-04-21,002008.SZ,2022-05-10 15:00:00,2022-05-11 09:30:00,"[-0.0623666831392482, 0.0, ""002008.SZ"", ""002008.SZ|2022-04-21""]",221.8447591439096,28.139999389648438,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,449576.32751517696,6255.196809680134
OGR,FIXED_BELOW_L_REPAIR,GAP,300841.SZ|2022-04-22,300841.SZ|2022-04-22,300841.SZ,2022-05-11 15:00:00,2022-05-12 09:30:00,"[-0.1037537777459796, 0.0, ""300841.SZ"", ""300841.SZ|2022-04-22""]",51.192476214041,122.26000213623047,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,468704.0035778815,6271.309835790155
