strategy,route,symbol,action_id,action_type,holding_overlap,announcement_date,record_date,ex_date,accounting_effective_date,tradable_date,cash_payment_date,share_ratio,cash_ratio,tradable_quantity_before,pending_quantity_before,source,source_grade,available_at,raw_hash,status,first_missing_field
MCB,MCB,600216.SH,cninfo:distribution:5b11054a2a532d73ba379b690a9834db,cash_dividend,True,2020-06-19,2020-06-24,2020-06-29,2020-06-29,,2020-06-29,0.0,1.0,1557.0293391337864,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:18:48.744696Z,889a132779b786f3fdd6586442ac34189642f1ef02cd890d0fd10f0f935eb9d7,APPLIED,
MCB,MCB,300590.SZ,cninfo:distribution:8f833ddfa528061d887549cc5be894a6,cash_and_share_distribution,True,2020-06-19,2020-06-29,2020-06-30,2020-06-30,2020-06-30,2020-06-30,0.5,0.15,460.6805128995424,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:46:06.899004Z,c1beec5f26baf16d98e5a8bf8a02ddbd015c56571e5193c21338c5f7c9311d12,APPLIED,
MCB,MCB,603138.SH,cninfo:distribution:cd340d02dc10873a91bcb4f5aa8149c7,cash_and_share_distribution,True,2020-06-20,2020-06-29,2020-06-30,2020-06-30,2020-07-01,2020-06-30,0.19999999999999996,0.04,1248.9685969713573,0.0,https://static.cninfo.com.cn/finalpage/2020-06-20/1207944343.PDF,OFFICIAL_EX_POST_EXECUTION_FACT,2026-09-07T14:41:59.003255+00:00,5969ce241843e8ee1e4a47feaf04ca82fa984288cf511ce767e0c89fdd515787,APPLIED,
MCB,MCB,300523.SZ,cninfo:distribution:b50617a8d024a07cf7a983cd17ca988f,cash_dividend,True,2020-07-01,2020-07-06,2020-07-07,2020-07-07,,2020-07-07,0.0,0.10200000000000001,512.4117843783408,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:37:31.997109Z,7e2ab3bde98cd14c288ca62eab8bcb54d725de5804b24af82f3fede65131f18b,APPLIED,
MCB,MCB,002038.SZ,cninfo:distribution:b41cba3a5fc6448931c1836cededa2c0,cash_dividend,True,2020-07-01,2020-07-07,2020-07-08,2020-07-08,,2020-07-08,0.0,0.2,2354.379041028911,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:14:52.640055Z,fb782691c74f489333bc3cb546c96ab3b52c5e383075eb99e11b7bb4941ab500,APPLIED,
MCB,MCB,000617.SZ,cninfo:distribution:8f0ff9aaabd2afe84d78a8d3a9749123,cash_and_share_distribution,True,2020-07-01,2020-07-08,2020-07-09,2020-07-09,2020-07-09,2020-07-09,0.3999999999999999,0.259,2775.2168361006425,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:06:01.474146Z,4be539150f02ed9a2fc31cba57eed06e92261ce930667d8ffed9068f189b60d5,APPLIED,
MCB,MCB,002743.SZ,cninfo:distribution:02e588ebee47407c9d412dc2d6148bea,cash_dividend,True,2020-07-07,2020-07-13,2020-07-14,2020-07-14,,2020-07-14,0.0,0.054000000000000006,4561.308931220482,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:26:30.945848Z,89aa8e817e5f719ffee92a7636785b6a2138d06fc9498a55c69d38a6509134d9,APPLIED,
MCB,MCB,600939.SH,cninfo:distribution:0f7d8a0ec47fc73507924673787e631d,cash_dividend,True,2020-07-09,2020-07-15,2020-07-16,2020-07-16,,2020-07-16,0.0,0.076,7922.273406856625,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:57:32.941383Z,1c12b6a1561441b159bb74a46171de14f77ada934e628abaf4df517a735867e7,APPLIED,
MCB,MCB,300472.SZ,cninfo:distribution:e73abd2ea03bbf8e76d49a8fe6fadba8,cash_dividend,True,2020-07-10,2020-07-17,2020-07-20,2020-07-20,,2020-07-20,0.0,0.0590188,1984.4984873947997,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:47:00.139192Z,70ec7ace3c0489f2c6bd4ac3416e62408f10d26e67edb40584ae85cdb27670a5,APPLIED,
MCB,MCB,002937.SZ,cninfo:distribution:7ba05e365898c4bee8d98c5f4f04f7c7,cash_dividend,True,2021-04-23,2021-04-29,2021-04-30,2021-04-30,,2021-04-30,0.0,0.18,2324.6015734151056,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:25:32.669172Z,0dd6677996845e59bd939d98b1031c0cb094b3785784e1263d01430e3b5fbcb1,APPLIED,
MCB,MCB,002995.SZ,cninfo:distribution:07687d1ccbfb43195849efaedeb60ca5,cash_and_share_distribution,True,2021-05-27,2021-06-03,2021-06-04,2021-06-04,2021-06-04,2021-06-04,0.3999999999999999,0.5,675.1580956382054,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:27:42.556164Z,b328cc3b781125a75ab838ec6744b6220378555746513d2530ea538552564747,APPLIED,
MCB,MCB,300781.SZ,cninfo:distribution:3e7846f09bb5ea44b865463e59cbd4a8,cash_and_share_distribution,True,2021-06-02,2021-06-08,2021-06-09,2021-06-09,2021-06-09,2021-06-09,0.30000000000000004,0.06,822.2089133189459,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:14:19.798353Z,ecbdcf893cc0e6dedc5dd25772f5e3547ad2fe59d3ff45011273b7b629e176f6,APPLIED,
MCB,MCB,300165.SZ,cninfo:distribution:a1c62c9c6abd529df9f9c2a378f98920,cash_dividend,True,2021-06-17,2021-06-23,2021-06-24,2021-06-24,,2021-06-24,0.0,0.009,4945.023341658527,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:34:09.772989Z,58a8cd26d99133fd241f4ac81b78879f978ebd0315294a78ead66d7b67566955,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,600522.SH,cninfo:distribution:2a8532e80f5d4e309d851b2136c31272,cash_dividend,True,2018-07-04,2018-07-09,2018-07-10,2018-07-10,,2018-07-10,0.0,0.1,730.5583925424892,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:53:28.839827Z,10b26cf0124b506702bf71a4a893ff19d00e80d58fe25dd119c5e76274d771af,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,300355.SZ,cninfo:distribution:9b795ca55e5050cfaa0d4f35de61194b,cash_dividend,True,2018-07-04,2018-07-10,2018-07-11,2018-07-11,,2018-07-11,0.0,0.087,1051.1951320752755,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:37:38.486278Z,0d34a53d93e86da25bb601efd7f58d5d143c5a346ab5a3fe9787c6d57508cb6e,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,600012.SH,cninfo:distribution:77849899f453c5c026e57f8f7f4f80bd,cash_dividend,True,2018-07-09,2018-07-16,2018-07-17,2018-07-17,,2018-07-17,0.0,0.22999999999999998,1083.8986054963455,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:51:37.246596Z,3ec9bcec5ca9ea6caf0c4c6c335c0096aaa8fea51b38248282da089ea46ec55a,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,603579.SH,cninfo:distribution:2f9f41f54847c3e15465d77a0c635f38,cash_dividend,True,2018-08-27,2018-08-30,2018-08-31,2018-08-31,,2018-08-31,0.0,0.3,122.65067719521629,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T16:47:11.414414Z,c1eac90b707749cf85dd8b5d0a96fef85d0c32fcc41343a2ab9f7f52d856396c,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,300494.SZ,cninfo:distribution:467db0206c1caf7dab0c9833a5e9af53,cash_dividend,True,2019-05-21,2019-05-27,2019-05-28,2019-05-28,,2019-05-28,0.0,0.076,632.314435873187,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:11:16.536133Z,780656aa9a58698c073f002d87bca4600d83b33168b52c59a8ea22a59e4cb956,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,600235.SH,cninfo:distribution:d99f7420dfabbbee29832566c10c83da,cash_dividend,True,2019-05-31,2019-06-05,2019-06-06,2019-06-06,,2019-06-06,0.0,0.005,1189.3335124058653,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:18:09.064879Z,af5928ed3099414f46c34f91c91f6d0348ef23cd521e318f9446d9250b2d4671,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,600638.SH,cninfo:distribution:e157933f85de3f8fa44b12caa9e3ae3f,cash_dividend,True,2019-08-21,2019-08-26,2019-08-27,2019-08-27,,2019-08-27,0.0,0.255,947.5941703908281,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:52:25.264144Z,ef87f839caeed435e15cd6fb0ecb98fff128565a7cc800e9a65b28107ad9cc7c,APPLIED,
OGR,FIXED_BELOW_L_REPAIR,300691.SZ,cninfo:distribution:2cd2ac9499445761691064dd64af0d8a,cash_dividend,True,2020-05-15,2020-05-21,2020-05-22,2020-05-22,,2020-05-22,0.0,0.15,469.26291328364914,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:47:37.400455Z,98bcf005cc624a3563f4708111ff420f9a7699a1ed6cb7ca0581c5beb232d080,APPLIED,
ATRDR,V27,300306.SZ,cninfo:distribution:91286a9351e5df9000a4e56e3741931f,cash_dividend,True,2022-05-17,2022-05-24,2022-05-25,2022-05-25,,2022-05-25,0.0,0.3,3200.809069343259,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:31:35.106246Z,1e5c6919530be3c6dda941b52d44b6d823808cb2cd4d110734eedb24a1ed4df7,APPLIED,
ATRDR,V27,300448.SZ,cninfo:distribution:caf8e1b2d0b663a7e317cedc748ebf01,cash_dividend,True,2022-05-19,2022-05-24,2022-05-25,2022-05-25,,2022-05-25,0.0,0.015,7288.09516066594,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:50:05.040360Z,b8b9767db293c825dede1e562ae68e393059dc38e8b151f9ccbe1d5593e796ba,APPLIED,
ATRDR,V27,301015.SZ,cninfo:distribution:1eea9a806de869e0fade7e29098419f3,cash_dividend,True,2022-05-18,2022-05-24,2022-05-25,2022-05-25,,2022-05-25,0.0,0.667,1680.1693053553586,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:17:26.714262Z,1055601dde1ec814c7be69db0ea5ff3b45d2ebcdbf9237a93f42555524de25c4,APPLIED,
ATRDR,V27,300440.SZ,cninfo:distribution:15ba5e65b1c1a00390d2e43c388d5bf1,cash_dividend,True,2022-05-21,2022-05-26,2022-05-27,2022-05-27,,2022-05-27,0.0,0.0393908,6059.764515609881,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:38:30.000408Z,8c560ac83039760bd25a0d31b8420305533e48c6e6d1f60d4845e68fdb9f569e,APPLIED,
ATRDR,V27,002275.SZ,cninfo:distribution:34a3dbf14adc0f5fa3781b0c0acd3f6d,cash_dividend,True,2022-05-24,2022-05-27,2022-05-30,2022-05-30,,2022-05-30,0.0,0.5,4069.2885901870077,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:17:58.534018Z,ff2d80528a7c5fa0fc5ac8989ff3f9943d90fb022eda7f102caecdbdd04f77a1,APPLIED,
ATRDR,V27,300551.SZ,cninfo:distribution:b2311aa8d10bba94bc54d85e987eb1ee,cash_dividend,True,2022-05-25,2022-05-31,2022-06-01,2022-06-01,,2022-06-01,0.0,0.0100314,4151.34209482235,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:41:17.712060Z,3287cdeb1f112bf665ee6c674b0cda8e39d57a12495cccf8dfba14e84b330ac5,APPLIED,
ATRDR,V27,002004.SZ,cninfo:distribution:df514e5cb9283d8afb0cb0a2f7d6f9f4,cash_dividend,True,2022-05-27,2022-06-01,2022-06-02,2022-06-02,,2022-06-02,0.0,0.22000000000000003,9834.888813638832,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:12:30.085938Z,646df87b2afeb51f35535f540585c4ab731a02618108cfdc79fed062dd13e40e,APPLIED,
ATRDR,V27,300371.SZ,cninfo:distribution:5ef65661dc2cca7b619c35fd70370b2a,cash_dividend,True,2022-05-26,2022-06-01,2022-06-02,2022-06-02,,2022-06-02,0.0,0.27999999999999997,3317.191258282087,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:05:55.510707Z,ad1382a43ef77bbd12866ef5091535ef957b0d4eabd4d3985efdabb5651a8628,APPLIED,
ATRDR,BULL,300903.SZ,cninfo:distribution:c2d244ce73329893411774efba6404c2,cash_and_share_distribution,True,2022-05-25,2022-06-01,2022-06-02,2022-06-02,2022-06-02,2022-06-02,0.8,0.05,1482.3690636127726,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:49:57.690679Z,3ee1b34945c115dac75b9e5370199710c46fe9cd63da1d2e65bd3e216aab1dd5,APPLIED,
ATRDR,V27,603358.SH,cninfo:distribution:e4a56dd50c7287e96e8defe458013a29,cash_dividend,True,2022-05-27,2022-06-01,2022-06-02,2022-06-02,,2022-06-02,0.0,0.3,3179.679373483167,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:32:04.307707Z,8fd2c4fedf3d1d3bf4bbfd4089b54dc3b42c74af184823c507117fe9de6e5647,APPLIED,
ATRDR,V27,605369.SH,cninfo:distribution:ec5fe0ec1111d7fde10f4a7cf937af26,cash_dividend,True,2022-05-26,2022-06-01,2022-06-02,2022-06-02,,2022-06-02,0.0,1.3800000000000001,453.9854925581497,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T16:49:41.780106Z,583ddf396910d47dc9ee176617f67c55efcf9a2a83fe48b9b2dd17254d94c7b0,APPLIED,
ATRDR,V27,002753.SZ,cninfo:distribution:8a21c0f6b6e0e5fd8388485531d4774f,cash_dividend,True,2022-05-27,2022-06-02,2022-06-06,2022-06-06,,2022-06-06,0.0,0.21200000000000002,7363.235266828195,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:23:52.151927Z,2c274fc862d07881937cd8765204fe64ce1a4ba992b7581709c5853f37c3bc68,APPLIED,
ATRDR,V27,603331.SH,cninfo:distribution:419831d43f9f0f6cc5786e0b030d4622,cash_dividend,True,2022-05-30,2022-06-06,2022-06-07,2022-06-07,,2022-06-07,0.0,0.25,4639.129391888386,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T16:45:57.671526Z,3a9da0bcf816618cab6d58ada8096f47d97973e8901206f81e727475706dd849,APPLIED,
ATRDR,V27,002830.SZ,cninfo:distribution:63abc6a4416f44c975fdd5f60ba890a7,cash_dividend,True,2022-05-31,2022-06-07,2022-06-08,2022-06-08,,2022-06-08,0.0,0.15,4860.233616018531,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:25:12.373451Z,d13b74e90b403b0283f855f4fac70c90715cae4de04d3375fb53128424660bc2,APPLIED,
ATRDR,BULL,600560.SH,cninfo:distribution:529f93548072345a64e581aab994550a,cash_dividend,True,2022-06-02,2022-06-09,2022-06-10,2022-06-10,,2022-06-10,0.0,0.063,5547.359846094342,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:25:03.048769Z,0271480a68171e2b3ffe5374d2451478b20eb5c0c72c4b2172340e98086bbe3c,APPLIED,
ATRDR,BULL,600035.SH,cninfo:distribution:cd5ffbcea4f92c79c99f426487d070d5,cash_dividend,True,2022-06-08,2022-06-14,2022-06-15,2022-06-15,,2022-06-15,0.0,0.13999999999999999,15748.065278901553,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:14:38.300634Z,1f37918baacf2a045712c3e6dfe3bc7dbc89bf29131105f339d7e8eea8dc2f83,APPLIED,
ATRDR,BULL,600135.SH,cninfo:distribution:bc31a42d141ce33ad187bc366843a0ad,cash_dividend,True,2022-06-10,2022-06-16,2022-06-17,2022-06-17,,2022-06-17,0.0,0.03,7403.90597932538,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:15:17.055760Z,7c1e51573ee51fa6f7eb5d993dc87152448a2aca45619e4d9f3d4ee95cadab8e,APPLIED,
ATRDR,BULL,000921.SZ,cninfo:distribution:d4f7bcca6ebc2b3a601ff7adc26a7559,cash_dividend,True,2022-07-05,2022-07-11,2022-07-12,2022-07-12,,2022-07-12,0.0,0.21400000000000002,4299.178698264591,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:08:54.119045Z,d06ccaac3c32afbd3e795ead8f798ebf9d5f3d1f68a0b3c0b5c48eaffa23d65b,APPLIED,
ATRDR,BULL,600839.SH,cninfo:distribution:1d358c578c8ca6c9a50a5f17b5448439,cash_dividend,True,2022-07-20,2022-07-26,2022-07-27,2022-07-27,,2022-07-27,0.0,0.02,18211.932432717098,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:55:00.407146Z,801021ea1cea1d2087f80b4254b9b61bc837dc6f16fdca5854c580099d2843d1,APPLIED,
ATRDR,BULL,601866.SH,cninfo:distribution:830a892eeab6a041bb605fe69811e039,cash_dividend,True,2022-07-20,2022-07-27,2022-07-28,2022-07-28,,2022-07-28,0.0,0.22599999999999998,18021.035469675648,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:57:10.582271Z,c0b3e99f155045e42359a89cc6cfc515658913aac40a1718e15e17d9715b0363,APPLIED,
ATRDR,V27,001314.SZ,cninfo:distribution:f9911cd9c4e31447974f1cd492f25276,cash_dividend,True,2023-05-16,2023-05-22,2023-05-23,2023-05-23,,2023-05-23,0.0,0.5,1435.2222191277156,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:11:21.820253Z,193d83630c54c2464b7794b813d1587bee8148bc8787e2550dbf41b5708da3b4,APPLIED,
ATRDR,V27,301042.SZ,cninfo:distribution:3ea0ac86d1807a6e240e12eac39d46cd,cash_dividend,True,2023-05-18,2023-05-24,2023-05-25,2023-05-25,,2023-05-25,0.0,1.5,1310.6296624181596,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:09:19.146414Z,0524e3a8aebfc0b8f43f482634d4959233a05fe2dee498af1014a8e125690b5f,APPLIED,
ATRDR,V27,301218.SZ,cninfo:distribution:770618eef411053a1baba86edc1a9c7c,cash_dividend,True,2023-05-18,2023-05-25,2023-05-26,2023-05-26,,2023-05-26,0.0,0.052000000000000005,1939.853254977248,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:10:47.579639Z,3ae0efc4b28d2dea1ffeaba461e5216de8d9555762e659084d346139192f7a8c,APPLIED,
ATRDR,V27,001336.SZ,cninfo:distribution:c31b8306aac17be1fcc6191ff7e08860,cash_dividend,True,2023-05-24,2023-05-29,2023-05-30,2023-05-30,,2023-05-30,0.0,0.12,1951.6584612099298,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:10:45.035945Z,0db69898f931259fcdee1237ef9d20a71658f38e36ac35f12bb0fb066ab0a9cc,APPLIED,
ATRDR,V27,300432.SZ,cninfo:distribution:e8be51072a1ccb2956109ea044f93063,cash_dividend,True,2023-05-22,2023-05-29,2023-05-30,2023-05-30,,2023-05-30,0.0,0.2,3989.2293945269626,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:10:28.556996Z,9fb56bb6774950c9cb7d09d4f2bdf31f8940052c20dbc5f3d021f3a993edb3d1,APPLIED,
ATRDR,V27,300771.SZ,cninfo:distribution:19d2edeec1a0fe873862cddccc2936ff,cash_dividend,True,2023-05-23,2023-05-29,2023-05-30,2023-05-30,,2023-05-30,0.0,0.3,3822.10951652662,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:14:06.823766Z,7267bae3d3d4ffdc3f81cac0562ca21fdd9f294211716764d6bc2b083040e0db,APPLIED,
ATRDR,V27,601811.SH,cninfo:distribution:929d09447ecb3dc96a5883c2a68f08e8,cash_dividend,True,2023-05-30,2023-06-02,2023-06-05,2023-06-05,,2023-06-05,0.0,0.33999999999999997,3537.919379258099,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:57:02.793658Z,37b5cdfd94189a255a591a208e2b38f4d3be0cfd110e5d22cfc10a4070db6541,APPLIED,
ATRDR,BULL,000045.SZ,cninfo:distribution:de3caa3cfbbc220a058519ac2ec2a1a7,cash_dividend,True,2023-05-31,2023-06-05,2023-06-06,2023-06-06,,2023-06-06,0.0,0.06,5280.531658323128,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:03:31.916749Z,d84fe2ae21272d55c747f4134d636313fbd0aaf769074590303d929394d53d59,APPLIED,
ATRDR,V27,301338.SZ,cninfo:distribution:b63e0a827c40d77b093a784a673c326c,cash_and_share_distribution,True,2023-05-29,2023-06-05,2023-06-06,2023-06-06,2023-06-06,2023-06-06,0.3999999999999999,0.5,879.2408049151572,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:47:37.904638Z,7c17d362ef95fd1398e19c08eb33f54ed84e9ed6e30c192089ab27e151ce5e9c,APPLIED,
ATRDR,BULL,603006.SH,cninfo:distribution:0943040d9f637fa6c95ac303c79354ef,cash_dividend,True,2023-05-27,2023-06-05,2023-06-06,2023-06-06,,2023-06-06,0.0,0.38,5595.030181681469,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:27:19.390531Z,38d4dd7d97782104903316224afb9acb55228b88ee84c4bbe34eeb97d8b760ca,APPLIED,
ATRDR,V27,301123.SZ,cninfo:distribution:29a4e657ccf2cf99f79442d4e4ea81e6,cash_dividend,True,2023-05-31,2023-06-06,2023-06-07,2023-06-07,,2023-06-07,0.0,0.5,1818.2181489497714,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:18:20.881336Z,45d1b7ce58c136f35c7158057c104d3445e08358227ce032d1188479de046d34,APPLIED,
ATRDR,V27,301099.SZ,cninfo:distribution:b1661c4d5a5b9d60213f83a952e34536,cash_dividend,True,2023-06-01,2023-06-08,2023-06-09,2023-06-09,,2023-06-09,0.0,0.5,861.6200280477369,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:18:09.482619Z,8b62d74d16512eb54bf5b05d9f754279b8d3b2b90e7cc4a7c95da69889d93192,APPLIED,
ATRDR,V27,003019.SZ,cninfo:distribution:dd2099f9acf5e87c118c657ad6026c2b,cash_and_share_distribution,True,2023-06-07,2023-06-13,2023-06-14,2023-06-14,2023-06-14,2023-06-14,0.10000000000000009,0.8,2644.6204783563007,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:29:22.942453Z,29b4cbcc59b658ba210352abcf351f5b53c7fb0103afbc9bc2081a7b33047f0d,APPLIED,
ATRDR,V27,002475.SZ,cninfo:distribution:f0a6c8559ee8860f7db85f1c9d44a628,cash_dividend,True,2023-06-09,2023-06-14,2023-06-15,2023-06-15,,2023-06-15,0.0,0.1299661,2090.659443443609,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T14:20:59.350181Z,cee2ced03269a6ff74ddd045b8da47322083e9fc6ea5e89be7612db2ba98b2b8,APPLIED,
ATRDR,V27,603707.SH,cninfo:distribution:62a4c5c25a57b58572ac10f28043edd5,cash_dividend,True,2023-07-03,2023-07-06,2023-07-07,2023-07-07,,2023-07-07,0.0,0.11499999999999999,4519.085507954787,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:28:16.741576Z,c76d5bfd4d11eb73b42e355a24bd8f9ab216b398e5173baba07ded3fb3a522ca,APPLIED,
ATRDR,BULL,600170.SH,cninfo:distribution:b949b6fe36c1af44b1048c895b7eac71,cash_dividend,True,2023-08-04,2023-08-09,2023-08-10,2023-08-10,,2023-08-10,0.0,0.05,20567.396096178494,0.0,https://webapi.cninfo.com.cn/api/sysapi/p_sysapi1139,OFFICIAL_EX_POST_EXECUTION_FACT,2026-08-09T15:17:21.078569Z,6c979b7f04e2da051b69d611f2497fa7e194ab9414134b68ece30795fd9a60f8,APPLIED,
