gap,period,mcb_mode,policy,strategy,date,exposure,weight,family
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-09-25,1577522.952736627,0.2797349242786971,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-09-26,1124034.175899578,0.20139890349451506,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-09-27,709860.7222997209,0.12673825311356215,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-09-30,434844.39269338746,0.07776406508177236,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-08,398754.96762481245,0.07127695373732489,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-09,290938.40477336984,0.051970737368075164,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-10,30454.95415132032,0.005440815315639592,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-11,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-14,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-15,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-16,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-17,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-18,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-21,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-22,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-23,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-24,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-25,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-28,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-29,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-30,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-10-31,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-01,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-04,40052.39829919466,0.0071537051659967,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-05,39846.24624912528,0.0071139288110138275,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-06,38226.48014143726,0.006830162857666076,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-07,39080.53863458185,0.006980528082034077,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-08,37990.87779850082,0.0067901334962537484,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-11,36518.36315514808,0.0065413748267683655,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-12,36400.56198367986,0.006521962450201586,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-13,35428.702319067044,0.006348141158023022,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-14,36901.216962419785,0.006609398991546578,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-15,34162.339725783684,0.006124710643223528,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-18,34839.696461725944,0.006245401750616642,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-19,36106.059055009304,0.006470911637411125,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-20,64953.28314716881,0.011643763913564762,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-21,63926.21974221383,0.011461902923021546,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-22,62461.098789644966,0.0112019900091709,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-25,60583.67373693733,0.010869138078489899,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-26,60403.27513434306,0.010837506714680832,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-27,60496.06222741456,0.010854054177303825,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-28,59642.003734269965,0.010702837541563853,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-11-29,59935.02792478374,0.01075486903109647,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-02,60839.85394380016,0.010914063459135924,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-03,27859.22277809062,0.00499832700338311,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-04,27626.577911467735,0.004956779003101739,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-05,27917.383994746342,0.005008517526260928,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-06,28906.124677893607,0.005184807793988043,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-09,30011.187794352318,0.0053871683273106425,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-10,29371.41441113938,0.005265941483158809,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-11,29138.769544516494,0.005229007745924121,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-12,29196.930761172214,0.005238657193272136,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-13,29196.930761172214,0.00522580843463006,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-16,435887.55592524394,0.07783499631614185,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-17,578674.5103291661,0.10302895334451413,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-18,618345.613207556,0.11002592019416711,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-19,819862.9664910452,0.14560661795420685,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-20,1235691.0160976008,0.22080396121650483,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-23,1324093.3416652326,0.23866923100346474,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-24,1353851.8391174576,0.2418617308013384,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-25,1353992.3564599606,0.2415785900536542,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-26,1310220.060453458,0.23322662397852625,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-27,1290045.7948009754,0.2304043150277965,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-30,1260594.5368255216,0.22390068323633464,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2019-12-31,1449810.9042303306,0.25704724230372994,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-02,1476697.4564414877,0.25923779180205125,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-03,1358644.6530743362,0.2382974082286433,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-06,1369114.4090663297,0.23938809691260535,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-07,1393808.6085395159,0.2420376202894928,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-08,1059761.9885012954,0.18553028194278795,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-09,967606.0440819723,0.16818670971533217,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-10,928449.7517692955,0.1614692137410886,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-13,747625.4526995535,0.12959175571554327,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-14,525880.7118609307,0.0912825991168427,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-15,449104.31436262256,0.07800363440359373,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-16,444694.65825099597,0.07731377209166607,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-17,439366.7794809811,0.07647878255379856,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-20,440715.7711700569,0.07641042843619658,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-21,399851.85115211393,0.0696624873536602,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-22,398169.4637414337,0.06922586810694839,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-01-23,240729.11124337214,0.04223311268186355,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-03,216633.0902052325,0.038258602414367106,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-04,209629.17830218212,0.03706752273385911,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-05,178763.0034789642,0.03159360495044323,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-06,150715.76411484546,0.02662573754120365,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-07,118817.69616789685,0.020985328608160114,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-10,120631.12786281492,0.02129879138284311,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-11,585863.3179713369,0.10360585717523153,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-12,629073.356525647,0.11099172900085927,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-13,422045.1754478577,0.07446985883757255,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-14,424167.64783199545,0.0748163495422637,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-17,438273.1663672653,0.07711248128134764,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-18,360851.8917109215,0.06340468175372242,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-19,293739.7738472812,0.05154148217514255,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-20,182079.40767567902,0.03191309120596946,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-21,182910.6673591999,0.0320532084048759,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-24,183998.02364903,0.0322352696162548,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-25,140228.6022334612,0.024577707997781157,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-26,142241.49394932945,0.024919381302301914,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-27,102497.7359344028,0.01795039154396476,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-02-28,96096.3778595381,0.016851766763939378,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-02,61241.87181234776,0.010723490198006115,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-03,265878.55191480543,0.04654855665307497,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-04,663543.3954502334,0.11593738073096622,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-05,1057873.0905767218,0.18447008256349035,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-06,1378490.9572528747,0.24026741884498448,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-09,1407530.2777784616,0.24773650595613603,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-10,1392389.0195457027,0.24363639113063398,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-11,1383537.5451129538,0.2425708406544763,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-12,1361095.466668462,0.2400175107321248,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-13,1353989.814946242,0.23940274420686913,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-16,1272314.5938853712,0.22705579918442415,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-17,1264535.04590986,0.2261736369861621,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-18,1242658.1027260541,0.22377076214340402,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-19,1248558.1386790776,0.22448119231632624,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-20,1266159.7508783943,0.22652111933569433,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-23,1234237.2511841652,0.22284160340861012,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-24,1266241.0495135617,0.22678983620107482,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-25,1025133.2934502879,0.18231262123396302,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-26,939193.2470653091,0.16761002659977278,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-27,616441.8284308114,0.10992682887136646,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-30,276585.34034136194,0.04952273837493977,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-03-31,207958.8888739464,0.037226911623318114,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-01,208251.14287530255,0.037278214493945847,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-02,213672.97152756588,0.038209646658883274,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-03,211009.53453116235,0.03775207570683868,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-07,219662.85952018492,0.039237623209883145,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-08,257915.50336183692,0.04606576393202575,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-09,218519.1532803772,0.03901284662902828,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-10,252616.63405761297,0.04512980075179108,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-13,288563.85419443867,0.051568344517809304,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-14,292057.4863777886,0.05215859414196936,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-15,292549.5483188758,0.052242654047759345,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-16,290640.8876149908,0.05191983351746583,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-17,298176.56021222624,0.053190982260682244,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-20,304169.2601037088,0.05420213477534437,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-21,332524.7943904229,0.05932823924047058,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-22,513918.5990435764,0.09170110356445448,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-23,514205.18490727135,0.0917463563082528,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-24,538897.7946906877,0.0963832777725634,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-27,396672.64730907226,0.07095943164639212,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-28,386414.94762197277,0.06925154052838774,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-29,386221.3969058528,0.06921925427176089,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-04-30,395481.2082935215,0.07076138069078165,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-06,400958.87980929133,0.07166845127868893,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-07,400182.44910901017,0.0715410987341478,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-08,362551.779939036,0.0647448606978301,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-11,323321.4192243012,0.057714473818931085,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-12,284330.84855534264,0.050752162746525394,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-13,283809.57496704557,0.050663491575542334,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-14,244174.25073148013,0.043590724455011234,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-15,206565.43401053175,0.03687781374332789,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-18,169348.96519688092,0.030209261602689733,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-19,32722.71702982832,0.005833938238976424,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-20,34919.03815777306,0.0062231485501093075,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-21,34894.36039229053,0.006218845526639471,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-22,35758.082184178915,0.006371423584829524,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-25,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-26,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-27,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-28,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-05-29,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-01,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-02,505535.53836243035,0.09005410968829827,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-03,817165.2754712405,0.14569089713513608,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-04,822199.7182861522,0.14645272622403938,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-05,769246.2084891155,0.13722913521158867,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-08,766379.1192755896,0.13678646746147302,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-09,775689.4985510695,0.13821237143291845,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-10,736989.8031375401,0.13119514344588118,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-11,738800.6915024458,0.13147754598612835,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-12,751284.0956837757,0.1333563421487276,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-15,726838.7761519187,0.12875813887533474,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-16,654854.8908190025,0.11574610407084765,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-17,660855.5833818271,0.11662145080665003,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-18,1061329.2519365735,0.18787593197837665,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-19,1167423.0530784857,0.20610347822422267,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-22,1483183.6182767977,0.26121584613828686,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-23,1453541.460278812,0.2551290990629208,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-24,1467995.3405784452,0.25765167566322367,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-29,1298058.6343614797,0.2282575348907582,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-06-30,1287846.3328094461,0.22446902204013539,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-01,1287289.3831234407,0.22392661010261872,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-02,1233797.5556611866,0.2130692856580174,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-03,1065017.5328984202,0.18289855317881146,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-06,1056882.4303132521,0.17868621628746034,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-07,1586689.7467257746,0.26735043059164987,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-08,1618476.360906018,0.2703480790068239,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-09,1866163.5467193823,0.3065340854364002,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-10,2210235.1667654393,0.36591601645189326,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-13,2172140.649859761,0.3511310249350108,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-14,2118828.608869744,0.3434066798118061,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-15,1982689.996643916,0.32612767853569297,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-16,1908504.8026336886,0.3222426486083302,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-17,1870387.4013478507,0.31527281971089327,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-20,1942547.9749385247,0.32087109296361654,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-21,1820940.278878661,0.2995953257847466,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-22,1827152.2501527872,0.2998868033745029,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-23,1783319.4518608437,0.29301037592585666,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-24,1672302.1149479602,0.28112031246881936,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-27,1682037.1102681474,0.2823559790009662,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-28,1607160.5022708268,0.2684189647232198,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-29,1218292.76607403,0.20269547387450515,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-30,1127249.4561265553,0.18773572308594672,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-07-31,729611.1663154128,0.12150979097410278,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-03,349886.0528822008,0.0581840967659874,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-04,351808.746495929,0.05848513033873853,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-05,80678.31858577505,0.013409751828145414,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-06,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-07,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-10,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-11,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-12,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-13,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-14,45903.90192062606,0.007627742509208382,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-17,86496.83942904517,0.014381904754649046,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-18,86482.01922230802,0.014379476019433768,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-19,85019.12679728876,0.014139678316529307,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-20,84657.67875066966,0.01408041168200944,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-21,84468.9746160401,0.014049467034598489,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-24,115007.2243441862,0.019134389518541444,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-25,194860.4581807839,0.03240132922642924,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-26,295028.95736563014,0.04909131013235898,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-27,301186.51579940884,0.05006460087316499,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-28,302536.6893395074,0.050277748960368164,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-08-31,303026.2536309562,0.05035501146611354,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-01,272448.98267364985,0.04522460899657264,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-02,277035.0661726015,0.04595063210542632,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-03,274335.4622507846,0.04552489868857018,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-04,276142.93118328776,0.045813042263034696,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-07,197584.52920507386,0.0327635326582558,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-08,158917.26452824048,0.026326688681524792,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-09,120415.6867666078,0.019955596122227293,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-10,113267.03153284798,0.01879316680347675,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-11,114294.2286602667,0.01896036700581167,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-14,117028.78822885538,0.01940520247797575,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-15,81744.18068356806,0.013556533695254521,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-16,42277.98635614761,0.0070119226618866595,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-17,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-18,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-21,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-22,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-23,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-24,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-25,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-28,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-29,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-09-30,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-10-09,0.0,0.0,DEMAND
OGR,2018_2021,confirmation_tag,P1,ATRDR,2020-10-12,0.0,0.0,DEMAND
