strategy,route,family,event_id,parent_event_id,symbol,decision_at,earliest_execution_at,native_priority,native_requested_quantity,price,fee_rate,lot_size,side,reason,state_requirements,economic_event_definition,board,native_base_cash_limit,native_requested_notional
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|000935.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|000935.SZ,000935.SZ,2018-02-28 15:00:00,2018-03-01 09:30:00,[1],7111.268027119436,2.326971432944493,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,68536.92151530366,16580.81298622071
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|600528.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|600528.SH,600528.SH,2018-02-28 15:00:00,2018-03-01 09:30:00,[2],9788.37705300995,1.6905476220932876,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,51956.108529082965,16580.81298622071
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|002484.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|002484.SZ,002484.SZ,2018-02-28 15:00:00,2018-03-01 09:30:00,[3],7116.979544195899,2.3251039922706553,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,35375.295542862266,16580.81298622071
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|000626.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180228|000626.SZ,000626.SZ,2018-02-28 15:00:00,2018-03-01 09:30:00,[4],5059.68677088641,3.270502365153222,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,18794.482556641567,16580.81298622071
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300157.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300157.SZ,300157.SZ,2018-03-01 15:00:00,2018-03-02 09:30:00,[0],16687.85489235523,1.0128585045302252,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,202993.4365945058,16936.240621588495
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300474.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300474.SZ,300474.SZ,2018-03-01 15:00:00,2018-03-02 09:30:00,[2],3382.305024229972,4.997312669615418,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,186057.19597291714,16936.2406215885
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300645.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300645.SZ,300645.SZ,2018-03-01 15:00:00,2018-03-02 09:30:00,[3],9513.305085044962,1.7767154105736784,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,169120.95535132848,16936.2406215885
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300283.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300283.SZ,300283.SZ,2018-03-01 15:00:00,2018-03-02 09:30:00,[4],9376.590211620398,1.8026207148459097,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,152184.71472973982,16936.240621588495
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300350.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300350.SZ,300350.SZ,2018-03-01 15:00:00,2018-03-02 09:30:00,[5],10955.076669676486,1.5428861211783256,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,135248.47410815116,16936.2406215885
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300020.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300020.SZ,300020.SZ,2018-03-01 15:00:00,2018-03-02 09:30:00,[6],9403.05630788786,1.7975470098918287,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,118312.2334865625,16936.2406215885
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300235.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300235.SZ,300235.SZ,2018-03-01 15:00:00,2018-03-02 09:30:00,[7],8394.92697869005,2.0134106935050182,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,101375.99286497384,16936.240621588495
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300295.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300295.SZ,300295.SZ,2018-03-01 15:00:00,2018-03-02 09:30:00,[8],15989.424506552514,1.0571009446376043,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,84439.75224338518,16936.2406215885
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300034.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300034.SZ,300034.SZ,2018-03-01 15:00:00,2018-03-02 09:30:00,[9],12702.727105527967,1.3306147262451011,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,67503.51162179653,16936.2406215885
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300126.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300126.SZ,300126.SZ,2018-03-01 15:00:00,2018-03-02 09:30:00,[10],11803.768473878765,1.4319524978393714,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,50567.27100020787,16936.2406215885
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|603880.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|603880.SH,603880.SH,2018-03-01 15:00:00,2018-03-02 09:30:00,[0],12715.083228984184,1.3199052132701414,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,20370.812776447274,16816.27005038217
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300561.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180301|300561.SZ,300561.SZ,2018-03-01 15:00:00,2018-03-05 09:30:00,[1],9996.043435171514,1.6917377260404827,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,52128.82896054629,16944.50515799979
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180305|600379.SH,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180305|600379.SH,600379.SH,2018-03-05 15:00:00,2018-03-06 09:30:00,[0],13994.973491623388,1.224255470702666,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,76215.48956150422,17167.689705177643
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180306|002492.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180306|002492.SZ,002492.SZ,2018-03-06 15:00:00,2018-03-07 09:30:00,[0],12360.186195949249,1.400853842714829,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,59047.79985632654,17349.44395792482
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180306|002287.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180306|002287.SZ,002287.SZ,2018-03-06 15:00:00,2018-03-07 09:30:00,[1],7410.766391714538,2.3364404454341963,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,41698.3558984017,17349.443957924817
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|300710.SZ,V29B|20180309|300710.SZ,300710.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[0],9662.180200744186,1.8568738229755175,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,220279.61300462112,17977.33238660948
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|300098.SZ,V29B|20180309|300098.SZ,300098.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[1],2235.7246331070155,8.02489234226522,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,202302.2806180115,17977.332386609476
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|300131.SZ,V29B|20180309|300131.SZ,300131.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[2],4612.05399937577,3.8901212973791153,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,184324.94823140185,17977.332386609476
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|300221.SZ,V29B|20180309|300221.SZ,300221.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[3],3201.6153178316067,5.603874203033739,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,166347.61584479222,17977.332386609476
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|300130.SZ,V29B|20180309|300130.SZ,300130.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[4],4670.8009265590745,3.8411933562862135,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,148370.2834581826,17977.332386609476
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|300508.SZ,V29B|20180309|300508.SZ,300508.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[5],7306.9784095047125,2.4553855892466405,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,130392.95107157296,17977.33238660948
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|300193.SZ,V29B|20180309|300193.SZ,300193.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[6],9795.72450545207,1.8315592152115363,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,112415.61868496332,17977.332386609476
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|300667.SZ,V29B|20180309|300667.SZ,300667.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[7],6957.255462639707,2.5788113695090478,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,94438.28629835369,17977.332386609476
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|300007.SZ,V29B|20180309|300007.SZ,300007.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[8],7442.286550685191,2.410744247140334,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,76460.95391174406,17977.332386609476
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|300470.SZ,V29B|20180309|300470.SZ,300470.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[9],10981.512827081553,1.6337866895159223,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,58483.621525134426,17977.332386609476
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|002880.SZ,V29B|20180309|002880.SZ,002880.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[0],12170.280891201823,1.472898230088495,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,225055.99660973204,17961.43635469966
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|002897.SZ,V29B|20180309|002897.SZ,002897.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[1],13345.598169734438,1.3431833445265267,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,207094.5602550325,17961.436354699657
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|002396.SZ,V29B|20180309|002396.SZ,002396.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[2],7302.358724650928,2.4547664474245456,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,189133.12390033295,17961.436354699657
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|002152.SZ,V29B|20180309|002152.SZ,002152.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[3],9574.377336830186,1.872245531349161,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,171171.6875456334,17961.43635469966
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|002793.SZ,V29B|20180309|002793.SZ,002793.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[4],9620.1900125972,1.8633296391088177,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,153210.25119093386,17961.436354699657
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|002550.SZ,V29B|20180309|002550.SZ,002550.SZ,2018-03-09 15:00:00,2018-03-12 09:30:00,[5],7423.569919031785,2.414685303680541,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,135248.81483623432,17961.436354699657
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|603617.SH,V29B|20180309|603617.SH,603617.SH,2018-03-09 15:00:00,2018-03-12 09:30:00,[6],10746.994194428748,1.6679626749611194,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,117287.37848153478,17961.436354699657
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|603858.SH,V29B|20180309|603858.SH,603858.SH,2018-03-09 15:00:00,2018-03-12 09:30:00,[7],26787.599481525893,0.669174749932087,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,99325.94212683523,17961.436354699657
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|600518.SH,V29B|20180309|600518.SH,600518.SH,2018-03-09 15:00:00,2018-03-12 09:30:00,[8],4900.045140557074,3.6582489895783046,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,81364.50577213569,17961.43635469966
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180309|603037.SH,V29B|20180309|603037.SH,603037.SH,2018-03-09 15:00:00,2018-03-12 09:30:00,[9],11770.689296320072,1.522900208565964,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,63403.06941743614,17961.43635469966
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180312|300070.SZ,V29B|20180312|300070.SZ,300070.SZ,2018-03-12 15:00:00,2018-03-13 09:30:00,[0],8016.25094891042,2.249490817292417,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,225349.42082711542,18068.547864482985
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180312|300008.SZ,V29B|20180312|300008.SZ,300008.SZ,2018-03-12 15:00:00,2018-03-13 09:30:00,[1],6196.035239492404,2.910326071703053,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,207280.87296263222,18068.547864482982
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180312|300286.SZ,V29B|20180312|300286.SZ,300286.SZ,2018-03-12 15:00:00,2018-03-13 09:30:00,[2],8279.220456806926,2.178041156502826,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,189212.325098149,18068.547864482985
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180312|300318.SZ,V29B|20180312|300318.SZ,300318.SZ,2018-03-12 15:00:00,2018-03-13 09:30:00,[3],8812.074968221894,2.046337890192078,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,171143.7772336658,18068.547864482985
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180312|300661.SZ,V29B|20180312|300661.SZ,300661.SZ,2018-03-12 15:00:00,2018-03-13 09:30:00,[4],7870.652730936773,2.2911038658593403,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,153075.2293691826,18068.547864482985
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180312|600580.SH,V29B|20180312|600580.SH,600580.SH,2018-03-12 15:00:00,2018-03-13 09:30:00,[0],8182.951235326749,2.1995661070956567,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,100266.25634980062,18034.940077627733
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180312|002088.SZ,V29B|20180312|002088.SZ,002088.SZ,2018-03-12 15:00:00,2018-03-13 09:30:00,[1],7421.977206218303,2.4250872366141634,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,82231.31627217308,18034.940077627733
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180312|600380.SH,V29B|20180312|600380.SH,600380.SH,2018-03-12 15:00:00,2018-03-13 09:30:00,[2],5842.214199923185,3.0808425671003143,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,64196.37619454553,18034.940077627736
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180312|002349.SZ,V29B|20180312|002349.SZ,002349.SZ,2018-03-12 15:00:00,2018-03-13 09:30:00,[3],6628.240015991419,2.7154934265833255,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,46161.43611691799,18034.940077627736
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180312|600771.SH,V29B|20180312|600771.SH,600771.SH,2018-03-12 15:00:00,2018-03-13 09:30:00,[4],3497.4438826356395,5.146313364055302,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,28126.496039290447,18034.940077627736
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180313|300228.SZ,V29B|20180313|300228.SZ,300228.SZ,2018-03-13 15:00:00,2018-03-14 09:30:00,[0],17769.233334791246,1.0099490431369111,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,135006.6815046994,17981.91224415642
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180313|300291.SZ,V29B|20180313|300291.SZ,300291.SZ,2018-03-13 15:00:00,2018-03-14 09:30:00,[1],12021.812644379459,1.4927882121120228,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,117024.76926054293,17981.912244156418
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180313|002130.SZ,V29B|20180313|002130.SZ,002130.SZ,2018-03-13 15:00:00,2018-03-14 09:30:00,[0],9535.949193733783,1.8666518242737309,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,64787.64530317392,17835.897552582108
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180313|600609.SH,V29B|20180313|600609.SH,600609.SH,2018-03-13 15:00:00,2018-03-14 09:30:00,[1],11701.760435435297,1.5211640211640192,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,46951.74775059195,17835.89755258211
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180313|000928.SZ,V29B|20180313|000928.SZ,000928.SZ,2018-03-13 15:00:00,2018-03-14 09:30:00,[2],12532.538903206083,1.420326487405604,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,29115.850198009983,17835.897552582108
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180314|002286.SZ,V29B|20180314|002286.SZ,002286.SZ,2018-03-14 15:00:00,2018-03-15 09:30:00,[0],10004.529771779156,1.7751816532209004,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,29523.37957146624,17795.377415364568
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180316|000016.SZ,V29B|20180316|000016.SZ,000016.SZ,2018-03-16 15:00:00,2018-03-19 09:30:00,[0],4105.238087740479,4.344826115804197,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,68785.9582433491,17872.218746519335
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180316|600736.SH,V29B|20180316|600736.SH,600736.SH,2018-03-16 15:00:00,2018-03-19 09:30:00,[1],11966.624788770752,1.4905243516907445,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,50913.73949682992,17872.218746519335
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180319|600491.SH,V29B|20180319|600491.SH,600491.SH,2018-03-19 15:00:00,2018-03-20 09:30:00,[0],8707.3021119447,2.0365085648818058,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,33041.52075031074,17767.960318644797
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180411|002048.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180411|002048.SZ,002048.SZ,2018-04-11 15:00:00,2018-04-12 09:30:00,[0],7528.199521491473,2.345289743419153,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,496626.9809641973,17691.120742415264
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180504|000632.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180504|000632.SZ,000632.SZ,2018-05-04 15:00:00,2018-05-07 09:30:00,[0],10789.409371626809,1.6278409090909038,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,496632.890559115,17598.568843983026
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180508|002100.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180508|002100.SZ,002100.SZ,2018-05-08 15:00:00,2018-05-09 09:30:00,[0],8661.543497149563,2.030750247752504,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,479034.32171513187,17624.610465961076
ATRDR,V27,DEMAND,V29|V27|SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180508|002861.SZ,SLOW_SUPPLY_EXHAUSTION_TAKEOVER|20180508|002861.SZ,002861.SZ,2018-05-08 15:00:00,2018-05-09 09:30:00,[1],16958.237822403276,1.0372204816893436,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,461409.7112491708,17624.610465961083
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180522|300679.SZ,V29B|20180522|300679.SZ,300679.SZ,2018-05-22 15:00:00,2018-05-23 09:30:00,[0],22104.898131813603,0.8228724768982263,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,531150.2445846125,18225.89130186305
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180522|300518.SZ,V29B|20180522|300518.SZ,300518.SZ,2018-05-22 15:00:00,2018-05-23 09:30:00,[1],11070.817555277743,1.6430143651529177,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,512924.35328274965,18225.891301863052
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180522|601828.SH,V29B|20180522|601828.SH,601828.SH,2018-05-22 15:00:00,2018-05-23 09:30:00,[0],14697.418025185882,1.1982348947725736,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,477937.5226716604,17646.181059118804
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180522|600429.SH,V29B|20180522|600429.SH,600429.SH,2018-05-22 15:00:00,2018-05-23 09:30:00,[1],18933.986121367474,0.9301242236024839,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,460291.3416125416,17646.1810591188
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180522|002732.SZ,V29B|20180522|002732.SZ,002732.SZ,2018-05-22 15:00:00,2018-05-23 09:30:00,[2],9655.19276853687,1.8239883514522375,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,442645.16055342276,17646.181059118804
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180522|002701.SZ,V29B|20180522|002701.SZ,002701.SZ,2018-05-22 15:00:00,2018-05-23 09:30:00,[3],8695.270258283197,2.02534925513796,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,424998.97949430393,17646.181059118804
ATRDR,BULL,DEMAND,V29|BULL|V29B|20180522|600373.SH,V29B|20180522|600373.SH,600373.SH,2018-05-22 15:00:00,2018-05-23 09:30:00,[4],8445.840432929619,2.085163611684337,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,407352.7984351851,17646.181059118804
