strategy,cutoff,prefix_parents,extended_parents_through_T,compared_columns,status,scope,source_sha256,prefix_sha256
OGR,2021-06-30,360,360,87,PASS,RAW_DAILY_REGENERATED_V13_V27_V28_V28R1_V28R2_PARENTS,53c9e1e62b4b1bbd45979c868f5543eea58114d0bf659f866cd37d979068cc00,6ff89d26f62e5ae331ab5d779282d356699b9237436d4e581bafc86da482d83a
