strategy,route,family,event_id,parent_event_id,symbol,decision_at,earliest_execution_at,native_priority,native_requested_quantity,price,fee_rate,lot_size,side,reason,state_requirements,economic_event_definition,board,native_base_cash_limit,native_requested_notional
OGR,FIXED_BELOW_L_REPAIR,GAP,002631.SZ|2018-01-31,002631.SZ|2018-01-31,002631.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.20602914721253507, 0.0, ""002631.SZ"", ""002631.SZ|2018-01-31""]",791.5640684660509,7.880000114440918,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,500000.0,6249.999999999999
OGR,FIXED_BELOW_L_REPAIR,GAP,300268.SZ|2018-01-31,300268.SZ|2018-01-31,300268.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.18714903051040754, 0.31534430387358237, ""300268.SZ"", ""300268.SZ|2018-01-31""]",445.5374964357,14.0,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,500000.0,6249.999999999999
OGR,FIXED_BELOW_L_REPAIR,GAP,002200.SZ|2018-01-31,002200.SZ|2018-01-31,002200.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.18577615666839264, 0.19178328604287054, ""002200.SZ"", ""002200.SZ|2018-01-31""]",732.9342428122019,8.510000228881836,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,493750.0,6249.745115235348
OGR,FIXED_BELOW_L_REPAIR,GAP,300076.SZ|2018-01-30,300076.SZ|2018-01-30,300076.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.17963446237142522, 0.1057027715471948, ""300076.SZ"", ""300076.SZ|2018-01-30""]",1395.4717412050204,4.46999979019165,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,493750.0,6250.233907185628
OGR,FIXED_BELOW_L_REPAIR,GAP,600698.SH|2018-01-31,600698.SH|2018-01-31,600698.SH,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.1539620864187925, 0.3128568889297364, ""600698.SH"", ""600698.SH|2018-01-31""]",1144.424801789508,5.449999809265137,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,487500.25488476455,6249.589181374052
OGR,FIXED_BELOW_L_REPAIR,GAP,002446.SZ|2018-01-31,002446.SZ|2018-01-31,002446.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.1298372234038736, 0.0, ""002446.SZ"", ""002446.SZ|2018-01-31""]",850.8422738523342,7.329999923706055,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,481250.6657033907,6249.147150028342
OGR,FIXED_BELOW_L_REPAIR,GAP,002702.SZ|2018-01-31,002702.SZ|2018-01-31,002702.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.12818356209281423, 0.02984559623818198, ""002702.SZ"", ""002702.SZ|2018-01-31""]",1506.5336023513573,4.139999866485596,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,475001.5185533622,6249.523010415864
OGR,FIXED_BELOW_L_REPAIR,GAP,300220.SZ|2018-02-01,300220.SZ|2018-02-01,300220.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.1125856368894862, 0.26331705080651524, ""300220.SZ"", ""300220.SZ|2018-02-01""]",509.19206215207464,12.25,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,487499.7660928145,6250.077966885639
OGR,FIXED_BELOW_L_REPAIR,GAP,002401.SZ|2018-02-01,002401.SZ|2018-02-01,002401.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.1103279435604958, 0.0, ""002401.SZ"", ""002401.SZ|2018-02-01""]",643.6228719673252,9.6899995803833,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,468751.9955429463,6249.178770007053
OGR,FIXED_BELOW_L_REPAIR,GAP,000917.SZ|2018-01-31,000917.SZ|2018-01-31,000917.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.10971427527825961, 0.7616841713988404, ""000917.SZ"", ""000917.SZ|2018-01-31""]",871.0938048605562,7.159999847412109,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,462502.8167729392,6249.505572902983
OGR,FIXED_BELOW_L_REPAIR,GAP,300025.SZ|2018-01-31,300025.SZ|2018-01-31,300025.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.10816346744204419, 0.19500257110136457, ""300025.SZ"", ""300025.SZ|2018-01-31""]",1310.4413698467736,4.760000228881836,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,481249.68812592886,6250.176622847683
OGR,FIXED_BELOW_L_REPAIR,GAP,600601.SH|2018-01-31,600601.SH|2018-01-31,600601.SH,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.1076164358809153, 0.0, ""600601.SH"", ""600601.SH|2018-01-31""]",2173.2033046898255,2.869999885559082,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,456253.3112000362,6249.56742222793
OGR,FIXED_BELOW_L_REPAIR,GAP,000519.SZ|2018-01-31,000519.SZ|2018-01-31,000519.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.09134016894747932, 0.8206863769036242, ""000519.SZ"", ""000519.SZ|2018-01-31""]",840.5576224569879,7.420000076293945,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,450003.74377780827,6249.411498005828
OGR,FIXED_BELOW_L_REPAIR,GAP,002759.SZ|2018-01-31,002759.SZ|2018-01-31,002759.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.0644786152833201, 0.0, ""002759.SZ"", ""002759.SZ|2018-01-31""]",492.247985176686,12.670000076293945,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,443754.3322798023,6249.25557376364
OGR,FIXED_BELOW_L_REPAIR,GAP,600571.SH|2018-02-01,600571.SH|2018-02-01,600571.SH,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.0611885670533705, 0.08886842835090854, ""600571.SH"", ""600571.SH|2018-02-01""]",725.2319271370635,8.600000381469727,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,437505.0767060388,6249.468839732836
OGR,FIXED_BELOW_L_REPAIR,GAP,002261.SZ|2018-02-01,002261.SZ|2018-02-01,002261.SZ,2018-02-22 15:00:00,2018-02-23 09:30:00,"[-0.042320767123430914, 0.0, ""002261.SZ"", ""002261.SZ|2018-02-01""]",983.7571023529523,6.340000152587891,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,431255.60786630586,6249.494219385193
OGR,FIXED_BELOW_L_REPAIR,GAP,002338.SZ|2018-02-02,002338.SZ|2018-02-02,002338.SZ,2018-02-23 15:00:00,2018-02-26 09:30:00,"[-0.12030752316857596, 0.0, ""002338.SZ"", ""002338.SZ|2018-02-02""]",587.8237397422984,10.630000114440918,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,425006.11364692077,6261.063553573183
OGR,FIXED_BELOW_L_REPAIR,GAP,300106.SZ|2018-01-31,300106.SZ|2018-01-31,300106.SZ,2018-02-23 15:00:00,2018-02-26 09:30:00,"[-0.09626345160821748, 0.00304314873765569, ""300106.SZ"", ""300106.SZ|2018-01-31""]",976.414225065675,6.389999866485596,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,474999.5115030813,6251.765341339909
OGR,FIXED_BELOW_L_REPAIR,GAP,603958.SH|2018-02-02,603958.SH|2018-02-02,603958.SH,2018-02-23 15:00:00,2018-02-26 09:30:00,"[-0.08122514479457332, 0.0, ""603958.SH"", ""603958.SH|2018-02-02""]",586.6708060854053,10.649999618530273,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,418745.0500933477,6260.539948734438
OGR,FIXED_BELOW_L_REPAIR,GAP,002106.SZ|2018-02-02,002106.SZ|2018-02-02,002106.SZ,2018-02-23 15:00:00,2018-02-26 09:30:00,"[-0.06753827370048304, 0.5152739278588957, ""002106.SZ"", ""002106.SZ|2018-02-02""]",816.6695371534227,7.650000095367432,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,412484.5101446132,6260.017081181574
OGR,FIXED_BELOW_L_REPAIR,GAP,002724.SZ|2018-02-02,002724.SZ|2018-02-02,002724.SZ,2018-02-23 15:00:00,2018-02-26 09:30:00,"[-0.06602530108307358, 0.0, ""002724.SZ"", ""002724.SZ|2018-02-02""]",809.23114633272,7.71999979019165,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,406224.4930634317,6259.758808464957
OGR,FIXED_BELOW_L_REPAIR,GAP,600397.SH|2018-01-31,600397.SH|2018-01-31,600397.SH,2018-02-23 15:00:00,2018-02-26 09:30:00,"[-0.03898824928524269, 0.0, ""600397.SH"", ""600397.SH|2018-01-31""]",2117.561171259261,2.950000047683716,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,399964.73425496696,6259.299167300381
OGR,FIXED_BELOW_L_REPAIR,GAP,603336.SH|2018-02-02,603336.SH|2018-02-02,603336.SH,2018-02-23 15:00:00,2018-02-26 09:30:00,"[-0.0379848866182424, 0.838628107315586, ""603336.SH"", ""603336.SH|2018-02-02""]",335.82717212825884,18.600000381469727,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,393705.4350876664,6258.878300752901
OGR,FIXED_BELOW_L_REPAIR,GAP,002799.SZ|2018-02-05,002799.SZ|2018-02-05,002799.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,"[-0.20095432106493183, 0.8365568860795293, ""002799.SZ"", ""002799.SZ|2018-02-05""]",471.11783000647506,13.350000381469727,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,394653.43464520667,6302.002056724239
OGR,FIXED_BELOW_L_REPAIR,GAP,300517.SZ|2018-02-02,300517.SZ|2018-02-02,300517.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,"[-0.08951855177594936, 0.2526710925044816, ""300517.SZ"", ""300517.SZ|2018-02-02""]",398.17138373755284,15.699999809265137,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,468747.7461617412,6263.793230031884
OGR,FIXED_BELOW_L_REPAIR,GAP,002836.SZ|2018-02-01,002836.SZ|2018-02-01,002836.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,"[-0.08741133490594577, 0.7410010660127898, ""002836.SZ"", ""002836.SZ|2018-02-01""]",381.1569678649526,16.5,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,388351.4325884823,6301.668149711261
OGR,FIXED_BELOW_L_REPAIR,GAP,600749.SH|2018-02-01,600749.SH|2018-02-01,600749.SH,2018-02-26 15:00:00,2018-02-27 09:30:00,"[-0.08026142234940137, 0.2750228149774041, ""600749.SH"", ""600749.SH|2018-02-01""]",451.13275445382635,13.9399995803833,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,382049.7644387712,6301.367988599069
OGR,FIXED_BELOW_L_REPAIR,GAP,600113.SH|2018-02-02,600113.SH|2018-02-02,600113.SH,2018-02-26 15:00:00,2018-02-27 09:30:00,"[-0.0684776924533812, 0.5100046973807755, ""600113.SH"", ""600113.SH|2018-02-02""]",711.3838682859961,8.84000015258789,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,375748.3964501722,6301.210771205163
OGR,FIXED_BELOW_L_REPAIR,GAP,300380.SZ|2018-02-05,300380.SZ|2018-02-05,300380.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,"[-0.06692066765758886, 0.019223172504767193, ""300380.SZ"", ""300380.SZ|2018-02-05""]",349.6021595279656,17.8799991607666,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,462483.9529317091,6263.388091600142
OGR,FIXED_BELOW_L_REPAIR,GAP,600830.SH|2018-02-02,600830.SH|2018-02-02,600830.SH,2018-02-26 15:00:00,2018-02-27 09:30:00,"[-0.04532764302804049, 0.0, ""600830.SH"", ""600830.SH|2018-02-02""]",948.5550859303646,6.630000114440918,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,369447.1856789668,6301.498168928375
OGR,FIXED_BELOW_L_REPAIR,GAP,002846.SZ|2018-02-02,002846.SZ|2018-02-02,002846.SZ,2018-02-26 15:00:00,2018-02-27 09:30:00,"[-0.04469698146060441, 0.0, ""002846.SZ"", ""002846.SZ|2018-02-02""]",449.8315658743949,13.979999542236328,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,363145.68751003826,6301.222375177506
OGR,FIXED_BELOW_L_REPAIR,GAP,002048.SZ|2018-03-23,002048.SZ|2018-03-23,002048.SZ,2018-04-11 15:00:00,2018-04-12 09:30:00,"[-0.05831846674779029, 0.0, ""002048.SZ"", ""002048.SZ|2018-03-23""]",385.79995557485887,16.600000381469727,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,MAIN,507087.0368086607,6417.087968533088
OGR,FIXED_BELOW_L_REPAIR,GAP,300418.SZ|2018-04-03,300418.SZ|2018-04-03,300418.SZ,2018-04-24 15:00:00,2018-04-25 09:30:00,"[-0.07868544827709312, 0.7583428550464929, ""300418.SZ"", ""300418.SZ|2018-04-03""]",278.9814221317101,22.600000381469727,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,505407.21656742506,6317.590207092814
OGR,FIXED_BELOW_L_REPAIR,GAP,300433.SZ|2018-04-03,300433.SZ|2018-04-03,300433.SZ,2018-04-25 15:00:00,2018-04-26 09:30:00,"[-0.08745625923948075, 0.6279806700747406, ""300433.SZ"", ""300433.SZ|2018-04-03""]",291.92217062308254,21.600000381469727,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,499089.6263603321,6318.130034811689
OGR,FIXED_BELOW_L_REPAIR,GAP,300355.SZ|2018-06-13,300355.SZ|2018-06-13,300355.SZ,2018-06-29 15:00:00,2018-07-02 09:30:00,"[-0.10722887558216931, 0.7987200005498377, ""300355.SZ"", ""300355.SZ|2018-06-13""]",1051.195132075274,6.0,0.002,0,BUY,NATIVE_ELIGIBLE,NATIVE_ADAPTER_ACTUAL_FUNDED_STATE,,CHINEXT,505582.81072292384,6319.785134036547
