year,peer_status,events,peer_mean_corr,peer_median_corr,peer_industry_n,peer_board_n,coverage
2020,OK,18809,0.7493050592679195,0.7426315546035767,14.281354670636398,2.287043436652666,0.9863876036269721
2020,PEER_UNAVAILABLE,130,,,0.0,0.0,0.0
2021,OK,20606,0.7108836057888331,0.7024800777435303,13.827477433757158,2.547898670290207,0.9814648885255628
2021,PEER_UNAVAILABLE,177,,,0.0,0.0,0.0
2022,OK,23204,0.7647349650598645,0.7616651952266693,12.642346147215997,2.546457507326323,0.9868610104862932
2022,PEER_UNAVAILABLE,293,,,0.0,0.0,0.0
2023,OK,22549,0.7542017659814169,0.750540018081665,12.006341744644995,2.601534436116901,0.9905514375891251
2023,PEER_UNAVAILABLE,198,,,0.0,0.0,0.0
