target,split,feature,family,kind,category,winner_total,winner_available,winner_coverage,nonwinner_total,nonwinner_available,nonwinner_coverage,winner_median,nonwinner_median,auc_winner_higher,auc_cluster_ci_low,auc_cluster_ci_high
any_upside,holdout,lost_count_20,lifecycle_events,continuous,persistence,415,415,1,342,342,1,3,2,0.614415557,0.5677234008,0.6539208788
any_upside,holdout,ensemble_ambiguity,ensemble_ambiguity,binary,absolute_state,415,415,1,342,342,1,1,1,0.5403896287,0.4996774454,0.579088667
any_upside,holdout,ambiguity_rate_20,ensemble_ambiguity,continuous,persistence,415,415,1,342,342,1,0.85,0.65,0.5688719791,0.5266924757,0.6114010349
any_upside,holdout,concentration_20,scalar_chip,continuous,absolute_state,415,415,1,342,341,0.9970760234,0.6519947389,0.7126873762,0.3836625093,0.3363204824,0.4335646354
any_upside,holdout,profit_ratio,scalar_chip,continuous,absolute_state,415,415,1,342,341,0.9970760234,0.1343575221,0.1864457892,0.4304632018,0.3868308854,0.4758895108
any_upside,holdout,asr,scalar_chip,continuous,absolute_state,415,415,1,342,341,0.9970760234,0.3743958465,0.5116961169,0.3511217892,0.3100661333,0.3932448345
any_upside,holdout,cbw,scalar_chip,continuous,absolute_state,415,415,1,342,341,0.9970760234,73.63939564,59.90560355,0.6321344027,0.590572052,0.6772215955
any_upside,holdout,average_cost_rel_price,cost_anchors,continuous,absolute_state,415,415,1,342,341,0.9970760234,0.1208223854,0.09027950665,0.5878034131,0.536336134,0.6337329401
any_upside,holdout,p01_rel_price,cost_anchors,continuous,absolute_state,415,415,1,342,341,0.9970760234,-0.1355937515,-0.1008017373,0.4588488853,0.4112682687,0.5026800706
any_upside,holdout,p10_rel_price,cost_anchors,continuous,absolute_state,415,415,1,342,341,0.9970760234,-0.01943671064,-0.02880604264,0.5262728333,0.4720512338,0.5728235203
any_upside,holdout,p50_rel_price,cost_anchors,continuous,absolute_state,415,415,1,342,341,0.9970760234,0.1091212911,0.07360836234,0.6089601809,0.5589361458,0.6542141957
any_upside,holdout,p90_rel_price,cost_anchors,continuous,absolute_state,415,415,1,342,341,0.9970760234,0.2645057285,0.2182658937,0.6001059958,0.5557894437,0.6377308302
any_upside,holdout,p99_rel_price,cost_anchors,continuous,absolute_state,415,415,1,342,341,0.9970760234,0.4610814244,0.3898611112,0.5755220295,0.5338805114,0.6160404038
any_upside,holdout,model_spread_cost_p50,model_consensus,continuous,absolute_state,415,415,1,342,341,0.9970760234,0.1820944828,0.1139174262,0.5918842526,0.5467590292,0.6317673968
any_upside,holdout,model_spread_cost_p90,model_consensus,continuous,absolute_state,415,415,1,342,341,0.9970760234,0.303643347,0.2300658864,0.5572766138,0.5147305744,0.6006420144
any_upside,holdout,model_spread_dominant_peak_today,model_consensus,continuous,absolute_state,415,415,1,342,341,0.9970760234,0,0,0.5081828781,0.476159301,0.5463376079
any_upside,holdout,peak_track_age_chg_5,peak_age,continuous,recent_change,415,88,0.2120481928,342,97,0.283625731,5,5,0.5,0.5,0.5
any_upside,holdout,peak_track_age_chg_10,peak_age,continuous,recent_change,415,64,0.1542168675,342,88,0.2573099415,10,10,0.5,0.5,0.5
any_upside,holdout,peak_track_age_chg_20,peak_age,continuous,recent_change,415,45,0.1084337349,342,69,0.201754386,20,20,0.5,0.5,0.5
any_upside,holdout,peak_track_mass_chg_5,peak_mass,continuous,recent_change,415,88,0.2120481928,342,97,0.283625731,-0.005180757571,-0.005336850393,0.5287019681,0.4335070023,0.6113704706
any_upside,holdout,peak_track_mass_chg_10,peak_mass,continuous,recent_change,415,64,0.1542168675,342,88,0.2573099415,-0.01134280032,-0.009568246895,0.4760298295,0.3948694331,0.563406176
any_upside,holdout,peak_track_mass_chg_20,peak_mass,continuous,recent_change,415,45,0.1084337349,342,69,0.201754386,-0.02240134947,-0.02103672147,0.46215781,0.3504983583,0.5662693434
any_upside,holdout,peak_track_prominence_chg_5,peak_prominence,continuous,recent_change,415,88,0.2120481928,342,97,0.283625731,-0.000339593397,-0.0003385042422,0.5039831303,0.418472251,0.5936760551
any_upside,holdout,peak_track_prominence_chg_10,peak_prominence,continuous,recent_change,415,64,0.1542168675,342,88,0.2573099415,-0.0006274317564,-0.0007145986464,0.5427911932,0.4611256143,0.6363331981
any_upside,holdout,peak_track_prominence_chg_20,peak_prominence,continuous,recent_change,415,45,0.1084337349,342,69,0.201754386,-0.001124925106,-0.001393715164,0.531078905,0.4191109116,0.6418347339
any_upside,holdout,peak_band_width_rel_price_chg_5,peak_shape,continuous,recent_change,415,88,0.2120481928,342,97,0.283625731,0.004927803319,0.001359155491,0.7358247423,0.6723005637,0.7994690905
any_upside,holdout,peak_band_width_rel_price_chg_10,peak_shape,continuous,recent_change,415,64,0.1542168675,342,88,0.2573099415,0.005770049788,0.001016678841,0.7137784091,0.6341778613,0.7856668146
any_upside,holdout,peak_band_width_rel_price_chg_20,peak_shape,continuous,recent_change,415,45,0.1084337349,342,69,0.201754386,0.004600062949,0.001932366659,0.608373591,0.4821864103,0.7150396539
any_upside,holdout,peak_location_rel_price_chg_5,peak_shape,continuous,recent_change,415,88,0.2120481928,342,97,0.283625731,0.05371655181,0.02446151041,0.7641752577,0.6927313923,0.8306410537
any_upside,holdout,peak_location_rel_price_chg_10,peak_shape,continuous,recent_change,415,64,0.1542168675,342,88,0.2573099415,0.06500244362,0.02205687697,0.7849786932,0.7275423057,0.848341469
any_upside,holdout,peak_location_rel_price_chg_20,peak_shape,continuous,recent_change,415,45,0.1084337349,342,69,0.201754386,0.08476156679,0.0289070462,0.7062801932,0.6114699069,0.7949855725
any_upside,holdout,base_presence_20_chg_5,base_persistence,continuous,recent_change,415,415,1,342,342,1,0,0,0.5069717466,0.4746775698,0.5445183657
any_upside,holdout,base_presence_20_chg_10,base_persistence,continuous,recent_change,415,415,1,342,342,1,0,0,0.5131332347,0.4787982313,0.5510768185
any_upside,holdout,base_presence_20_chg_20,base_persistence,continuous,recent_change,415,415,1,342,342,1,0,0,0.4892658353,0.4555296372,0.5281065159
any_upside,holdout,concentration_20_chg_5,scalar_chip,continuous,recent_change,415,415,1,342,341,0.9970760234,0.0006347485387,0.003104718688,0.4747270607,0.43237069,0.5147273788
any_upside,holdout,concentration_20_chg_10,scalar_chip,continuous,recent_change,415,415,1,342,341,0.9970760234,0.004376764611,0.006623536621,0.5016959333,0.4643431982,0.538130867
any_upside,holdout,concentration_20_chg_20,scalar_chip,continuous,recent_change,415,415,1,342,341,0.9970760234,0.01559087539,0.01108136929,0.5324347242,0.4946502375,0.5730959862
any_upside,holdout,profit_ratio_chg_5,scalar_chip,continuous,recent_change,415,415,1,342,341,0.9970760234,-0.09571737503,-0.03281785263,0.3074656397,0.2748442977,0.3440247561
any_upside,holdout,profit_ratio_chg_10,scalar_chip,continuous,recent_change,415,415,1,342,341,0.9970760234,-0.1392577631,-0.0487550083,0.2977740876,0.2605656533,0.3398742219
any_upside,holdout,profit_ratio_chg_20,scalar_chip,continuous,recent_change,415,415,1,342,341,0.9970760234,-0.1615621476,-0.07223005466,0.3473942692,0.3125482293,0.3844420001
any_upside,holdout,average_cost_rel_price_chg_5,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.05709010687,0.01986730642,0.7720171007,0.7362092115,0.8088784672
any_upside,holdout,average_cost_rel_price_chg_10,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.07278513716,0.02513225515,0.7499593683,0.7069149937,0.7854886486
any_upside,holdout,average_cost_rel_price_chg_20,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.08705368552,0.03121021681,0.6976751581,0.6591191289,0.7345826292
any_upside,holdout,p10_rel_price_chg_5,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.04624204281,0.01649472274,0.7638342225,0.7310207234,0.797637613
any_upside,holdout,p10_rel_price_chg_10,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.06240425734,0.02259410679,0.7458361304,0.7054018869,0.7813181562
any_upside,holdout,p10_rel_price_chg_20,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.07369501147,0.02930584849,0.6864325337,0.6479237809,0.7276298732
any_upside,holdout,p50_rel_price_chg_5,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.05481754331,0.02009474997,0.767643006,0.7319985916,0.804107916
any_upside,holdout,p50_rel_price_chg_10,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.07005358384,0.023825791,0.7473518708,0.7013992709,0.7837247457
any_upside,holdout,p50_rel_price_chg_20,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.08500462473,0.03178239273,0.6963784758,0.656317478,0.7327762129
any_upside,holdout,p90_rel_price_chg_5,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.0683651582,0.02234518358,0.7765607886,0.7436050053,0.8150249032
any_upside,holdout,p90_rel_price_chg_10,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.08833276753,0.02836303211,0.7473942692,0.7103258278,0.7842780661
any_upside,holdout,p90_rel_price_chg_20,cost_anchors,continuous,recent_change,415,415,1,342,341,0.9970760234,0.100418284,0.038574984,0.6836483765,0.6416521363,0.7182557883
up20_20,discovery,base_exists,structural_base,binary,absolute_state,533,533,1,249,249,1,0,0,0.47366577,,
up20_20,discovery,strict_temporal_valid,structural_base,binary,absolute_state,533,533,1,249,249,1,0,0,0.4767286783,,
up20_20,discovery,peak_track_age,peak_age,continuous,absolute_state,533,171,0.3208255159,249,93,0.3734939759,50,57,0.4717348928,,
up20_20,discovery,peak_track_mass,peak_mass,continuous,absolute_state,533,171,0.3208255159,249,93,0.3734939759,0.2322958295,0.2640045564,0.4004904735,,
up20_20,discovery,peak_track_prominence,peak_prominence,continuous,absolute_state,533,171,0.3208255159,249,93,0.3734939759,0.01065147496,0.01254766408,0.4321826071,,
up20_20,discovery,peak_band_width_abs,peak_shape,continuous,absolute_state,533,171,0.3208255159,249,93,0.3734939759,0.6181447092,0.6604900829,0.4829591901,,
up20_20,discovery,peak_band_width_rel_price,peak_shape,continuous,absolute_state,533,171,0.3208255159,249,93,0.3734939759,0.09588905657,0.1090912991,0.4150160347,,
up20_20,discovery,peak_location_rel_price,peak_shape,continuous,absolute_state,533,171,0.3208255159,249,93,0.3734939759,0.2299584334,0.233816671,0.5234861347,,
up20_20,discovery,rolling_base_episode_age,base_persistence,continuous,persistence,533,171,0.3208255159,249,93,0.3734939759,5,6,0.4511098535,,
up20_20,discovery,days_since_rebinding,base_persistence,continuous,persistence,533,148,0.277673546,249,83,0.3333333333,4,4,0.4832709215,,
up20_20,discovery,rebinding_observed,base_persistence,binary,lifecycle_event,533,533,1,249,249,1,0,0,0.4721701063,,
up20_20,discovery,base_presence_5,base_persistence,continuous,persistence,533,499,0.9362101313,249,242,0.9718875502,0,0,0.4694223157,,
up20_20,discovery,base_presence_10,base_persistence,continuous,persistence,533,484,0.9080675422,249,241,0.9678714859,0.1,0.3,0.4582361716,,
up20_20,discovery,base_presence_20,base_persistence,continuous,persistence,533,232,0.435272045,249,222,0.8915662651,0.175,0.3,0.4429655949,,
up20_20,discovery,peak_track_split,lifecycle_events,binary,lifecycle_event,533,533,1,249,249,1,0,0,0.4998982798,,
up20_20,discovery,peak_track_merge,lifecycle_events,binary,lifecycle_event,533,533,1,249,249,1,0,0,0.5102172291,,
up20_20,discovery,peak_track_lost,lifecycle_events,binary,lifecycle_event,533,533,1,249,249,1,0,0,0.5350331909,,
up20_20,discovery,split_count_20,lifecycle_events,continuous,persistence,533,232,0.435272045,249,222,0.8915662651,2,0,0.6979360826,,
up20_20,discovery,merge_count_20,lifecycle_events,continuous,persistence,533,232,0.435272045,249,222,0.8915662651,3,1,0.7204100652,,
up20_20,discovery,lost_count_20,lifecycle_events,continuous,persistence,533,232,0.435272045,249,222,0.8915662651,4,2,0.7287880553,,
up20_20,discovery,ensemble_ambiguity,ensemble_ambiguity,binary,absolute_state,533,533,1,249,249,1,1,1,0.5268616681,,
up20_20,discovery,ambiguity_rate_20,ensemble_ambiguity,continuous,persistence,533,232,0.435272045,249,222,0.8915662651,0.8,0.7,0.5625582479,,
up20_20,discovery,concentration_20,scalar_chip,continuous,absolute_state,533,533,1,249,248,0.9959839357,0.6671011613,0.6890713173,0.4794150578,,
up20_20,discovery,profit_ratio,scalar_chip,continuous,absolute_state,533,533,1,249,248,0.9959839357,0.04842087354,0.05939182831,0.4713164982,,
up20_20,discovery,asr,scalar_chip,continuous,absolute_state,533,533,1,249,248,0.9959839357,0.2523442327,0.2648746414,0.4722508019,,
up20_20,discovery,cbw,scalar_chip,continuous,absolute_state,533,533,1,249,248,0.9959839357,74.94494956,73.42288766,0.5284187194,,
up20_20,discovery,average_cost_rel_price,cost_anchors,continuous,absolute_state,533,533,1,249,248,0.9959839357,0.1843155854,0.1853461878,0.5161063366,,
up20_20,discovery,p01_rel_price,cost_anchors,continuous,absolute_state,533,533,1,249,248,0.9959839357,-0.05203968111,-0.04825855551,0.5032833021,,
up20_20,discovery,p10_rel_price,cost_anchors,continuous,absolute_state,533,533,1,249,248,0.9959839357,0.02855305299,0.03542508988,0.4963308721,,
up20_20,discovery,p50_rel_price,cost_anchors,continuous,absolute_state,533,533,1,249,248,0.9959839357,0.1693823291,0.1624905639,0.5308849785,,
up20_20,discovery,p90_rel_price,cost_anchors,continuous,absolute_state,533,533,1,249,248,0.9959839357,0.359280278,0.3504267824,0.5260810688,,
up20_20,discovery,p99_rel_price,cost_anchors,continuous,absolute_state,533,533,1,249,248,0.9959839357,0.5982709767,0.5714032782,0.5076257338,,
up20_20,discovery,model_spread_cost_p50,model_consensus,continuous,absolute_state,533,533,1,249,248,0.9959839357,0.136653273,0.09446142107,0.586179114,,
up20_20,discovery,model_spread_cost_p90,model_consensus,continuous,absolute_state,533,533,1,249,248,0.9959839357,0.3022916769,0.2255973335,0.5634191733,,
up20_20,discovery,model_spread_dominant_peak_today,model_consensus,continuous,absolute_state,533,533,1,249,248,0.9959839357,0,0,0.5152401198,,
up20_20,discovery,peak_track_age_chg_5,peak_age,continuous,recent_change,533,99,0.1857410882,249,73,0.2931726908,5,5,0.5,,
up20_20,discovery,peak_track_age_chg_10,peak_age,continuous,recent_change,533,80,0.1500938086,249,59,0.2369477912,10,10,0.5,,
up20_20,discovery,peak_track_age_chg_20,peak_age,continuous,recent_change,533,22,0.04127579737,249,44,0.1767068273,20,20,0.5,,
up20_20,discovery,peak_track_mass_chg_5,peak_mass,continuous,recent_change,533,99,0.1857410882,249,73,0.2931726908,-0.007646414846,-0.005996370372,0.4600802546,,
up20_20,discovery,peak_track_mass_chg_10,peak_mass,continuous,recent_change,533,80,0.1500938086,249,59,0.2369477912,-0.01416681944,-0.0100753514,0.468220339,,
up20_20,discovery,peak_track_mass_chg_20,peak_mass,continuous,recent_change,533,22,0.04127579737,249,44,0.1767068273,-0.03637747267,-0.02225955174,0.4049586777,,
up20_20,discovery,peak_track_prominence_chg_5,peak_prominence,continuous,recent_change,533,99,0.1857410882,249,73,0.2931726908,-0.0004791245657,-0.0005220225116,0.4895530649,,
up20_20,discovery,peak_track_prominence_chg_10,peak_prominence,continuous,recent_change,533,80,0.1500938086,249,59,0.2369477912,-0.0006977907828,-0.000876206191,0.5154661017,,
up20_20,discovery,peak_track_prominence_chg_20,peak_prominence,continuous,recent_change,533,22,0.04127579737,249,44,0.1767068273,-0.002858080335,-0.001476264869,0.3605371901,,
up20_20,discovery,peak_band_width_rel_price_chg_5,peak_shape,continuous,recent_change,533,99,0.1857410882,249,73,0.2931726908,0.01092638331,0.008062074455,0.603708316,,
up20_20,discovery,peak_band_width_rel_price_chg_10,peak_shape,continuous,recent_change,533,80,0.1500938086,249,59,0.2369477912,0.01159182017,0.01084218854,0.5186440678,,
up20_20,discovery,peak_band_width_rel_price_chg_20,peak_shape,continuous,recent_change,533,22,0.04127579737,249,44,0.1767068273,0.006310905856,0.01338969764,0.4101239669,,
up20_20,discovery,peak_location_rel_price_chg_5,peak_shape,continuous,recent_change,533,99,0.1857410882,249,73,0.2931726908,0.1640585468,0.08882281672,0.7200774872,,
up20_20,discovery,peak_location_rel_price_chg_10,peak_shape,continuous,recent_change,533,80,0.1500938086,249,59,0.2369477912,0.1774224041,0.1260487874,0.6404661017,,
up20_20,discovery,peak_location_rel_price_chg_20,peak_shape,continuous,recent_change,533,22,0.04127579737,249,44,0.1767068273,0.1159962541,0.1435290261,0.4669421488,,
up20_20,discovery,base_presence_20_chg_5,base_persistence,continuous,recent_change,533,220,0.4127579737,249,104,0.4176706827,0,0,0.5203671329,,
up20_20,discovery,base_presence_20_chg_10,base_persistence,continuous,recent_change,533,208,0.3902439024,249,101,0.40562249,0,0,0.4760329398,,
up20_20,discovery,base_presence_20_chg_20,base_persistence,continuous,recent_change,533,169,0.3170731707,249,98,0.3935742972,0,0,0.4755766212,,
up20_20,discovery,concentration_20_chg_5,scalar_chip,continuous,recent_change,533,487,0.91369606,249,240,0.9638554217,-0.0106117938,-0.02111657623,0.6205595483,,
up20_20,discovery,concentration_20_chg_10,scalar_chip,continuous,recent_change,533,484,0.9080675422,249,240,0.9638554217,-0.002344292824,-0.02143897049,0.6219094353,,
up20_20,discovery,concentration_20_chg_20,scalar_chip,continuous,recent_change,533,228,0.4277673546,249,221,0.8875502008,-0.0120976312,-0.00990805518,0.4929943637,,
up20_20,discovery,profit_ratio_chg_5,scalar_chip,continuous,recent_change,533,487,0.91369606,249,240,0.9638554217,-0.2331516416,-0.07042031005,0.2208418891,,
up20_20,discovery,profit_ratio_chg_10,scalar_chip,continuous,recent_change,533,484,0.9080675422,249,240,0.9638554217,-0.3290077153,-0.1726453259,0.3395833333,,
up20_20,discovery,profit_ratio_chg_20,scalar_chip,continuous,recent_change,533,228,0.4277673546,249,221,0.8875502008,-0.2282093549,-0.2493239537,0.5051996507,,
up20_20,discovery,average_cost_rel_price_chg_5,cost_anchors,continuous,recent_change,533,487,0.91369606,249,240,0.9638554217,0.1419732216,0.0758032569,0.7262149213,,
up20_20,discovery,average_cost_rel_price_chg_10,cost_anchors,continuous,recent_change,533,484,0.9080675422,249,240,0.9638554217,0.166808728,0.1145876274,0.6437758264,,
up20_20,discovery,average_cost_rel_price_chg_20,cost_anchors,continuous,recent_change,533,228,0.4277673546,249,221,0.8875502008,0.1023014775,0.1133916844,0.5016273716,,
up20_20,discovery,p10_rel_price_chg_5,cost_anchors,continuous,recent_change,533,487,0.91369606,249,240,0.9638554217,0.1160612281,0.0541292727,0.737183436,,
up20_20,discovery,p10_rel_price_chg_10,cost_anchors,continuous,recent_change,533,484,0.9080675422,249,240,0.9638554217,0.1356564987,0.09315528091,0.6453770661,,
up20_20,discovery,p10_rel_price_chg_20,cost_anchors,continuous,recent_change,533,228,0.4277673546,249,221,0.8875502008,0.09092449766,0.1007544247,0.4857108835,,
up20_20,discovery,p50_rel_price_chg_5,cost_anchors,continuous,recent_change,533,487,0.91369606,249,240,0.9638554217,0.1423374035,0.07747318534,0.7106262834,,
up20_20,discovery,p50_rel_price_chg_10,cost_anchors,continuous,recent_change,533,484,0.9080675422,249,240,0.9638554217,0.1639306386,0.1139107241,0.6398415978,,
up20_20,discovery,p50_rel_price_chg_20,cost_anchors,continuous,recent_change,533,228,0.4277673546,249,221,0.8875502008,0.1022393357,0.1127828715,0.495792649,,
up20_20,discovery,p90_rel_price_chg_5,cost_anchors,continuous,recent_change,533,487,0.91369606,249,240,0.9638554217,0.1671423072,0.09529259654,0.7122433265,,
up20_20,discovery,p90_rel_price_chg_10,cost_anchors,continuous,recent_change,533,484,0.9080675422,249,240,0.9638554217,0.1922588701,0.1395564298,0.6266012397,,
up20_20,discovery,p90_rel_price_chg_20,cost_anchors,continuous,recent_change,533,228,0.4277673546,249,221,0.8875502008,0.1258484159,0.1342684852,0.504227197,,
up20_20,validation,base_exists,structural_base,binary,absolute_state,383,383,1,327,327,1,0,0,0.4873803307,,
up20_20,validation,strict_temporal_valid,structural_base,binary,absolute_state,383,383,1,327,327,1,0,0,0.4981196254,,
up20_20,validation,peak_track_age,peak_age,continuous,absolute_state,383,118,0.3080939948,327,109,0.3333333333,61.5,68,0.4392007464,,
up20_20,validation,peak_track_mass,peak_mass,continuous,absolute_state,383,118,0.3080939948,327,109,0.3333333333,0.2268476935,0.1905488346,0.5210698181,,
up20_20,validation,peak_track_prominence,peak_prominence,continuous,absolute_state,383,118,0.3080939948,327,109,0.3333333333,0.01103593411,0.01028473903,0.5303218784,,
up20_20,validation,peak_band_width_abs,peak_shape,continuous,absolute_state,383,118,0.3080939948,327,109,0.3333333333,0.5101015612,0.483232871,0.5232467734,,
up20_20,validation,peak_band_width_rel_price,peak_shape,continuous,absolute_state,383,118,0.3080939948,327,109,0.3333333333,0.093784299,0.08928613973,0.5209143213,,
up20_20,validation,peak_location_rel_price,peak_shape,continuous,absolute_state,383,118,0.3080939948,327,109,0.3333333333,0.1773683426,0.1357385003,0.570440056,,
up20_20,validation,rolling_base_episode_age,base_persistence,continuous,persistence,383,118,0.3080939948,327,109,0.3333333333,7.5,8,0.4733711709,,
up20_20,validation,days_since_rebinding,base_persistence,continuous,persistence,383,118,0.3080939948,327,109,0.3333333333,6.5,7,0.4733711709,,
up20_20,validation,rebinding_observed,base_persistence,binary,lifecycle_event,383,383,1,327,327,1,0,0,0.4873803307,,
up20_20,validation,base_presence_5,base_persistence,continuous,persistence,383,383,1,327,327,1,0,0,0.491352672,,
up20_20,validation,base_presence_10,base_persistence,continuous,persistence,383,383,1,327,327,1,0.1,0.1,0.4876358381,,
up20_20,validation,base_presence_20,base_persistence,continuous,persistence,383,383,1,327,327,1,0.15,0.25,0.4738663856,,
up20_20,validation,peak_track_split,lifecycle_events,binary,lifecycle_event,383,383,1,327,327,1,0,0,0.4865419471,,
up20_20,validation,peak_track_merge,lifecycle_events,binary,lifecycle_event,383,383,1,327,327,1,0,0,0.4808369464,,
up20_20,validation,peak_track_lost,lifecycle_events,binary,lifecycle_event,383,383,1,327,327,1,0,0,0.4984430019,,
up20_20,validation,split_count_20,lifecycle_events,continuous,persistence,383,383,1,327,327,1,1,1,0.5046590174,,
up20_20,validation,merge_count_20,lifecycle_events,continuous,persistence,383,383,1,327,327,1,2,2,0.5126755615,,
up20_20,validation,lost_count_20,lifecycle_events,continuous,persistence,383,383,1,327,327,1,3,3,0.5564990698,,
up20_20,validation,ensemble_ambiguity,ensemble_ambiguity,binary,absolute_state,383,383,1,327,327,1,1,1,0.5189953769,,
up20_20,validation,ambiguity_rate_20,ensemble_ambiguity,continuous,persistence,383,383,1,327,327,1,0.8,0.7,0.534130197,,
up20_20,validation,concentration_20,scalar_chip,continuous,absolute_state,383,383,1,327,325,0.993883792,0.6609834199,0.6328450412,0.4981000201,,
up20_20,validation,profit_ratio,scalar_chip,continuous,absolute_state,383,383,1,327,325,0.993883792,0.1268307878,0.2568064739,0.4107330789,,
up20_20,validation,asr,scalar_chip,continuous,absolute_state,383,383,1,327,325,0.993883792,0.4644876873,0.4842924171,0.4884996987,,
up20_20,validation,cbw,scalar_chip,continuous,absolute_state,383,383,1,327,325,0.993883792,73.63939564,69.78090099,0.5395300261,,
up20_20,validation,average_cost_rel_price,cost_anchors,continuous,absolute_state,383,383,1,327,325,0.993883792,0.1058926486,0.09003462542,0.5684193613,,
up20_20,validation,p01_rel_price,cost_anchors,continuous,absolute_state,383,383,1,327,325,0.993883792,-0.08658606676,-0.1021589245,0.5417352882,,
up20_20,validation,p10_rel_price,cost_anchors,continuous,absolute_state,383,383,1,327,325,0.993883792,-0.01258345551,-0.04324136852,0.5599517975,,
up20_20,validation,p50_rel_price,cost_anchors,continuous,absolute_state,383,383,1,327,325,0.993883792,0.08108503211,0.05151492417,0.5765495079,,
up20_20,validation,p90_rel_price,cost_anchors,continuous,absolute_state,383,383,1,327,325,0.993883792,0.2596650449,0.2362354531,0.5687929303,,
up20_20,validation,p99_rel_price,cost_anchors,continuous,absolute_state,383,383,1,327,325,0.993883792,0.4805632646,0.4376523734,0.5575979112,,
up20_20,validation,model_spread_cost_p50,model_consensus,continuous,absolute_state,383,383,1,327,325,0.993883792,0.1404095675,0.1433819031,0.5174211689,,
up20_20,validation,model_spread_cost_p90,model_consensus,continuous,absolute_state,383,383,1,327,325,0.993883792,0.3142654075,0.2778787796,0.547836915,,
up20_20,validation,model_spread_dominant_peak_today,model_consensus,continuous,absolute_state,383,383,1,327,325,0.993883792,0,0,0.5038160273,,
up20_20,validation,peak_track_age_chg_5,peak_age,continuous,recent_change,383,84,0.2193211488,327,69,0.2110091743,5,5,0.5,,
up20_20,validation,peak_track_age_chg_10,peak_age,continuous,recent_change,383,64,0.1671018277,327,74,0.2262996942,10,10,0.5,,
up20_20,validation,peak_track_age_chg_20,peak_age,continuous,recent_change,383,48,0.1253263708,327,56,0.1712538226,20,20,0.5,,
up20_20,validation,peak_track_mass_chg_5,peak_mass,continuous,recent_change,383,84,0.2193211488,327,69,0.2110091743,-0.007548411398,-0.003689753312,0.3918219462,,
up20_20,validation,peak_track_mass_chg_10,peak_mass,continuous,recent_change,383,64,0.1671018277,327,74,0.2262996942,-0.01293188158,-0.009864788958,0.4493243243,,
up20_20,validation,peak_track_mass_chg_20,peak_mass,continuous,recent_change,383,48,0.1253263708,327,56,0.1712538226,-0.02818211592,-0.02555500645,0.4780505952,,
up20_20,validation,peak_track_prominence_chg_5,peak_prominence,continuous,recent_change,383,84,0.2193211488,327,69,0.2110091743,-0.000318153459,-0.0002452573654,0.4459972395,,
up20_20,validation,peak_track_prominence_chg_10,peak_prominence,continuous,recent_change,383,64,0.1671018277,327,74,0.2262996942,-0.0006723283599,-0.0006579022484,0.4748733108,,
up20_20,validation,peak_track_prominence_chg_20,peak_prominence,continuous,recent_change,383,48,0.1253263708,327,56,0.1712538226,-0.001533397289,-0.001316101185,0.4791666667,,
up20_20,validation,peak_band_width_rel_price_chg_5,peak_shape,continuous,recent_change,383,84,0.2193211488,327,69,0.2110091743,0.003516812282,0.001767279115,0.6095583161,,
up20_20,validation,peak_band_width_rel_price_chg_10,peak_shape,continuous,recent_change,383,64,0.1671018277,327,74,0.2262996942,0.002460493959,0.002539969867,0.4928209459,,
up20_20,validation,peak_band_width_rel_price_chg_20,peak_shape,continuous,recent_change,383,48,0.1253263708,327,56,0.1712538226,0.001843171235,0.0008857954427,0.5569196429,,
up20_20,validation,peak_location_rel_price_chg_5,peak_shape,continuous,recent_change,383,84,0.2193211488,327,69,0.2110091743,0.0450977278,0.01901310281,0.7094547964,,
up20_20,validation,peak_location_rel_price_chg_10,peak_shape,continuous,recent_change,383,64,0.1671018277,327,74,0.2262996942,0.03839359231,0.02846337849,0.5827702703,,
up20_20,validation,peak_location_rel_price_chg_20,peak_shape,continuous,recent_change,383,48,0.1253263708,327,56,0.1712538226,0.02265392821,0.01842666128,0.5662202381,,
up20_20,validation,base_presence_20_chg_5,base_persistence,continuous,recent_change,383,383,1,327,327,1,0,0,0.5294392411,,
up20_20,validation,base_presence_20_chg_10,base_persistence,continuous,recent_change,383,383,1,327,327,1,0,0,0.5167676719,,
up20_20,validation,base_presence_20_chg_20,base_persistence,continuous,recent_change,383,383,1,327,327,1,0,0,0.5073458372,,
up20_20,validation,concentration_20_chg_5,scalar_chip,continuous,recent_change,383,383,1,327,325,0.993883792,0.006540081264,0.004362182404,0.515115485,,
up20_20,validation,concentration_20_chg_10,scalar_chip,continuous,recent_change,383,383,1,327,325,0.993883792,0.01090500455,0.008831873334,0.5062623017,,
up20_20,validation,concentration_20_chg_20,scalar_chip,continuous,recent_change,383,383,1,327,325,0.993883792,0.01293610742,0.009048140626,0.5194778068,,
