target,split,feature,family,kind,category,winner_total,winner_available,winner_coverage,nonwinner_total,nonwinner_available,nonwinner_coverage,winner_median,nonwinner_median,auc_winner_higher,auc_cluster_ci_low,auc_cluster_ci_high
up20_20,validation,profit_ratio_chg_5,scalar_chip,continuous,recent_change,383,383,1,327,325,0.993883792,-0.1343491901,-0.04183911731,0.3152681261,,
up20_20,validation,profit_ratio_chg_10,scalar_chip,continuous,recent_change,383,383,1,327,325,0.993883792,-0.1300760097,-0.06504734157,0.377730468,,
up20_20,validation,profit_ratio_chg_20,scalar_chip,continuous,recent_change,383,383,1,327,325,0.993883792,-0.07504025561,-0.02725370049,0.389331191,,
up20_20,validation,average_cost_rel_price_chg_5,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.0454884188,0.0241392294,0.7026631854,,
up20_20,validation,average_cost_rel_price_chg_10,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.04608390256,0.02955016328,0.6124522997,,
up20_20,validation,average_cost_rel_price_chg_20,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.02814811338,0.005477510096,0.595364531,,
up20_20,validation,p10_rel_price_chg_5,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.03742744028,0.0196844584,0.69580237,,
up20_20,validation,p10_rel_price_chg_10,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.03639926303,0.02432685482,0.6050291223,,
up20_20,validation,p10_rel_price_chg_20,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.02444667739,0.003873309769,0.597043583,,
up20_20,validation,p50_rel_price_chg_5,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.04272784188,0.02311058567,0.6918337015,,
up20_20,validation,p50_rel_price_chg_10,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.04660447618,0.02762671546,0.6038320948,,
up20_20,validation,p50_rel_price_chg_20,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.0285608394,0.005477024148,0.5972604941,,
up20_20,validation,p90_rel_price_chg_5,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.05256368739,0.02699087829,0.7054669612,,
up20_20,validation,p90_rel_price_chg_10,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.05006229491,0.03126458612,0.6123719622,,
up20_20,validation,p90_rel_price_chg_20,cost_anchors,continuous,recent_change,383,383,1,327,325,0.993883792,0.03264494411,0.005500971536,0.5888170315,,
up20_20,holdout,base_exists,structural_base,binary,absolute_state,307,307,1,450,450,1,0,0,0.484936663,,
up20_20,holdout,strict_temporal_valid,structural_base,binary,absolute_state,307,307,1,450,450,1,0,0,0.4726529135,,
up20_20,holdout,peak_track_age,peak_age,continuous,absolute_state,307,104,0.338762215,450,166,0.3688888889,50.5,50,0.4711828082,,
up20_20,holdout,peak_track_mass,peak_mass,continuous,absolute_state,307,104,0.338762215,450,166,0.3688888889,0.2595555385,0.3158754015,0.4610750695,,
up20_20,holdout,peak_track_prominence,peak_prominence,continuous,absolute_state,307,104,0.338762215,450,166,0.3688888889,0.01186582474,0.01430796349,0.4192539388,,
up20_20,holdout,peak_band_width_abs,peak_shape,continuous,absolute_state,307,104,0.338762215,450,166,0.3688888889,0.6351499151,0.6007996989,0.531307924,,
up20_20,holdout,peak_band_width_rel_price,peak_shape,continuous,absolute_state,307,104,0.338762215,450,166,0.3688888889,0.09455038946,0.09248665574,0.5404888786,,
up20_20,holdout,peak_location_rel_price,peak_shape,continuous,absolute_state,307,104,0.338762215,450,166,0.3688888889,0.1109736405,0.1027626654,0.515900139,,
up20_20,holdout,rolling_base_episode_age,base_persistence,continuous,persistence,307,104,0.338762215,450,166,0.3688888889,4.5,7,0.3991253475,,
up20_20,holdout,days_since_rebinding,base_persistence,continuous,persistence,307,104,0.338762215,450,166,0.3688888889,3.5,6,0.3991253475,,
up20_20,holdout,rebinding_observed,base_persistence,binary,lifecycle_event,307,307,1,450,450,1,0,0,0.484936663,,
up20_20,holdout,base_presence_5,base_persistence,continuous,persistence,307,307,1,450,450,1,0,0,0.4717263844,,
up20_20,holdout,base_presence_10,base_persistence,continuous,persistence,307,307,1,450,450,1,0,0.1,0.465548317,,
up20_20,holdout,base_presence_20,base_persistence,continuous,persistence,307,307,1,450,450,1,0.15,0.25,0.4543503438,,
up20_20,holdout,peak_track_split,lifecycle_events,binary,lifecycle_event,307,307,1,450,450,1,0,0,0.510427072,,
up20_20,holdout,peak_track_merge,lifecycle_events,binary,lifecycle_event,307,307,1,450,450,1,0,0,0.5102750633,,
up20_20,holdout,peak_track_lost,lifecycle_events,binary,lifecycle_event,307,307,1,450,450,1,0,0,0.517368802,,
up20_20,holdout,split_count_20,lifecycle_events,continuous,persistence,307,307,1,450,450,1,1,0,0.5878935939,,
up20_20,holdout,merge_count_20,lifecycle_events,continuous,persistence,307,307,1,450,450,1,1,1,0.5905320304,,
up20_20,holdout,lost_count_20,lifecycle_events,continuous,persistence,307,307,1,450,450,1,2,2,0.5615309446,,
up20_20,holdout,ensemble_ambiguity,ensemble_ambiguity,binary,absolute_state,307,307,1,450,450,1,1,1,0.518548679,,
up20_20,holdout,ambiguity_rate_20,ensemble_ambiguity,continuous,persistence,307,307,1,450,450,1,0.85,0.7,0.5423307999,,
up20_20,holdout,concentration_20,scalar_chip,continuous,absolute_state,307,307,1,450,449,0.9977777778,0.640122889,0.7035121217,0.3955296968,,
up20_20,holdout,profit_ratio,scalar_chip,continuous,absolute_state,307,307,1,450,449,0.9977777778,0.1214413667,0.1735671085,0.4256219032,,
up20_20,holdout,asr,scalar_chip,continuous,absolute_state,307,307,1,450,449,0.9977777778,0.3662320025,0.4811542706,0.3679475926,,
up20_20,holdout,cbw,scalar_chip,continuous,absolute_state,307,307,1,450,449,0.9977777778,73.20637969,63.13183946,0.5997294023,,
up20_20,holdout,average_cost_rel_price,cost_anchors,continuous,absolute_state,307,307,1,450,449,0.9977777778,0.1324554644,0.0921977206,0.5934795383,,
up20_20,holdout,p01_rel_price,cost_anchors,continuous,absolute_state,307,307,1,450,449,0.9977777778,-0.1328261444,-0.1099400503,0.4865245243,,
up20_20,holdout,p10_rel_price,cost_anchors,continuous,absolute_state,307,307,1,450,449,0.9977777778,-0.009900990099,-0.03071611065,0.5475903746,,
up20_20,holdout,p50_rel_price,cost_anchors,continuous,absolute_state,307,307,1,450,449,0.9977777778,0.1160865616,0.08045393255,0.6075825396,,
up20_20,holdout,p90_rel_price,cost_anchors,continuous,absolute_state,307,307,1,450,449,0.9977777778,0.292939074,0.2257448852,0.6037520948,,
up20_20,holdout,p99_rel_price,cost_anchors,continuous,absolute_state,307,307,1,450,449,0.9977777778,0.4614399695,0.3950543925,0.5656943044,,
up20_20,holdout,model_spread_cost_p50,model_consensus,continuous,absolute_state,307,307,1,450,449,0.9977777778,0.1843506937,0.1234389538,0.5911399201,,
up20_20,holdout,model_spread_cost_p90,model_consensus,continuous,absolute_state,307,307,1,450,449,0.9977777778,0.3174210421,0.233482968,0.553949058,,
up20_20,holdout,model_spread_dominant_peak_today,model_consensus,continuous,absolute_state,307,307,1,450,449,0.9977777778,0,0,0.5106425426,,
up20_20,holdout,peak_track_age_chg_5,peak_age,continuous,recent_change,307,67,0.2182410423,450,118,0.2622222222,5,5,0.5,,
up20_20,holdout,peak_track_age_chg_10,peak_age,continuous,recent_change,307,53,0.1726384365,450,99,0.22,10,10,0.5,,
up20_20,holdout,peak_track_age_chg_20,peak_age,continuous,recent_change,307,35,0.1140065147,450,79,0.1755555556,20,20,0.5,,
up20_20,holdout,peak_track_mass_chg_5,peak_mass,continuous,recent_change,307,67,0.2182410423,450,118,0.2622222222,-0.004345205693,-0.005361571975,0.5589425753,,
up20_20,holdout,peak_track_mass_chg_10,peak_mass,continuous,recent_change,307,53,0.1726384365,450,99,0.22,-0.009199412746,-0.01070256452,0.5263960358,,
up20_20,holdout,peak_track_mass_chg_20,peak_mass,continuous,recent_change,307,35,0.1140065147,450,79,0.1755555556,-0.02356409531,-0.02103672147,0.4925858951,,
up20_20,holdout,peak_track_prominence_chg_5,peak_prominence,continuous,recent_change,307,67,0.2182410423,450,118,0.2622222222,-0.0002812009401,-0.0003676303692,0.5631166203,,
up20_20,holdout,peak_track_prominence_chg_10,peak_prominence,continuous,recent_change,307,53,0.1726384365,450,99,0.22,-0.0005811819451,-0.0007822824772,0.5721364589,,
up20_20,holdout,peak_track_prominence_chg_20,peak_prominence,continuous,recent_change,307,35,0.1140065147,450,79,0.1755555556,-0.001073970598,-0.001480514822,0.5754068716,,
up20_20,holdout,peak_band_width_rel_price_chg_5,peak_shape,continuous,recent_change,307,67,0.2182410423,450,118,0.2622222222,0.005026352188,0.001672398373,0.7202124968,,
up20_20,holdout,peak_band_width_rel_price_chg_10,peak_shape,continuous,recent_change,307,53,0.1726384365,450,99,0.22,0.005410883539,0.0013176337,0.704974271,,
up20_20,holdout,peak_band_width_rel_price_chg_20,peak_shape,continuous,recent_change,307,35,0.1140065147,450,79,0.1755555556,0.00512545169,0.001955950193,0.6256781193,,
up20_20,holdout,peak_location_rel_price_chg_5,peak_shape,continuous,recent_change,307,67,0.2182410423,450,118,0.2622222222,0.05177181748,0.02764123822,0.6990892993,,
up20_20,holdout,peak_location_rel_price_chg_10,peak_shape,continuous,recent_change,307,53,0.1726384365,450,99,0.22,0.06506106219,0.02877986319,0.7461406518,,
up20_20,holdout,peak_location_rel_price_chg_20,peak_shape,continuous,recent_change,307,35,0.1140065147,450,79,0.1755555556,0.08476156679,0.03030126548,0.6842676311,,
up20_20,holdout,base_presence_20_chg_5,base_persistence,continuous,recent_change,307,307,1,450,450,1,0,0,0.5135866811,,
up20_20,holdout,base_presence_20_chg_10,base_persistence,continuous,recent_change,307,307,1,450,450,1,0,0,0.5221643142,,
up20_20,holdout,base_presence_20_chg_20,base_persistence,continuous,recent_change,307,307,1,450,450,1,0,0,0.5061273978,,
up20_20,holdout,concentration_20_chg_5,scalar_chip,continuous,recent_change,307,307,1,450,449,0.9977777778,-0.0002846736309,0.002754992967,0.4895134319,,
up20_20,holdout,concentration_20_chg_10,scalar_chip,continuous,recent_change,307,307,1,450,449,0.9977777778,0.003426139697,0.006460081346,0.4998440254,,
up20_20,holdout,concentration_20_chg_20,scalar_chip,continuous,recent_change,307,307,1,450,449,0.9977777778,0.01484225734,0.01218555519,0.5215353699,,
up20_20,holdout,profit_ratio_chg_5,scalar_chip,continuous,recent_change,307,307,1,450,449,0.9977777778,-0.09571737503,-0.05060203374,0.3472138592,,
up20_20,holdout,profit_ratio_chg_10,scalar_chip,continuous,recent_change,307,307,1,450,449,0.9977777778,-0.1364663787,-0.07671340721,0.3506307901,,
up20_20,holdout,profit_ratio_chg_20,scalar_chip,continuous,recent_change,307,307,1,450,449,0.9977777778,-0.1493395288,-0.113235854,0.4269857737,,
up20_20,holdout,average_cost_rel_price_chg_5,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.06056418815,0.02671377124,0.7354091249,,
up20_20,holdout,average_cost_rel_price_chg_10,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.07759121251,0.03318883076,0.7039675573,,
up20_20,holdout,average_cost_rel_price_chg_20,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.0835066468,0.04770007193,0.6276778654,,
up20_20,holdout,p10_rel_price_chg_5,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.04864358261,0.02326986986,0.7258438949,,
up20_20,holdout,p10_rel_price_chg_10,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.06625657368,0.03037524539,0.7050775157,,
up20_20,holdout,p10_rel_price_chg_20,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.06973661849,0.04058571445,0.6244713188,,
up20_20,holdout,p50_rel_price_chg_5,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.05950366761,0.02613452787,0.7322170876,,
up20_20,holdout,p50_rel_price_chg_10,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.0723810056,0.03101671549,0.7024876127,,
up20_20,holdout,p50_rel_price_chg_20,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.08033463711,0.04532313698,0.6259367541,,
up20_20,holdout,p90_rel_price_chg_5,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.07392254336,0.03146755516,0.7384705788,,
up20_20,holdout,p90_rel_price_chg_10,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.09389271983,0.03950627896,0.7029954368,,
up20_20,holdout,p90_rel_price_chg_20,cost_anchors,continuous,recent_change,307,307,1,450,449,0.9977777778,0.102168294,0.05003123223,0.6264373236,,
up30_40,discovery,base_exists,structural_base,binary,absolute_state,364,364,1,418,418,1,0,0,0.4771675693,,
up30_40,discovery,strict_temporal_valid,structural_base,binary,absolute_state,364,364,1,418,418,1,0,0,0.4813738893,,
up30_40,discovery,peak_track_age,peak_age,continuous,absolute_state,364,114,0.3131868132,418,150,0.3588516746,48,54,0.4952046784,,
up30_40,discovery,peak_track_mass,peak_mass,continuous,absolute_state,364,114,0.3131868132,418,150,0.3588516746,0.2317289741,0.2439787223,0.4632748538,,
up30_40,discovery,peak_track_prominence,peak_prominence,continuous,absolute_state,364,114,0.3131868132,418,150,0.3588516746,0.01128712807,0.01177354374,0.4512280702,,
up30_40,discovery,peak_band_width_abs,peak_shape,continuous,absolute_state,364,114,0.3131868132,418,150,0.3588516746,0.6975587771,0.5598033526,0.5398830409,,
up30_40,discovery,peak_band_width_rel_price,peak_shape,continuous,absolute_state,364,114,0.3131868132,418,150,0.3588516746,0.104151182,0.0958061285,0.5330409357,,
up30_40,discovery,peak_location_rel_price,peak_shape,continuous,absolute_state,364,114,0.3131868132,418,150,0.3588516746,0.2386574826,0.2291998662,0.5565497076,,
up30_40,discovery,rolling_base_episode_age,base_persistence,continuous,persistence,364,114,0.3131868132,418,150,0.3588516746,5,5.5,0.4729824561,,
up30_40,discovery,days_since_rebinding,base_persistence,continuous,persistence,364,97,0.2664835165,418,134,0.3205741627,3,4,0.4892675796,,
up30_40,discovery,rebinding_observed,base_persistence,binary,lifecycle_event,364,364,1,418,418,1,0,0,0.4729546769,,
up30_40,discovery,base_presence_5,base_persistence,continuous,persistence,364,337,0.9258241758,418,404,0.966507177,0,0,0.4912338044,,
up30_40,discovery,base_presence_10,base_persistence,continuous,persistence,364,326,0.8956043956,418,399,0.9545454545,0.1,0.1,0.4961291265,,
up30_40,discovery,base_presence_20,base_persistence,continuous,persistence,364,135,0.3708791209,418,319,0.7631578947,0.15,0.25,0.4752351097,,
up30_40,discovery,peak_track_split,lifecycle_events,binary,lifecycle_event,364,364,1,418,418,1,0,0,0.4926060781,,
up30_40,discovery,peak_track_merge,lifecycle_events,binary,lifecycle_event,364,364,1,418,418,1,0,0,0.5051461696,,
up30_40,discovery,peak_track_lost,lifecycle_events,binary,lifecycle_event,364,364,1,418,418,1,0,0,0.5092736211,,
up30_40,discovery,split_count_20,lifecycle_events,continuous,persistence,364,135,0.3708791209,418,319,0.7631578947,2,1,0.6054104261,,
up30_40,discovery,merge_count_20,lifecycle_events,continuous,persistence,364,135,0.3708791209,418,319,0.7631578947,3,1,0.6122024846,,
up30_40,discovery,lost_count_20,lifecycle_events,continuous,persistence,364,135,0.3708791209,418,319,0.7631578947,4,3,0.6250435388,,
up30_40,discovery,ensemble_ambiguity,ensemble_ambiguity,binary,absolute_state,364,364,1,418,418,1,1,1,0.5166281087,,
up30_40,discovery,ambiguity_rate_20,ensemble_ambiguity,continuous,persistence,364,135,0.3708791209,418,319,0.7631578947,0.8,0.7,0.5325206084,,
up30_40,discovery,concentration_20,scalar_chip,continuous,absolute_state,364,364,1,418,417,0.9976076555,0.6688652991,0.6754048573,0.4944396131,,
up30_40,discovery,profit_ratio,scalar_chip,continuous,absolute_state,364,364,1,418,417,0.9976076555,0.03718678592,0.06203545251,0.4503979234,,
up30_40,discovery,asr,scalar_chip,continuous,absolute_state,364,364,1,418,417,0.9976076555,0.229954481,0.2953673866,0.4356009698,,
up30_40,discovery,cbw,scalar_chip,continuous,absolute_state,364,364,1,418,417,0.9976076555,75.38231193,73.63939564,0.5291063852,,
up30_40,discovery,average_cost_rel_price,cost_anchors,continuous,absolute_state,364,364,1,418,417,0.9976076555,0.1941784053,0.1774884632,0.5373349672,,
up30_40,discovery,p01_rel_price,cost_anchors,continuous,absolute_state,364,364,1,418,417,0.9976076555,-0.04111336362,-0.0550428213,0.520189343,,
up30_40,discovery,p10_rel_price,cost_anchors,continuous,absolute_state,364,364,1,418,417,0.9976076555,0.04078972413,0.02478524601,0.5368540333,,
up30_40,discovery,p50_rel_price,cost_anchors,continuous,absolute_state,364,364,1,418,417,0.9976076555,0.1844887083,0.1555121433,0.5574024297,,
up30_40,discovery,p90_rel_price,cost_anchors,continuous,absolute_state,364,364,1,418,417,0.9976076555,0.3766158915,0.3492076506,0.5179823174,,
up30_40,discovery,p99_rel_price,cost_anchors,continuous,absolute_state,364,364,1,418,417,0.9976076555,0.5844155129,0.5946858599,0.4859672701,,
up30_40,discovery,model_spread_cost_p50,model_consensus,continuous,absolute_state,364,364,1,418,417,0.9976076555,0.144359973,0.1055415731,0.569182017,,
up30_40,discovery,model_spread_cost_p90,model_consensus,continuous,absolute_state,364,364,1,418,417,0.9976076555,0.2744429664,0.2640858723,0.5217408491,,
up30_40,discovery,model_spread_dominant_peak_today,model_consensus,continuous,absolute_state,364,364,1,418,417,0.9976076555,0,0,0.5092892719,,
up30_40,discovery,peak_track_age_chg_5,peak_age,continuous,recent_change,364,68,0.1868131868,418,104,0.2488038278,5,5,0.5,,
up30_40,discovery,peak_track_age_chg_10,peak_age,continuous,recent_change,364,59,0.1620879121,418,80,0.1913875598,10,10,0.5,,
up30_40,discovery,peak_track_age_chg_20,peak_age,continuous,recent_change,364,14,0.03846153846,418,52,0.1244019139,20,20,0.5,,
up30_40,discovery,peak_track_mass_chg_5,peak_mass,continuous,recent_change,364,68,0.1868131868,418,104,0.2488038278,-0.00618033932,-0.007689200219,0.5501979638,,
up30_40,discovery,peak_track_mass_chg_10,peak_mass,continuous,recent_change,364,59,0.1620879121,418,80,0.1913875598,-0.01396127761,-0.01390382354,0.5415254237,,
up30_40,discovery,peak_track_mass_chg_20,peak_mass,continuous,recent_change,364,14,0.03846153846,418,52,0.1244019139,-0.03870254163,-0.02469769507,0.4436813187,,
up30_40,discovery,peak_track_prominence_chg_5,peak_prominence,continuous,recent_change,364,68,0.1868131868,418,104,0.2488038278,-0.0004683978874,-0.000516456193,0.5441176471,,
up30_40,discovery,peak_track_prominence_chg_10,peak_prominence,continuous,recent_change,364,59,0.1620879121,418,80,0.1913875598,-0.0006432855235,-0.0009234516849,0.5631355932,,
up30_40,discovery,peak_track_prominence_chg_20,peak_prominence,continuous,recent_change,364,14,0.03846153846,418,52,0.1244019139,-0.001606517757,-0.001536562408,0.4725274725,,
up30_40,discovery,peak_band_width_rel_price_chg_5,peak_shape,continuous,recent_change,364,68,0.1868131868,418,104,0.2488038278,0.01143320426,0.009176677338,0.5681561086,,
up30_40,discovery,peak_band_width_rel_price_chg_10,peak_shape,continuous,recent_change,364,59,0.1620879121,418,80,0.1913875598,0.01413804783,0.01000933386,0.5970338983,,
up30_40,discovery,peak_band_width_rel_price_chg_20,peak_shape,continuous,recent_change,364,14,0.03846153846,418,52,0.1244019139,0.007996833113,0.01222664779,0.4423076923,,
up30_40,discovery,peak_location_rel_price_chg_5,peak_shape,continuous,recent_change,364,68,0.1868131868,418,104,0.2488038278,0.1650086956,0.1116363971,0.6343325792,,
up30_40,discovery,peak_location_rel_price_chg_10,peak_shape,continuous,recent_change,364,59,0.1620879121,418,80,0.1913875598,0.1707804664,0.1544320901,0.5949152542,,
up30_40,discovery,peak_location_rel_price_chg_20,peak_shape,continuous,recent_change,364,14,0.03846153846,418,52,0.1244019139,0.1205986535,0.1444192113,0.4148351648,,
up30_40,discovery,base_presence_20_chg_5,base_persistence,continuous,recent_change,364,131,0.3598901099,418,193,0.461722488,0,0,0.5067436617,,
up30_40,discovery,base_presence_20_chg_10,base_persistence,continuous,recent_change,364,124,0.3406593407,418,185,0.4425837321,0,0,0.5235396687,,
up30_40,discovery,base_presence_20_chg_20,base_persistence,continuous,recent_change,364,121,0.3324175824,418,146,0.3492822967,0,0,0.512538209,,
up30_40,discovery,concentration_20_chg_5,scalar_chip,continuous,recent_change,364,329,0.9038461538,418,398,0.95215311,-0.01260220941,-0.01457130384,0.5112416184,,
up30_40,discovery,concentration_20_chg_10,scalar_chip,continuous,recent_change,364,326,0.8956043956,418,398,0.95215311,-0.004774057594,-0.01246945709,0.5473379166,,
up30_40,discovery,concentration_20_chg_20,scalar_chip,continuous,recent_change,364,133,0.3653846154,418,316,0.7559808612,-0.01021085468,-0.01020038716,0.5323117921,,
up30_40,discovery,profit_ratio_chg_5,scalar_chip,continuous,recent_change,364,329,0.9038461538,418,398,0.95215311,-0.2220734446,-0.1279450416,0.3588535382,,
up30_40,discovery,profit_ratio_chg_10,scalar_chip,continuous,recent_change,364,326,0.8956043956,418,398,0.95215311,-0.3366475206,-0.2001950768,0.3571769892,,
up30_40,discovery,profit_ratio_chg_20,scalar_chip,continuous,recent_change,364,133,0.3653846154,418,316,0.7559808612,-0.2965564216,-0.2258544951,0.4304749215,,
up30_40,discovery,average_cost_rel_price_chg_5,cost_anchors,continuous,recent_change,364,329,0.9038461538,418,398,0.95215311,0.1616213069,0.08890238558,0.6743596401,,
up30_40,discovery,average_cost_rel_price_chg_10,cost_anchors,continuous,recent_change,364,326,0.8956043956,418,398,0.95215311,0.1830624198,0.1153677833,0.6703687147,,
up30_40,discovery,average_cost_rel_price_chg_20,cost_anchors,continuous,recent_change,364,133,0.3653846154,418,316,0.7559808612,0.1330865399,0.09993693203,0.5792804797,,
up30_40,discovery,p10_rel_price_chg_5,cost_anchors,continuous,recent_change,364,329,0.9038461538,418,398,0.95215311,0.1282321527,0.07427072189,0.6746116601,,
up30_40,discovery,p10_rel_price_chg_10,cost_anchors,continuous,recent_change,364,326,0.8956043956,418,398,0.95215311,0.1455961606,0.09480559327,0.6743649228,,
up30_40,discovery,p10_rel_price_chg_20,cost_anchors,continuous,recent_change,364,133,0.3653846154,418,316,0.7559808612,0.1168280839,0.08397758269,0.5909869611,,
up30_40,discovery,p50_rel_price_chg_5,cost_anchors,continuous,recent_change,364,329,0.9038461538,418,398,0.95215311,0.1590145193,0.08778166,0.6696705412,,
up30_40,discovery,p50_rel_price_chg_10,cost_anchors,continuous,recent_change,364,326,0.8956043956,418,398,0.95215311,0.1846081204,0.1173551393,0.6607654839,,
up30_40,discovery,p50_rel_price_chg_20,cost_anchors,continuous,recent_change,364,133,0.3653846154,418,316,0.7559808612,0.1184219312,0.1006813918,0.5590320739,,
up30_40,discovery,p90_rel_price_chg_5,cost_anchors,continuous,recent_change,364,329,0.9038461538,418,398,0.95215311,0.1915753108,0.1103654244,0.6709153671,,
up30_40,discovery,p90_rel_price_chg_10,cost_anchors,continuous,recent_change,364,326,0.8956043956,418,398,0.95215311,0.2150307885,0.1403683632,0.6645651571,,
up30_40,discovery,p90_rel_price_chg_20,cost_anchors,continuous,recent_change,364,133,0.3653846154,418,316,0.7559808612,0.147125617,0.1241984572,0.5667174265,,
up30_40,validation,base_exists,structural_base,binary,absolute_state,311,311,1,399,399,1,0,0,0.4987629846,,
up30_40,validation,strict_temporal_valid,structural_base,binary,absolute_state,311,311,1,399,399,1,0,0,0.5037996922,,
up30_40,validation,peak_track_age,peak_age,continuous,absolute_state,311,99,0.3183279743,399,128,0.320802005,57,71,0.4614504419,,
up30_40,validation,peak_track_mass,peak_mass,continuous,absolute_state,311,99,0.3183279743,399,128,0.320802005,0.2656003132,0.1836933161,0.5655776515,,
up30_40,validation,peak_track_prominence,peak_prominence,continuous,absolute_state,311,99,0.3183279743,399,128,0.320802005,0.01173026012,0.009942261618,0.5550031566,,
up30_40,validation,peak_band_width_abs,peak_shape,continuous,absolute_state,311,99,0.3183279743,399,128,0.320802005,0.5328555702,0.4384719139,0.5580018939,,
up30_40,validation,peak_band_width_rel_price,peak_shape,continuous,absolute_state,311,99,0.3183279743,399,128,0.320802005,0.09728979444,0.08875080338,0.5694444444,,
up30_40,validation,peak_location_rel_price,peak_shape,continuous,absolute_state,311,99,0.3183279743,399,128,0.320802005,0.1804841037,0.1323267703,0.5868844697,,
up30_40,validation,rolling_base_episode_age,base_persistence,continuous,persistence,311,99,0.3183279743,399,128,0.320802005,8,7.5,0.5227667298,,
up30_40,validation,days_since_rebinding,base_persistence,continuous,persistence,311,99,0.3183279743,399,128,0.320802005,7,6.5,0.5227667298,,
up30_40,validation,rebinding_observed,base_persistence,binary,lifecycle_event,311,311,1,399,399,1,0,0,0.4987629846,,
up30_40,validation,base_presence_5,base_persistence,continuous,persistence,311,311,1,399,399,1,0,0,0.4963816293,,
up30_40,validation,base_presence_10,base_persistence,continuous,persistence,311,311,1,399,399,1,0,0.1,0.4847770552,,
up30_40,validation,base_presence_20,base_persistence,continuous,persistence,311,311,1,399,399,1,0.15,0.25,0.465025103,,
up30_40,validation,peak_track_split,lifecycle_events,binary,lifecycle_event,311,311,1,399,399,1,0,0,0.4972318255,,
up30_40,validation,peak_track_merge,lifecycle_events,binary,lifecycle_event,311,311,1,399,399,1,0,0,0.4923844982,,
up30_40,validation,peak_track_lost,lifecycle_events,binary,lifecycle_event,311,311,1,399,399,1,0,0,0.4873477907,,
up30_40,validation,split_count_20,lifecycle_events,continuous,persistence,311,311,1,399,399,1,1,1,0.4792205594,,
up30_40,validation,merge_count_20,lifecycle_events,continuous,persistence,311,311,1,399,399,1,1,2,0.4709402123,,
up30_40,validation,lost_count_20,lifecycle_events,continuous,persistence,311,311,1,399,399,1,3,3,0.4628250691,,
up30_40,validation,ensemble_ambiguity,ensemble_ambiguity,binary,absolute_state,311,311,1,399,399,1,1,1,0.5050205901,,
up30_40,validation,ambiguity_rate_20,ensemble_ambiguity,continuous,persistence,311,311,1,399,399,1,0.85,0.7,0.5313041446,,
up30_40,validation,concentration_20,scalar_chip,continuous,absolute_state,311,311,1,399,397,0.9949874687,0.6522865016,0.6385018446,0.5011379559,,
up30_40,validation,profit_ratio,scalar_chip,continuous,absolute_state,311,311,1,399,397,0.9949874687,0.06954298046,0.2824761609,0.3007807754,,
up30_40,validation,asr,scalar_chip,continuous,absolute_state,311,311,1,399,397,0.9949874687,0.4231047577,0.5200441184,0.4030631667,,
up30_40,validation,cbw,scalar_chip,continuous,absolute_state,311,311,1,399,397,0.9949874687,73.20637969,70.20535324,0.524788,,
up30_40,validation,average_cost_rel_price,cost_anchors,continuous,absolute_state,311,311,1,399,397,0.9949874687,0.1332826774,0.06713890752,0.6497606648,,
up30_40,validation,p01_rel_price,cost_anchors,continuous,absolute_state,311,311,1,399,397,0.9949874687,-0.05627105404,-0.1208655866,0.6394461678,,
up30_40,validation,p10_rel_price,cost_anchors,continuous,absolute_state,311,311,1,399,397,0.9949874687,0.006776865792,-0.05111122539,0.6721391141,,
up30_40,validation,p50_rel_price,cost_anchors,continuous,absolute_state,311,311,1,399,397,0.9949874687,0.1063425596,0.04598480868,0.6799792657,,
up30_40,validation,p90_rel_price,cost_anchors,continuous,absolute_state,311,311,1,399,397,0.9949874687,0.3012636014,0.2161531435,0.6265317858,,
up30_40,validation,p99_rel_price,cost_anchors,continuous,absolute_state,311,311,1,399,397,0.9949874687,0.5437518854,0.4185087847,0.5981760308,,
up30_40,validation,model_spread_cost_p50,model_consensus,continuous,absolute_state,311,311,1,399,397,0.9949874687,0.1451769933,0.1414652741,0.5055925875,,
