target,split,lead_trading_sessions,feature,winner_total,winner_available,nonwinner_total,nonwinner_available,winner_median,nonwinner_median,auc_winner_higher
up30_40,discovery,5,ensemble_ambiguity,337,337,404,404,1,1,0.5113075477
up30_40,discovery,5,p50_rel_price,337,337,404,403,0.03920262914,0.1013490769,0.3603684532
up30_40,discovery,5,peak_band_width_rel_price,337,108,404,137,0.08680700007,0.09112661378,0.4647877805
up30_40,discovery,5,peak_location_rel_price,337,108,404,137,0.09480222589,0.1697293453,0.4005812382
up30_40,discovery,5,peak_track_age,337,108,404,137,55.5,48,0.5422749392
up30_40,discovery,5,peak_track_mass,337,108,404,137,0.2022423075,0.2415485034,0.4290348743
up30_40,discovery,5,peak_track_prominence,337,108,404,137,0.01106158092,0.01227113638,0.4199107867
up30_40,discovery,5,profit_ratio,337,337,404,403,0.3009359806,0.1541841725,0.6431180096
up30_40,discovery,10,average_cost_rel_price,326,326,399,398,0.03438792947,0.06965393009,0.4172781083
up30_40,discovery,10,base_exists,326,326,399,399,0,0,0.5031674278
up30_40,discovery,10,base_presence_20,326,125,399,185,0.15,0.2,0.4791567568
up30_40,discovery,10,concentration_20,326,326,399,398,0.6708247083,0.6903369422,0.4807472948
up30_40,discovery,10,ensemble_ambiguity,326,326,399,399,1,1,0.5019757984
up30_40,discovery,10,p50_rel_price,326,326,399,398,0.00821977945,0.03376570325,0.4097404199
up30_40,discovery,10,peak_band_width_rel_price,326,114,399,137,0.0843165098,0.08343121032,0.5101165322
up30_40,discovery,10,peak_location_rel_price,326,114,399,137,0.05331103612,0.08150327676,0.4640799078
up30_40,discovery,10,peak_track_age,326,114,399,137,51.5,55,0.5160711999
up30_40,discovery,10,peak_track_mass,326,114,399,137,0.2085508237,0.2490125856,0.4312331925
up30_40,discovery,10,peak_track_prominence,326,114,399,137,0.01138569538,0.0131199803,0.4374439749
up30_40,discovery,10,profit_ratio,326,326,399,398,0.4547030129,0.3247068571,0.6026451275
up30_40,discovery,20,average_cost_rel_price,135,135,319,318,0.04666007182,0.07913307281,0.4482413231
up30_40,discovery,20,base_exists,135,135,319,319,0,0,0.4451062348
up30_40,discovery,20,base_presence_20,135,121,319,146,0.15,0.3,0.4546020605
up30_40,discovery,20,concentration_20,135,135,319,318,0.636446189,0.6795727151,0.3877940834
up30_40,discovery,20,ensemble_ambiguity,135,135,319,319,1,1,0.5557529316
up30_40,discovery,20,p50_rel_price,135,135,319,318,0.0373752632,0.04226052412,0.4738644305
up30_40,discovery,20,peak_band_width_rel_price,135,33,319,113,0.08593959042,0.08720487368,0.4727809064
up30_40,discovery,20,peak_location_rel_price,135,33,319,113,0.1380106965,0.1068453395,0.5899705015
up30_40,discovery,20,peak_track_age,135,33,319,113,33,40,0.4927594529
up30_40,discovery,20,peak_track_mass,135,33,319,113,0.1899399396,0.2960730356,0.4328238134
up30_40,discovery,20,peak_track_prominence,135,33,319,113,0.01283843948,0.01409562147,0.4486457495
up30_40,discovery,20,profit_ratio,135,135,319,318,0.3580465425,0.315746948,0.5383997205
up30_40,holdout,1,average_cost_rel_price,218,218,539,538,0.1282396834,0.09810944692,0.5602298694
up30_40,holdout,1,base_exists,218,218,539,539,0,0,0.47180048
up30_40,holdout,1,base_presence_20,218,218,539,539,0.1,0.25,0.4453243349
up30_40,holdout,1,concentration_20,218,218,539,538,0.631843733,0.6996993426,0.3956805702
up30_40,holdout,1,ensemble_ambiguity,218,218,539,539,1,1,0.5305952239
up30_40,holdout,1,p50_rel_price,218,218,539,538,0.1148982994,0.08164503165,0.5826753862
up30_40,holdout,1,peak_band_width_rel_price,218,69,539,201,0.09186730062,0.09435522537,0.4722762997
up30_40,holdout,1,peak_location_rel_price,218,69,539,201,0.1375208979,0.09712582223,0.5754560531
up30_40,holdout,1,peak_track_age,218,69,539,201,45,51,0.469932944
up30_40,holdout,1,peak_track_mass,218,69,539,201,0.2121938422,0.3195093744,0.3822193381
up30_40,holdout,1,peak_track_prominence,218,69,539,201,0.01093131744,0.01412817057,0.3916648641
up30_40,holdout,1,profit_ratio,218,218,539,538,0.1304115199,0.1605802097,0.4430016029
up30_40,holdout,5,average_cost_rel_price,218,218,539,538,0.07612760769,0.07330223844,0.4972033696
up30_40,holdout,5,base_exists,218,218,539,539,0,0,0.4769280523
up30_40,holdout,5,base_presence_20,218,218,539,539,0.1,0.25,0.4410350462
up30_40,holdout,5,concentration_20,218,218,539,538,0.6425537219,0.6980881867,0.3981532008
up30_40,holdout,5,ensemble_ambiguity,218,218,539,539,1,1,0.5240506545
up30_40,holdout,5,p50_rel_price,218,218,539,538,0.06205173033,0.05485656661,0.5099075748
up30_40,holdout,5,peak_band_width_rel_price,218,68,539,193,0.09029855315,0.08943309627,0.4856750991
up30_40,holdout,5,peak_location_rel_price,218,68,539,193,0.09134730509,0.0692181948,0.5354693691
up30_40,holdout,5,peak_track_age,218,68,539,193,54,49,0.4888372447
up30_40,holdout,5,peak_track_mass,218,68,539,193,0.2075204747,0.2905079195,0.4081072844
up30_40,holdout,5,peak_track_prominence,218,68,539,193,0.009886791694,0.01357182625,0.3989637306
up30_40,holdout,5,profit_ratio,218,218,539,538,0.2772946189,0.2421590879,0.5082619965
up30_40,holdout,10,average_cost_rel_price,218,218,539,538,0.05935371915,0.06765228738,0.4782152723
up30_40,holdout,10,base_exists,218,218,539,539,0,0,0.4483753468
up30_40,holdout,10,base_presence_20,218,218,539,539,0.125,0.25,0.4518901806
up30_40,holdout,10,concentration_20,218,218,539,538,0.6406692728,0.6972046561,0.3992616214
up30_40,holdout,10,ensemble_ambiguity,218,218,539,539,1,1,0.5530927133
up30_40,holdout,10,p50_rel_price,218,218,539,538,0.04895263802,0.04601958192,0.4863749531
up30_40,holdout,10,peak_band_width_rel_price,218,60,539,204,0.08941901065,0.08896661277,0.4588235294
up30_40,holdout,10,peak_location_rel_price,218,60,539,204,0.05463666198,0.05979759798,0.4749183007
up30_40,holdout,10,peak_track_age,218,60,539,204,51.5,46.5,0.4922794118
up30_40,holdout,10,peak_track_mass,218,60,539,204,0.2258714242,0.3306827141,0.3933823529
up30_40,holdout,10,peak_track_prominence,218,60,539,204,0.009569976186,0.01358407332,0.3791666667
up30_40,holdout,10,profit_ratio,218,218,539,538,0.3094529129,0.287764502,0.5342246172
up30_40,holdout,20,average_cost_rel_price,218,218,539,538,0.03016354697,0.06327648397,0.4335118175
up30_40,holdout,20,base_exists,218,218,539,539,0,0,0.462677231
up30_40,holdout,20,base_presence_20,218,218,539,539,0.2,0.2,0.4745791561
up30_40,holdout,20,concentration_20,218,218,539,538,0.6315074053,0.6902059571,0.3991337267
up30_40,holdout,20,ensemble_ambiguity,218,218,539,539,1,1,0.5379142483
up30_40,holdout,20,p50_rel_price,218,218,539,538,0.02445647821,0.04586588601,0.4312395553
up30_40,holdout,20,peak_band_width_rel_price,218,63,539,196,0.07450579776,0.08613923366,0.4339974085
up30_40,holdout,20,peak_location_rel_price,218,63,539,196,0.02459998169,0.05303850621,0.4425817946
up30_40,holdout,20,peak_track_age,218,63,539,196,52,52,0.504494655
up30_40,holdout,20,peak_track_mass,218,63,539,196,0.2037566984,0.301193509,0.4011985747
up30_40,holdout,20,peak_track_prominence,218,63,539,196,0.01000959319,0.01334948477,0.3943148688
up30_40,holdout,20,profit_ratio,218,218,539,538,0.4065358547,0.2906310579,0.5763787047
up30_40,validation,1,average_cost_rel_price,311,311,399,397,0.1332826774,0.06713890752,0.6497606648
up30_40,validation,1,base_exists,311,311,399,399,0,0,0.4987629846
up30_40,validation,1,base_presence_20,311,311,399,399,0.15,0.25,0.465025103
up30_40,validation,1,concentration_20,311,311,399,397,0.6522865016,0.6385018446,0.5011379559
up30_40,validation,1,ensemble_ambiguity,311,311,399,399,1,1,0.5050205901
up30_40,validation,1,p50_rel_price,311,311,399,397,0.1063425596,0.04598480868,0.6799792657
up30_40,validation,1,peak_band_width_rel_price,311,99,399,128,0.09728979444,0.08875080338,0.5694444444
up30_40,validation,1,peak_location_rel_price,311,99,399,128,0.1804841037,0.1323267703,0.5868844697
up30_40,validation,1,peak_track_age,311,99,399,128,57,71,0.4614504419
up30_40,validation,1,peak_track_mass,311,99,399,128,0.2656003132,0.1836933161,0.5655776515
up30_40,validation,1,peak_track_prominence,311,99,399,128,0.01173026012,0.009942261618,0.5550031566
up30_40,validation,1,profit_ratio,311,311,399,397,0.06954298046,0.2824761609,0.3007807754
up30_40,validation,5,average_cost_rel_price,311,311,399,397,0.08490051458,0.04501224388,0.6088104514
up30_40,validation,5,base_exists,311,311,399,399,0,0,0.4881939576
up30_40,validation,5,base_presence_20,311,311,399,399,0.15,0.25,0.4589770246
up30_40,validation,5,concentration_20,311,311,399,397,0.6485619427,0.631722576,0.5080709825
up30_40,validation,5,ensemble_ambiguity,311,311,399,399,1,1,0.5028930848
up30_40,validation,5,p50_rel_price,311,311,399,397,0.0608301427,0.02235403534,0.6271716329
up30_40,validation,5,peak_band_width_rel_price,311,101,399,139,0.09468593952,0.08334906455,0.5601538571
up30_40,validation,5,peak_location_rel_price,311,101,399,139,0.1199737524,0.0904204326,0.5667070304
up30_40,validation,5,peak_track_age,311,101,399,139,50,62,0.4346819574
up30_40,validation,5,peak_track_mass,311,101,399,139,0.2373822274,0.1783717278,0.5894294465
up30_40,validation,5,peak_track_prominence,311,101,399,139,0.01189695115,0.009208020547,0.5954840088
up30_40,validation,5,profit_ratio,311,311,399,397,0.222260316,0.4006968881,0.3612301263
up30_40,validation,10,average_cost_rel_price,311,311,399,397,0.07281557189,0.04269178556,0.5826982109
up30_40,validation,10,base_exists,311,311,399,399,0,0,0.4946248257
up30_40,validation,10,base_presence_20,311,311,399,399,0.15,0.25,0.4601173351
up30_40,validation,10,concentration_20,311,311,399,397,0.6442338987,0.6361592996,0.5046287672
up30_40,validation,10,ensemble_ambiguity,311,311,399,399,1,1,0.5039810136
up30_40,validation,10,p50_rel_price,311,311,399,397,0.05062218652,0.01745185116,0.5931949428
up30_40,validation,10,peak_band_width_rel_price,311,105,399,139,0.08740217344,0.09017635813,0.5042137718
up30_40,validation,10,peak_location_rel_price,311,105,399,139,0.109583472,0.102854972,0.5246317232
up30_40,validation,10,peak_track_age,311,105,399,139,47,63,0.4509078452
up30_40,validation,10,peak_track_mass,311,105,399,139,0.2677409776,0.2067322177,0.5638917437
up30_40,validation,10,peak_track_prominence,311,105,399,139,0.01295921043,0.01018913068,0.5867762933
up30_40,validation,10,profit_ratio,311,311,399,397,0.2764569711,0.4105260215,0.4052621348
up30_40,validation,20,average_cost_rel_price,311,311,399,397,0.09852949568,0.0687966194,0.5431005856
up30_40,validation,20,base_exists,311,311,399,399,0,0,0.4587110864
up30_40,validation,20,base_presence_20,311,311,399,399,0.2,0.3,0.4723988428
up30_40,validation,20,concentration_20,311,311,399,397,0.6391097262,0.6481098982,0.4957681
up30_40,validation,20,ensemble_ambiguity,311,311,399,399,1,1,0.5391855845
up30_40,validation,20,p50_rel_price,311,311,399,397,0.07530934898,0.04379772661,0.5504709761
up30_40,validation,20,peak_band_width_rel_price,311,85,399,142,0.09665715558,0.09108764091,0.5215410108
up30_40,validation,20,peak_location_rel_price,311,85,399,142,0.1636155751,0.1277789733,0.5538525269
up30_40,validation,20,peak_track_age,311,85,399,142,60,62.5,0.4734051367
up30_40,validation,20,peak_track_mass,311,85,399,142,0.2566793672,0.2184558951,0.532062966
up30_40,validation,20,peak_track_prominence,311,85,399,142,0.01169971986,0.0105914631,0.5461474731
up30_40,validation,20,profit_ratio,311,311,399,397,0.1992378016,0.3238769735,0.4402998372
up50_60,discovery,1,average_cost_rel_price,209,209,573,572,0.1779918953,0.187760831,0.4840566132
up50_60,discovery,1,base_exists,209,209,573,573,0,0,0.5079744817
up50_60,discovery,1,base_presence_20,209,113,573,341,0.3,0.2,0.548841253
up50_60,discovery,1,concentration_20,209,209,573,572,0.6671011613,0.6753546427,0.4849851106
up50_60,discovery,1,ensemble_ambiguity,209,209,573,573,1,1,0.4894369431
up50_60,discovery,1,p50_rel_price,209,209,573,572,0.171580503,0.1655285103,0.5133586509
up50_60,discovery,1,peak_band_width_rel_price,209,73,573,191,0.111901429,0.09525309291,0.6019507997
up50_60,discovery,1,peak_location_rel_price,209,73,573,191,0.2502399615,0.2266749173,0.5430682063
up50_60,discovery,1,peak_track_age,209,73,573,191,39,61,0.4473570968
up50_60,discovery,1,peak_track_mass,209,73,573,191,0.2551824195,0.2335094728,0.515670946
up50_60,discovery,1,peak_track_prominence,209,73,573,191,0.01188089364,0.01139036875,0.4715627914
up50_60,discovery,1,profit_ratio,209,209,573,572,0.04194638203,0.05557515626,0.4639098939
up50_60,discovery,5,average_cost_rel_price,201,201,540,539,0.08094095681,0.1047705323,0.4332973352
up50_60,discovery,5,base_exists,201,201,540,540,0,0,0.5291597568
up50_60,discovery,5,base_presence_20,201,112,540,212,0.35,0.15,0.5761455526
up50_60,discovery,5,concentration_20,201,201,540,539,0.6760718233,0.6852697188,0.4732921663
up50_60,discovery,5,ensemble_ambiguity,201,201,540,540,1,1,0.4797540077
up50_60,discovery,5,p50_rel_price,201,201,540,539,0.05100499932,0.07080481264,0.4472166071
up50_60,discovery,5,peak_band_width_rel_price,201,75,540,170,0.09489689298,0.0865590392,0.5854901961
up50_60,discovery,5,peak_location_rel_price,201,75,540,170,0.1197210346,0.1413768413,0.4752156863
up50_60,discovery,5,peak_track_age,201,75,540,170,39,61,0.4607058824
up50_60,discovery,5,peak_track_mass,201,75,540,170,0.2477575572,0.2278254935,0.5396862745
up50_60,discovery,5,peak_track_prominence,201,75,540,170,0.01154595616,0.01202967026,0.4882352941
up50_60,discovery,5,profit_ratio,201,201,540,539,0.2618260616,0.1809981816,0.5675656966
up50_60,discovery,10,average_cost_rel_price,194,194,531,530,0.058908283,0.0506802379,0.5101147637
up50_60,discovery,10,base_exists,194,194,531,531,0,0,0.5310928612
up50_60,discovery,10,base_presence_20,194,111,531,199,0.3,0.15,0.5879849699
up50_60,discovery,10,concentration_20,194,194,531,530,0.6614169407,0.6896654514,0.4676230305
up50_60,discovery,10,ensemble_ambiguity,194,194,531,531,1,1,0.4811481934
up50_60,discovery,10,p50_rel_price,194,194,531,530,0.02466627198,0.01827231208,0.5276210854
up50_60,discovery,10,peak_band_width_rel_price,194,76,531,175,0.08943660781,0.08231985045,0.5731578947
up50_60,discovery,10,peak_location_rel_price,194,76,531,175,0.08097079721,0.06891811699,0.525112782
up50_60,discovery,10,peak_track_age,194,76,531,175,42.5,59,0.4507142857
up50_60,discovery,10,peak_track_mass,194,76,531,175,0.2407527753,0.2326220366,0.5063909774
up50_60,discovery,10,peak_track_prominence,194,76,531,175,0.01169843556,0.0128385769,0.4692481203
up50_60,discovery,10,profit_ratio,194,194,531,530,0.3777814233,0.3877493918,0.4807333204
up50_60,discovery,20,average_cost_rel_price,113,113,341,340,0.0830274725,0.07227792639,0.5137948985
up50_60,discovery,20,base_exists,113,113,341,341,0,0,0.5333480393
up50_60,discovery,20,base_presence_20,113,109,341,158,0.35,0.175,0.5739461154
up50_60,discovery,20,concentration_20,113,113,341,340,0.6486498269,0.6725965161,0.4579906299
up50_60,discovery,20,ensemble_ambiguity,113,113,341,341,1,1,0.4753977111
up50_60,discovery,20,p50_rel_price,113,113,341,340,0.07943601298,0.03163698934,0.5674648621
up50_60,discovery,20,peak_band_width_rel_price,113,42,341,104,0.1029539455,0.08405838623,0.6151556777
up50_60,discovery,20,peak_location_rel_price,113,42,341,104,0.1542112166,0.09292635318,0.6421703297
up50_60,discovery,20,peak_track_age,113,42,341,104,24,52,0.368246337
up50_60,discovery,20,peak_track_mass,113,42,341,104,0.3317040487,0.2322230185,0.5636446886
up50_60,discovery,20,peak_track_prominence,113,42,341,104,0.0131925175,0.01346959315,0.475503663
up50_60,discovery,20,profit_ratio,113,113,341,340,0.250066252,0.3528230791,0.4273945862
up50_60,holdout,1,average_cost_rel_price,100,100,657,656,0.1150118981,0.1047882896,0.537804878
up50_60,holdout,1,base_exists,100,100,657,657,0,0,0.4500684932
up50_60,holdout,1,base_presence_20,100,100,657,657,0.05,0.25,0.4327777778
up50_60,holdout,1,concentration_20,100,100,657,656,0.672954996,0.6818465121,0.4729115854
up50_60,holdout,1,ensemble_ambiguity,100,100,657,657,1,1,0.5598249619
up50_60,holdout,1,p50_rel_price,100,100,657,656,0.1051982502,0.08857412171,0.5685670732
up50_60,holdout,1,peak_band_width_rel_price,100,27,657,243,0.09172033619,0.09435522537,0.3816491389
up50_60,holdout,1,peak_location_rel_price,100,27,657,243,0.08367570057,0.1075190533,0.4807194025
up50_60,holdout,1,peak_track_age,100,27,657,243,61,50,0.526139308
up50_60,holdout,1,peak_track_mass,100,27,657,243,0.2278470283,0.289008155,0.4196006706
up50_60,holdout,1,peak_track_prominence,100,27,657,243,0.0132614409,0.01359376921,0.4718792867
up50_60,holdout,1,profit_ratio,100,100,657,656,0.1439985897,0.1533119811,0.4687195122
up50_60,holdout,5,average_cost_rel_price,100,100,657,656,0.05779110725,0.07672779472,0.4736966463
up50_60,holdout,5,base_exists,100,100,657,657,0,0,0.4511567732
up50_60,holdout,5,base_presence_20,100,100,657,657,0.025,0.25,0.4380593607
up50_60,holdout,5,concentration_20,100,100,657,656,0.6812213796,0.6845927869,0.4733765244
up50_60,holdout,5,ensemble_ambiguity,100,100,657,657,1,1,0.5549315068
up50_60,holdout,5,p50_rel_price,100,100,657,656,0.05706985841,0.05616196052,0.4949695122
up50_60,holdout,5,peak_band_width_rel_price,100,26,657,235,0.0806888103,0.09043135209,0.4183306056
up50_60,holdout,5,peak_location_rel_price,100,26,657,235,0.04007121356,0.0792935073,0.4696399345
up50_60,holdout,5,peak_track_age,100,26,657,235,58,49,0.5426350245
up50_60,holdout,5,peak_track_mass,100,26,657,235,0.2229455517,0.2589858368,0.4438625205
up50_60,holdout,5,peak_track_prominence,100,26,657,235,0.01017917872,0.01263177573,0.4613747954
up50_60,holdout,5,profit_ratio,100,100,657,656,0.2759947073,0.2497522763,0.5080564024
up50_60,holdout,10,average_cost_rel_price,100,100,657,656,0.03839853138,0.06800622109,0.4396265244
up50_60,holdout,10,base_exists,100,100,657,657,0,0,0.4661567732
up50_60,holdout,10,base_presence_20,100,100,657,657,0.1,0.2,0.4569254186
up50_60,holdout,10,concentration_20,100,100,657,656,0.6717046782,0.6863234193,0.4635746951
up50_60,holdout,10,ensemble_ambiguity,100,100,657,657,1,1,0.5314535769
up50_60,holdout,10,p50_rel_price,100,100,657,656,0.03021742767,0.04945356411,0.4536432927
up50_60,holdout,10,peak_band_width_rel_price,100,29,657,235,0.06600160165,0.09080220171,0.3707997065
up50_60,holdout,10,peak_location_rel_price,100,29,657,235,-0.005819228518,0.07194606818,0.3156272927
up50_60,holdout,10,peak_track_age,100,29,657,235,67,47,0.5651504035
up50_60,holdout,10,peak_track_mass,100,29,657,235,0.257232764,0.2916756917,0.4148202494
up50_60,holdout,10,peak_track_prominence,100,29,657,235,0.01002155166,0.01312761054,0.4368305209
up50_60,holdout,10,profit_ratio,100,100,657,656,0.3389684696,0.2897884297,0.5423094512
up50_60,holdout,20,average_cost_rel_price,100,100,657,656,0.03332767474,0.0592962587,0.4133765244
up50_60,holdout,20,base_exists,100,100,657,657,0,0,0.4872450533
up50_60,holdout,20,base_presence_20,100,100,657,657,0.175,0.2,0.4742237443
up50_60,holdout,20,concentration_20,100,100,657,656,0.6431082925,0.6828940943,0.4273856707
up50_60,holdout,20,ensemble_ambiguity,100,100,657,657,1,1,0.5206925419
up50_60,holdout,20,p50_rel_price,100,100,657,656,0.0217304004,0.04262772467,0.4169588415
up50_60,holdout,20,peak_band_width_rel_price,100,32,657,227,0.07117931805,0.0863857806,0.3854625551
up50_60,holdout,20,peak_location_rel_price,100,32,657,227,-0.01318082173,0.05903608148,0.3214482379
up50_60,holdout,20,peak_track_age,100,32,657,227,56.5,52,0.5007571586
up50_60,holdout,20,peak_track_mass,100,32,657,227,0.2300933536,0.275495041,0.4417676211
up50_60,holdout,20,peak_track_prominence,100,32,657,227,0.01125517186,0.01301087563,0.4478248899
up50_60,holdout,20,profit_ratio,100,100,657,656,0.3857175595,0.3067008025,0.5961814024
up50_60,validation,1,average_cost_rel_price,125,125,585,583,0.1725282552,0.08423467273,0.7040686106
up50_60,validation,1,base_exists,125,125,585,585,0,0,0.505025641
up50_60,validation,1,base_presence_20,125,125,585,585,0.1,0.25,0.4474940171
up50_60,validation,1,concentration_20,125,125,585,583,0.6148609092,0.6472478711,0.4378319039
up50_60,validation,1,ensemble_ambiguity,125,125,585,585,1,1,0.5015042735
up50_60,validation,1,p50_rel_price,125,125,585,583,0.1386216654,0.05330606501,0.7256878216
up50_60,validation,1,peak_band_width_rel_price,125,41,585,186,0.09724894383,0.08916044963,0.5622869132
up50_60,validation,1,peak_location_rel_price,125,41,585,186,0.1928817935,0.1426629837,0.619853134
up50_60,validation,1,peak_track_age,125,41,585,186,72,62.5,0.5057041699
up50_60,validation,1,peak_track_mass,125,41,585,186,0.2760151023,0.1903279361,0.555730396
up50_60,validation,1,peak_track_prominence,125,41,585,186,0.01267697535,0.01036655238,0.5634670863
up50_60,validation,1,profit_ratio,125,125,585,583,0.0342275726,0.2376609261,0.2663121784
up50_60,validation,5,average_cost_rel_price,125,125,585,583,0.1338800751,0.05481806284,0.686051458
up50_60,validation,5,base_exists,125,125,585,585,0,0,0.4939145299
up50_60,validation,5,base_presence_20,125,125,585,585,0.1,0.25,0.4456478632
up50_60,validation,5,concentration_20,125,125,585,583,0.6135860389,0.6485619427,0.4465042882
up50_60,validation,5,ensemble_ambiguity,125,125,585,585,1,1,0.5069059829
up50_60,validation,5,p50_rel_price,125,125,585,583,0.1097032151,0.0249766565,0.7077598628
up50_60,validation,5,peak_band_width_rel_price,125,41,585,199,0.09468593952,0.08334906455,0.5744576541
up50_60,validation,5,peak_location_rel_price,125,41,585,199,0.1697574072,0.0904204326,0.629734036
up50_60,validation,5,peak_track_age,125,41,585,199,52,57,0.5149528128
up50_60,validation,5,peak_track_mass,125,41,585,199,0.2432676605,0.189794064,0.5563181762
up50_60,validation,5,peak_track_prominence,125,41,585,199,0.01215302002,0.01013091249,0.5604853536
up50_60,validation,5,profit_ratio,125,125,585,583,0.1053766023,0.3793557687,0.2808919383
up50_60,validation,10,average_cost_rel_price,125,125,585,583,0.1314589729,0.04269178556,0.6664288165
up50_60,validation,10,base_exists,125,125,585,585,0,0,0.4710769231
up50_60,validation,10,base_presence_20,125,125,585,585,0.1,0.25,0.4510974359
up50_60,validation,10,concentration_20,125,125,585,583,0.6151904892,0.6438772097,0.4551766724
up50_60,validation,10,ensemble_ambiguity,125,125,585,585,1,1,0.5397264957
up50_60,validation,10,p50_rel_price,125,125,585,583,0.1077575919,0.02021795699,0.6914168096
up50_60,validation,10,peak_band_width_rel_price,125,37,585,207,0.08376775392,0.09017635813,0.4940592767
up50_60,validation,10,peak_location_rel_price,125,37,585,207,0.1577612284,0.08740846223,0.5811463638
up50_60,validation,10,peak_track_age,125,37,585,207,45,53,0.5033294164
up50_60,validation,10,peak_track_mass,125,37,585,207,0.260403633,0.2290180144,0.5530748139
up50_60,validation,10,peak_track_prominence,125,37,585,207,0.01353026713,0.01082975669,0.5977281629
up50_60,validation,10,profit_ratio,125,125,585,583,0.1277610476,0.4081855279,0.3173859348
up50_60,validation,20,average_cost_rel_price,125,125,585,583,0.1202602142,0.07059580829,0.5915060034
up50_60,validation,20,base_exists,125,125,585,585,0,0,0.4661880342
up50_60,validation,20,base_presence_20,125,125,585,585,0.15,0.25,0.4671247863
up50_60,validation,20,concentration_20,125,125,585,583,0.621958754,0.648935583,0.4629296741
up50_60,validation,20,ensemble_ambiguity,125,125,585,585,1,1,0.5383247863
up50_60,validation,20,p50_rel_price,125,125,585,583,0.1061663343,0.04714978052,0.6130085763
up50_60,validation,20,peak_band_width_rel_price,125,33,585,194,0.09650020867,0.09227506587,0.5301468291
up50_60,validation,20,peak_location_rel_price,125,33,585,194,0.1577612284,0.1518595678,0.4821930647
up50_60,validation,20,peak_track_age,125,33,585,194,53,63.5,0.4495470166
up50_60,validation,20,peak_track_mass,125,33,585,194,0.2590456878,0.2230160071,0.5781005936
up50_60,validation,20,peak_track_prominence,125,33,585,194,0.01244881693,0.01063877318,0.56841612
up50_60,validation,20,profit_ratio,125,125,585,583,0.1423396741,0.3083402506,0.4079794168
