target,feature,family,direction_fit_discovery,requested_discovery_coverage,threshold_fit_discovery,evaluation_split,winner_total,winner_available,winner_pass,winner_recall_missing_as_fail,winner_recall_ci_low,winner_recall_ci_high,winner_recall_available,nonwinner_total,nonwinner_pass,nonwinner_pass_rate,precision_in_event_sample,event_sample_base_rate,lift_in_event_sample
any_upside,peak_track_age_chg_10,peak_age,higher,0.95,10,discovery,643,103,103,0.1601866252,0.1338674497,0.1905419646,1,139,36,0.2589928058,0.7410071942,0.8222506394,0.9011938194
any_upside,peak_track_age_chg_10,peak_age,higher,0.95,10,validation,541,102,102,0.1885397412,0.1578189914,0.2236524541,1,169,36,0.2130177515,0.7391304348,0.761971831,0.9700233063
any_upside,peak_track_age_chg_10,peak_age,higher,0.95,10,holdout,415,64,64,0.1542168675,0.1226557078,0.1921208169,1,342,88,0.2573099415,0.4210526316,0.5482166446,0.7680405834
any_upside,peak_track_age_chg_20,peak_age,higher,0.8,20,discovery,643,38,38,0.05909797823,0.0433565228,0.0800762871,1,139,28,0.2014388489,0.5757575758,0.8222506394,0.7002214996
any_upside,peak_track_age_chg_20,peak_age,higher,0.8,20,validation,541,77,77,0.1423290203,0.115405332,0.1742962982,1,169,27,0.1597633136,0.7403846154,0.761971831,0.9716692734
any_upside,peak_track_age_chg_20,peak_age,higher,0.8,20,holdout,415,45,45,0.1084337349,0.08203215922,0.1420179123,1,342,69,0.201754386,0.3947368421,0.5482166446,0.7200380469
any_upside,peak_track_age_chg_20,peak_age,higher,0.9,20,discovery,643,38,38,0.05909797823,0.0433565228,0.0800762871,1,139,28,0.2014388489,0.5757575758,0.8222506394,0.7002214996
any_upside,peak_track_age_chg_20,peak_age,higher,0.9,20,validation,541,77,77,0.1423290203,0.115405332,0.1742962982,1,169,27,0.1597633136,0.7403846154,0.761971831,0.9716692734
any_upside,peak_track_age_chg_20,peak_age,higher,0.9,20,holdout,415,45,45,0.1084337349,0.08203215922,0.1420179123,1,342,69,0.201754386,0.3947368421,0.5482166446,0.7200380469
any_upside,peak_track_age_chg_20,peak_age,higher,0.95,20,discovery,643,38,38,0.05909797823,0.0433565228,0.0800762871,1,139,28,0.2014388489,0.5757575758,0.8222506394,0.7002214996
any_upside,peak_track_age_chg_20,peak_age,higher,0.95,20,validation,541,77,77,0.1423290203,0.115405332,0.1742962982,1,169,27,0.1597633136,0.7403846154,0.761971831,0.9716692734
any_upside,peak_track_age_chg_20,peak_age,higher,0.95,20,holdout,415,45,45,0.1084337349,0.08203215922,0.1420179123,1,342,69,0.201754386,0.3947368421,0.5482166446,0.7200380469
any_upside,peak_track_mass_chg_5,peak_mass,lower,0.8,-0.002641809138,discovery,643,130,104,0.1617418351,0.1353037887,0.1921975734,0.8,139,28,0.2014388489,0.7878787879,0.8222506394,0.9581978416
any_upside,peak_track_mass_chg_5,peak_mass,lower,0.8,-0.002641809138,validation,541,119,82,0.1515711645,0.1238164841,0.1842391092,0.6890756303,169,19,0.1124260355,0.8118811881,0.761971831,1.065500265
any_upside,peak_track_mass_chg_5,peak_mass,lower,0.8,-0.002641809138,holdout,415,88,57,0.1373493976,0.1075430443,0.1738079451,0.6477272727,342,65,0.1900584795,0.4672131148,0.5482166446,0.8522417539
any_upside,peak_track_mass_chg_5,peak_mass,lower,0.9,0.005899467555,discovery,643,130,117,0.1819595645,0.1540564167,0.2136402663,0.9,139,32,0.2302158273,0.7852348993,0.8222506394,0.9549824126
any_upside,peak_track_mass_chg_5,peak_mass,lower,0.9,0.005899467555,validation,541,119,104,0.1922365989,0.1612472405,0.2275657902,0.8739495798,169,30,0.1775147929,0.776119403,0.761971831,1.018567054
any_upside,peak_track_mass_chg_5,peak_mass,lower,0.9,0.005899467555,holdout,415,88,70,0.1686746988,0.1357230388,0.2077039449,0.7954545455,342,84,0.2456140351,0.4545454545,0.5482166446,0.8291347207
any_upside,peak_track_mass_chg_5,peak_mass,lower,0.95,0.02533081887,discovery,643,130,124,0.1928460342,0.1642113483,0.225128969,0.9538461538,139,34,0.2446043165,0.7848101266,0.8222506394,0.9544658149
any_upside,peak_track_mass_chg_5,peak_mass,lower,0.95,0.02533081887,validation,541,119,112,0.2070240296,0.1750055378,0.2431738337,0.9411764706,169,31,0.1834319527,0.7832167832,0.761971831,1.027881545
any_upside,peak_track_mass_chg_5,peak_mass,lower,0.95,0.02533081887,holdout,415,88,78,0.1879518072,0.1532902121,0.2283373834,0.8863636364,342,93,0.2719298246,0.4561403509,0.5482166446,0.8320439653
any_upside,peak_track_mass_chg_10,peak_mass,lower,0.8,-0.003312393158,discovery,643,103,83,0.1290824261,0.1053527675,0.1572176916,0.8058252427,139,27,0.1942446043,0.7545454545,0.8222506394,0.9176587021
any_upside,peak_track_mass_chg_10,peak_mass,lower,0.8,-0.003312393158,validation,541,102,83,0.1534195933,0.1255033959,0.1862229899,0.8137254902,169,25,0.1479289941,0.7685185185,0.761971831,1.008591771
any_upside,peak_track_mass_chg_10,peak_mass,lower,0.8,-0.003312393158,holdout,415,64,49,0.1180722892,0.09047336655,0.1526770109,0.765625,342,62,0.1812865497,0.4414414414,0.5482166446,0.8052317378
any_upside,peak_track_mass_chg_10,peak_mass,lower,0.9,0.02083181343,discovery,643,103,93,0.1446345257,0.1195572092,0.1739327275,0.9029126214,139,30,0.2158273381,0.756097561,0.8222506394,0.9195463339
any_upside,peak_track_mass_chg_10,peak_mass,lower,0.9,0.02083181343,validation,541,102,95,0.1756007394,0.1458580847,0.2099178125,0.931372549,169,29,0.1715976331,0.7661290323,0.761971831,1.005455846
any_upside,peak_track_mass_chg_10,peak_mass,lower,0.9,0.02083181343,holdout,415,64,56,0.134939759,0.1053968613,0.1711790515,0.875,342,80,0.2339181287,0.4117647059,0.5482166446,0.7510985117
any_upside,peak_track_mass_chg_10,peak_mass,lower,0.95,0.0542821694,discovery,643,103,98,0.1524105754,0.1266999539,0.1822497216,0.9514563107,139,33,0.2374100719,0.7480916031,0.8222506394,0.9098096945
any_upside,peak_track_mass_chg_10,peak_mass,lower,0.95,0.0542821694,validation,541,102,97,0.179297597,0.1492692964,0.2138481859,0.9509803922,169,31,0.1834319527,0.7578125,0.761971831,0.9945413586
any_upside,peak_track_mass_chg_10,peak_mass,lower,0.95,0.0542821694,holdout,415,64,62,0.1493975904,0.1183224878,0.186903884,0.96875,342,82,0.2397660819,0.4305555556,0.5482166446,0.7853748327
any_upside,peak_track_mass_chg_20,peak_mass,lower,0.8,0.0344082284,discovery,643,38,31,0.04821150855,0.03416995492,0.06761922065,0.8157894737,139,22,0.1582733813,0.5849056604,0.8222506394,0.7113471639
any_upside,peak_track_mass_chg_20,peak_mass,lower,0.8,0.0344082284,validation,541,77,73,0.134935305,0.1087060041,0.1663124556,0.9480519481,169,25,0.1479289941,0.7448979592,0.761971831,0.9775925157
any_upside,peak_track_mass_chg_20,peak_mass,lower,0.8,0.0344082284,holdout,415,45,39,0.09397590361,0.06950795157,0.1258916611,0.8666666667,342,62,0.1812865497,0.3861386139,0.5482166446,0.7043540499
any_upside,peak_track_mass_chg_20,peak_mass,lower,0.9,0.08941256488,discovery,643,38,34,0.05287713841,0.03808336451,0.07298165435,0.8947368421,139,23,0.1654676259,0.5964912281,0.8222506394,0.7254372323
any_upside,peak_track_mass_chg_20,peak_mass,lower,0.9,0.08941256488,validation,541,77,74,0.1367837338,0.1103782623,0.1683109901,0.961038961,169,25,0.1479289941,0.7474747475,0.761971831,0.9809742527
any_upside,peak_track_mass_chg_20,peak_mass,lower,0.9,0.08941256488,holdout,415,45,43,0.1036144578,0.07783798706,0.1366619315,0.9555555556,342,64,0.1871345029,0.4018691589,0.5482166446,0.7330480802
any_upside,peak_track_mass_chg_20,peak_mass,lower,0.95,0.1631587294,discovery,643,38,36,0.05598755832,0.04071255945,0.07653635492,0.9473684211,139,25,0.1798561151,0.5901639344,0.8222506394,0.7177421411
any_upside,peak_track_mass_chg_20,peak_mass,lower,0.95,0.1631587294,validation,541,77,74,0.1367837338,0.1103782623,0.1683109901,0.961038961,169,27,0.1597633136,0.7326732673,0.761971831,0.96154902
any_upside,peak_track_mass_chg_20,peak_mass,lower,0.95,0.1631587294,holdout,415,45,45,0.1084337349,0.08203215922,0.1420179123,1,342,68,0.1988304094,0.3982300885,0.5482166446,0.726410065
any_upside,peak_track_prominence_chg_5,peak_prominence,lower,0.8,-0.0001696226661,discovery,643,130,104,0.1617418351,0.1353037887,0.1921975734,0.8,139,33,0.2374100719,0.7591240876,0.8222506394,0.9232271174
any_upside,peak_track_prominence_chg_5,peak_prominence,lower,0.8,-0.0001696226661,validation,541,119,81,0.1497227357,0.1221311013,0.1822536993,0.6806722689,169,18,0.1065088757,0.8181818182,0.761971831,1.073769114
any_upside,peak_track_prominence_chg_5,peak_prominence,lower,0.8,-0.0001696226661,holdout,415,88,61,0.1469879518,0.1161603501,0.1842909452,0.6931818182,342,66,0.1929824561,0.4803149606,0.5482166446,0.8761407836
any_upside,peak_track_prominence_chg_5,peak_prominence,lower,0.9,-6.309417283e-05,discovery,643,130,117,0.1819595645,0.1540564167,0.2136402663,0.9,139,37,0.2661870504,0.7597402597,0.8222506394,0.9239764901
any_upside,peak_track_prominence_chg_5,peak_prominence,lower,0.9,-6.309417283e-05,validation,541,119,103,0.1903881701,0.1595325313,0.2256097067,0.8655462185,169,29,0.1715976331,0.7803030303,0.761971831,1.024057581
any_upside,peak_track_prominence_chg_5,peak_prominence,lower,0.9,-6.309417283e-05,holdout,415,88,75,0.1807228916,0.1466843611,0.2206180049,0.8522727273,342,78,0.2280701754,0.4901960784,0.5482166446,0.8941648949
any_upside,peak_track_prominence_chg_5,peak_prominence,lower,0.95,0.0009020588452,discovery,643,130,124,0.1928460342,0.1642113483,0.225128969,0.9538461538,139,39,0.2805755396,0.7607361963,0.8222506394,0.9251877224
any_upside,peak_track_prominence_chg_5,peak_prominence,lower,0.95,0.0009020588452,validation,541,119,112,0.2070240296,0.1750055378,0.2431738337,0.9411764706,169,33,0.1952662722,0.7724137931,0.761971831,1.013703869
any_upside,peak_track_prominence_chg_5,peak_prominence,lower,0.95,0.0009020588452,holdout,415,88,80,0.1927710843,0.1577056211,0.2334721273,0.9090909091,342,91,0.2660818713,0.4678362573,0.5482166446,0.853378426
any_upside,peak_track_prominence_chg_10,peak_prominence,lower,0.8,-0.0002329193057,discovery,643,103,83,0.1290824261,0.1053527675,0.1572176916,0.8058252427,139,30,0.2158273381,0.7345132743,0.8222506394,0.8932960817
any_upside,peak_track_prominence_chg_10,peak_prominence,lower,0.8,-0.0002329193057,validation,541,102,80,0.1478743068,0.1204472706,0.1802667374,0.7843137255,169,25,0.1479289941,0.7619047619,0.761971831,0.9999119796
any_upside,peak_track_prominence_chg_10,peak_prominence,lower,0.8,-0.0002329193057,holdout,415,64,46,0.1108433735,0.0841360383,0.1446891097,0.71875,342,70,0.2046783626,0.3965517241,0.5482166446,0.7233485667
any_upside,peak_track_prominence_chg_10,peak_prominence,lower,0.9,0.0008479370785,discovery,643,103,93,0.1446345257,0.1195572092,0.1739327275,0.9029126214,139,33,0.2374100719,0.7380952381,0.8222506394,0.8976523735
any_upside,peak_track_prominence_chg_10,peak_prominence,lower,0.9,0.0008479370785,validation,541,102,95,0.1756007394,0.1458580847,0.2099178125,0.931372549,169,32,0.1893491124,0.7480314961,0.761971831,0.9817049209
any_upside,peak_track_prominence_chg_10,peak_prominence,lower,0.9,0.0008479370785,holdout,415,64,55,0.1325301205,0.1032540789,0.1685467575,0.859375,342,83,0.2426900585,0.3985507246,0.5482166446,0.7269949363
any_upside,peak_track_prominence_chg_10,peak_prominence,lower,0.95,0.001971747773,discovery,643,103,98,0.1524105754,0.1266999539,0.1822497216,0.9514563107,139,35,0.2517985612,0.7368421053,0.8222506394,0.8961283457
any_upside,peak_track_prominence_chg_10,peak_prominence,lower,0.95,0.001971747773,validation,541,102,99,0.1829944547,0.1526855183,0.2177735493,0.9705882353,169,33,0.1952662722,0.75,0.761971831,0.9842883549
any_upside,peak_track_prominence_chg_10,peak_prominence,lower,0.95,0.001971747773,holdout,415,64,61,0.1469879518,0.1161603501,0.1842909452,0.953125,342,84,0.2456140351,0.4206896552,0.5482166446,0.7673784794
any_upside,peak_track_prominence_chg_20,peak_prominence,lower,0.8,-0.0005872084319,discovery,643,38,31,0.04821150855,0.03416995492,0.06761922065,0.8157894737,139,19,0.1366906475,0.62,0.8222506394,0.7540279938
any_upside,peak_track_prominence_chg_20,peak_prominence,lower,0.8,-0.0005872084319,validation,541,77,56,0.1035120148,0.08057636138,0.132038624,0.7272727273,169,18,0.1065088757,0.7567567568,0.761971831,0.9931558176
any_upside,peak_track_prominence_chg_20,peak_prominence,lower,0.8,-0.0005872084319,holdout,415,45,32,0.07710843373,0.05514672651,0.1068273508,0.7111111111,342,49,0.1432748538,0.3950617284,0.5482166446,0.7206306708
any_upside,peak_track_prominence_chg_20,peak_prominence,lower,0.9,0.002259900655,discovery,643,38,34,0.05287713841,0.03808336451,0.07298165435,0.8947368421,139,24,0.1726618705,0.5862068966,0.8222506394,0.7129296938
any_upside,peak_track_prominence_chg_20,peak_prominence,lower,0.9,0.002259900655,validation,541,77,75,0.1386321627,0.1120522553,0.1703077897,0.974025974,169,27,0.1597633136,0.7352941176,0.761971831,0.9649885832
any_upside,peak_track_prominence_chg_20,peak_prominence,lower,0.9,0.002259900655,holdout,415,45,40,0.09638554217,0.07158278652,0.1285919026,0.8888888889,342,67,0.1959064327,0.3738317757,0.5482166446,0.6819051909
any_upside,peak_track_prominence_chg_20,peak_prominence,lower,0.95,0.003520367777,discovery,643,38,36,0.05598755832,0.04071255945,0.07653635492,0.9473684211,139,25,0.1798561151,0.5901639344,0.8222506394,0.7177421411
any_upside,peak_track_prominence_chg_20,peak_prominence,lower,0.95,0.003520367777,validation,541,77,76,0.1404805915,0.1137279544,0.1723028832,0.987012987,169,27,0.1597633136,0.7378640777,0.761971831,0.9683613589
any_upside,peak_track_prominence_chg_20,peak_prominence,lower,0.95,0.003520367777,holdout,415,45,42,0.1012048193,0.07574796506,0.133976877,0.9333333333,342,67,0.1959064327,0.3853211009,0.5482166446,0.7028628275
any_upside,peak_band_width_rel_price_chg_5,peak_shape,lower,0.8,0.01957306362,discovery,643,130,104,0.1617418351,0.1353037887,0.1921975734,0.8,139,34,0.2446043165,0.7536231884,0.8222506394,0.9165370658
any_upside,peak_band_width_rel_price_chg_5,peak_shape,lower,0.8,0.01957306362,validation,541,119,112,0.2070240296,0.1750055378,0.2431738337,0.9411764706,169,32,0.1893491124,0.7777777778,0.761971831,1.020743479
any_upside,peak_band_width_rel_price_chg_5,peak_shape,lower,0.8,0.01957306362,holdout,415,88,77,0.1855421687,0.1510859262,0.2257665928,0.875,342,93,0.2719298246,0.4529411765,0.5482166446,0.8262083629
any_upside,peak_band_width_rel_price_chg_5,peak_shape,lower,0.9,0.02562631975,discovery,643,130,117,0.1819595645,0.1540564167,0.2136402663,0.9,139,36,0.2589928058,0.7647058824,0.8222506394,0.9300155521
any_upside,peak_band_width_rel_price_chg_5,peak_shape,lower,0.9,0.02562631975,validation,541,119,112,0.2070240296,0.1750055378,0.2431738337,0.9411764706,169,33,0.1952662722,0.7724137931,0.761971831,1.013703869
any_upside,peak_band_width_rel_price_chg_5,peak_shape,lower,0.9,0.02562631975,holdout,415,88,80,0.1927710843,0.1577056211,0.2334721273,0.9090909091,342,95,0.2777777778,0.4571428571,0.5482166446,0.8338726334
any_upside,peak_band_width_rel_price_chg_5,peak_shape,lower,0.95,0.03267678994,discovery,643,130,124,0.1928460342,0.1642113483,0.225128969,0.9538461538,139,37,0.2661870504,0.7701863354,0.8222506394,0.9366807376
any_upside,peak_band_width_rel_price_chg_5,peak_shape,lower,0.95,0.03267678994,validation,541,119,116,0.2144177449,0.1819105988,0.2509519431,0.974789916,169,33,0.1952662722,0.7785234899,0.761971831,1.02172214
any_upside,peak_band_width_rel_price_chg_5,peak_shape,lower,0.95,0.03267678994,holdout,415,88,81,0.1951807229,0.1599166796,0.2360361453,0.9204545455,342,96,0.2807017544,0.4576271186,0.5482166446,0.834755973
any_upside,peak_band_width_rel_price_chg_10,peak_shape,lower,0.8,0.02065226951,discovery,643,103,83,0.1290824261,0.1053527675,0.1572176916,0.8058252427,139,25,0.1798561151,0.7685185185,0.8222506394,0.9346523818
any_upside,peak_band_width_rel_price_chg_10,peak_shape,lower,0.8,0.02065226951,validation,541,102,94,0.1737523105,0.1441543957,0.2079507088,0.9215686275,169,30,0.1775147929,0.7580645161,0.761971831,0.9948721006
any_upside,peak_band_width_rel_price_chg_10,peak_shape,lower,0.8,0.02065226951,holdout,415,64,56,0.134939759,0.1053968613,0.1711790515,0.875,342,80,0.2339181287,0.4117647059,0.5482166446,0.7510985117
any_upside,peak_band_width_rel_price_chg_10,peak_shape,lower,0.9,0.03141120364,discovery,643,103,93,0.1446345257,0.1195572092,0.1739327275,0.9029126214,139,32,0.2302158273,0.744,0.8222506394,0.9048335925
any_upside,peak_band_width_rel_price_chg_10,peak_shape,lower,0.9,0.03141120364,validation,541,102,97,0.179297597,0.1492692964,0.2138481859,0.9509803922,169,33,0.1952662722,0.7461538462,0.761971831,0.9792407223
any_upside,peak_band_width_rel_price_chg_10,peak_shape,lower,0.9,0.03141120364,holdout,415,64,60,0.1445783133,0.1140012732,0.1816749456,0.9375,342,85,0.2485380117,0.4137931034,0.5482166446,0.7547985044
any_upside,peak_band_width_rel_price_chg_10,peak_shape,lower,0.95,0.04393916029,discovery,643,103,98,0.1524105754,0.1266999539,0.1822497216,0.9514563107,139,33,0.2374100719,0.7480916031,0.8222506394,0.9098096945
any_upside,peak_band_width_rel_price_chg_10,peak_shape,lower,0.95,0.04393916029,validation,541,102,99,0.1829944547,0.1526855183,0.2177735493,0.9705882353,169,36,0.2130177515,0.7333333333,0.761971831,0.9624152803
any_upside,peak_band_width_rel_price_chg_10,peak_shape,lower,0.95,0.04393916029,holdout,415,64,62,0.1493975904,0.1183224878,0.186903884,0.96875,342,85,0.2485380117,0.4217687075,0.5482166446,0.7693467749
any_upside,peak_band_width_rel_price_chg_20,peak_shape,lower,0.8,0.03505838225,discovery,643,38,31,0.04821150855,0.03416995492,0.06761922065,0.8157894737,139,21,0.1510791367,0.5961538462,0.8222506394,0.7250269171
any_upside,peak_band_width_rel_price_chg_20,peak_shape,lower,0.8,0.03505838225,validation,541,77,70,0.1293900185,0.1036999404,0.1603061415,0.9090909091,169,25,0.1479289941,0.7368421053,0.761971831,0.9670201381
any_upside,peak_band_width_rel_price_chg_20,peak_shape,lower,0.8,0.03505838225,holdout,415,45,42,0.1012048193,0.07574796506,0.133976877,0.9333333333,342,64,0.1871345029,0.3962264151,0.5482166446,0.7227551716
any_upside,peak_band_width_rel_price_chg_20,peak_shape,lower,0.9,0.04764458869,discovery,643,38,34,0.05287713841,0.03808336451,0.07298165435,0.8947368421,139,24,0.1726618705,0.5862068966,0.8222506394,0.7129296938
any_upside,peak_band_width_rel_price_chg_20,peak_shape,lower,0.9,0.04764458869,validation,541,77,72,0.1330868762,0.1070355105,0.1643121567,0.9350649351,169,27,0.1597633136,0.7272727273,0.761971831,0.9544614351
any_upside,peak_band_width_rel_price_chg_20,peak_shape,lower,0.9,0.04764458869,holdout,415,45,43,0.1036144578,0.07783798706,0.1366619315,0.9555555556,342,64,0.1871345029,0.4018691589,0.5482166446,0.7330480802
any_upside,peak_band_width_rel_price_chg_20,peak_shape,lower,0.95,0.05937529053,discovery,643,38,36,0.05598755832,0.04071255945,0.07653635492,0.9473684211,139,25,0.1798561151,0.5901639344,0.8222506394,0.7177421411
any_upside,peak_band_width_rel_price_chg_20,peak_shape,lower,0.95,0.05937529053,validation,541,77,73,0.134935305,0.1087060041,0.1663124556,0.9480519481,169,27,0.1597633136,0.73,0.761971831,0.9580406654
any_upside,peak_band_width_rel_price_chg_20,peak_shape,lower,0.95,0.05937529053,holdout,415,45,43,0.1036144578,0.07783798706,0.1366619315,0.9555555556,342,66,0.1929824561,0.3944954128,0.5482166446,0.7195976567
any_upside,peak_location_rel_price_chg_5,peak_shape,higher,0.8,0.04125820078,discovery,643,130,104,0.1617418351,0.1353037887,0.1921975734,0.8,139,35,0.2517985612,0.7482014388,0.8222506394,0.909943274
any_upside,peak_location_rel_price_chg_5,peak_shape,higher,0.8,0.04125820078,validation,541,119,61,0.112754159,0.0887861368,0.1421828117,0.512605042,169,3,0.01775147929,0.953125,0.761971831,1.250866451
any_upside,peak_location_rel_price_chg_5,peak_shape,higher,0.8,0.04125820078,holdout,415,88,57,0.1373493976,0.1075430443,0.1738079451,0.6477272727,342,24,0.0701754386,0.7037037037,0.5482166446,1.283623382
any_upside,peak_location_rel_price_chg_5,peak_shape,higher,0.9,0.02247201023,discovery,643,130,117,0.1819595645,0.1540564167,0.2136402663,0.9,139,38,0.273381295,0.7548387097,0.8222506394,0.9180153514
any_upside,peak_location_rel_price_chg_5,peak_shape,higher,0.9,0.02247201023,validation,541,119,93,0.1719038817,0.1424520059,0.2059823061,0.781512605,169,8,0.04733727811,0.9207920792,0.761971831,1.208433228
any_upside,peak_location_rel_price_chg_5,peak_shape,higher,0.9,0.02247201023,holdout,415,88,73,0.1759036145,0.1422923775,0.2154598356,0.8295454545,342,52,0.1520467836,0.584,0.5482166446,1.065272289
any_upside,peak_location_rel_price_chg_5,peak_shape,higher,0.95,0.008588907495,discovery,643,130,124,0.1928460342,0.1642113483,0.225128969,0.9538461538,139,38,0.273381295,0.7654320988,0.8222506394,0.9308987578
any_upside,peak_location_rel_price_chg_5,peak_shape,higher,0.95,0.008588907495,validation,541,119,108,0.1996303142,0.1681175186,0.2353786825,0.9075630252,169,9,0.05325443787,0.9230769231,0.761971831,1.211431821
any_upside,peak_location_rel_price_chg_5,peak_shape,higher,0.95,0.008588907495,holdout,415,88,83,0.2,0.1643453506,0.2411576273,0.9431818182,342,63,0.1842105263,0.5684931507,0.5482166446,1.036986301
any_upside,peak_location_rel_price_chg_10,peak_shape,higher,0.8,0.0583710917,discovery,643,103,83,0.1290824261,0.1053527675,0.1572176916,0.8058252427,139,30,0.2158273381,0.7345132743,0.8222506394,0.8932960817
any_upside,peak_location_rel_price_chg_10,peak_shape,higher,0.8,0.0583710917,validation,541,102,35,0.06469500924,0.04688239721,0.08864594342,0.3431372549,169,4,0.02366863905,0.8974358974,0.761971831,1.177780937
any_upside,peak_location_rel_price_chg_10,peak_shape,higher,0.8,0.0583710917,holdout,415,64,38,0.09156626506,0.06743851719,0.123186019,0.59375,342,17,0.04970760234,0.6909090909,0.5482166446,1.260284775
any_upside,peak_location_rel_price_chg_10,peak_shape,higher,0.9,0.03718206936,discovery,643,103,93,0.1446345257,0.1195572092,0.1739327275,0.9029126214,139,33,0.2374100719,0.7380952381,0.8222506394,0.8976523735
any_upside,peak_location_rel_price_chg_10,peak_shape,higher,0.9,0.03718206936,validation,541,102,54,0.09981515712,0.07730939861,0.1279640016,0.5294117647,169,5,0.02958579882,0.9152542373,0.761971831,1.20116545
any_upside,peak_location_rel_price_chg_10,peak_shape,higher,0.9,0.03718206936,holdout,415,64,52,0.1253012048,0.09684692239,0.1606286845,0.8125,342,31,0.09064327485,0.6265060241,0.5482166446,1.142807374
any_upside,peak_location_rel_price_chg_10,peak_shape,higher,0.95,0.0282616546,discovery,643,103,98,0.1524105754,0.1266999539,0.1822497216,0.9514563107,139,33,0.2374100719,0.7480916031,0.8222506394,0.9098096945
any_upside,peak_location_rel_price_chg_10,peak_shape,higher,0.95,0.0282616546,validation,541,102,65,0.1201478743,0.09539417676,0.1502579421,0.637254902,169,10,0.05917159763,0.8666666667,0.761971831,1.137399877
any_upside,peak_location_rel_price_chg_10,peak_shape,higher,0.95,0.0282616546,holdout,415,64,53,0.1277108434,0.09897902696,0.1632716565,0.828125,342,40,0.1169590643,0.5698924731,0.5482166446,1.0395388
any_upside,peak_location_rel_price_chg_20,peak_shape,lower,0.8,0.1810115068,discovery,643,38,31,0.04821150855,0.03416995492,0.06761922065,0.8157894737,139,13,0.09352517986,0.7045454545,0.8222506394,0.8568499929
any_upside,peak_location_rel_price_chg_20,peak_shape,lower,0.8,0.1810115068,validation,541,77,70,0.1293900185,0.1036999404,0.1603061415,0.9090909091,169,27,0.1597633136,0.7216494845,0.761971831,0.9470815786
any_upside,peak_location_rel_price_chg_20,peak_shape,lower,0.8,0.1810115068,holdout,415,45,33,0.07951807229,0.05717935593,0.1095697978,0.7333333333,342,67,0.1959064327,0.33,0.5482166446,0.6019518072
any_upside,peak_location_rel_price_chg_20,peak_shape,lower,0.9,0.2121781596,discovery,643,38,34,0.05287713841,0.03808336451,0.07298165435,0.8947368421,139,18,0.1294964029,0.6538461538,0.8222506394,0.7951908123
any_upside,peak_location_rel_price_chg_20,peak_shape,lower,0.9,0.2121781596,validation,541,77,71,0.1312384473,0.105366812,0.1623100626,0.9220779221,169,27,0.1597633136,0.7244897959,0.761971831,0.9508091592
any_upside,peak_location_rel_price_chg_20,peak_shape,lower,0.9,0.2121781596,holdout,415,45,37,0.08915662651,0.06537467045,0.1204747893,0.8222222222,342,69,0.201754386,0.3490566038,0.5482166446,0.6367128893
any_upside,peak_location_rel_price_chg_20,peak_shape,lower,0.95,0.2392731383,discovery,643,38,36,0.05598755832,0.04071255945,0.07653635492,0.9473684211,139,22,0.1582733813,0.6206896552,0.8222506394,0.7548667346
any_upside,peak_location_rel_price_chg_20,peak_shape,lower,0.95,0.2392731383,validation,541,77,74,0.1367837338,0.1103782623,0.1683109901,0.961038961,169,27,0.1597633136,0.7326732673,0.761971831,0.96154902
any_upside,peak_location_rel_price_chg_20,peak_shape,lower,0.95,0.2392731383,holdout,415,45,40,0.09638554217,0.07158278652,0.1285919026,0.8888888889,342,69,0.201754386,0.3669724771,0.5482166446,0.669393169
any_upside,base_presence_20_chg_5,base_persistence,lower,0.8,0.1,discovery,643,303,249,0.3872472784,0.3503716385,0.4254621489,0.8217821782,139,19,0.1366906475,0.9291044776,0.8222506394,1.129952879
any_upside,base_presence_20_chg_5,base_persistence,lower,0.8,0.1,validation,541,541,457,0.8447319778,0.8117946361,0.8728081854,0.8447319778,169,146,0.8639053254,0.7578772803,0.761971831,0.9946263752
any_upside,base_presence_20_chg_5,base_persistence,lower,0.8,0.1,holdout,415,415,345,0.8313253012,0.7922960551,0.8642769612,0.8313253012,342,292,0.8538011696,0.5416012559,0.5482166446,0.9879328933
any_upside,base_presence_20_chg_5,base_persistence,lower,0.9,0.15,discovery,643,303,273,0.4245723173,0.3869268079,0.4631137257,0.900990099,139,20,0.1438848921,0.9317406143,0.8222506394,1.133158881
any_upside,base_presence_20_chg_5,base_persistence,lower,0.9,0.15,validation,541,541,492,0.9094269871,0.8822691523,0.9308114105,0.9094269871,169,159,0.9408284024,0.7557603687,0.761971831,0.9918481733
any_upside,base_presence_20_chg_5,base_persistence,lower,0.9,0.15,holdout,415,415,377,0.9084337349,0.876813981,0.9325614828,0.9084337349,342,309,0.9035087719,0.5495626822,0.5482166446,1.002455302
any_upside,base_presence_20_chg_5,base_persistence,lower,0.95,0.2,discovery,643,303,288,0.4479004666,0.4098865864,0.4865331636,0.9504950495,139,21,0.1510791367,0.932038835,0.8222506394,1.133521569
any_upside,base_presence_20_chg_5,base_persistence,lower,0.95,0.2,validation,541,541,510,0.9426987061,0.9198137939,0.9593410359,0.9426987061,169,163,0.9644970414,0.7578008915,0.761971831,0.9945261238
any_upside,base_presence_20_chg_5,base_persistence,lower,0.95,0.2,holdout,415,415,397,0.956626506,0.932486283,0.9723907105,0.956626506,342,321,0.9385964912,0.5529247911,0.5482166446,1.008588113
