category,n,mean_ret_5,median_ret_5,positive_rate_5,mean_ret_10,median_ret_10,positive_rate_10,mean_ret_20,median_ret_20,positive_rate_20,mean_mfe_20,mean_mae_20,mean_activity_ratio
ALL_RETESTS,219442,0.002099013257080332,-0.0021824701183018047,0.479192679614659,0.003858526925286243,-0.0036892807452663656,0.47541035900146733,0.005911729631507907,-0.0068493150684931225,0.47176474877188507,0.10762477600319605,-0.08758965802021292,1.1977325604062472
CONTRACTED,44827,-0.00019336211085708895,-0.003870967741935627,0.4634037522029134,0.001399838120788407,-0.006195786864932162,0.45956677895018627,0.0021284697263760266,-0.010034735623311253,0.4580275280522899,0.10090378945424425,-0.0879219811572843,0.4445087303485359
NOT_CONTRACTED,136201,0.003206548311205039,-0.001290322580645542,0.48662638306620365,0.004991761306715372,-0.0025316455696201556,0.4822945499665935,0.007113507030219808,-0.005780346820809079,0.4759876946571611,0.11071632144738369,-0.08774179968277991,1.5858833600812283
