quintile,n,value_min,value_max,mean_ret_5,mean_ret_10,mean_ret_20,positive_rate_20,mean_mfe_20,mean_mae_20
1,18987,0.06939837257691903,0.808506122466056,0.005940510105977863,0.009637242990557324,0.019665425738966846,0.521356717754253,0.1145585630789285,-0.08810466221864675
2,18983,0.6887550104111181,0.9235111805712258,0.006784534408141375,0.0070677054247404066,0.01780356645064119,0.5207290733814466,0.11382023643625959,-0.08810096105841157
3,18975,0.8128090157393901,1.0529551193102917,0.0067012256422094634,0.006282497008990012,0.015586929424713415,0.5225296442687747,0.11383659168495705,-0.08956558922279442
4,18975,0.9402800910057943,1.2802722314117547,0.0074061301258482246,0.004290964261734294,0.013895081724516192,0.5151515151515151,0.11462881059787232,-0.0925805534433393
5,18975,1.1382499947176183,98.84097387613,0.006843306773508761,0.005607654835034465,0.013824283032075065,0.5093017127799736,0.11753852886466593,-0.09478138963070458
