stage,n,mean_ret_5,median_ret_5,positive_rate_5,mean_ret_10,median_ret_10,positive_rate_10,mean_ret_20,median_ret_20,positive_rate_20,mean_mfe_5,mean_mae_5,mean_mfe_10,mean_mae_10,mean_mfe_20,mean_mae_20
A,94895,0.006735045089606098,0.0031249999999998224,0.5214710996364402,0.006577641212353993,0.0019550342130985054,0.509689656989304,0.0161556401552088,0.004830917874396601,0.5178144264713631,0.051501982923672314,-0.04539786712722729,0.07600692809859051,-0.06456974764258967,0.1148764168709923,-0.09062609927445832
B,9215,0.0012055702046319605,-0.0003097893432468801,0.4928920238741183,0.00571082568901311,0.0006249999999998757,0.503418339663592,0.015205232834650561,0.0004618937644336185,0.501573521432447,0.047264244073262296,-0.044775141626308926,0.07080738731628965,-0.06296896888367674,0.10983186765095185,-0.08944467493033155
C,2827,-0.004352664399337418,-0.005231130564748554,0.4411036434382738,-0.002437674902163709,-0.007575757575757569,0.438273788468341,0.0016175015887148253,-0.008208798147758767,0.45843650512911216,0.03725343774214187,-0.03759502810096456,0.0554288186585608,-0.054269428600725894,0.08911870739850183,-0.08165288856717827
D,1901,-0.002451971080245651,-0.00686498855835227,0.4229352972119937,-0.0011889053215499601,-0.007902298850574474,0.4471330878485008,0.0030191760235207506,-0.01138888888888867,0.45344555497106787,0.04029528162631725,-0.036519327417894175,0.05961441604004286,-0.052887958572915984,0.09414633183934881,-0.08157449662815891
