year,strategy,route,period_label,start_nav,end_nav,annual_return,realized_pnl,unrealized_pnl_change,net_pnl,fees,MaxDD,MaxDD_start,MaxDD_trough,MaxDD_recovery,CVaR5,Sharpe,worst_month,worst_month_return,best_month,best_month_return,trade_count,completed_trade_count,open_trade_count,independent_signal_days,win_rate,mean_trade_return,median_trade_return,worst_trade_return,best_trade_return,average_holding_days,median_holding_days,average_gross_exposure,median_gross_exposure,p95_gross_exposure,max_gross_exposure,capital_days,average_cash_ratio,turnover,max_single_security_weight,best_1_day_pnl_fraction,best_5_days_pnl_fraction,top_5_events_pnl_fraction,top_5_symbols_pnl_fraction,top_5_events_absolute_pnl,top_5_symbols_absolute_pnl,gap,mcb_mode,source
2019,MCB,,2019,1337805.9384402523,1530150.18881014,0.1437758981651267,190908.70018821117,17085.912266932457,192344.25036988757,15650.362085256056,0.044427454994883986,2019-01-02,2019-12-23,NA_UNRECOVERED,-0.0089077548769363,1.8168621176396567,2019-09-30,-0.018145302199633506,2019-03-31,0.08976399810292213,308,140,28,0,0.65,0.047234074988984215,0.12669565217391252,-0.14699396713126675,0.12669565217391354,,,0.12850561428615895,0.0,0.8753258306289514,0.9701789019480749,68826695.85179174,0.8714943857138411,5.190047938510381,,1.8855773736528644e-07,6.17432849346539e-07,0.10901499081856297,0.13040781772197743,20968.40668807667,25083.19394210669,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2020,MCB,,2020,1530150.18881014,1703069.935847354,0.11300834931221893,166463.970321046,24580.44424912903,172919.747037214,18124.667532961048,0.04917139631990963,2020-01-02,2020-03-23,NA_UNRECOVERED,-0.01267477860625316,1.367168906387881,2020-03-31,-0.02137522627938304,2020-07-31,0.08211131859807352,330,181,0,0,0.6132596685082873,0.027134692098218602,0.03582845188284525,-0.25835384615384616,0.12669565217391351,,,0.14624524630534588,0.0,0.6533354360842399,0.9559907956116358,83447771.27141207,0.8537547536946541,5.59555201145246,,1.7898219626000473e-07,6.425049050111894e-07,0.13719876056103952,0.1484477582873284,23724.37497003425,25669.548811286313,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2021,MCB,,2021,1703069.935847354,1817422.2781189354,0.06714483055840348,106401.32177493813,18672.849494765505,114352.34227158152,10721.828998122108,0.01233145588930673,2021-01-04,2021-12-07,2021-12-31,-0.0034889638543086185,2.4177754757663474,2021-04-30,-0.005304340736523527,2021-12-31,0.023377029717818854,177,86,5,0,0.6162790697674418,0.03338509475565848,0.039085029069767394,-0.20799231754161362,0.14812181818181816,,,0.08217124403127309,0.0,0.41257564836316435,0.5147682652812094,50305573.78373573,0.9178287559687269,3.092522053896125,,7.12718010585234e-08,3.122328395466271e-07,0.2234649972213112,0.2234649972213112,25553.745847969392,25553.745847969392,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2022,MCB,,2022,1817422.2781189354,1853756.6392243765,0.01999225031127483,39535.32303692291,6344.132810746796,36334.361105441116,9545.094742228594,0.021531184039717988,2022-01-04,2022-03-15,NA_UNRECOVERED,-0.004232479245914633,0.7877171708653976,2022-03-31,-0.0006016335661773731,2022-08-31,0.009872588711653085,152,80,0,0,0.6,0.009525856237217651,0.012969351801740771,-0.21140621531631545,0.12669565217391354,,,0.07489832259274683,0.0,0.37965636486136745,0.42119138002642753,47680561.82772845,0.9251016774072531,2.618876259656785,,2.4178989359295894e-07,7.858572280965433e-07,0.6983845245555983,0.6983845245555983,25375.355505654916,25375.355505654916,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2023,MCB,,2023,1853756.6392243765,1950765.4558405487,0.05233093414935053,94753.20090512998,19774.016877870745,97008.8166161722,17518.401166828524,0.021490932615900293,2023-01-03,2023-02-17,NA_UNRECOVERED,-0.007343895474681779,1.0880920751569227,2023-12-31,-0.00682321144396969,2023-02-28,0.02380622955794287,268,134,0,0,0.5373134328358209,0.016866340321992364,0.007270774939543458,-0.1805323819978046,0.12669565217391343,,,0.13106300989865904,0.0,0.8417345156324603,0.9674152715357268,92809721.73435444,0.8689369901013408,4.513142262220332,,1.6377472874859625e-07,6.81812321151417e-07,0.28207847384650064,0.28207847384650064,27364.09894074491,27364.09894074491,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2024,MCB,,2024,1950765.4558405487,2133788.2268420723,0.0938210026497841,182220.43165433107,17082.408605062712,183022.7710015236,16280.06925787019,0.05589655683203387,2024-01-02,2024-06-06,NA_UNRECOVERED,-0.0060889970555322815,1.1055188424373283,2024-05-31,-0.02579302523340643,2024-09-30,0.11805383405451297,239,118,3,0,0.635593220338983,0.03500708728844835,0.12669565217391285,-0.3915660377358489,0.12669565217391335,,,0.07211540610475212,0.0,0.3425731545458574,0.6675071231370203,60029969.051012844,0.9278845938952478,4.140925042621869,,3.803158670191795e-07,7.921935863697927e-07,0.21002180925075015,0.23050457466699417,38438.773499825715,42187.58598408087,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2025,MCB,,2025,2133788.2268420723,2213943.029502681,0.03756455380730772,66288.12980569736,37273.91629151694,80154.80266060866,23407.243436605644,0.029409233474818053,2025-01-02,2025-05-15,NA_UNRECOVERED,-0.005791356565428097,0.9943331405602353,2025-03-31,-0.0035520770813917135,2025-07-31,0.024541575678227456,325,165,0,0,0.509090909090909,0.00566422660089679,0.0026065934065934724,-0.2348755760368662,0.17785509325681495,,,0.16211331850557562,0.06485863922762347,0.7749252823349182,0.8692554681063566,119472525.9078488,0.8378866814944244,5.4290725715573,,1.579036204516383e-07,5.901260787583815e-07,0.39277815230538865,0.39277815230538865,31483.05528743692,31483.05528743692,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2026,MCB,,2026 YTD,2213943.029502681,2342975.2039086875,0.058281614606402465,127776.7721141282,14691.255435893992,129032.17440600647,13435.85314401572,0.02038202427811242,2026-01-05,2026-01-20,NA_UNRECOVERED,-0.0058977533712194375,1.7558982442775184,2026-04-30,-0.004453095227773929,2026-05-31,0.02925229675664176,174,87,0,0,0.5747126436781609,0.03061417392393057,0.01950733137829902,-0.19580460683081788,0.12669565217391324,,,0.10442976463301575,0.0,0.7406579964071507,0.814895072538472,57182954.54637717,0.8955702353669843,2.905513681648356,,1.5515860487143852e-07,5.082029131120206e-07,0.22795432932268433,0.22795432932268433,29413.44277776884,29413.44277776884,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2018,OGR,,2018,1000000.0,1090161.5263342725,0.09016152633427255,89710.92463610639,5684.851011290449,90161.52633427246,5234.249313124369,0.01439630544999193,2018-01-02,2018-10-29,NA_UNRECOVERED,-0.0022141982727125965,2.59833908739738,2018-08-31,-0.0029115411343261233,2018-11-30,0.05678009435821685,396,198,0,0,0.9343434343434344,0.06363087325757395,0.06953647355149672,-0.18923769525307077,0.1752433649434899,,,0.04414507256143743,0.0061642710826471945,0.1717261252890557,0.7298646660752306,15430443.285785753,0.9558549274385626,2.5455199418524868,,2.2612119157818805e-07,7.045701669617739e-07,0.06843103954937879,0.07186118423126275,6169.846974412956,6479.114054479002,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2019,OGR,,2019,1090161.5263342725,1098605.0461058416,0.007745200658439089,8147.880693431541,953.5313533796785,8443.519771569176,657.8922752420436,0.0029102066019042194,2019-01-02,2019-06-06,2019-12-31,-0.0006518440849987941,1.5480480184965566,2019-11-30,-0.0007594100215508881,2019-08-31,0.002456837858683336,46,23,0,0,0.8695652173913043,0.04541745913182996,0.043530814622467925,-0.09917681725913988,0.14318640108701197,,,0.006294295819888118,0.0,0.042417418575526056,0.05697621589669192,2364160.8054850656,0.993705704180112,0.30060440306924513,,2.789707092852079e-07,8.590499462406786e-07,0.5146952588172772,0.5146952588172772,4345.839594156594,4345.839594156594,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2020,OGR,,2020,1098605.0461058416,1102828.650142784,0.0038445154169950424,4153.2145999498225,361.4188826488503,4223.604036942357,291.0294456563156,0.0014738449093436579,2020-01-02,2020-02-28,NA_UNRECOVERED,-0.0003448384786050798,1.3478711466029025,2020-11-30,-0.00024047064878474078,2020-03-31,0.0018537973301151478,20,10,0,0,0.8,0.049490735594273645,0.05922511626174447,-0.07929479409592911,0.2113057986436656,,,0.0034333889981271737,0.0,0.013069586596246323,0.039758174409506034,1271414.8871879228,0.9965666110018727,0.13201471787442087,,3.0228766577879787e-07,1.0438939733032504e-06,0.9865797143084238,0.9865797143084238,4166.922064118497,4166.922064118497,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2021,OGR,,2021,1102828.650142784,1110169.4677651043,0.006656353751210542,7340.817622320043,678.5572798883984,7340.817622320261,678.5572798881801,0.0014913742426870824,2021-01-04,2021-06-17,NA_UNRECOVERED,-0.00029680765821137576,2.0127266156469594,2021-06-30,-0.0008877358712471306,2021-02-28,0.002487568219038394,48,24,0,0,0.7916666666666666,0.03704933345161912,0.048389842056856085,-0.1488470056604787,0.18713296178586217,,,0.004936681232033209,0.005233438204063835,0.01826412058645031,0.02594487002220535,1955025.5192635362,0.9950633187679667,0.30618977002259623,,2.876470857602674e-07,7.015444695536571e-07,0.685240642961189,0.685240642961189,5030.226587379562,5030.226587379562,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2022,OGR,,2022,1110169.4677651043,1127163.855688803,0.015307922274164332,16503.241404966295,1515.0615703969502,16994.38792369864,1023.9150516646055,0.0043424870027927165,2022-01-04,2022-05-24,NA_UNRECOVERED,-0.0007682230995649242,2.1636482517113853,2022-04-30,-0.0012294427405054043,2022-05-31,0.013655163754038746,70,35,0,0,0.8285714285714286,0.057718908719258874,0.05999324840257151,-0.20399591996596012,0.18644494446546553,,,0.010788450121976417,0.0,0.07839865661860729,0.129025952668429,4453704.416231483,0.9892115498780236,0.45714411335256255,,1.0194101080857354e-07,4.825022549047342e-07,0.3984069628198564,0.3984069628198564,6770.68247766322,6770.68247766322,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2023,OGR,,2023,1127163.855688803,1128256.9518440096,0.0009697757337496782,964.6442081910154,378.2019700312636,1093.0961552066728,249.7500230156062,0.00044424246437313464,2023-01-03,2023-06-08,NA_UNRECOVERED,-0.0001459420045161966,0.8446871191940006,2023-09-30,-0.00010209768629465543,2023-11-30,0.00037017850686460463,18,9,0,0,0.6666666666666666,0.013840573023620696,0.02084681381710869,-0.04680389833913275,0.05423893092899689,,,0.0026556888784568487,0.0,0.011545352713243534,0.018735687065845767,1081788.7112263776,0.9973443111215431,0.11074223137561243,,4.782747082877411e-07,1.532401637553367e-06,1.4309534279591285,1.418125034605615,1564.169690381932,1550.1470229297274,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2024,OGR,,2024,1128256.9518440096,1158773.3533388954,0.027047386187171396,30516.40149488546,1578.2633227106553,30516.401494885795,1578.2633227103206,0.004714616834651575,2024-01-02,2024-06-28,NA_UNRECOVERED,-0.0009242002833496333,1.9762140670933765,2024-06-30,-0.0028282947954848536,2024-02-29,0.02333265962719988,106,53,0,0,0.8867924528301887,0.06551072215559282,0.07415455544742414,-0.2402670250170177,0.3263508982036662,,,0.009020617350800779,0.0,0.03177284476218299,0.18345478252166472,3816357.7456808584,0.9909793826491993,0.6834399946563505,,2.3371789417300954e-07,8.67371672491312e-07,0.32524102991914705,0.32524102991914705,9925.185851622855,9925.185851622855,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2025,OGR,,2025,1158773.3533388954,1166317.2697152453,0.0065102604876208225,7508.04557684507,940.4513398150507,7543.916376349982,904.580540310139,0.003536505153049707,2025-01-02,2025-04-29,NA_UNRECOVERED,-0.0006842014803541535,1.0522435357953717,2025-11-30,-0.0005459575040221987,2025-05-31,0.005856706975579273,62,31,0,0,0.8064516129032258,0.029674139946002674,0.03911081098622856,-0.12048750984283296,0.14265284720234483,,,0.008034609971713238,0.0,0.03866705600274267,0.153407812636849,3817478.74892909,0.9919653900282869,0.3883436757492147,,4.0661860688675064e-07,1.3477272935872954e-06,0.615463340515904,0.615463340515904,4643.0039735609935,4643.0039735609935,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2026,OGR,,2026 YTD,1166317.2697152453,1171763.2680331443,0.004669396963682626,5378.393603474261,932.1802499253635,5445.99831789895,864.5755355006748,0.008086156954439594,2026-01-05,2026-07-07,NA_UNRECOVERED,-0.0009931069027159481,0.9641160960365968,2026-06-30,-0.002755941058372624,2026-08-31,0.005349054736064174,58,29,0,0,0.7931034482758621,-0.024536120063311316,0.06384375000000002,-1.50573164556962,0.17411872745162352,,,0.012599812069210662,0.010141647189966274,0.037229709955465866,0.0591099299877506,3489079.329140255,0.9874001879307893,0.37053123629444595,,3.738014290490582e-07,1.4401819804369835e-06,2.1616402082150614,2.1616402082150614,11772.28893784196,11772.28893784196,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2018,SMV6,,2018,1000000.0,1022037.7492628423,0.0220377492628423,22037.74926284229,204.51959793990173,22037.74926284235,204.51959793984352,0.018473032592300487,2018-01-02,2018-01-30,NA_UNRECOVERED,-0.0017147435162610824,1.0988939663724528,2018-03-31,0.0,2018-02-28,0.005644033878661192,2,1,0,0,1.0,0.04218395890145877,0.04218395890145877,0.04218395890145877,0.04218395890145877,,,0.029306452995221218,0.0,0.5036136940897294,0.5139165051881678,9333096.291531615,0.9706935470047788,1.0016238919247795,,3.5792402585858426e-07,1.3723694512953443e-06,0.9999999999999973,0.9999999999999973,22037.74926284229,22037.74926284229,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2019,SMV6,,2019,1022037.7492628423,1049942.855642342,0.0273034008769506,-711.4407733359149,29915.4677968051,27905.10637949966,1298.9206439695263,0.05029887594270521,2019-01-02,2019-12-09,NA_UNRECOVERED,-0.009874572304411645,0.4954900454481368,2019-11-30,-0.014893818191466957,2019-12-31,0.04322549860082647,58,36,0,0,0.3333333333333333,-0.001621738312194105,-0.0091920913942539,-0.05620867422705265,0.16737468895883684,,,0.15500963147187946,0.0,0.8219314672536624,0.999929038276774,54736100.315053925,0.8449903685281206,6.291968782232811,,7.108835707886056e-07,2.591005489139618e-06,1.7914748653758785,1.985088253473318,49991.29669451372,55394.09888586812,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2020,SMV6,,2020,1049942.855642342,1219080.8607276331,0.16109258154036832,127175.57646556072,43436.599489870234,169138.0050852911,1474.1708701398443,0.09857380118576398,2020-01-02,2020-12-22,NA_UNRECOVERED,-0.018420210882016577,1.332013152715136,2020-11-30,-0.01678503448535751,2020-07-31,0.059443327439300475,122,85,0,0,0.611764705882353,0.03615729540797737,0.019697089515280146,-0.0863721414912329,0.17684030749181687,,,0.2446227107201529,0.0,0.9997363335551664,0.9997474295005639,97422651.51417162,0.7553772892798472,6.478997503509669,,2.0327881195820465e-07,8.041666744769029e-07,0.5949821425983332,0.7820114994676667,100634.09266045428,132267.86497371833,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2021,SMV6,,2021,1219080.8607276331,1260255.9780863535,0.03377554244772929,111754.09313128515,-68632.98861057294,41175.117358720396,1945.9871619918142,0.07048695767928892,2021-01-04,2021-12-20,NA_UNRECOVERED,-0.017117912722512688,0.37791217324627424,2021-12-31,-0.02154097014593115,2021-05-31,0.034188218771163514,55,38,0,0,0.6578947368421053,0.02323218523108523,0.020865243190196333,-0.03542593644888118,0.15146587806415354,,,0.17388527982296625,0.0,0.9998396731699369,0.9998887725115122,73030222.7572046,0.8261147201770337,7.611545192943635,,9.685291899375319e-07,3.3945706991233684e-06,2.824234821021587,2.824234821021587,116288.20020414854,116288.20020414854,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2022,SMV6,,2022,1260255.9780863535,1294671.476988058,0.027308340130997033,34415.49890170461,738.3587515629266,34415.49890170456,738.3587515629775,0.05242326116556917,2022-01-04,2022-08-19,NA_UNRECOVERED,-0.008317535231451538,0.5356705077095851,2022-07-31,-0.047239087219551945,2022-06-30,0.08414263249501075,31,18,0,0,0.8888888888888888,0.036468481446006236,0.04237554859361896,-0.010991645814962998,0.06005028894757637,,,0.08949519380543096,0.0,0.8387852454084006,0.8451750259881272,39315461.33957051,0.910504806194569,2.8777629825170905,,6.898361408467917e-07,2.379264067543094e-06,0.9031974746304801,1.2786552567120315,31083.991696167617,44005.558583031685,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2023,SMV6,,2023,1294671.476988058,1365058.7906436145,0.054366930071948705,70387.31365555694,1478.5390166432917,70387.31365555641,1478.5390166438156,0.07575275639180101,2023-01-03,2023-11-22,NA_UNRECOVERED,-0.015700805943552634,0.5593886196381403,2023-08-31,-0.01109466794428926,2023-04-30,0.027781214344221095,61,42,0,0,0.5476190476190477,0.006274291795430674,0.00395710959781978,-0.045605001083443404,0.09846978024279894,,,0.14154387565677712,0.0,0.833481327623209,0.8420549773103475,73864236.0,0.8584561243432228,5.405487062985455,,5.461683713728501e-07,2.1013158486108907e-06,1.192647840820859,1.3787012857214127,83947.27765247991,97043.07983539198,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2024,SMV6,,2024,1365058.7906436145,1831892.2067341115,0.341987773193555,466833.4160904973,2072.7864895326625,466833.41609049705,2072.7864895328953,0.07839674283663911,2024-01-02,2024-10-15,NA_UNRECOVERED,-0.015606163516761739,1.5886958757918646,2024-11-30,-0.0235547190762323,2024-09-30,0.27342263087951246,76,55,0,0,0.5636363636363636,0.02721695137564611,0.00245481153606147,-0.05421905926285441,0.35232137757860793,,,0.23492284894925178,0.0,0.9999930675905623,0.9999934316976288,136406406.64999998,0.7650771510507482,6.9505665376260986,,2.1403244745224495e-07,8.498479854578093e-07,0.9907383321817671,0.9844491674487805,462509.760064216,459573.76780756,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2025,SMV6,,2025,1831892.2067341115,2216070.8923758436,0.20971686228560582,294665.09571152343,95412.04214335507,384178.68564173207,5898.452213146427,0.0754829340547527,2025-01-02,2025-12-16,NA_UNRECOVERED,-0.01946553326888392,1.64764079342154,2025-10-31,-0.05010917424043715,2025-09-30,0.10386552750595279,185,118,0,0,0.635593220338983,0.02008771342271086,0.016428666040770076,-0.07837212693921938,0.1909537888733161,,,0.4006568811381945,0.31101330679651035,0.9631554658069339,0.9999307140716344,280400056.9815185,0.5993431188618055,15.451469967299321,,8.711276046864194e-08,3.2831873190701703e-07,0.5958487008635599,0.7325726303691957,228912.37073909602,281438.790272344,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
2026,SMV6,,2026 YTD,2216070.8923758436,2838115.717790092,0.280697168828997,711558.4153444564,-86237.35746445617,622044.8254142483,3276.232465752,0.05074452276687258,2026-01-05,2026-05-21,NA_UNRECOVERED,-0.01576162969490728,2.962891911322064,2026-02-28,-0.00014058321433618737,2026-04-30,0.10989368200295768,62,44,0,0,0.5909090909090909,0.05537974126227873,0.0036293760502294505,-0.03266899723860726,0.22850513765580788,,,0.21792711181394808,0.0,0.9088128986438441,0.9322131301802042,133811388.9,0.7820728881860519,6.138565252150061,,7.041917438939895e-08,2.484580733704503e-07,1.1144062332538418,1.1144062332538418,693210.630804936,693210.630804936,OGR,independent,AUTHORITATIVE_CONTINUOUS_NATIVE
