strategy,route,full_period_CAGR,full_period_MaxDD,full_period_Sharpe,best_year,best_year_return,worst_year,worst_year_return,positive_year_count,negative_year_count,median_annual_return,average_exposure,capital_days,return_per_capital_day,average_trade_count_per_year,worst_trade,largest_yearly_drawdown,return_concentration_grade,stability_grade,capital_efficiency_grade,main_strength,main_risk
ATRDR,,0.11535532733689946,0.10870967623667294,1.5397207642522925,2021,0.16337732322805287,2026,0.0686765302706227,9,0,0.12165190429073935,0.22808541946351368,1965566518.7779336,,477.6666666666667,-1.4059399141630906,0.10870967623667294,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,See native report,See native report
IFCGR,,0.018224690864091952,0.015496829810301871,1.741592002036162,2018,0.08746077183939915,2023,0.0009699343139721872,9,0,0.0071091148978028595,0.010802595628544203,35980854.35300091,,88.22222222222223,-0.2577787958115182,0.015496829810301871,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,See native report,See native report
MCB,,0.06842503753690243,0.05589655683203387,1.3084847915808853,2019,0.1437758981651267,2018,0.01891023223995747,9,0,0.058281614606402465,0.10815007185082147,612054435.9996233,,234.88888888888889,-0.3915660377358489,0.05589655683203387,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,See native report,See native report
OGR,,0.018280471149430877,0.01439630544999193,1.6119882153305032,2018,0.09016152633427255,2023,0.0009697757337496782,9,0,0.006656353751210542,0.011323179667071543,37679453.448930345,,91.55555555555556,-1.50573164556962,0.01439630544999193,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,See native report,See native report
SMV6,,0.1266132858320168,0.09857380118576398,1.1776218939627994,2024,0.341987773193555,2018,0.0220377492628423,9,0,0.054366930071948705,0.1874855540415358,898319620.7490507,,72.44444444444444,-0.0863721414912329,0.09857380118576398,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,See native report,See native report
ATRDR,BULL,0.06810983353705868,0.0712524406018644,1.1238833274576498,2019,0.1315337516409271,2018,0.0016191014615358,9,0,0.072463968265666,0.1596447668047686,668153893.849296,,345.1111111111111,-0.3915660377358487,0.0712524406018644,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,Standalone route replay,Route interaction differs from aggregate
ATRDR,FAST_BEAR,0.011218365445823997,0.0132233578930425,1.1906349180656186,2025,0.0260862148835525,2023,-0.002160811434013,7,1,0.0091610407504911,0.010163097264281022,34243202.850240044,,24.22222222222222,-0.3266440000000001,0.0132233578930425,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,Standalone route replay,Route interaction differs from aggregate
ATRDR,SLOW_BEAR,0.035365165904278406,0.0771711945211652,1.0235184855392458,2018,0.1522365715243638,2026,-0.0026116008946392,8,1,0.0272296899248463,0.05936243056162108,224903255.11417195,,123.44444444444444,-1.4059399141630906,0.0771711945211652,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,Standalone route replay,Route interaction differs from aggregate
