strategy,2018,2019,2020,2021,2022,2023,2024,2025,2026
ATRDR,0.05720671877076178,0.05348984954318714,0.06161052018200108,0.014160836914922648,0.06077383566465233,0.022934297012059512,0.10870967623667294,0.04176010042932721,0.04058684887807262
IFCGR,0.015496829810301871,0.0029061737424274092,0.0014695661050961872,0.0014910731246259301,0.0043418075597004835,0.000444970816237622,0.0047090685396586895,0.0029909834268890823,0.002768246963623877
MCB,0.0230555729605616,0.044427454994883986,0.04917139631990963,0.01233145588930673,0.021531184039717988,0.021490932615900293,0.05589655683203387,0.029409233474818053,0.02038202427811242
OGR,0.01439630544999193,0.0029102066019042194,0.0014738449093436579,0.0014913742426870824,0.0043424870027927165,0.00044424246437313464,0.004714616834651575,0.003536505153049707,0.008086156954439594
SMV6,0.018473032592300487,0.05029887594270521,0.09857380118576398,0.07048695767928892,0.05242326116556917,0.07575275639180101,0.07839674283663911,0.0754829340547527,0.05074452276687258
