days,missing_nav_days,metric_status,base_nav,total_return,CAGR,start,end,candidate,period,evidence,account_reset,native_trades,trades,carried_in_positions,open_at_end_positions,closed_trades,right_censored,added_trades,early_exits,worst_trade,severe_loss_rate,loss5_rate,avg_holding_days,capital_weighted_holding_days,common_holding_days,common_native_holding_days,turnover,costs,commission,slippage,added_trade_realized_pnl,added_trade_censored,released_capital_attribution,cost_contract,MaxDD,CVaR5,worst_21day,worst_month,worst_quarter,longest_drawdown_days,recovery_days,recovery_censored,Sharpe,avg_gross_exposure,avg_cash,capital_days
1159,2,PARTIAL_PATH_METRICS_NOT_ESTIMABLE,1000000.0,-0.007924546594871518,-0.0016725456785261494,2013-04-01,2017-12-29,NATIVE,EARLY_2013_2017,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,19,19,0,0,19,0,0,0,-0.035368460216012365,0.0,0.0,19.68421052631579,18.910152213630738,19.68421052631579,19.68421052631579,9.950894098533382,0.00995089539539635,0.001990178819706676,0.007960716575689674,0.0,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,,,,,,,,,,,,
973,0,OK,992075.4534051284,0.24342754620821938,0.05597860972509472,2018-01-02,2021-12-31,NATIVE,2018_2021,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,44,44,0,0,44,0,0,0,-0.06821367236960663,0.0,0.06818181818181818,18.931818181818183,18.00416298719083,18.931818181818183,18.931818181818183,24.236062718332654,0.024236234023151223,0.004847212543666531,0.01938902147948469,0.0,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,0.08677612631310516,-0.012967279898896676,-0.0672715302122352,-0.021618479282415337,-0.025535044401506335,260.0,8.0,False,0.7259408583585751,0.1462370900584342,0.8537629099415659,162.768920806564
484,0,OK,1233573.9466809456,0.08521849519683866,0.0417673852644338,2022-01-04,2023-12-29,NATIVE,2022_2023,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,21,21,0,0,21,0,0,0,-0.04039021221287975,0.0,0.0,17.047619047619047,16.666671501331052,17.047619047619047,17.047619047619047,8.874988926505758,0.00887504914637373,0.0017749977853011515,0.0071000513610725785,0.0,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,0.07575382749573245,-0.012502672280887368,-0.06132548331274823,-0.04748545313134955,-0.052667574662878525,184.0,,True,0.5333573875193092,0.1162886152495487,0.8837113847504513,60.152844337590054
2616,2,PARTIAL_PATH_METRICS_NOT_ESTIMABLE,1000000.0,0.33869726213112106,0.027502102009235863,2013-04-01,2023-12-29,NATIVE,ALL_AUTHORIZED,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,84,84,0,0,84,0,0,0,-0.06821367236960663,0.0,0.03571428571428571,18.63095238095238,17.881313633930688,18.63095238095238,18.63095238095238,44.94285212539777,0.04494309765522649,0.008988570425079554,0.035954527230146936,0.0,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,,,,,,,,,,,,
1159,2,PARTIAL_PATH_METRICS_NOT_ESTIMABLE,1000000.0,-0.007924546594871518,-0.0016725456785261494,2013-04-01,2017-12-29,FIXED_5_PERCENT,EARLY_2013_2017,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,19,19,0,0,19,0,0,0,-0.035368460216012365,0.0,0.0,19.68421052631579,18.910152213630738,19.68421052631579,19.68421052631579,9.950894098533382,0.00995089539539635,0.001990178819706676,0.007960716575689674,0.0,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,,,,,,,,,,,,
973,0,OK,992075.4534051284,0.23613270262287345,0.05442640745960081,2018-01-02,2021-12-31,FIXED_5_PERCENT,2018_2021,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,44,45,0,0,45,0,1,2,-0.07045020421354331,0.0,0.08888888888888889,18.288888888888888,17.58101210787302,18.568181818181817,18.931818181818183,24.971482600437657,0.024971649707222352,0.00499429652008753,0.01997735318713482,-0.016370532575537708,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,0.09233347050937823,-0.012990390458808286,-0.06728276076974748,-0.021624391080235617,-0.025525259258735278,260.0,8.0,False,0.7075088915892741,0.14609466599035065,0.8539053340096494,162.22400274995954
484,0,OK,1226336.9114234939,0.07784467452540622,0.038219638439457304,2022-01-04,2023-12-29,FIXED_5_PERCENT,2022_2023,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,21,22,0,0,22,0,1,1,-0.053513415415264,0.0,0.045454545454545456,16.136363636363637,16.109224470544582,16.476190476190474,17.047619047619047,9.546389346858826,0.009546445277175105,0.0019092778693717654,0.007637167407803341,-0.0003862412053846246,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,0.07129202458031392,-0.011752727152933512,-0.056608699878060276,-0.04756082359885039,-0.05274264294996778,184.0,,True,0.5252593984742084,0.1159604459254158,0.8840395540745842,59.81680433621048
2616,2,PARTIAL_PATH_METRICS_NOT_ESTIMABLE,1000000.0,0.32180070915174763,0.0262889183700461,2013-04-01,2023-12-29,FIXED_5_PERCENT,ALL_AUTHORIZED,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,84,86,0,0,86,0,2,3,-0.07045020421354331,0.0,0.05813953488372093,18.046511627906977,17.49744724558479,18.297619047619047,18.63095238095238,46.43157864843384,0.046431814317247334,0.00928631572968677,0.03714549858756056,-0.016714465374235866,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,,,,,,,,,,,,
1159,2,PARTIAL_PATH_METRICS_NOT_ESTIMABLE,1000000.0,-0.009723886741193288,-0.0020537811381702298,2013-04-01,2017-12-29,FIXED_3_PERCENT,EARLY_2013_2017,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,19,19,0,0,19,0,0,1,-0.03552256600147552,0.0,0.0,19.63157894736842,18.681679642334533,19.63157894736842,19.68421052631579,10.276902431017886,0.010276902784947892,0.002055380486203577,0.008221522298744314,0.0,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,,,,,,,,,,,,
973,0,OK,990276.1132588068,0.1911983960315109,0.04471065715047584,2018-01-02,2021-12-31,FIXED_3_PERCENT,2018_2021,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,44,46,0,0,46,0,2,9,-0.04667911142145653,0.0,0.0,17.108695652173914,16.119483032974525,17.386363636363637,18.931818181818183,26.52985765223747,0.026529996998408193,0.0053059715304474946,0.0212240254679607,-0.020431038837089462,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,0.08724869986565731,-0.01287545070118087,-0.06728573369842117,-0.04800454016434663,-0.051800293967055766,260.0,8.0,False,0.5988351239551654,0.13792575339113916,0.8620742466088608,151.3315324651873
484,0,OK,1179615.3177422094,0.05744692173303312,0.02834205343388252,2022-01-04,2023-12-29,FIXED_3_PERCENT,2022_2023,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,21,23,0,0,23,0,2,2,-0.05351341541526411,0.0,0.08695652173913043,14.956521739130435,15.30065693524726,15.666666666666666,17.047619047619047,10.118744403699923,0.010118787645753528,0.002023748880739984,0.008095038765013544,-0.001092377804654338,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,0.06377690641641753,-0.010971738387849053,-0.04809165165245155,-0.048048682051837543,-0.05322847471519776,185.0,,True,0.44321159618229206,0.1140808321913338,0.8859191678086661,58.46040676271734
2616,2,PARTIAL_PATH_METRICS_NOT_ESTIMABLE,1000000.0,0.2473805865756331,0.02077225818370021,2013-04-01,2023-12-29,FIXED_3_PERCENT,ALL_AUTHORIZED,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,84,88,0,0,88,0,4,12,-0.05351341541526411,0.0,0.022727272727272728,17.09090909090909,16.4644043364133,17.464285714285715,18.63095238095238,48.485012647107695,0.048485202001210856,0.009697002529421541,0.03878819947178932,-0.02152095532056455,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,,,,,,,,,,,,
1159,2,PARTIAL_PATH_METRICS_NOT_ESTIMABLE,1000000.0,0.009128657302402754,0.0019137617952103003,2013-04-01,2017-12-29,ENTRY_ATR_X1,EARLY_2013_2017,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,19,20,0,0,20,0,1,8,-0.03611200143763671,0.0,0.0,16.4,17.197283674539037,17.210526315789473,19.68421052631579,9.487922530094254,0.0094879344447127,0.0018975845060188509,0.00759034993869385,-7.041558012982273e-05,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,,,,,,,,,,,,
973,0,OK,1009128.6573024027,0.19557602558250275,0.045669159763494616,2018-01-02,2021-12-31,ENTRY_ATR_X1,2018_2021,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,44,46,0,0,46,0,2,14,-0.046825354162347455,0.0,0.0,15.391304347826088,15.835643597397612,15.613636363636363,18.931818181818183,27.315410891598198,0.027315553542208004,0.0054630821783196405,0.021852471363888362,-0.014568284735511479,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,0.0871084193369619,-0.012923777276226265,-0.06727570764117141,-0.03254462867641883,-0.03640187798507011,259.0,8.0,False,0.6099932879457949,0.13441812028388447,0.8655818797161156,146.33781810546373
484,0,OK,1206490.029399014,0.09310121217617628,0.04554668118621463,2022-01-04,2023-12-29,ENTRY_ATR_X1,2022_2023,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,21,25,0,0,25,0,4,5,-0.052968481674624535,0.0,0.04,13.2,14.629900694865674,13.761904761904763,17.047619047619047,10.998289421016823,0.010998356044740061,0.0021996578842033644,0.008798698160536697,-0.00013425308985233326,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,0.05936944612330386,-0.010345976561334923,-0.04569982584705501,-0.04569982584705501,-0.050893386999284584,184.0,56.0,False,0.684828052485803,0.10987317791750482,0.8901268220824952,56.614524760536305
2616,2,PARTIAL_PATH_METRICS_NOT_ESTIMABLE,1000000.0,0.31881571361453265,0.026073133073522214,2013-04-01,2023-12-29,ENTRY_ATR_X1,ALL_AUTHORIZED,ALREADY_CONSUMED_HISTORY_NOT_INDEPENDENT_VALIDATION,False,84,91,0,0,91,0,7,27,-0.052968481674624535,0.0,0.01098901098901099,15.010989010989011,15.776502700570749,15.511904761904763,18.63095238095238,50.32201297369762,0.050322249221992216,0.010064402594739523,0.04025784662725269,-0.01493366420879846,0,ACCOUNT_FEEDBACK_ASSOCIATION_NOT_PURE_CAUSAL_CASH_LABEL,2bp commission +8bp/side slippage;100 shares;minute50%,,,,,,,,,,,,
