episode_id,symbol,entry_date,entry_price,entry_reason,buy_outlay,sale_proceeds,transaction_cost,slippage_cost,qty,exit_date,exit_stage,exit_price,exit_reason,net_return,pnl,right_censored,holding_days,calendar_holding_days,MFE,MAE,peak_giveback,post_MFE_giveback,time_to_MFE,entry_ATR,max_adverse_ATR,overnight_gap_contribution,capital_occupied,capital_days,state,anatomy_caveat,capital_days_missing_marks
159901.SZ|2013-05-22,159901.SZ,2013-05-22,1.4884186507177035,ENTRY_B60_FULL40_MINVOLLOC30_RS|CAP50_SET_MEMBERSHIP_CHANGE,500357.56000792136,482660.68355300016,196.6029487012441,786.4010979265961,0.0,2013-06-06,close,1.4363500000000005,TAIL_MARKET_EXIT_DAILY_EMERGENCY_510300_LT_MA20,-0.0353684602160123,-17696.876454921206,False,11,15,0.0212180553280951,-0.0349825304141384,0.0562005857422336,0.0562005857422336,5,0.03075,1.6932894542342398,-1.491862189340054e-16,500357.56000792136,5479270.250000001,ORIGINAL_CALLBACK_REASON_RECORDED; no new market classifier,"First-fill price excursion; cash-weighted episode return includes rebalances; intraday exit day extremes excluded; gap sum is path arithmetic, not additive cash attribution",0
159901.SZ|2013-09-13,159901.SZ,2013-09-13,1.3934698169491528,ENTRY_B60_FULL40_MINVOLLOC30_RS|CAP50_SET_MEMBERSHIP_CHANGE,491575.0997988538,480073.2731386001,194.32922228759327,777.3101498304718,0.0,2013-09-27,close,1.3614100000000002,TAIL_MARKET_EXIT_WEEKLY_510300_LT_MA20,-0.0233979033213034,-11501.82666025369,False,8,14,0.0082744404726982,-0.0329894601160418,0.0312816248115337,0.0312816248115337,4,0.0257499999999999,1.7852356096758155,0.0035881652685861,491575.0997988538,3891162.750000001,ORIGINAL_CALLBACK_REASON_RECORDED; no new market classifier,"First-fill price excursion; cash-weighted episode return includes rebalances; intraday exit day extremes excluded; gap sum is path arithmetic, not additive cash attribution",0
510500.SH|2014-11-27,510500.SH,2014-11-27,4.179421204218474,ENTRY_B60_FULL40_MINVOLLOC30_RS|CAP50_SET_MEMBERSHIP_CHANGE,95727.88732571836,96773.44026658931,38.50030888059153,154.00202787772992,0.0,2015-01-20,open,4.250246930086983,MARKET_EXIT_DAILY_EMERGENCY_510300_LT_MA20,0.0109221353367323,1045.5529408709554,False,36,54,0.0783679661969232,-0.0214878667411926,0.0614216661214435,0.0614216661214435,13,0.06369100391362,1.4100397288973578,-0.1214664236486038,95727.88732571836,3489803.357303401,ORIGINAL_CALLBACK_REASON_RECORDED; no new market classifier,"First-fill price excursion; cash-weighted episode return includes rebalances; intraday exit day extremes excluded; gap sum is path arithmetic, not additive cash attribution",0
510500.SH|2015-02-17,510500.SH,2015-02-17,4.770206357951608,ENTRY_B60_FULL40_MINVOLLOC30_RS|CAP50_SET_MEMBERSHIP_CHANGE,23855.80199611599,32762.760107359467,11.324069151982307,45.30201330180894,0.0,2015-05-08,open,6.5538627940306995,MARKET_EXIT_DAILY_EMERGENCY_510300_LT_MA20,0.3733665341745222,8906.958111243475,False,51,80,0.4924636512157081,-0.005566289724493,0.118547660536215,0.118547660536215,44,0.0981059473486076,0.2706497552042055,-0.0632197265953564,23855.80199611599,,ORIGINAL_CALLBACK_REASON_RECORDED; no new market classifier,"First-fill price excursion; cash-weighted episode return includes rebalances; intraday exit day extremes excluded; gap sum is path arithmetic, not additive cash attribution",2
159901.SZ|2016-07-18,159901.SZ,2016-07-18,1.9483404827586208,ENTRY_B60_FULL40_MINVOLLOC30_RS|CAP50_SET_MEMBERSHIP_CHANGE,7405.174573249656,7148.245744864001,2.9106739028965523,11.642540491192488,0.0,2016-07-29,close,1.8814936,TAIL_MARKET_EXIT_WEEKLY_510300_LT_MA20,-0.0346958502928183,-256.9288283856549,False,9,11,0.0034180459218042,-0.045341398764933,0.0377276973149599,0.0377276973149599,3,0.0291499999999999,3.0305482936062043,-0.0043626871561818,7405.174573249656,65684.90000000001,ORIGINAL_CALLBACK_REASON_RECORDED; no new market classifier,"First-fill price excursion; cash-weighted episode return includes rebalances; intraday exit day extremes excluded; gap sum is path arithmetic, not additive cash attribution",0
510300.SH|2016-07-14,510300.SH,2016-07-14,2.6120138219945765,ENTRY_B60_FULL40_MINVOLLOC30_RS|CAP50_SET_MEMBERSHIP_CHANGE,327484.5362242728,316697.1122586635,128.8359033530648,515.3371217316705,0.0,2016-08-01,open,2.526000513170126,MARKET_EXIT_WEEKLY_510300_LT_BUFFERED_MA20,-0.0329402544925714,-10787.423965609283,False,12,18,0.0019089401301926,-0.0455640092684104,0.0348388228513986,0.0348388228513986,1,0.0421499999999999,2.8235782205119135,-0.0126339300818857,327484.5362242728,3774239.667872648,ORIGINAL_CALLBACK_REASON_RECORDED; no new market classifier,"First-fill price excursion; cash-weighted episode return includes rebalances; intraday exit day extremes excluded; gap sum is path arithmetic, not additive cash attribution",0
510180.SH|2016-07-14,510180.SH,2016-07-14,2.0856671999999996,ENTRY_B60_FULL40_MINVOLLOC30_RS|CAP50_SET_MEMBERSHIP_CHANGE,8339.973140593807,8116.515447285261,3.2912889109196377,13.165023162794444,0.0,2016-08-03,open,2.025770625932504,RETRY_MARKET_EXIT_ALL,-0.0267935746964091,-223.45769330854637,False,14,20,0.0039952682767412,-0.0492251112737448,0.0327134521113892,0.0327134521113892,1,0.0356999999999999,2.875831932773111,-0.0134249606073296,8339.973140593807,93345.67455099024,ORIGINAL_CALLBACK_REASON_RECORDED; no new market classifier,"First-fill price excursion; cash-weighted episode return includes rebalances; intraday exit day extremes excluded; gap sum is path arithmetic, not additive cash attribution",0
159901.SZ|2016-08-16,159901.SZ,2016-08-16,2.0128112464540697,ENTRY_B60_FULL40_MINVOLLOC30_RS|CAP50_SET_MEMBERSHIP_CHANGE,411098.25973722624,405834.9726436548,163.38644248015018,653.542924251667,0.0,2016-09-12,open,1.9521039820761763,MARKET_EXIT_WEEKLY_510300_LT_BUFFERED_MA20,-0.0128029904503506,-5263.287093571445,False,19,27,0.0120173978501676,-0.0341866365141257,0.042177833651011,0.042177833651011,1,0.0331,2.0788896209688748,0.0012420439345246,411098.25973722624,6745724.699999999,ORIGINAL_CALLBACK_REASON_RECORDED; no new market classifier,"First-fill price excursion; cash-weighted episode return includes rebalances; intraday exit day extremes excluded; gap sum is path arithmetic, not additive cash attribution",0
510500.SH|2016-10-25,510500.SH,2016-10-25,5.589296472859552,ENTRY_B60_FULL40_MINVOLLOC30_RS|CAP50_SET_MEMBERSHIP_CHANGE,241018.75580430363,241591.48369760645,96.52207467038072,386.08897409845247,0.0,2016-12-07,close,5.600980395645151,RETRY_OWN_EXIT_AT_CLOSE,0.0023762793538268,572.7278933028283,False,31,43,0.0244487432111688,-0.0260048369183936,0.0223583329346102,0.0223583329346102,24,0.0637337500763931,2.2805616034055127,-0.0132772579288324,241018.75580430363,5645168.586089893,ORIGINAL_CALLBACK_REASON_RECORDED; no new market classifier,"First-fill price excursion; cash-weighted episode return includes rebalances; intraday exit day extremes excluded; gap sum is path arithmetic, not additive cash attribution",0
510300.SH|2016-11-11,510300.SH,2016-11-11,2.7449515292360704,ENTRY_B60_FULL40_MINVOLLOC30_RS|CAP50_SET_MEMBERSHIP_CHANGE,362877.4594491017,361491.9423287747,144.8738307298437,579.4948997843835,0.0,2016-12-12,close,2.7478,TAIL_MARKET_EXIT_DAILY_EMERGENCY_510300_LT_MA20,-0.0038181404886111,-1385.5171203269856,False,21,31,0.0692356381304919,-0.0069041398488172,0.0681979255393621,0.0681979255393621,12,0.0338499999999999,0.559867924256146,-0.0225869197833365,362877.4594491017,5580338.692114111,ORIGINAL_CALLBACK_REASON_RECORDED; no new market classifier,"First-fill price excursion; cash-weighted episode return includes rebalances; intraday exit day extremes excluded; gap sum is path arithmetic, not additive cash attribution",0
