trade_id,symbol,date,entry_signal_date,entry_execution_date,actual_exit_signal_date,actual_exit_execution_date,actual_exit_reason_frozen,days_since_entry,close,entry_price,return_since_entry,running_peak_close,running_peak_return,drawdown_from_running_peak,MFE_to_date,MAE_to_date,individual_ma30,individual_exit_condition_today,individual_exit_condition_previous_day,individual_exit_confirmed,market_ma20,market_exit_condition_today,market_exit_confirmed,set_change_removal_observed,forced_exit_state_observed,actual_exit_today
300919.SZ-001,300919.SZ,2024-03-18,2024-03-11,2024-03-12,2024-03-27,2024-03-28,MARKET_MA20_X2,4,55.79,53.0,0.052641509433962286,55.79,0.052641509433962286,0.0,0.05849056603773595,-0.011509433962264115,,False,False,False,3526.16783,False,False,False,False,False
300919.SZ-001,300919.SZ,2024-03-19,2024-03-11,2024-03-12,2024-03-27,2024-03-28,MARKET_MA20_X2,5,55.82,53.0,0.05320754716981124,55.82,0.05320754716981124,0.0,0.060377358490566024,-0.011509433962264115,,False,False,False,3534.506635,False,False,False,False,False
300919.SZ-001,300919.SZ,2024-03-20,2024-03-11,2024-03-12,2024-03-27,2024-03-28,MARKET_MA20_X2,6,54.95,53.0,0.03679245283018884,55.82,0.05320754716981124,-0.015585811537083383,0.060377358490566024,-0.011509433962264115,,False,False,False,3540.93226,False,False,False,False,False
300919.SZ-001,300919.SZ,2024-03-21,2024-03-11,2024-03-12,2024-03-27,2024-03-28,MARKET_MA20_X2,7,54.8,53.0,0.03396226415094339,55.82,0.05320754716981124,-0.018273020422787556,0.060377358490566024,-0.011509433962264115,,False,False,False,3545.6530350000003,False,False,False,False,False
300919.SZ-001,300919.SZ,2024-03-22,2024-03-11,2024-03-12,2024-03-27,2024-03-28,MARKET_MA20_X2,8,52.43,53.0,-0.010754716981132062,55.82,0.05320754716981124,-0.06073092081691156,0.060377358490566024,-0.013773584905660274,,False,False,False,3548.41607,True,False,False,False,False
300919.SZ-001,300919.SZ,2024-03-25,2024-03-11,2024-03-12,2024-03-27,2024-03-28,MARKET_MA20_X2,9,52.32,53.0,-0.012830188679245236,55.82,0.05320754716981124,-0.06270154066642786,0.060377358490566024,-0.025471698113207597,,False,False,False,3552.036315,True,True,False,False,False
300919.SZ-001,300919.SZ,2024-03-26,2024-03-11,2024-03-12,2024-03-27,2024-03-28,MARKET_MA20_X2,10,53.95,53.0,0.017924528301886955,55.82,0.05320754716981124,-0.033500537441777056,0.060377358490566024,-0.025471698113207597,,False,False,False,3554.4842799999997,True,True,False,False,False
300919.SZ-001,300919.SZ,2024-03-27,2024-03-11,2024-03-12,2024-03-27,2024-03-28,MARKET_MA20_X2,11,51.92,53.0,-0.02037735849056599,55.82,0.05320754716981124,-0.06986743102830528,0.060377358490566024,-0.025471698113207597,,False,False,False,3557.1106200000004,True,True,True,False,True
300796.SZ-001,300796.SZ,2024-04-29,2024-04-26,2024-04-29,2024-05-09,2024-05-10,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0,16.48,17.1,-0.036257309941520544,16.48,-0.036257309941520544,0.0,0.00994152046783614,-0.04327485380116969,,False,False,False,3543.528385,False,False,False,False,False
300796.SZ-001,300796.SZ,2024-04-30,2024-04-26,2024-04-29,2024-05-09,2024-05-10,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,1,16.81,17.1,-0.016959064327485507,16.81,-0.016959064327485507,0.0,0.00994152046783614,-0.04327485380116969,,False,False,False,3546.873885,False,False,False,False,False
300796.SZ-001,300796.SZ,2024-05-06,2024-04-26,2024-04-29,2024-05-09,2024-05-10,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,2,16.71,17.1,-0.02280701754385972,16.81,-0.016959064327485507,-0.005948839976204545,0.00994152046783614,-0.04327485380116969,,False,False,False,3549.9853900000003,False,False,False,False,False
300796.SZ-001,300796.SZ,2024-05-07,2024-04-26,2024-04-29,2024-05-09,2024-05-10,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,3,16.4,17.1,-0.04093567251462005,16.81,-0.016959064327485507,-0.024390243902439046,0.00994152046783614,-0.05087719298245619,,False,False,False,3553.9019749999998,False,False,False,False,False
300796.SZ-001,300796.SZ,2024-05-08,2024-04-26,2024-04-29,2024-05-09,2024-05-10,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,4,15.04,17.1,-0.12046783625731006,16.81,-0.016959064327485507,-0.1052944675788221,0.00994152046783614,-0.13450292397660824,,False,False,False,3557.0229850000005,False,False,False,False,False
300796.SZ-001,300796.SZ,2024-05-09,2024-04-26,2024-04-29,2024-05-09,2024-05-10,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,5,15.0,17.1,-0.1228070175438597,16.81,-0.016959064327485507,-0.1076740035693039,0.00994152046783614,-0.13450292397660824,,False,False,False,3563.43065,False,False,True,True,True
300770.SZ-001,300770.SZ,2024-05-14,2024-05-13,2024-05-14,2024-05-20,2024-05-21,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0,40.82,42.0,-0.028095238095238062,40.82,-0.028095238095238062,0.0,0.014047619047619087,-0.02952380952380962,,False,False,False,3585.7092900000002,False,False,False,False,False
300770.SZ-001,300770.SZ,2024-05-15,2024-05-13,2024-05-14,2024-05-20,2024-05-21,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,1,40.59,42.0,-0.033571428571428474,40.82,-0.028095238095238062,-0.005634492895639331,0.014047619047619087,-0.042619047619047556,,False,False,False,3593.22014,False,False,False,False,False
300770.SZ-001,300770.SZ,2024-05-16,2024-05-13,2024-05-14,2024-05-20,2024-05-21,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,2,40.5,42.0,-0.0357142857142857,40.82,-0.028095238095238062,-0.007839294463498292,0.014047619047619087,-0.04785714285714282,,False,False,False,3597.784305,False,False,False,False,False
300770.SZ-001,300770.SZ,2024-05-17,2024-05-13,2024-05-14,2024-05-20,2024-05-21,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,3,38.39,42.0,-0.08595238095238089,40.82,-0.028095238095238062,-0.05952964233219005,0.014047619047619087,-0.10238095238095235,,False,False,False,3606.127055,False,False,False,False,False
300770.SZ-001,300770.SZ,2024-05-20,2024-05-13,2024-05-14,2024-05-20,2024-05-21,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,4,37.91,42.0,-0.09738095238095246,40.82,-0.028095238095238062,-0.07128858402743765,0.014047619047619087,-0.10690476190476195,,False,False,False,3612.4050199999997,False,False,True,True,True
300003.SZ-001,300003.SZ,2024-05-10,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,0,15.86,15.45,0.026537216828478982,15.86,0.026537216828478982,0.0,0.03754045307443388,-0.003883495145631022,,False,False,False,3570.0701500000005,False,False,False,False,False
300003.SZ-001,300003.SZ,2024-05-13,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,1,16.47,15.45,0.06601941747572804,16.47,0.06601941747572804,0.0,0.07637540453074432,-0.003883495145631022,,False,False,False,3578.069255,False,False,False,False,False
300003.SZ-001,300003.SZ,2024-05-14,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,2,16.45,15.45,0.06472491909385103,16.47,0.06601941747572804,-0.0012143290831815312,0.07637540453074432,-0.003883495145631022,,False,False,False,3585.7092900000002,False,False,False,False,False
300003.SZ-001,300003.SZ,2024-05-15,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,3,16.14,15.45,0.044660194174757306,16.47,0.06601941747572804,-0.02003642987249532,0.07637540453074432,-0.003883495145631022,,False,False,False,3593.22014,False,False,False,False,False
300003.SZ-001,300003.SZ,2024-05-16,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,4,16.05,15.45,0.03883495145631066,16.47,0.06601941747572804,-0.025500910746812266,0.07637540453074432,-0.003883495145631022,,False,False,False,3597.784305,False,False,False,False,False
300003.SZ-001,300003.SZ,2024-05-17,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,5,15.93,15.45,0.03106796116504862,16.47,0.06601941747572804,-0.032786885245901565,0.07637540453074432,-0.003883495145631022,,False,False,False,3606.127055,False,False,False,False,False
300003.SZ-001,300003.SZ,2024-05-20,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,6,16.04,15.45,0.03818770226537227,16.47,0.06601941747572804,-0.026108075288403088,0.07637540453074432,-0.003883495145631022,,False,False,False,3612.4050199999997,False,False,False,False,False
300003.SZ-001,300003.SZ,2024-05-21,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,7,16.06,15.45,0.039482200647249055,16.47,0.06601941747572804,-0.024893746205221667,0.07637540453074432,-0.003883495145631022,,False,False,False,3617.7229850000003,False,False,False,False,False
300003.SZ-001,300003.SZ,2024-05-22,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,8,15.75,15.45,0.01941747572815533,16.47,0.06601941747572804,-0.04371584699453546,0.07637540453074432,-0.003883495145631022,,False,False,False,3624.86244,False,False,False,False,False
300003.SZ-001,300003.SZ,2024-05-23,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,9,15.49,15.45,0.0025889967637540146,16.47,0.06601941747572804,-0.05950212507589547,0.07637540453074432,-0.003883495145631022,,False,False,False,3630.4067999999997,False,False,False,False,False
300003.SZ-001,300003.SZ,2024-05-24,2024-05-09,2024-05-10,2024-05-24,2024-05-27,MARKET_MA20_X2,10,15.32,15.45,-0.008414239482200547,16.47,0.06601941747572804,-0.06982392228293854,0.07637540453074432,-0.008414239482200547,,False,False,False,3635.169325,True,False,True,False,True
300054.SZ-001,300054.SZ,2024-04-29,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,0,23.2,22.33,0.038961038961039085,23.2,0.038961038961039085,0.0,0.055978504254366346,-0.00447828034034925,,False,False,False,3543.528385,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-04-30,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,1,23.69,22.33,0.06090461262875069,23.69,0.06090461262875069,0.0,0.07344379758172859,-0.00447828034034925,,False,False,False,3546.873885,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-06,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,2,23.74,22.33,0.06314375279892515,23.74,0.06314375279892515,0.0,0.08329601433049727,-0.00447828034034925,,False,False,False,3549.9853900000003,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-07,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,3,23.83,22.33,0.06717420510523953,23.83,0.06717420510523953,0.0,0.08598298253470671,-0.00447828034034925,,False,False,False,3553.9019749999998,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-08,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,4,23.29,22.33,0.042991491267353465,23.83,0.06717420510523953,-0.022660511959714635,0.08598298253470671,-0.00447828034034925,,False,False,False,3557.0229850000005,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-09,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,5,23.42,22.33,0.048813255709807546,23.83,0.06717420510523953,-0.01720520352496835,0.08598298253470671,-0.00447828034034925,,False,False,False,3563.43065,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-10,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,6,23.19,22.33,0.038513210927004105,23.83,0.06717420510523953,-0.02685690306336541,0.08598298253470671,-0.00447828034034925,,False,False,False,3570.0701500000005,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-13,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,7,23.17,22.33,0.037617554858934366,23.83,0.06717420510523953,-0.027696181284095567,0.08598298253470671,-0.00447828034034925,,False,False,False,3578.069255,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-14,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,8,22.82,22.33,0.021943573667711602,23.83,0.06717420510523953,-0.04238355014687356,0.08598298253470671,-0.00447828034034925,,False,False,False,3585.7092900000002,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-15,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,9,22.8,22.33,0.021047917599641863,23.83,0.06717420510523953,-0.043222828367603716,0.08598298253470671,-0.00447828034034925,,False,False,False,3593.22014,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-16,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,10,22.65,22.33,0.014330497089117822,23.83,0.06717420510523953,-0.04951741502308016,0.08598298253470671,-0.00447828034034925,,False,False,False,3597.784305,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-17,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,11,22.99,22.33,0.029556650246305383,23.83,0.06717420510523953,-0.035249685270667186,0.08598298253470671,-0.00447828034034925,,False,False,False,3606.127055,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-20,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,12,22.95,22.33,0.027765338110165683,23.83,0.06717420510523953,-0.036928241712127496,0.08598298253470671,-0.00447828034034925,,False,False,False,3612.4050199999997,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-21,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,13,22.52,22.33,0.008508732646663741,23.83,0.06717420510523953,-0.05497272345782622,0.08598298253470671,-0.00447828034034925,,False,False,False,3617.7229850000003,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-22,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,14,22.52,22.33,0.008508732646663741,23.83,0.06717420510523953,-0.05497272345782622,0.08598298253470671,-0.01164352888490816,,False,False,False,3624.86244,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-23,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,15,22.38,22.33,0.0022391401701746805,23.83,0.06717420510523953,-0.06084767100293742,0.08598298253470671,-0.01164352888490816,,False,False,False,3630.4067999999997,False,False,False,False,False
300054.SZ-001,300054.SZ,2024-05-24,2024-04-26,2024-04-29,2024-05-24,2024-05-27,MARKET_MA20_X2,16,22.07,22.33,-0.01164352888490816,23.83,0.06717420510523953,-0.0738564834242551,0.08598298253470671,-0.012987012987012991,,False,False,False,3635.169325,True,False,True,False,True
300119.SZ-001,300119.SZ,2024-05-06,2024-04-30,2024-05-06,2024-05-24,2024-05-27,MARKET_MA20_X2,0,16.5,16.6,-0.006024096385542244,16.5,-0.006024096385542244,0.0,0.0,-0.03554216867469884,,False,False,False,3549.9853900000003,False,False,False,False,False
300119.SZ-001,300119.SZ,2024-05-07,2024-04-30,2024-05-06,2024-05-24,2024-05-27,MARKET_MA20_X2,1,17.02,16.6,0.02530120481927689,17.02,0.02530120481927689,0.0,0.028915662650602192,-0.03554216867469884,,False,False,False,3553.9019749999998,False,False,False,False,False
