arm,module,symbol,entry_signal_date,completed,mom20,mom60,mom120,r20,r60,r120,score,final_rs_score,entry_cross_section_rank,entry_cross_section_percentile,entry_cross_section_size,previous_60_high,signal_close,b60_breakout_margin,turnover20_mean,box_width,ma_dispersion,direction_efficiency,vol_ratio_10_60,full40_diagnostic_passed,b60_diagnostic_passed,minvol_location,minimum_volume_ratio,entry_execution_date,entry_reason,realized_pnl,buy_cost,exit_signal_date,exit_execution_date,exit_reason,realized_return,holding_trading_days,MFE,MAE,days_to_MFE,peak_return,trough_return,giveback_from_peak,first_5pct_gain_day,first_10pct_gain_day,first_20pct_gain_day,first_50pct_gain_day,path_basis,extra_pnl_rank,extra_outcome_group,extra_top20,positive_trade
A2_MINUS_B60_RAW,B60,301162.SZ,2025-06-16,True,0.029799310764240916,0.2636815920398008,0.3984858912594631,0.49417852522639066,0.8771021992238034,0.888745148771022,0.8040103492884864,0.8040103492884864,104,0.8667529107373868,773,55.78333333333333,50.8,-0.0893337317000299,100839115.51,0.1851143686707739,0.02683726262227859,0.0029946097025354366,0.6731429858502193,True,False,0.07115531752104028,0.463908442099356,2025-06-17,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-4800.299999999988,152552.4,2025-06-20,2025-06-23,MARKET_MA20_X2,-0.031466564931131785,4,0.025549253895710628,-0.03777325037167553,2,0.025549253895710628,-0.03777325037167553,0.05701581882684241,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,132,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301162.SZ,2025-06-23,True,0.045703454085930906,0.2810148355192432,0.3740774907749078,0.5272020725388601,0.8821243523316062,0.8601036269430051,0.8045336787564767,0.8045336787564767,100,0.8717616580310881,772,55.78333333333333,49.65,-0.10994920824619059,103605340.325,0.1851143686707739,0.034807615003246806,0.02168496816462116,0.6655253994570529,True,False,0.11045130641330114,0.5038627667392364,2025-06-24,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,2711.5070000000032,149389.24,2025-07-31,2025-08-01,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.018150617808886393,28,0.13031104742741384,-0.014077563926506428,11,0.13031104742741384,-0.014077563926506428,0.11216042961852744,4,9,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,39,EXTRA_REMAINING_TRADES,False,True
A2_MINUS_B60_RAW,B60,301175.SZ,2025-05-14,True,-0.04014598540145997,0.02135922330097073,-0.12040133779264228,0.08333333333333333,0.5186781609195402,0.33764367816091956,0.37729885057471263,0.37729885057471263,440,0.36925287356321834,696,5.78,5.26,-0.08996539792387548,104451797.08,0.13111545988258322,0.024792861695347446,0.0,0.6103106839606254,True,False,0.2238805970149246,0.3416238772858957,2025-05-15,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-1759.0950000000012,152927.775,2025-05-15,2025-05-16,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.011502782931354368,1,0.0009038580467152277,-0.012416155273298092,0,0.0009038580467152277,-0.012416155273298092,0.012406640978069596,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,87,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301175.SZ,2025-06-03,True,0.03703703703703698,0.01868239921337267,-0.04691812327506917,0.44609164420485176,0.5902964959568733,0.36522911051212936,0.4939353099730458,0.4939353099730458,361,0.5148247978436657,742,5.6450000000000005,5.18,-0.08237378210806034,100524825.29800001,0.13467336683417086,0.019510603588906994,0.13043478260869576,0.6926348078150215,True,False,0.3389830508474575,0.5783461519741413,2025-06-04,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-4692.6440000000375,156670.51400000002,2025-06-20,2025-06-23,MARKET_MA20_X2,-0.029952311256220405,13,0.008645443009141945,-0.029952311256220353,7,0.008645443009141945,-0.029952311256220353,0.03859775426536235,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,128,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301179.SZ,2025-10-27,True,0.054020871700429796,0.14543028685790538,0.3431551499348111,0.7299630086313194,0.5869297163995068,0.5191122071516646,0.5951911220715167,0.5951911220715167,318,0.6091245376078915,811,18.05,17.17,-0.04875346260387803,117797691.4645,0.13808322824716268,0.01919214017223214,0.003629764065335675,0.6243905911443222,True,False,0.027932960893853175,0.4095656117660776,2025-10-28,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-6239.189,147217.07,2025-11-17,2025-11-18,MARKET_MA20_X2,-0.04238088015200955,15,0.05327172996990092,-0.0425731336726101,10,0.05327172996990092,-0.0425731336726101,0.09565261012191047,10,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,160,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301188.SZ,2025-08-08,True,0.1853164556962026,0.2834429824561404,0.4603867747972554,0.8347457627118644,0.7478813559322034,0.8188559322033898,0.7865466101694916,0.7865466101694916,144,0.8485169491525424,944,23.6,23.41,-0.008050847457627186,165666046.928,0.1853164556962026,0.07352058386780813,0.050062578222778514,0.7540154027758088,True,False,0.2188365650969527,0.6000963892037834,2025-08-11,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-15885.485999999984,147693.546,2025-08-20,2025-08-21,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.10755707632613808,8,0.09884503687114402,-0.1075570763261382,3,0.09884503687114402,-0.1075570763261382,0.20640211319728208,0,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,196,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301208.SZ,2024-09-05,True,0.0932642487046631,0.06400310318076019,-0.08920863309352522,0.7406483790523691,0.7531172069825436,0.600997506234414,0.7049875311720698,0.7049875311720698,88,0.7830423940149626,401,33.24,27.43,-0.17478941034897721,150238673.8115,0.19196988707653695,0.05692762708865251,0.06473214285714281,0.6493924411911827,True,False,0.07035175879397013,0.2575674095666254,2024-09-06,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-8596.981999999989,86793.707,2024-09-09,2024-09-10,MARKET_MA20_X2,-0.0990507526081354,2,0.008644555301688003,-0.11493583284788142,0,0.008644555301688003,-0.11493583284788142,0.1076953079098234,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,176,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301208.SZ,2025-07-07,True,0.25724104074619536,0.6448298008991651,0.34083769633507854,0.9384057971014492,0.892512077294686,0.6678743961352657,0.8342995169082126,0.8342995169082126,91,0.8913043478260869,828,44.43,51.22,0.15282466801710548,420348088.0395,0.17539682539682544,0.04180158247108934,0.0632977337848398,0.6951834593937378,True,True,0.013574660633484672,0.24278703762088846,2025-07-08,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-13984.035999999993,161016.856,2025-07-31,2025-08-01,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.0868482738229592,18,0.1311558396760191,-0.10506346738434591,1,0.1311558396760191,-0.10506346738434591,0.2180041134989783,0,1,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,193,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301215.SZ,2024-12-02,True,0.055773762765121804,0.311219512195122,0.13801862828111777,0.4654983570646221,0.19715224534501644,0.1982475355969332,0.2511500547645126,0.2511500547645126,754,0.17524644030668124,913,7.034999999999999,6.72,-0.04477611940298498,202271252.774,0.1833473507148864,0.02085260561208746,0.03600758054327239,0.7116775427516221,True,False,0.2047244094488185,0.49002230388462276,2024-12-03,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-5594.290000000008,154944.79,2024-12-16,2024-12-17,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.0361050539356632,10,0.03759539123580723,-0.03959339323380933,5,0.03759539123580723,-0.03959339323380933,0.07370044517147042,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,150,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301217.SZ,2025-01-24,True,0.02551984877126645,0.0,0.08499999999999996,0.7479806138933764,0.5476575121163166,0.11631663974151858,0.45831987075928915,0.45831987075928915,329,0.47011308562197096,619,12.17,10.85,-0.1084634346754314,168866346.525,0.17784552845528445,0.018577001671929994,0.031809145129224684,0.8369544412385838,True,False,0.4857142857142855,0.3136202640063357,2025-01-27,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-3847.668000000005,143759.616,2025-02-05,2025-02-06,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.026764595698419262,2,0.006346594581888636,-0.03956337779867198,0,0.006346594581888636,-0.03956337779867198,0.0331111902803079,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,114,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301219.SZ,2025-01-20,True,-0.03109137055837563,-0.09964622641509435,0.21318855932203395,0.7324159021406728,0.3348623853211009,0.22477064220183487,0.38134556574923545,0.38134556574923545,412,0.37155963302752293,654,56.08,45.81,-0.18313124108416545,111479301.4265,0.16023121387283235,0.04391545095570981,0.15353444394416899,0.5933805252843798,True,False,0.1015624999999998,0.6784588081303031,2025-01-21,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-594.3319999999949,142463.321,2025-01-21,2025-01-22,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.004171824690230231,1,0.0037881961210212397,-0.017971790788170638,0,0.0037881961210212397,-0.017971790788170638,0.00796002081125147,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,65,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301248.SZ,2025-12-05,False,0.10887573964497044,0.15063446582071216,0.17418546365914778,0.8604091456077015,0.7256317689530686,0.51985559566787,0.6908543922984356,0.6908543922984356,202,0.7581227436823105,831,30.32,28.11,-0.07288918205804751,184007857.85999998,0.15578093306288032,0.05314393563127062,0.06501182033096937,0.39517382620891045,True,False,0.04427083333333378,0.36871124377649916,,,,,,,,,,,,,,,,,,,,,,OPEN_OR_INCOMPLETE,False,
A2_MINUS_B60_RAW,B60,301285.SZ,2025-01-22,True,0.047635250085062975,0.2237678855325913,0.33869565217391306,0.8264984227129337,0.8343848580441641,0.47003154574132494,0.7235015772870663,0.7235015772870663,142,0.777602523659306,634,32.53,30.79,-0.053489086996618584,150912522.45250002,0.1626161543959972,0.029455179817498678,0.046015712682379376,0.7033153024455138,True,False,0.2659340659340661,0.5810718713175687,2025-01-23,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-5762.317999999999,149042.894,2025-01-24,2025-01-27,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.03866214514057946,2,0.002535579569995812,-0.056379031394814434,0,0.002535579569995812,-0.056379031394814434,0.04119772471057527,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,155,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301285.SZ,2025-02-05,True,0.005360134003350003,0.16092843326885875,0.33082039911308203,0.7065573770491803,0.7377049180327869,0.4934426229508197,0.6581967213114754,0.6581967213114754,179,0.7081967213114755,610,32.53,30.01,-0.0774669535813095,138017840.57750002,0.1626161543959972,0.02165077380021896,0.01930501930501931,0.7521209148141282,True,False,0.3406593406593408,0.39894758916012096,2025-02-06,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-5429.851000000024,147142.996,2025-02-14,2025-02-17,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.03690186517610409,7,0.03563103563103563,-0.05425331967550812,0,0.03563103563103563,-0.05425331967550812,0.07253290080713973,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,145,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301285.SZ,2025-10-27,True,0.03750000000000009,0.2962109575012801,0.7684247293049251,0.686806411837238,0.7780517879161529,0.8471023427866831,0.780517879161529,0.780517879161529,138,0.8310727496917386,811,51.63,50.63,-0.019368584156498114,210210968.21600002,0.13149243918474696,0.012954933922541434,0.021891946173930428,0.6556929589156503,True,False,0.4456928838951313,0.48497450868851943,2025-10-28,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,8061.640000000005,145145.0,2025-11-17,2025-11-18,MARKET_MA20_X2,0.05554197526611323,15,0.1584192359364774,-0.023688311688311623,12,0.1584192359364774,-0.023688311688311623,0.10287726067036415,1,10,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,21,EXTRA_REMAINING_TRADES,False,True
A2_MINUS_B60_RAW,B60,301292.SZ,2025-09-05,True,0.07973921765295877,0.40718954248366024,0.4498316498316499,0.6800382043935053,0.8357211079274116,0.8376313276026743,0.8051575931232091,0.8051575931232091,150,0.8576886341929322,1047,26.68,21.53,-0.1930284857571214,209191170.334,0.11820580474934039,0.026424002436795435,0.04385210662080802,0.566860266399024,True,False,0.2500000000000008,0.43913021131860824,2025-09-08,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-13873.68399999997,149785.636,2025-09-17,2025-09-18,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.09262359442797286,8,0.08022818303192143,-0.09262359442797291,2,0.08022818303192143,-0.09262359442797291,0.17285177745989427,1,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,192,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301329.SZ,2025-01-22,True,0.07598636142230886,0.06921587608906088,0.3055555555555556,0.8659305993690851,0.6829652996845426,0.42113564668769715,0.6410094637223975,0.6410094637223975,197,0.6908517350157728,634,22.9,22.09,-0.035371179039301204,202413834.421,0.19707266074228968,0.0464,0.18762677484787027,0.7963186974246604,True,False,0.30706521739130505,0.3137194062896523,2025-01-23,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-12475.710999999998,158599.441,2025-03-03,2025-03-04,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.07866175896546822,22,0.08889322633100726,-0.0786617589654683,6,0.08889322633100726,-0.0786617589654683,0.16755498529647547,6,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,188,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301339.SZ,2025-05-26,True,0.02929427430093212,0.026560424966799445,0.1548804780876496,0.4789325842696629,0.6544943820224719,0.6376404494382022,0.6143258426966292,0.6143258426966292,232,0.675561797752809,712,25.9,23.19,-0.10463320463320458,116251541.71900001,0.1988866396761133,0.0172857164594713,0.0025125628140705205,0.4557434211075371,True,False,0.027149321266969343,0.4978602336575916,2025-05-27,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,2221.7399999999907,148017.87,2025-05-28,2025-05-29,MARKET_MA20_X2,0.015009944407388046,2,0.094462445649299,-0.042345360056863374,1,0.094462445649299,-0.042345360056863374,0.07945250124191094,1,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,43,EXTRA_REMAINING_TRADES,False,True
A2_MINUS_B60_RAW,B60,301379.SZ,2025-08-28,True,0.10597381342062184,0.33613445378151274,0.44435114503816764,0.5868320610687023,0.7690839694656488,0.8139312977099237,0.746087786259542,0.746087786259542,209,0.8015267175572519,1048,28.44,27.03,-0.04957805907172996,208987110.743,0.16366612111292955,0.06372084688052015,0.08495145631067955,0.832334041724801,True,False,0.1825000000000001,0.3979533866916307,2025-08-29,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-16689.45599999999,145080.936,2025-09-03,2025-09-04,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.11503548612341453,4,0.011656004204439466,-0.11824390214852204,1,0.011656004204439466,-0.11824390214852204,0.126691490327854,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,197,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301393.SZ,2025-07-31,True,0.14601523314137088,0.24992401985614432,0.51628364262013,0.8395604395604396,0.7593406593406593,0.8626373626373627,0.8063736263736263,0.8063736263736263,115,0.8747252747252747,910,59.12,61.69,0.04347090663058184,194591285.7775,0.18382058470164186,0.07698694989403765,0.1015089163237311,0.49838266954319105,True,True,0.08768035516093216,0.6473175971055858,2025-08-01,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-14475.282999999996,153386.233,2025-08-28,2025-08-29,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.09437146161611515,20,0.03636201197176803,-0.11986886072102708,0,0.03636201197176803,-0.11986886072102708,0.13073347358788318,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,195,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301500.SZ,2025-10-24,True,0.051829268292683084,0.045454545454545414,0.26307531380753124,0.7661691542288557,0.42039800995024873,0.43159203980099503,0.49291044776119397,0.49291044776119397,403,0.5,804,18.59,17.25,-0.07208176438945668,214652451.61499998,0.18181818181818188,0.024122297140199978,0.029986962190352098,0.5070455819089474,True,False,0.15034965034965028,0.3476810786168006,2025-10-27,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-4257.4400000000605,148850.70200000002,2025-10-30,2025-10-31,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.02860208210506162,4,0.027873860243802392,-0.03976267441452858,1,0.027873860243802392,-0.03976267441452858,0.05647594234886401,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,123,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301509.SZ,2025-07-16,True,0.12364672364672358,0.6392352452202823,0.5731950538492221,0.7737819025522041,0.9303944315545244,0.8689095127610209,0.8806264501160093,0.8806264501160093,53,0.9396751740139211,862,40.0,39.44,-0.014000000000000012,212325659.14200002,0.18448326917382274,0.06342794612339753,0.1530773277222515,0.25439052876479656,True,False,0.08108108108108172,0.4536629451095645,2025-07-17,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-3521.2940000000235,149409.26,2025-08-08,2025-08-11,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.023568110838645632,17,0.09287737587348997,-0.04141659866850709,13,0.09287737587348997,-0.04141659866850709,0.1164454867121356,4,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,108,EXTRA_REMAINING_TRADES,False,False
A2_MINUS_B60_RAW,B60,301631.SZ,2025-12-19,False,0.08819566794486478,0.20316259883121357,0.2652126762260514,0.6916129032258065,0.8387096774193549,0.6645161290322581,0.7570322580645161,0.7570322580645161,135,0.8270967741935484,775,110.33,105.0,-0.04830961660473121,234327995.673,0.18570660934981187,0.04710052032275103,0.07550802139037434,0.3766896695759308,True,False,0.12268518518518544,0.39812712226024943,,,,,,,,,,,,,,,,,,,,,,OPEN_OR_INCOMPLETE,False,
M2_MINUS_B60_MATCHED,B60,300001.SZ,2025-02-12,True,0.1740384615384616,0.03212172442941674,0.2725377800937989,0.6031007751937985,0.6062015503875969,0.22325581395348837,0.4906976744186047,0.4906976744186047,320,0.5054263565891473,645,24.12,24.42,0.01243781094527363,446471120.93149996,0.1875923190546529,0.059781641250815865,0.13958810068649874,0.503926053303041,True,True,0.07349081364829421,0.5460527021616174,2025-02-13,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-4617.161999999988,153891.73799999998,2025-03-10,2025-03-11,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.03000266330087187,18,0.043982624007184064,-0.03304750512337435,4,0.043982624007184064,-0.03304750512337435,0.07398528730805594,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,42,EXTRA_REMAINING_TRADES,False,False
M2_MINUS_B60_MATCHED,B60,300002.SZ,2024-09-24,True,0.16004962779156306,0.1514778325123154,-0.010582010582010581,0.8298429319371727,0.8219895287958116,0.6518324607329843,0.7725130890052356,0.7725130890052356,50,0.8717277486910995,382,9.36,9.35,-0.0010683760683760646,493274924.2925,0.18331226295828063,0.04027561003464153,0.17168141592920375,0.8220038871253582,True,False,0.06617647058823521,0.539006200990776,2024-09-25,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,29715.475999999995,123389.266,2024-11-18,2024-11-19,MARKET_MA20_X2,0.24082707486079052,34,0.5905287470782679,-0.0052545963089093775,4,0.5905287470782679,-0.0052545963089093775,0.34970167221747733,2,2,3,4,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,6,EXTRA_TOP10_PNL_TRADES,True,True
M2_MINUS_B60_MATCHED,B60,300003.SZ,2024-05-13,True,0.20043731778425644,0.326086956521739,-0.04797687861271682,0.8723404255319149,0.6866537717601547,0.6808510638297872,0.7220502901353966,0.7220502901353966,120,0.769825918762089,517,15.86,16.47,0.038461538461538325,313666655.0205,0.19158527422990224,0.07640348598285351,0.10643564356435634,0.6940171492241727,True,True,0.12941176470588245,0.42682829656206656,2024-05-14,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-6075.838999999993,101460.359,2024-05-24,2024-05-27,MARKET_MA20_X2,-0.05988387050749537,9,0.01182436145761327,-0.06383142208278601,0,0.01182436145761327,-0.06383142208278601,0.07170823196510864,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,47,EXTRA_REMAINING_TRADES,False,False
M2_MINUS_B60_MATCHED,B60,300011.SZ,2024-12-06,True,0.038049940546967864,0.5451327433628319,0.7117647058823531,0.6107986501687289,0.6186726659167604,0.813273340832396,0.6754780652418448,0.6754780652418448,246,0.7244094488188977,889,9.67,8.73,-0.09720785935884169,193124269.19349998,0.1973509933774833,0.049266459200581814,0.01720430107526884,0.6673520163209885,True,False,0.27480916030534386,0.5194167730602219,2024-12-09,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-13547.443000000028,159001.84300000002,2024-12-18,2024-12-19,MARKET_MA20_X2,-0.08520305641991852,8,0.0275117344750573,-0.09115518868545455,1,0.0275117344750573,-0.09115518868545455,0.11271479089497581,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,71,EXTRA_REMAINING_TRADES,False,False
M2_MINUS_B60_MATCHED,B60,300019.SZ,2025-09-03,True,0.040147669589293944,0.27129159616469245,0.3059096176129781,0.6596758817921831,0.765490943755958,0.7588179218303146,0.74232602478551,0.74232602478551,221,0.7902764537654909,1049,24.32,22.54,-0.07319078947368429,449933767.95199996,0.18287937743190663,0.02903270192175378,0.11691022964509402,0.6568878175994052,True,False,0.13306451612903156,0.5171807303922458,2025-09-04,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-6569.894999999991,154735.581,2025-09-19,2025-09-22,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.042458851141677564,12,0.07984007334656695,-0.04245885114167755,2,0.07984007334656695,-0.04245885114167755,0.12229892448824452,1,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,50,EXTRA_REMAINING_TRADES,False,False
M2_MINUS_B60_MATCHED,B60,300039.SZ,2025-06-04,True,0.07300509337860772,0.06756756756756754,-0.06646971935007384,0.6666666666666666,0.6532797858099063,0.36813922356091033,0.5704149933065596,0.5704149933065596,282,0.6238286479250335,747,6.57,6.32,-0.03805175038051756,187033691.04500002,0.17173524150268338,0.029482517482517512,0.06593406593406627,0.7256669431048094,True,False,0.03773584905660469,0.4437308789364749,2025-06-05,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-10508.041999999983,153280.12699999998,2025-06-20,2025-06-23,MARKET_MA20_X2,-0.06855449695706466,12,0.023952248486008586,-0.06855449695706468,4,0.023952248486008586,-0.06855449695706468,0.09250674544307325,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,61,EXTRA_REMAINING_TRADES,False,False
M2_MINUS_B60_MATCHED,B60,300054.SZ,2024-04-30,True,0.11116322701688564,0.23001038421599174,-0.00878661087866095,0.8480492813141683,0.8706365503080082,0.702258726899384,0.815605749486653,0.815605749486653,64,0.8706365503080082,487,23.2,23.69,0.021120689655172553,154713547.0785,0.15308151093439348,0.023728170083523237,0.1760956175298806,0.7675482550764212,True,True,0.1006493506493503,0.5149615921575328,2024-05-06,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-8383.159,103275.172,2024-05-24,2024-05-27,MARKET_MA20_X2,-0.08117303353413925,15,0.00968120391995081,-0.08233510373625914,1,0.00968120391995081,-0.08233510373625914,0.09085423745409006,,,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,55,EXTRA_REMAINING_TRADES,False,False
M2_MINUS_B60_MATCHED,B60,300113.SZ,2024-12-09,True,0.012234385061171915,0.46915887850467297,0.48868171485868106,0.6496598639455783,0.5249433106575964,0.6541950113378685,0.5886621315192744,0.5886621315192744,331,0.6258503401360545,882,16.5,15.72,-0.047272727272727244,487165724.105,0.1817507418397626,0.028729430806581968,0.14062500000000006,0.6770861692964414,True,False,0.20814479638009017,0.5381750848689772,2024-12-10,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,168.54300000001786,160143.984,2024-12-18,2024-12-19,MARKET_MA20_X2,0.0010524466532568458,7,0.15293122718865296,-0.029435910624029418,4,0.15293122718865296,-0.029435910624029418,0.1518787805353961,4,4,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,29,EXTRA_REMAINING_TRADES,False,True
M2_MINUS_B60_MATCHED,B60,300132.SZ,2025-12-29,False,0.08366533864541825,0.33333333333333326,0.3737373737373737,0.7549668874172185,0.8807947019867549,0.7086092715231788,0.8039735099337748,0.8039735099337748,105,0.8622516556291391,755,8.27,8.16,-0.013301088270858408,178763471.768,0.15502793296089368,0.05074241446094252,0.18014705882352963,0.8464806527747165,True,False,0.3423423423423424,0.4464873509502481,,,,,,,,,,,,,,,,,,,,,,OPEN_OR_INCOMPLETE,False,
M2_MINUS_B60_MATCHED,B60,300138.SZ,2025-06-23,True,0.10857664233576636,0.28164556962025333,0.3728813559322035,0.7227979274611399,0.8847150259067358,0.8588082901554405,0.8445595854922281,0.8445595854922281,73,0.9067357512953368,772,12.25,12.15,-0.008163265306122436,151375068.3875,0.14915572232645413,0.05253216857513876,0.20923520923520936,0.6937947595270572,True,False,0.2689655172413786,0.5042737779003522,2025-06-24,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,12152.516999999998,145159.014,2025-08-08,2025-08-11,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.08371865215342396,34,0.18027304188117482,-0.01945282801933039,11,0.18027304188117482,-0.01945282801933039,0.09655438972775086,5,8,,,frozen execution cash flows plus authorized intraday high/low; corporate-action adjusted; exit day stops at frozen open execution,13,EXTRA_TOP11_TO_20_PNL_TRADES,True,True
