trade_id,symbol,entry_signal_date,entry_execution_date,entry_price,buy_cost,exit_signal_date,exit_execution_date,exit_price,exit_reason,realized_return,realized_pnl,canonical_exit_reason,canonical_reason_confidence,evidence_date,evidence_fields,holding_trading_days,MFE,MAE,MFE_date,first_individual_warning_date,first_individual_confirmed_date,first_market_warning_date,first_market_confirmed_date,first_set_change_removal_date,giveback_pct_points,giveback_fraction_of_MFE
300003.SZ-002,300003.SZ,2025-06-04,2025-06-05,13.68,164712.548,2025-06-20,2025-06-23,12.83,MARKET_MA20_X2,-0.04605185878127513,-7396.897454545455,MARKET_EXIT_CONFIRMED,PROVEN,2025-06-20,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",12,0.05409356725146197,-0.07236842105263164,2025-06-17,,,2025-06-06,2025-06-20,2025-06-20,0.1001454260327371,1.851337065037627
300138.SZ-001,300138.SZ,2025-06-18,2025-06-19,11.91,146639.493,2025-06-20,2025-06-23,12.04,MARKET_MA20_X2,0.008895386729139934,1304.4150000000081,MARKET_EXIT_CONFIRMED,PROVEN,2025-06-20,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",2,0.07388748950461799,-0.017632241813602123,2025-06-20,,,2025-06-19,2025-06-20,2025-06-20,0.06499210277547805,0.8796090273362993
300254.SZ-001,300254.SZ,2025-06-03,2025-06-04,10.5,167537.36999999997,2025-06-20,2025-06-23,9.82,MARKET_MA20_X2,-0.0532844642362475,-9678.034966887382,MARKET_EXIT_CONFIRMED,PROVEN,2025-06-20,"{'individual_exit': True, 'set_change': True, 'market_reason': True}",13,0.13809523809523805,-0.11142857142857143,2025-06-12,,2025-06-20,2025-06-04,2025-06-20,2025-06-20,0.19137970233148555,1.3858530168831718
300440.SZ-001,300440.SZ,2025-06-16,2025-06-17,10.6,154914.76,2025-06-20,2025-06-23,10.32,MARKET_MA20_X2,-0.028302280557385345,-4303.156000000017,MARKET_EXIT_CONFIRMED,PROVEN,2025-06-20,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",4,0.020754716981132182,-0.037735849056603765,2025-06-19,,,2025-06-17,2025-06-20,2025-06-20,0.04905699753851753,2.3636553359467416
300748.SZ-001,300748.SZ,2025-06-11,2025-06-12,24.07,154616.462,2025-06-20,2025-06-23,22.09,MARKET_MA20_X2,-0.08654859791061568,-13381.837999999989,MARKET_EXIT_CONFIRMED,PROVEN,2025-06-20,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",7,0.05899459908599902,-0.07769007062733702,2025-06-12,,,2025-06-13,2025-06-20,2025-06-20,0.14554319699661472,2.4670596843017782
300770.SZ-002,300770.SZ,2025-06-09,2025-06-10,41.18,152611.459,2025-06-20,2025-06-23,39.05,MARKET_MA20_X2,-0.054196087595230896,-8270.943999999989,MARKET_EXIT_CONFIRMED,PROVEN,2025-06-20,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",9,0.0757649344341913,-0.05002428363283151,2025-06-10,,,2025-06-10,2025-06-20,2025-06-20,0.1299610220294222,1.7153188740934646
300987.SZ-001,300987.SZ,2025-06-12,2025-06-13,22.01,166440.274,2025-06-20,2025-06-23,18.44,MARKET_MA20_X2,-0.1588342614720762,-26436.418000000005,MARKET_EXIT_CONFIRMED,PROVEN,2025-06-20,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",6,0.08995910949568353,-0.1558382553384826,2025-06-13,,,2025-06-13,2025-06-20,2025-06-20,0.24879337096775972,2.765627320707276
301048.SZ-001,301048.SZ,2025-06-10,2025-06-11,10.91,160210.05,2025-06-20,2025-06-23,10.17,MARKET_MA20_X2,-0.06554463343591749,-10269.498714285728,MARKET_EXIT_CONFIRMED,PROVEN,2025-06-20,"{'individual_exit': True, 'set_change': True, 'market_reason': True}",8,0.025664527956003713,-0.06416131989000906,2025-06-17,,2025-06-20,2025-06-13,2025-06-20,2025-06-20,0.0912091613919212,3.553899824235209
301052.SZ-001,301052.SZ,2025-06-10,2025-06-11,40.61,150407.257,2025-06-20,2025-06-23,39.0,MARKET_MA20_X2,-0.041564197929625166,-6251.557000000001,MARKET_EXIT_CONFIRMED,PROVEN,2025-06-20,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",8,0.09578921447919231,-0.05195764590002461,2025-06-12,,,2025-06-13,2025-06-20,2025-06-20,0.1373534124088175,1.4339131305712285
301141.SZ-001,301141.SZ,2025-06-04,2025-06-05,41.0,153453.30000000002,2025-06-20,2025-06-23,55.02,MARKET_MA20_X2,0.34269352956241406,33208.350000000006,MARKET_EXIT_CONFIRMED,PROVEN,2025-06-20,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",12,0.728780487804878,-0.017073170731707332,2025-06-12,,,2025-06-06,2025-06-20,2025-06-20,0.386086958242464,0.5297712613099406
300863.SZ-001,300863.SZ,2025-06-23,2025-06-24,34.78,142740.598,2025-07-16,2025-07-17,35.11,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.007471252152103223,1066.451000000001,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-07-16,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",17,0.12392179413456006,-0.0034502587694078546,2025-06-30,,2025-07-16,,,2025-07-16,0.11645054198245684,0.9397099420301276
301238.SZ-001,301238.SZ,2025-06-23,2025-06-24,19.12,143543.4,2025-07-16,2025-07-17,18.19,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.05054098621044216,-7254.8249999999825,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-07-16,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",17,0.061715481171548126,-0.06014644351464449,2025-06-26,,2025-07-16,,,2025-07-16,0.11225646738199029,1.8189353019861474
300479.SZ-002,300479.SZ,2025-06-23,2025-06-24,21.51,146444.29799999998,2025-07-23,2025-07-24,20.85,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.032818471361718574,-4806.0779999999795,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-07-23,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",22,0.06927010692701052,-0.030218503021850363,2025-06-26,,2025-07-23,,,2025-07-23,0.1020885782887291,1.4737753818728645
300801.SZ-001,300801.SZ,2025-06-23,2025-06-24,22.78,164056.89299999998,2025-07-24,2025-07-25,22.87,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.024521121462418645,406.9630000000179,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-07-24,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",23,0.3678665496049165,-0.02546093064091315,2025-06-25,,2025-07-24,,,2025-07-24,0.34334542814249785,0.9333423452370052
300072.SZ-001,300072.SZ,2025-06-23,2025-06-24,3.64,150394.244,2025-07-30,2025-07-31,3.46,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.05047526951895838,-7583.651864406769,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-07-30,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",27,0.06043956043956045,-0.07417582417582413,2025-07-10,,2025-07-30,,,2025-07-30,0.11091482995851883,1.8351362774954931
300138.SZ-002,300138.SZ,2025-06-24,2025-06-25,12.41,155699.544,2025-08-08,2025-08-11,13.21,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.061592993490077304,8408.513000000006,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-08-08,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",33,0.15713134568896048,-0.03867848509266725,2025-07-08,2025-08-07,2025-08-08,2025-08-01,,2025-08-08,0.09553835219888318,0.6080158721990464
300267.SZ-001,300267.SZ,2025-07-16,2025-07-17,3.47,164205.041,2025-08-28,2025-08-29,3.89,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.12989393547302855,13128.170598591561,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-08-28,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",31,0.3919308357348703,-0.025936599423631246,2025-07-31,2025-08-28,2025-08-28,2025-08-01,,2025-08-28,0.2620369002618418,0.6685794440504346
301096.SZ-001,301096.SZ,2025-07-30,2025-07-31,53.5,149949.8,2025-08-28,2025-08-29,54.99,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.027682230986636996,3730.0770000000193,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-08-28,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",21,0.30859813084112164,-0.016448598130841208,2025-08-15,,2025-08-28,2025-08-01,,2025-08-28,0.2809158998544846,0.9102968287228904
300142.SZ-001,300142.SZ,2025-07-24,2025-07-25,13.48,172580.408,2025-08-29,2025-09-01,12.68,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.05314612537015199,-9171.979999999981,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-08-29,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",26,0.05712166172106814,-0.09198813056379829,2025-08-05,,2025-08-29,2025-08-01,,2025-08-29,0.11026778709122012,1.9304022986878573
300595.SZ-001,300595.SZ,2025-07-23,2025-07-24,17.61,146403.257,2025-08-29,2025-09-01,18.06,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.0233244469417779,3304.5456626505766,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-08-29,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",27,0.13458262350936967,-0.005110732538330498,2025-08-22,,2025-08-29,2025-08-01,,2025-08-29,0.11125817656759177,0.8266905018376756
300494.SZ-001,300494.SZ,2025-08-28,2025-08-29,15.71,171199.028,2025-09-02,2025-09-03,14.0,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.1013617203480851,-17353.02799999999,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-09-02,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",3,0.003182686187141792,-0.12157861234882239,2025-08-29,,2025-09-02,,,2025-09-02,0.1045444065352269,32.847852533369895
300627.SZ-002,300627.SZ,2025-06-24,2025-06-25,33.58,166388.222,2025-09-03,2025-09-04,35.33,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.04102087826865517,6051.3339999999735,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-09-03,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",51,0.1551518761167361,-0.009231685527099298,2025-08-28,2025-09-02,2025-09-03,2025-08-01,,2025-09-03,0.11413099784808092,0.7356082356503952
301048.SZ-002,301048.SZ,2025-08-08,2025-08-11,14.31,184522.33800000002,2025-09-03,2025-09-04,12.01,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.1352089468972587,-24949.071000000025,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-09-03,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",18,0.13207547169811318,-0.16841369671558348,2025-08-11,,2025-09-03,,,2025-09-03,0.2672844185953719,2.023724883650673
300357.SZ-002,300357.SZ,2025-07-16,2025-07-17,24.56,148309.16100000002,2025-09-19,2025-09-22,29.08,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.19052158888553075,21976.634999999995,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-09-19,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",47,0.42426710097719855,-0.0126221498371335,2025-09-02,2025-09-18,2025-09-19,2025-08-01,,2025-09-19,0.2337455120916678,0.5509395179435089
301182.SZ-001,301182.SZ,2025-09-03,2025-09-04,39.77,178612.434,2025-09-22,2025-09-23,36.6,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.07881385234356092,-14077.13400000002,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-09-22,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",13,0.09378928840834799,-0.07694241890872522,2025-09-08,,2025-09-22,,,2025-09-22,0.1726031407519089,1.8403289296792005
300057.SZ-001,300057.SZ,2025-06-23,2025-06-24,5.31,162478.316,2025-09-24,2025-09-25,6.16,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.13893205909396547,21135.33272537723,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-09-24,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",67,0.3182674199623352,-0.015065913370997941,2025-08-26,2025-08-14,2025-09-24,2025-08-01,,2025-09-24,0.17933536086836974,0.5634738261603807
300371.SZ-001,300371.SZ,2025-09-22,2025-09-23,14.79,193636.443,2025-09-25,2025-09-26,13.24,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.09834518081908791,-19043.21100000001,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-09-25,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",3,0.0,-0.1088573360378634,2025-09-23,,2025-09-25,,,2025-09-25,0.09834518081908791,
301165.SZ-001,301165.SZ,2025-06-24,2025-06-25,59.64,158415.25699999998,2025-09-30,2025-10-09,90.2,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.4693660282986508,54608.63650000002,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-09-30,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",70,0.7907444668008048,-0.06103286384976525,2025-09-01,2025-09-29,2025-09-30,2025-08-01,,2025-09-30,0.321378438502154,0.40642514996328377
300092.SZ-002,300092.SZ,2025-09-02,2025-09-03,16.65,191700.509,2025-10-13,2025-10-14,17.14,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.02515263013725238,3180.7480000000214,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-10-13,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",23,0.28168168168168184,-0.039039039039038936,2025-09-09,,2025-10-13,,,2025-10-13,0.25652905154442945,0.9107054814956819
300035.SZ-002,300035.SZ,2025-08-29,2025-09-01,21.24,176906.72999999998,2025-10-14,2025-10-15,22.67,MARKET_MA20_X2,0.0624912347879587,10512.816266784183,MARKET_EXIT_CONFIRMED,PROVEN,2025-10-14,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",26,0.17702448210922794,-0.04048964218455742,2025-09-05,,,2025-10-14,2025-10-14,2025-10-14,0.11453324732126924,0.6469910034850419
300457.SZ-001,300457.SZ,2025-08-28,2025-08-29,24.02,179536.35700000002,2025-10-14,2025-10-15,30.3,MARKET_MA20_X2,0.23697895351636222,30848.79700000002,MARKET_EXIT_CONFIRMED,PROVEN,2025-10-14,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",27,0.6440466278101584,-0.004579517069109085,2025-09-26,,,2025-10-14,2025-10-14,2025-10-14,0.4070676742937962,0.6320468995822225
300490.SZ-001,300490.SZ,2025-09-25,2025-09-26,10.87,176270.094,2025-10-14,2025-10-15,13.88,MARKET_MA20_X2,0.26863354370254067,37912.67499999996,MARKET_EXIT_CONFIRMED,PROVEN,2025-10-14,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",7,0.3477460901563938,-0.014719411223550916,2025-10-14,,,2025-10-14,2025-10-14,2025-10-14,0.07911254645385313,0.22750089416756175
300551.SZ-001,300551.SZ,2025-09-22,2025-09-23,13.42,188080.89299999998,2025-10-14,2025-10-15,11.96,MARKET_MA20_X2,-0.11063501809298612,-20808.332999999984,MARKET_EXIT_CONFIRMED,PROVEN,2025-10-14,"{'individual_exit': True, 'set_change': True, 'market_reason': True}",10,0.050670640834575176,-0.11847988077496274,2025-09-24,,2025-10-14,2025-10-14,2025-10-14,2025-10-14,0.1613056589275613,3.1834146217762886
300670.SZ-001,300670.SZ,2025-09-30,2025-10-09,8.73,178270.092,2025-10-14,2025-10-15,8.97,MARKET_MA20_X2,0.026194999663768474,4334.849999999977,MARKET_EXIT_CONFIRMED,PROVEN,2025-10-14,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",4,0.10882016036655195,-0.05841924398625431,2025-10-10,,,2025-10-14,2025-10-14,2025-10-14,0.08262516070278347,0.7592817399318956
300763.SZ-001,300763.SZ,2025-08-29,2025-09-01,67.76,162786.624,2025-10-14,2025-10-15,80.0,MARKET_MA20_X2,0.1894477275970783,24184.48000000001,MARKET_EXIT_CONFIRMED,PROVEN,2025-10-14,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",26,0.4737308146399055,-0.013429752066115852,2025-10-09,,,2025-10-14,2025-10-14,2025-10-14,0.28428308704282723,0.600094142617507
300827.SZ-001,300827.SZ,2025-09-03,2025-09-04,31.0,180576.396,2025-10-14,2025-10-15,31.73,MARKET_MA20_X2,0.027804414703237364,3006.662000000011,MARKET_EXIT_CONFIRMED,PROVEN,2025-10-14,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",23,0.2364516129032257,-0.032258064516129004,2025-09-09,,,2025-10-14,2025-10-14,2025-10-14,0.20864719819998834,0.8824097058935391
301093.SZ-001,301093.SZ,2025-06-23,2025-06-24,33.2,174048.87499999997,2025-10-14,2025-10-15,37.33,MARKET_MA20_X2,0.4026989734923595,44284.521916523285,MARKET_EXIT_CONFIRMED,PROVEN,2025-10-14,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",75,0.3855421686746987,-0.2617469879518073,2025-09-25,2025-08-05,,2025-08-01,2025-10-14,2025-10-14,-0.017156804817660798,-0.044500462495807705
301611.SZ-001,301611.SZ,2025-09-24,2025-09-25,59.7,173451.278,2025-10-14,2025-10-15,59.04,MARKET_MA20_X2,-0.005741704595569488,-2240.5288965517248,MARKET_EXIT_CONFIRMED,PROVEN,2025-10-14,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",8,0.10887772194304857,-0.02830820770519271,2025-10-13,,,2025-10-14,2025-10-14,2025-10-14,0.11461942653861805,1.0527353483623842
301096.SZ-002,301096.SZ,2025-11-03,2025-11-04,75.0,210603.39299999998,2025-11-06,2025-11-07,53.1,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.24435832807309033,-51462.69299999997,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-11-06,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",3,0.028933333333333255,-0.27893333333333337,2025-11-04,,2025-11-06,2025-11-04,,2025-11-06,0.2732916614064236,9.445564334323421
300171.SZ-001,300171.SZ,2025-10-28,2025-10-29,16.44,169501.332,2025-11-17,2025-11-18,17.72,MARKET_MA20_X2,0.07479767769612566,12333.815999999992,MARKET_EXIT_CONFIRMED,PROVEN,2025-11-17,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",14,0.16058394160583922,-0.013990267639902743,2025-11-14,,,2025-11-04,2025-11-17,2025-11-17,0.08578626390971356,0.5342144616195805
300195.SZ-001,300195.SZ,2025-11-06,2025-11-07,8.81,169321.152,2025-11-17,2025-11-18,8.89,MARKET_MA20_X2,0.007064445202924224,1196.1600000000035,MARKET_EXIT_CONFIRMED,PROVEN,2025-11-17,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",7,0.0499432463110101,-0.0192962542565267,2025-11-17,,,2025-11-14,2025-11-17,2025-11-17,0.04287880110808588,0.8585505403687215
300259.SZ-001,300259.SZ,2025-11-04,2025-11-05,4.48,169380.21100000004,2025-11-17,2025-11-18,4.58,MARKET_MA20_X2,0.02720286492027061,2803.926999999938,MARKET_EXIT_CONFIRMED,PROVEN,2025-11-17,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",9,0.2053571428571428,-0.022321428571428714,2025-11-05,,,2025-11-05,2025-11-17,2025-11-17,0.1781542779368722,0.8675338751708561
300437.SZ-001,300437.SZ,2025-11-06,2025-11-07,12.12,168636.468,2025-11-17,2025-11-18,20.03,MARKET_MA20_X2,0.6493382854768993,109502.11499999999,MARKET_EXIT_CONFIRMED,PROVEN,2025-11-17,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",7,0.7087458745874589,-0.010726072607260662,2025-11-17,,,2025-11-14,2025-11-17,2025-11-17,0.059407589110559544,0.08382071944353685
300497.SZ-001,300497.SZ,2025-11-06,2025-11-07,11.27,165834.669,2025-11-17,2025-11-18,20.11,MARKET_MA20_X2,0.7808181171091552,129486.71399999998,MARKET_EXIT_CONFIRMED,PROVEN,2025-11-17,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",7,1.007985803016859,-0.014196983141082531,2025-11-17,,,2025-11-14,2025-11-17,2025-11-17,0.22716768590770375,0.2253679419172378
300710.SZ-001,300710.SZ,2025-11-03,2025-11-04,25.39,172724.55200000003,2025-11-17,2025-11-18,25.3,MARKET_MA20_X2,-0.004525511810272411,-831.3981176470697,MARKET_EXIT_CONFIRMED,PROVEN,2025-11-17,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",10,0.08704214257581722,-0.06104765655769995,2025-11-07,,,2025-11-04,2025-11-17,2025-11-17,0.09156765438608963,1.0519921922456184
300938.SZ-001,300938.SZ,2025-10-29,2025-10-30,27.53,170856.686,2025-11-17,2025-11-18,32.0,MARKET_MA20_X2,0.15360835805980702,26021.773000000016,MARKET_EXIT_CONFIRMED,PROVEN,2025-11-17,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",13,0.17544496912459118,-0.010897203051216886,2025-11-17,,,2025-11-04,2025-11-17,2025-11-17,0.021836611064784156,0.12446416203178229
301083.SZ-001,301083.SZ,2025-11-05,2025-11-06,18.44,167971.804,2025-11-17,2025-11-18,20.25,MARKET_MA20_X2,0.09414215138154967,15587.527999999991,MARKET_EXIT_CONFIRMED,PROVEN,2025-11-17,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",8,0.1366594360086768,-0.013015184381778844,2025-11-12,,,2025-11-14,2025-11-17,2025-11-17,0.04251728462712713,0.31111854306516834
301285.SZ-001,301285.SZ,2025-10-29,2025-10-30,52.4,173044.872,2025-11-17,2025-11-18,52.9,MARKET_MA20_X2,0.007804669299879571,1350.55799999999,MARKET_EXIT_CONFIRMED,PROVEN,2025-11-17,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",13,0.1103053435114505,-0.06984732824427475,2025-11-12,,,2025-11-04,2025-11-17,2025-11-17,0.10250067421157093,0.9292448665547252
301577.SZ-001,301577.SZ,2025-11-04,2025-11-05,66.5,166426.26,2025-11-17,2025-11-18,62.95,MARKET_MA20_X2,-0.055331622545624765,-9208.63500000001,MARKET_EXIT_CONFIRMED,PROVEN,2025-11-17,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",9,0.03458646616541339,-0.06691729323308271,2025-11-05,,,2025-11-05,2025-11-17,2025-11-17,0.08991808871103815,2.599805608384375
300576.SZ-001,300576.SZ,2025-12-01,2025-12-02,38.54,192892.7,2025-12-03,2025-12-04,40.76,MARKET_MA20_X2,0.0554893990285791,10703.5,MARKET_EXIT_CONFIRMED,PROVEN,2025-12-03,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",2,0.10197197716658013,-0.01089776855215363,2025-12-03,,,2025-12-02,2025-12-03,2025-12-03,0.04648257813800103,0.45583678408105865
300327.SZ-001,300327.SZ,2025-12-10,2025-12-11,30.6,207646.439,2025-12-19,2025-12-22,28.35,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.07252336747272613,-15059.219000000012,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-12-19,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",7,0.002287581699346397,-0.10098039215686272,2025-12-11,,2025-12-19,2025-12-11,,2025-12-19,0.07481094917207252,32.703072066648964
