trade_id,symbol,entry_signal_date,entry_execution_date,entry_price,buy_cost,exit_signal_date,exit_execution_date,exit_price,exit_reason,realized_return,realized_pnl,canonical_exit_reason,canonical_reason_confidence,evidence_date,evidence_fields,holding_trading_days,MFE,MAE,MFE_date,first_individual_warning_date,first_individual_confirmed_date,first_market_warning_date,first_market_confirmed_date,first_set_change_removal_date,giveback_pct_points,giveback_fraction_of_MFE
300679.SZ-001,300679.SZ,2024-04-26,2024-04-29,43.0,103191.08799999999,2024-05-24,2024-05-27,40.33,MARKET_MA20_X2,-0.06295000979154315,-6495.87999999999,MARKET_EXIT_CONFIRMED,PROVEN,2024-05-24,"{'individual_exit': True, 'set_change': True, 'market_reason': True}",17,0.06162790697674425,-0.06883720930232562,2024-05-06,,2024-05-24,2024-05-24,2024-05-24,2024-05-24,0.1245779167682874,2.0214529890703217
300775.SZ-001,300775.SZ,2024-05-09,2024-05-10,33.0,105593.488,2024-05-24,2024-05-27,31.09,MARKET_MA20_X2,-0.05231059324415922,-5817.165000000008,MARKET_EXIT_CONFIRMED,PROVEN,2024-05-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",11,0.08939393939393958,-0.09242424242424241,2024-05-20,,,2024-05-24,2024-05-24,2024-05-24,0.1417045326380988,1.585169348155
301301.SZ-001,301301.SZ,2024-04-29,2024-04-30,11.76,106685.579,2024-05-24,2024-05-27,13.8,MARKET_MA20_X2,0.20384158715584247,12636.581750000012,MARKET_EXIT_CONFIRMED,PROVEN,2024-05-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",16,0.5586734693877551,-0.024659863945578175,2024-05-08,,,2024-05-24,2024-05-24,2024-05-24,0.35483188223191264,0.635132866826072
300043.SZ-001,300043.SZ,2024-08-30,2024-09-02,2.69,96398.302,2024-09-03,2024-09-04,2.56,MARKET_MA20_X2,-0.05022858182709481,-4841.949999999997,MARKET_EXIT_CONFIRMED,PROVEN,2024-09-03,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",2,0.01115241635687747,-0.06319702602230481,2024-09-02,,,2024-09-02,2024-09-03,2024-09-03,0.06138099818397228,5.503829503829442
300487.SZ-001,300487.SZ,2024-09-24,2024-09-25,43.86,92198.106,2024-10-30,2024-10-31,48.7,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,0.10813263344043093,9969.623999999996,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2024-10-30,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",21,0.5508435932512539,-0.004559963520291865,2024-10-08,,2024-10-30,2024-10-30,,2024-10-30,0.4427109598108229,0.8036963036963037
300033.SZ-001,300033.SZ,2024-09-24,2024-09-25,118.51,94902.808,2024-11-18,2024-11-19,266.88,MARKET_MA20_X2,1.247462435463448,118387.68800000001,MARKET_EXIT_CONFIRMED,PROVEN,2024-11-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",34,1.8731752594717745,-0.011391443760020326,2024-11-07,,,2024-10-30,2024-11-18,2024-11-18,0.6257128240083265,0.3340385908069137
300128.SZ-001,300128.SZ,2024-09-25,2024-09-26,3.56,95503.408,2024-11-18,2024-11-19,5.48,MARKET_MA20_X2,0.5362502665873453,51213.728,MARKET_EXIT_CONFIRMED,PROVEN,2024-11-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",33,0.949438202247191,-0.008426966292134908,2024-10-24,,,2024-10-30,2024-11-18,2024-11-18,0.4131879356598457,0.4351920269080031
300182.SZ-001,300182.SZ,2024-09-24,2024-09-25,4.2,123077.95499999999,2024-11-18,2024-11-19,5.44,MARKET_MA20_X2,0.22023205536686066,27090.24899999998,MARKET_EXIT_CONFIRMED,PROVEN,2024-11-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",34,0.5666666666666667,-0.0023809523809523725,2024-10-08,2024-11-18,,2024-10-30,2024-11-18,2024-11-18,0.346434611299806,0.6113551964114224
300324.SZ-001,300324.SZ,2024-09-24,2024-09-25,2.39,95695.6,2024-11-18,2024-11-19,3.63,MARKET_MA20_X2,0.5177251096184149,47508.229999999996,MARKET_EXIT_CONFIRMED,PROVEN,2024-11-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",34,0.9874476987447698,-0.004184100418410108,2024-11-11,2024-11-18,,2024-10-30,2024-11-18,2024-11-18,0.4697225891263549,0.47569363898813066
300348.SZ-001,300348.SZ,2024-09-24,2024-09-25,8.35,95285.19,2024-11-18,2024-11-19,15.36,MARKET_MA20_X2,0.8856460904365097,62177.981,MARKET_EXIT_CONFIRMED,PROVEN,2024-11-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",34,1.6347305389221556,-0.007185628742515049,2024-10-21,2024-11-18,,2024-10-30,2024-11-18,2024-11-18,0.7490844484856459,0.45823114614323396
300377.SZ-001,300377.SZ,2024-09-24,2024-09-25,7.23,95531.436,2024-11-18,2024-11-19,25.2,MARKET_MA20_X2,2.2669621966113853,206282.055,MARKET_EXIT_CONFIRMED,PROVEN,2024-11-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",34,3.840940525587828,-0.017980636237897807,2024-11-07,,,2024-10-30,2024-11-18,2024-11-18,1.5739783289764429,0.40978982061576097
300442.SZ-001,300442.SZ,2024-09-24,2024-09-25,24.95,121010.89,2024-11-18,2024-11-19,31.43,MARKET_MA20_X2,0.20610237640595816,24940.631999999998,MARKET_EXIT_CONFIRMED,PROVEN,2024-11-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",34,0.5414829659318638,0.0,2024-10-08,2024-11-18,,2024-10-30,2024-11-18,2024-11-18,0.33538058952590566,0.6193742197388116
300459.SZ-001,300459.SZ,2024-09-25,2024-09-26,3.65,119269.15000000001,2024-11-18,2024-11-19,4.82,MARKET_MA20_X2,0.25154392397363423,30001.42999999998,MARKET_EXIT_CONFIRMED,PROVEN,2024-11-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",33,0.6958904109589044,-0.005479452054794498,2024-11-11,2024-11-18,,2024-10-30,2024-11-18,2024-11-18,0.44434648698527013,0.638529400589069
300803.SZ-001,300803.SZ,2024-09-24,2024-09-25,47.0,98580.482,2024-11-18,2024-11-19,91.3,MARKET_MA20_X2,0.9563400998587125,75251.54266666668,MARKET_EXIT_CONFIRMED,PROVEN,2024-11-18,"{'individual_exit': True, 'set_change': True, 'market_reason': True}",34,1.6570212765957444,-0.06361702127659574,2024-11-07,2024-11-15,2024-11-18,2024-10-30,2024-11-18,2024-11-18,0.7006811767370319,0.42285587193940044
300279.SZ-001,300279.SZ,2024-12-10,2024-12-11,7.42,161175.014,2024-12-18,2024-12-19,6.97,MARKET_MA20_X2,-0.06252372963963264,-10077.263000000006,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",6,0.0714285714285714,-0.07951482479784366,2024-12-12,,,2024-12-13,2024-12-18,2024-12-18,0.13395230106820405,1.8753322149548575
300404.SZ-001,300404.SZ,2024-12-09,2024-12-10,10.57,167098.932,2024-12-18,2024-12-19,9.44,MARKET_MA20_X2,-0.10829562932215511,-18096.084000000003,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",7,0.027436140018921362,-0.13907284768211925,2024-12-10,,,2024-12-13,2024-12-18,2024-12-18,0.13573176934107647,4.947188972190291
300479.SZ-001,300479.SZ,2024-12-10,2024-12-11,25.66,159251.092,2024-12-18,2024-12-19,21.3,MARKET_MA20_X2,-0.1715727764052004,-27323.152000000002,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",6,0.05066250974279041,-0.19290724863600928,2024-12-11,,,2024-12-13,2024-12-18,2024-12-18,0.22223528614799082,4.386582648121105
300632.SZ-001,300632.SZ,2024-12-09,2024-12-10,14.31,164729.565,2024-12-18,2024-12-19,12.39,MARKET_MA20_X2,-0.1359018340150415,-22387.04999999999,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-18,"{'individual_exit': True, 'set_change': True, 'market_reason': True}",7,0.0656883298392732,-0.16911250873515027,2024-12-13,,2024-12-18,2024-12-13,2024-12-18,2024-12-18,0.2015901638543147,3.0688885582502605
300635.SZ-001,300635.SZ,2024-12-06,2024-12-09,12.36,168232.064,2024-12-18,2024-12-19,11.3,MARKET_MA20_X2,-0.08215811344976436,-14163.914000000019,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-18,"{'individual_exit': True, 'set_change': True, 'market_reason': True}",8,0.05987055016181242,-0.1035598705501618,2024-12-09,,2024-12-18,2024-12-13,2024-12-18,2024-12-18,0.1420286636115768,2.372262543566332
300790.SZ-001,300790.SZ,2024-12-09,2024-12-10,19.24,165564.399,2024-12-18,2024-12-19,18.53,MARKET_MA20_X2,-0.03844882739555629,-6365.757000000012,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",7,0.05613305613305619,-0.07068607068607069,2024-12-11,,,2024-12-13,2024-12-18,2024-12-18,0.09458188352861248,1.6849587398986132
300945.SZ-001,300945.SZ,2024-12-02,2024-12-03,14.01,184524.34,2024-12-18,2024-12-19,11.66,MARKET_MA20_X2,-0.15764819969007876,-28706.781333333318,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",12,0.043540328336902245,-0.17130620985010714,2024-12-04,,,2024-12-03,2024-12-18,2024-12-18,0.201188528026981,4.620739799439347
300971.SZ-001,300971.SZ,2024-12-05,2024-12-06,23.72,166150.98500000002,2024-12-18,2024-12-19,21.37,MARKET_MA20_X2,-0.10057463697852896,-16710.57500000001,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-18,"{'individual_exit': True, 'set_change': True, 'market_reason': True}",9,0.006745362563237878,-0.0994940978077572,2024-12-16,,2024-12-18,2024-12-13,2024-12-18,2024-12-18,0.10731999954176684,15.91018993206669
301230.SZ-001,301230.SZ,2024-12-06,2024-12-09,29.5,168123.956,2024-12-18,2024-12-19,27.09,MARKET_MA20_X2,-0.08247110840051852,-13865.369000000006,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",8,0.023728813559322104,-0.11152542372881358,2024-12-09,,,2024-12-13,2024-12-18,2024-12-18,0.10619992195984063,4.4755681397361275
301498.SZ-001,301498.SZ,2024-12-02,2024-12-03,68.28,170572.402,2024-12-18,2024-12-19,68.01,MARKET_MA20_X2,-0.004205996934955492,-717.426999999996,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-18,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",12,0.05872876391329829,-0.05770357352079669,2024-12-12,,,2024-12-03,2024-12-18,2024-12-18,0.06293476084825378,1.071617324368768
300241.SZ-001,300241.SZ,2024-12-20,2024-12-23,6.25,150775.625,2024-12-24,2024-12-25,5.78,MARKET_MA20_X2,-0.07704775224775232,-11616.92300000001,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",2,0.006399999999999961,-0.09599999999999997,2024-12-23,,,2024-12-23,2024-12-24,2024-12-24,0.08344775224775228,13.038711288711372
300733.SZ-001,300733.SZ,2024-12-20,2024-12-23,12.95,150370.22,2024-12-24,2024-12-25,12.51,MARKET_MA20_X2,-0.035906950192664544,-5399.33600000001,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",2,0.007722007722007929,-0.0532818532818532,2024-12-24,,,2024-12-23,2024-12-24,2024-12-24,0.04362895791467247,5.649950049949934
301213.SZ-001,301213.SZ,2024-12-20,2024-12-23,45.11,149011.863,2024-12-24,2024-12-25,45.6,MARKET_MA20_X2,0.008842631542697894,1317.6569999999774,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",2,0.07958324096652625,0.0,2024-12-24,,,2024-12-23,2024-12-24,2024-12-24,0.07074060942382836,0.8888882705038713
301498.SZ-002,301498.SZ,2024-12-20,2024-12-23,74.0,148148.0,2024-12-24,2024-12-25,74.03,MARKET_MA20_X2,-0.0015934065934065777,-236.05999999999767,MARKET_EXIT_CONFIRMED,PROVEN,2024-12-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",2,0.03310810810810816,-0.009999999999999898,2024-12-23,,,2024-12-23,2024-12-24,2024-12-24,0.03470151470151474,1.0481273828212598
300758.SZ-001,300758.SZ,2025-02-11,2025-02-12,14.53,155411.256,2025-02-24,2025-02-25,12.82,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.1182310115298212,-18374.429999999993,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-02-24,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",9,0.050240880935994436,-0.13007570543702673,2025-02-14,,2025-02-24,,,2025-02-24,0.16847189246581562,3.353283010312745
300788.SZ-001,300788.SZ,2025-02-11,2025-02-12,37.52,163995.832,2025-02-26,2025-02-27,33.76,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.09512666151173885,-15600.37599999999,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-02-26,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",11,0.06343283582089532,-0.1071428571428572,2025-02-12,,2025-02-26,,,2025-02-26,0.15855949733263416,2.4996438403027113
300627.SZ-001,300627.SZ,2025-02-07,2025-02-10,45.44,162871.70899999997,2025-03-03,2025-03-04,40.73,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.09770766266104558,-15929.367199999979,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-03-03,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",16,0.026628521126760507,-0.10475352112676051,2025-02-25,,2025-03-03,2025-02-28,,2025-03-03,0.12433618378780609,4.669286108527207
301213.SZ-002,301213.SZ,2025-02-17,2025-02-18,49.0,151951.8,2025-03-03,2025-03-04,45.4,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.07471145455335165,-11352.539999999979,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-03-03,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",10,0.12244897959183665,-0.08510204081632655,2025-02-21,,2025-03-03,2025-02-28,,2025-03-03,0.1971604341451883,1.610143545519039
300001.SZ-001,300001.SZ,2025-02-11,2025-02-12,24.0,151323.172,2025-03-10,2025-03-11,23.66,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.014488541120457086,-2337.5877777777787,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-03-10,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",19,0.06374999999999997,-0.015833333333333255,2025-02-19,,2025-03-10,2025-02-28,,2025-03-10,0.07823854112045706,1.2272712332620719
300014.SZ-001,300014.SZ,2025-03-03,2025-03-04,49.82,154524.37,2025-03-24,2025-03-25,48.92,MARKET_MA20_X2,-0.019569871082470665,-3024.021999999997,MARKET_EXIT_CONFIRMED,PROVEN,2025-03-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",15,0.05379365716579687,-0.03653151344841432,2025-03-20,,,2025-03-04,2025-03-24,2025-03-24,0.07336352824826753,1.3637951407942865
300035.SZ-001,300035.SZ,2025-02-27,2025-02-28,16.6,161389.228,2025-03-24,2025-03-25,17.05,MARKET_MA20_X2,0.028302068586634487,3462.535999999993,MARKET_EXIT_CONFIRMED,PROVEN,2025-03-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",17,0.19277108433734935,-0.015662650602409678,2025-03-03,,,2025-02-28,2025-03-24,2025-03-24,0.16446901575071488,0.8531830192068336
300092.SZ-001,300092.SZ,2025-03-17,2025-03-18,13.16,158077.92,2025-03-24,2025-03-25,13.25,MARKET_MA20_X2,0.0048272396296711595,763.0799999999872,MARKET_EXIT_CONFIRMED,PROVEN,2025-03-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",5,0.037234042553191404,-0.03039513677811556,2025-03-24,,,2025-03-21,2025-03-24,2025-03-24,0.032406802923520245,0.87035413566026
300286.SZ-001,300286.SZ,2025-02-17,2025-02-18,21.9,155841.686,2025-03-24,2025-03-25,23.05,MARKET_MA20_X2,0.05441309201441817,6870.814347826148,MARKET_EXIT_CONFIRMED,PROVEN,2025-03-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",25,0.22374429223744308,-0.03698630136986292,2025-03-12,,,2025-02-28,2025-03-24,2025-03-24,0.1693312002230249,0.7568067928335189
300733.SZ-002,300733.SZ,2025-02-06,2025-02-07,14.8,154625.471,2025-03-24,2025-03-25,17.2,MARKET_MA20_X2,0.14972678078374305,21018.05328865981,MARKET_EXIT_CONFIRMED,PROVEN,2025-03-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",32,0.2702702702702702,-0.021621621621621623,2025-03-20,,,2025-02-28,2025-03-24,2025-03-24,0.12054348948652713,0.4460109111001505
300779.SZ-001,300779.SZ,2025-02-12,2025-02-13,98.0,147147.0,2025-03-24,2025-03-25,148.53,MARKET_MA20_X2,0.4532266916756712,60340.16399999999,MARKET_EXIT_CONFIRMED,PROVEN,2025-03-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",28,0.5395918367346939,-0.010102040816326485,2025-03-21,,,2025-02-28,2025-03-24,2025-03-24,0.08636514505902271,0.16005643373268202
300910.SZ-001,300910.SZ,2025-01-23,2025-01-24,48.51,150386.236,2025-03-24,2025-03-25,55.2,MARKET_MA20_X2,0.13387577570596276,19899.33290322579,MARKET_EXIT_CONFIRMED,PROVEN,2025-03-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",36,0.1612038754895897,-0.04122861265718414,2025-03-24,,,2025-02-05,2025-03-24,2025-03-24,0.027328099783626936,0.16952507934830477
300947.SZ-001,300947.SZ,2025-03-17,2025-03-18,20.91,154888.734,2025-03-24,2025-03-25,18.85,MARKET_MA20_X2,-0.10031861968734271,-15538.223999999987,MARKET_EXIT_CONFIRMED,PROVEN,2025-03-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",5,0.004304160688665792,-0.1233859397417505,2025-03-18,,,2025-03-21,2025-03-24,2025-03-24,0.1046227803760085,24.307359307358844
301217.SZ-001,301217.SZ,2025-03-14,2025-03-17,12.39,158744.586,2025-03-24,2025-03-25,11.14,MARKET_MA20_X2,-0.10265029133025055,-16295.178000000014,MARKET_EXIT_CONFIRMED,PROVEN,2025-03-24,"{'individual_exit': True, 'set_change': True, 'market_reason': True}",6,0.01614205004035507,-0.11541565778853913,2025-03-17,,2025-03-24,2025-03-21,2025-03-24,2025-03-24,0.11879234137060563,7.359185547909043
301361.SZ-001,301361.SZ,2025-02-12,2025-02-13,31.35,169143.975,2025-03-24,2025-03-25,34.3,MARKET_MA20_X2,0.10453232519810397,12380.518124999973,MARKET_EXIT_CONFIRMED,PROVEN,2025-03-24,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",28,0.36810207336523115,-0.05103668261562999,2025-03-13,,,2025-02-28,2025-03-24,2025-03-24,0.2635697481671272,0.7160235359652894
300346.SZ-001,300346.SZ,2025-05-06,2025-05-07,41.0,164324.16,2025-05-16,2025-05-19,31.0,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.08558814479867119,-14064.200000000012,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-05-16,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",8,0.004390243902439028,-0.24390243902439024,2025-05-07,,2025-05-16,,,2025-05-16,0.08997838870111022,20.495077426363977
300702.SZ-001,300702.SZ,2025-04-25,2025-04-28,21.36,151807.656,2025-05-28,2025-05-29,21.8,MARKET_MA20_X2,0.018718028292328055,2777.8800000000047,MARKET_EXIT_CONFIRMED,PROVEN,2025-05-28,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",20,0.05243445692883908,-0.0407303370786517,2025-04-30,,,2025-05-27,2025-05-28,2025-05-28,0.033716428636511024,0.6430204604248873
301188.SZ-001,301188.SZ,2025-05-19,2025-05-20,20.52,149945.796,2025-05-28,2025-05-29,19.77,MARKET_MA20_X2,-0.0336062572904678,-5039.116999999998,MARKET_EXIT_CONFIRMED,PROVEN,2025-05-28,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",7,0.11062378167641329,-0.03557504873294348,2025-05-20,,,2025-05-27,2025-05-28,2025-05-28,0.14423003896688108,1.3037887222909246
301301.SZ-002,301301.SZ,2025-05-15,2025-05-16,14.5,161906.745,2025-05-28,2025-05-29,12.5,MARKET_MA20_X2,-0.13616940418387138,-22046.744999999995,MARKET_EXIT_CONFIRMED,PROVEN,2025-05-28,"{'individual_exit': False, 'set_change': True, 'market_reason': True}",9,0.016551724137931156,-0.13793103448275867,2025-05-20,,,2025-05-27,2025-05-28,2025-05-28,0.15272112832180254,9.226901502775503
300522.SZ-001,300522.SZ,2025-05-29,2025-05-30,14.13,164692.52799999996,2025-06-12,2025-06-13,13.23,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.06106117333993417,-10056.31899999996,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-06-12,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",9,0.02123142250530785,-0.07430997876857759,2025-06-09,,2025-06-12,2025-05-30,,2025-06-12,0.08229259584524201,3.8759812643108997
300452.SZ-001,300452.SZ,2025-06-03,2025-06-04,13.08,159597.438,2025-06-16,2025-06-17,12.58,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.03931713490287977,-6274.91399999999,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-06-16,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",9,0.006116207951070374,-0.050458715596330306,2025-06-04,,2025-06-16,2025-06-04,,2025-06-16,0.04543334285395014,7.428351556620803
300009.SZ-001,300009.SZ,2025-05-29,2025-05-30,8.93,159127.96899999998,2025-06-18,2025-06-19,8.43,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,-0.05674814463320388,-9068.590637931018,MULTIPLE_EXIT_CONDITIONS_SAME_EPISODE,PROVEN,2025-06-18,"{'individual_exit': True, 'set_change': True, 'market_reason': False}",13,0.06159014557670783,-0.0593505039193728,2025-06-12,,2025-06-18,2025-05-30,,2025-06-18,0.11833829020991171,1.9213835119536542
