trade_id,pnl_rank,winner_group,win_loss_group,symbol,entry_signal_date,entry_execution_date,exit_signal_date,exit_execution_date,entry_price,weighted_average_buy_price,exit_price,entry_target_weight,capital,realized_return,realized_pnl,holding_trading_days,entry_reason,exit_reason,buy_fill_count,sell_fill_count,mom20,mom60,mom120,r20,r60,r120,final_rs_score,entry_cross_section_rank,entry_cross_section_percentile,entry_cross_section_size,previous_60_close_high,signal_close,b60_breakout_margin,previous_60_high_distance_pct,box_width,ma5,ma10,ma20,ma30,ma_dispersion,direction_efficiency,vol10,vol60,vol_ratio_10_60,box_width_margin,ma_dispersion_margin,direction_efficiency_margin,vol_ratio_margin,minvol_location,minimum_volume,average_volume,minimum_volume_ratio,min_volume_day_close,30d_low_close,30d_high_close,minimum_volume_ratio_hard_filter,turnover20_mean,signal_day_volume,previous20_volume_mean,signal_day_volume_ratio,breakout_volume_shadow_passed,MFE,MAE,peak_return_during_hold,trough_return_during_hold,giveback_from_peak,days_to_MFE,days_to_MAE,excursion_basis
300670.SZ-001,37,GROUP_C,WINNERS,300670.SZ,2025-09-30,2025-10-09,2025-10-14,2025-10-15,8.73,8.73,8.97,0.1,178270.092,0.0261949996638,4669.785,4,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,MARKET_MA20_X2,1,2,0.196378830084,0.0552825552826,0.633079847909,0.887981330222,0.362893815636,0.696616102684,0.568028004667,345,0.598599766628,857,8.3,8.59,0.0349397590361,0.0337601862631,0.185714285714,8.16,8.121,7.7775,7.72566666667,0.0562195279803,0.143338954469,0.0175914471822,0.0246698319083,0.713075275405,0.0142857142857,0.0237804720197,0.306661045531,0.136924724595,0.353846153846,7622100,17523562.6667,0.434962920782,7.46,7,8.3,True,136228292.994,23226930,16771587.75,1.38489750322,True,0.108820160367,-0.0584192439863,0.0297823596793,-0.0332187857961,0.0035873600155,3,2,first-entry-open gross underlying total-return path; corporate-action adjusted; exit day open only
300259.SZ-001,38,GROUP_C,WINNERS,300259.SZ,2025-11-04,2025-11-05,2025-11-17,2025-11-18,4.48,4.48835543767,4.58,0.1,169380.211,0.0272028649203,4607.627,9,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,MARKET_MA20_X2,2,2,0.188630490956,0.236559139785,0.318051575931,0.914841849148,0.757907542579,0.597323600973,0.741119221411,161,0.805352798054,822,4.11,4.6,0.119221411192,0.10652173913,0.093085106383,4.024,4.005,3.947,3.936,0.0223577235772,0.103092783505,0.0122835648616,0.0147889566628,0.830590361556,0.106914893617,0.0576422764228,0.346907216495,0.0194096384439,0.323529411765,11508820,20097707.1333,0.572643432589,3.88,3.77,4.11,True,109040971.341,143675468,19831399,7.24484782944,True,0.205357142857,-0.0223214285714,0.183035714286,0.0223214285714,0.155832849365,0,0,first-entry-open gross underlying total-return path; corporate-action adjusted; exit day open only
300035.SZ-001,39,GROUP_C,WINNERS,300035.SZ,2025-02-27,2025-02-28,2025-03-24,2025-03-25,16.6,16.621443299,17.05,0.1,161389.228,0.0283020685866,4567.649,17,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,MARKET_MA20_X2,3,3,0.0866089273817,0.0695081967213,1.17177097204,0.313144329897,0.452319587629,0.835051546392,0.539304123711,341,0.561855670103,776,16.07,16.31,0.0149346608587,0.0147148988351,0.187263078089,15.192,14.988,15.0215,14.7746666667,0.0282465481455,0.0989345509893,0.0175149828672,0.0254914121424,0.687093471688,0.0127369219105,0.0517534518545,0.351065449011,0.162906528312,0.085020242915,11181734,30363755,0.368259261742,13.4,13.19,15.66,True,524278802.506,80636589,32136212.35,2.50921260171,True,0.192771084337,-0.0156626506024,0.171686746988,-0.00301204819277,0.143384678401,1,0,first-entry-open gross underlying total-return path; corporate-action adjusted; exit day open only
301096.SZ-001,40,GROUP_C,WINNERS,301096.SZ,2025-07-30,2025-07-31,2025-08-28,2025-08-29,53.5,53.5,54.99,0.1,149949.8,0.0276822309866,4150.945,21,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,1,2,0.231220392511,0.566140602582,0.586627906977,0.89966923925,0.926130099228,0.862183020948,0.901653803749,56,0.938809261301,907,50.7,54.58,0.0765285996055,0.0710883107365,0.19971604354,48.842,48.897,47.6845,46.4613333333,0.0524235206336,0.212759368225,0.0171816672224,0.0222209510562,0.773219255058,0.000283956460009,0.0275764793664,0.237240631775,0.0767807449424,0.104265402844,1930882,3402638.5,0.567466100204,43.14,42.26,50.7,True,199087007.669,11381789,3623457.4,3.14114055819,True,0.308598130841,-0.0164485981308,0.194579439252,0.0216822429907,0.166897208266,12,0,first-entry-open gross underlying total-return path; corporate-action adjusted; exit day open only
300801.SZ-001,41,GROUP_C,WINNERS,300801.SZ,2025-06-23,2025-06-24,2025-07-24,2025-07-25,22.78,22.7629166667,22.87,0.1,164056.893,0.0245211214624,4022.859,23,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,3,2,0.373968253968,0.348286604361,0.304400241109,0.95725388601,0.910621761658,0.827720207254,0.895077720207,45,0.943005181347,772,18.03,21.64,0.200221852468,0.166820702403,0.17997382199,17.046,16.878,16.3985,16.3013333333,0.0456813348601,0.330532212885,0.0212003929571,0.0336205338392,0.630578712953,0.0200261780105,0.0343186651399,0.119467787115,0.219421287047,0.114406779661,1510713,3948018.2,0.382650971568,15.94,15.67,18.03,True,115915159.236,38050178,4747716.85,8.01441602399,True,0.367866549605,-0.0254609306409,0.367866549605,-0.0109745390694,0.343345428142,1,0,first-entry-open gross underlying total-return path; corporate-action adjusted; exit day open only
300595.SZ-001,42,GROUP_C,WINNERS,300595.SZ,2025-07-23,2025-07-24,2025-08-29,2025-09-01,17.61,17.6213253012,18.06,0.1,146403.257,0.0233244469418,3414.775,27,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,2,2,0.19035202086,0.263143331489,0.0891089108911,0.891498881432,0.706935123043,0.354586129754,0.638143176734,268,0.701342281879,894,16,18.26,0.14125,0.123767798467,0.0914051841746,15.846,15.714,15.5165,15.339,0.0330530021514,0.19465648855,0.00700890480307,0.0104597791011,0.67008153187,0.108594815825,0.0469469978486,0.25534351145,0.17991846813,0,3235005,6440815.53333,0.502266364136,14.66,14.66,16,True,169191541.345,75960056,6845172.25,11.0968801406,True,0.134582623509,-0.00511073253833,0.100511073254,0.0170357751278,0.0771866263121,18,0,first-entry-open gross underlying total-return path; corporate-action adjusted; exit day open only
300702.SZ-001,43,GROUP_C,WINNERS,300702.SZ,2025-04-25,2025-04-28,2025-05-28,2025-05-29,21.36,21.36,21.8,0.1,151807.656,0.0187180282923,2841.54,20,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,MARKET_MA20_X2,1,2,0.0484581497797,0.269709543568,0.26670609107,0.877118644068,0.860169491525,0.806497175141,0.847457627119,73,0.898305084746,708,20.54,21.42,0.0428432327167,0.0410830999066,0.19976635514,20.196,19.41,19.254,19.1726666667,0.0533745957787,0.149867374005,0.0129160315628,0.0281366181809,0.459047049642,0.000233644859813,0.0266254042213,0.300132625995,0.390952950358,0.388888888889,1267500,4855926.93333,0.26102122569,18.45,17.12,20.54,True,104640342.602,9465679,5229259.9,1.81013741543,True,0.0524344569288,-0.0407303370787,0.0421348314607,-0.00374531835206,0.0234168031683,2,0,first-entry-open gross underlying total-return path; corporate-action adjusted; exit day open only
301285.SZ-001,44,GROUP_C,WINNERS,301285.SZ,2025-10-29,2025-10-30,2025-11-17,2025-11-18,52.4,52.3854545455,52.9,0.1,173044.872,0.00780466929988,1350.558,13,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,MARKET_MA20_X2,2,1,0.083093377211,0.193833597824,0.824670824671,0.757725587145,0.673671199011,0.8739184178,0.750556242274,162,0.800988875155,809,51.63,52.66,0.0199496416812,0.0195594379035,0.131492439185,48.958,48.586,48.7795,48.6443333333,0.00765652657144,0.0288735258235,0.0314022525039,0.0386018021274,0.813491877924,0.0685075608153,0.0723434734286,0.421126474176,0.0365081220756,0.445692883895,2160150,4594280.16667,0.470182470732,48.67,46.29,51.63,True,210996302.752,4398850,4351855.35,1.01079876196,False,0.110305343511,-0.0698473282443,0.0700381679389,-0.0301526717557,0.0622334986391,10,4,first-entry-open gross underlying total-return path; corporate-action adjusted; exit day open only
301213.SZ-001,45,GROUP_C,WINNERS,301213.SZ,2024-12-20,2024-12-23,2024-12-24,2024-12-25,45.11,45.11,45.6,0.1,149011.863,0.0088426315427,1317.657,2,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,MARKET_MA20_X2,1,1,0.107246376812,0.591666666667,0.697777777778,0.663182346109,0.624854819977,0.779326364692,0.678861788618,236,0.72706155633,861,45.47,45.84,0.00813723334066,0.00807155322862,0.16829393628,44.064,43.391,41.961,42.0483333333,0.0501179666833,0.0232158211522,0.0359891909033,0.0528640780653,0.680787260848,0.0317060637205,0.0298820333167,0.426784178848,0.169212739152,0,1517983,3486387.7,0.435402809619,38.99,38.99,45.47,True,151265348.211,4693600,3478269,1.34940684576,True,0.0795832409665,0,0.0682775437819,0.0108623365108,0.0594349122392,1,0,first-entry-open gross underlying total-return path; corporate-action adjusted; exit day open only
300138.SZ-001,46,GROUP_C,WINNERS,300138.SZ,2025-06-18,2025-06-19,2025-06-20,2025-06-23,11.91,11.91,12.04,0.1,146639.493,0.00889538672914,1304.415,2,SET_CHANGE_ENTRY_OR_INDIVIDUAL_EXIT,MARKET_MA20_X2,1,1,0.061170212766,0.288482238967,0.268008474576,0.681578947368,0.897368421053,0.806578947368,0.826973684211,89,0.884210526316,760,11.95,11.97,0.00167364016736,0.00167084377611,0.150144369586,11.26,11.313,11.235,11.2006666667,0.0100291649307,0.221590909091,0.0305094312042,0.0385059023939,0.792331287088,0.0498556304139,0.0699708350693,0.228409090909,0.0576687129124,0.339130434783,6642406,13188643.1,0.503645898189,11.19,10.8,11.95,True,141947887.082,14990102,12759814.85,1.17478993044,False,0.0738874895046,-0.0176322418136,0.0285474391268,0.00755667506297,0.0196520523976,1,0,first-entry-open gross underlying total-return path; corporate-action adjusted; exit day open only
