trade_date,symbol,event_type,match_status,stage_match,price_pre_adj_match,reason_match,signal_date_match,target_weight_match,entry_date_match,entry_price_match,holding_pnl_pct_match,first_difference
2016-08-16,159901.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2016-09-02,159901.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-09-02,159901.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2016-10-25,510500.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-10-25,510500.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2016-11-09,510050.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-11-09,510050.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2016-11-09,510500.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-11-11,510050.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-11-11,510300.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-11-11,510300.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2016-11-11,510500.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-11-14,510050.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-11-14,510180.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-11-14,510180.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2016-11-14,510300.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-11-14,510500.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-12-05,510500.SH,SELL_NO_FILL,EXACT,True,True,True,True,True,True,True,True,
2016-12-05,510500.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2016-12-06,510050.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-12-06,510180.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-12-06,510300.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-12-06,510500.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-12-12,510050.SH,SELL_NO_FILL,EXACT,True,True,True,True,True,True,True,True,
2016-12-12,510050.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2016-12-12,510180.SH,SELL_NO_FILL,EXACT,True,True,True,True,True,True,True,True,
2016-12-12,510180.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2016-12-12,510300.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-12-12,510300.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2016-12-13,510050.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2016-12-13,510180.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-03-16,159901.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-03-16,159901.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-03-17,159901.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-03-17,159901.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-03-27,510500.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-03-27,510500.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-03-31,510500.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-03-31,510500.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-08-31,510500.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-08-31,510500.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-09-01,159915.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-01,159915.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-09-01,510500.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-06,159901.SZ,BUY_OR_REBALANCE_NO_FILL,EXACT,True,True,True,True,True,True,True,True,
2017-09-06,159901.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-09-06,159915.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-06,510500.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-07,159915.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-07,510500.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-19,159915.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-19,510500.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-19,512660.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-19,512660.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-09-22,159915.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-22,159915.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-09-22,510500.SH,SELL_NO_FILL,EXACT,True,True,True,True,True,True,True,True,
2017-09-22,510500.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-09-22,512660.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-09-22,512660.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-09-25,510500.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-10-10,510300.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-10-10,510300.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-10-16,510180.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-10-16,510180.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-10-16,510300.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-11-30,510180.SH,SELL_NO_FILL,EXACT,True,True,True,True,True,True,True,True,
2017-11-30,510180.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-11-30,510300.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2017-11-30,510300.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2017-12-01,510180.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2018-01-15,510050.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2018-01-15,510050.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2018-02-02,510050.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2018-02-02,510050.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-02-12,510180.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-02-12,510180.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-02-14,510180.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-02-14,512800.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-02-14,512800.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-04-26,510180.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-04-26,510180.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-04-26,512800.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-04-26,512800.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-07-31,512800.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-07-31,512800.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-08-02,512800.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-08-02,512800.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-08-29,159928.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-08-29,159928.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-09-04,159901.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-04,159901.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-09-04,159915.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-04,159915.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-09-04,159928.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-06,159901.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-06,159915.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-06,159928.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-06,510300.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-06,510300.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-09-16,159901.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-16,159915.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-16,159928.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-16,510180.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-16,510180.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-09-16,510300.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-27,159901.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-27,159901.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-09-27,159915.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-27,159915.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-09-27,159928.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-27,159928.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-09-27,510180.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-27,510180.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-09-27,510300.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-09-27,510300.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-11-05,159901.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-11-05,159901.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-11-05,510300.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-11-05,510300.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-11-12,510300.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-11-12,510300.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-11-13,159901.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-11-15,159901.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-11-15,159901.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-12-09,159949.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-09,159949.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-12-16,159915.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-16,159915.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-12-16,159949.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-17,159901.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-17,159901.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-12-17,159915.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-17,159949.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-17,512980.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-17,512980.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-12-18,159901.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-18,159915.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-18,159949.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-18,510500.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2019-12-18,510500.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2019-12-18,512980.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-01-23,159901.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-01-23,159901.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-01-23,159915.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-01-23,159915.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-01-23,159949.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-01-23,159949.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-01-23,510500.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-01-23,510500.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-01-23,512980.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-01-23,512980.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-06-09,159928.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-09,159928.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-06-10,159928.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-10,512980.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-10,512980.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-06-15,159928.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-15,159938.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-15,159938.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-06-15,512980.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-18,159928.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-18,159938.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-18,512980.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-18,515800.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-18,515800.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-06-19,159901.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-19,159901.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-06-19,159928.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-19,159938.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-19,512980.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-06-19,515800.SH,BUY_OR_REBALANCE_NO_FILL,EXACT,True,True,True,True,True,True,True,True,
2020-07-24,159901.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-07-24,159901.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-07-24,159928.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-07-24,159928.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-07-24,159938.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-07-24,159938.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-07-24,512980.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-07-24,512980.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-07-24,515800.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-07-24,515800.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-09-02,159980.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-09-02,159980.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-09-09,159980.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-09-09,159980.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-11-06,510300.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-06,510300.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-11-06,515210.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-06,515210.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-11-10,159915.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-10,159915.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-11-10,159997.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-10,159997.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-11-10,510300.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-10,515210.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-17,159915.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-17,159980.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-17,159980.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-11-17,159997.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-17,510300.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-17,515210.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-18,159915.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-18,159915.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-11-19,159980.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-19,159997.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-19,510300.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-11-19,515210.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-02,159980.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-02,159997.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-02,510300.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-02,512070.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-02,512070.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-12-02,515210.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-10,159997.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-10,159997.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,159980.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,159980.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,159980.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,510300.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,510300.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,510300.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,512070.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,512070.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,512070.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,515210.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,515210.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-11,515210.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-12-22,159901.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-22,159901.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-12-22,159928.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-22,159928.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-12-22,159949.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-22,159949.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2020-12-22,512710.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2020-12-22,512710.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2021-01-04,159901.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-01-04,159905.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-01-04,159905.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2021-01-04,159928.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-01-04,159949.SZ,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-01-04,512710.SH,REBALANCE_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-01-29,159901.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-01-29,159901.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2021-01-29,159905.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-01-29,159905.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2021-01-29,159928.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-01-29,159928.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2021-01-29,159949.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-01-29,159949.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2021-01-29,512710.SH,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-01-29,512710.SH,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2021-04-30,159980.SZ,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-04-30,159980.SZ,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2021-05-07,159980.SZ,SELL_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-05-07,159980.SZ,TAIL_SELL_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2021-05-25,512100.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-05-25,512100.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
2021-05-26,510500.SH,BUY_FILLED,EXACT,True,True,True,True,True,True,True,True,
2021-05-26,510500.SH,BUY_SIGNAL,EXACT,True,True,True,True,True,True,True,True,
