portfolio,period,min_available_cash,min_cash_ratio,max_gross_long_value,max_nav,max_gross_exposure_ratio,negative_cash_timestamp_count,negative_cash_day_count,over_100pct_exposure_timestamp_count,over_100pct_exposure_day_count,borrowed_cash_max,margin_balance_max,status
P1,2018-01-02/2021-12-15,0.35074827697413724,0.30074999455896106,0.8415777685666432,1.3487227315732742,0.699250005441039,0,0,0,0,0.0,0.0,PASS
P2,2018-01-02/2021-12-15,0.3499758370754633,0.30028873548270696,0.8415777685666432,1.3474746551987293,0.699711264517293,0,0,0,0,0.0,0.0,PASS
R1,2018-01-02/2021-12-15,0.3612757935305646,0.30052030851726197,0.8679898048578749,1.4233714707009375,0.699479691482738,0,0,0,0,0.0,0.0,PASS
R2,2018-01-02/2021-12-15,0.3605033536318907,0.30007268362174805,0.8679898048578749,1.422123394326393,0.6999273163782519,0,0,0,0,0.0,0.0,PASS
