year,comparison,mean,median,positive_fraction,sum,leave_best1_sum,leave_best3_sum,worst10_mean
2020,FIXED3_MINUS_MEAN_SINGLE,0.0005823158090600488,0.00047762184642874406,0.5720164609053497,0.14150274160159185,0.13021919568119977,0.11284961559547964,-0.006023863470401661
2021,FIXED3_MINUS_MEAN_SINGLE,0.00017067601910394686,0.00015750533728997596,0.51440329218107,0.041474272642259086,0.03219661506763447,0.016502876333888934,-0.006991371185640918
