quintile,observations,mean_fwd10,median_fwd10,mean_mfe10,mean_mae10,new_high10,mechanism,feature
1,17118,0.004103355342502395,-0.0040434389410824445,0.052815441628790726,-0.04481741236537489,0.8026054445612806,stock_leadership,rs60
2,17117,0.0035565055334549427,-0.003816793893129833,0.05281655440545611,-0.044382402759968596,0.8068586785067476,stock_leadership,rs60
3,17115,0.0041315808668082946,-0.005502063273727598,0.05719800784420566,-0.047167820679293176,0.8038562664329536,stock_leadership,rs60
4,17117,0.001298302547407951,-0.009650865739426084,0.06224737772192557,-0.053453387809819564,0.796225974177718,stock_leadership,rs60
5,17118,-0.0032255770574630004,-0.01786134598850231,0.07411526870724776,-0.06856178327209626,0.7860731393854422,stock_leadership,rs60
