quintile,observations,mean_fwd10,median_fwd10,mean_mfe10,mean_mae10,new_high10,mechanism,feature
1,17124,0.00736845602548138,0.0002390580358920813,0.05970936316703161,-0.04640898421235885,0.8133613641672507,sector_resonance,sector_breadth20
2,17123,0.002027691254626195,-0.005780346820809412,0.05898260689607089,-0.05089084341067913,0.8013198621736846,sector_resonance,sector_breadth20
3,17123,-0.000400925729488859,-0.01055408970976257,0.05708203122159203,-0.05317247436485389,0.7866028149272908,sector_resonance,sector_breadth20
4,17123,0.002464711244058117,-0.008780036968576543,0.062057341022148715,-0.05227940780305328,0.7998598376452725,sector_resonance,sector_breadth20
5,17124,-0.001595400175229376,-0.013542107759951794,0.06133866278793121,-0.05561627900562793,0.7942653585610838,sector_resonance,sector_breadth20
