feature,dimension,observations,top1_contribution,top5_contribution,mean_fwd10,median_fwd10
sector_breadth20,stock,42814,0.049005398845137396,0.23105123373075048,0.0008818229772871196,-0.010640993842404467
sector_breadth20,date,42814,0.28968297392426595,1.2165331165994562,0.0008818229772871196,-0.010640993842404467
sector_breadth20,sector,42814,0.5532710445769361,1.8187313326588164,0.0008818229772871196,-0.010640993842404467
resilience,stock,8719,0.03271356645991337,0.13389580668822992,0.004508322513302941,-0.0023837902264601807
resilience,date,8719,0.1052053690754774,0.4019964734218056,0.004508322513302941,-0.0023837902264601807
resilience,sector,8719,0.23196315326395525,0.6216612495725642,0.004508322513302941,-0.0023837902264601807
