group,observations,mean_fwd5,mean_fwd10,mean_fwd20,new_high10,median_fwd10
G1,9378,0.0038484302250057674,0.0035024131914661192,0.005585105306848764,0.8061420345489443,-0.005681818181817899
G2,2114,0.004057196593221078,0.006386429688596682,0.006310612607068721,0.8245033112582781,-4.440892098500626e-16
G3,6259,0.0029493058733243605,0.003998049304042265,0.0021365829852920105,0.8033232145710177,-0.003367012909716971
