side,source,model,split,metric,horizon,N,independent_event_count,effect,ci_low,ci_high,expected_direction
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,reaction_probability,3,1669,1053,0.410778727445,0.382954653371,0.437308483697,HIGHER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,close_favorable_probability,0,1675,1055,0.488870458136,0.459838270142,0.515869865719,HIGHER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,volume_response_ratio,3,1675,1055,1.07211436359,1.03169498343,1.11269079033,HIGHER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,turnover_response_ratio,3,1675,1055,1.07078161971,1.02894763877,1.11520627748,HIGHER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,range_response_ratio,3,1675,1055,1.34446540524,1.30467176158,1.38219405696,HIGHER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,future_return_1,1,1673,1055,-0.00713296753612,-0.00945003771618,-0.00529267956782,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mfe_1,1,1673,1055,0.0141331845166,0.0120911947494,0.0162965609529,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mae_1,1,1673,1055,-0.034863739253,-0.0367734617594,-0.0331706746617,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,cross_probability_1,1,1673,1055,0.182314375987,0.161733807267,0.203957543444,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,time_to_cross_1,1,1673,1055,1.81768562401,1.79792239336,1.83972531596,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,sessions_beyond_1,1,1673,1055,0.244415481833,0.219193325434,0.269496445498,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,future_return_3,3,1669,1053,0.00484424956604,0.000373898464906,0.00913287746273,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mfe_3,3,1669,1053,0.0419554988456,0.0384333017522,0.0453767295434,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mae_3,3,1669,1053,-0.0550513976348,-0.058003498329,-0.052391145367,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,cross_probability_3,3,1669,1053,0.267917062362,0.246779044001,0.292292655904,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,time_to_cross_3,3,1669,1053,3.30686134853,3.23102979582,3.37532348053,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,sessions_beyond_3,3,1669,1053,0.778205128205,0.711888255777,0.848295346629,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,future_return_5,5,1658,1050,0.0167336537687,0.0115851728892,0.0223903647688,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mfe_5,5,1658,1050,0.0639612561667,0.0594619405731,0.0688495505517,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mae_5,5,1658,1050,-0.0635835925621,-0.0667423393186,-0.0603135419968,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,cross_probability_5,5,1658,1050,0.301801587302,0.278838095238,0.323714285714,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,time_to_cross_5,5,1658,1050,4.71615873016,4.61151150794,4.82149603175,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,sessions_beyond_5,5,1658,1050,1.27222222222,1.1698968254,1.37694761905,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,future_return_10,10,1631,1039,0.0315175785512,0.0251723037726,0.0386167950558,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mfe_10,10,1631,1039,0.0945538427243,0.0882065002189,0.100418624099,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mae_10,10,1631,1039,-0.0746467362973,-0.0781520999489,-0.0709551757964,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,cross_probability_10,10,1631,1039,0.356520692974,0.32896294514,0.380395211742,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,time_to_cross_10,10,1636,1039,8.0031039461,7.76429780237,8.2441129291,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,sessions_beyond_10,10,1631,1039,2.42471928136,2.24205445942,2.61468840231,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,future_return_20,20,1568,1017,0.0523344292674,0.0427225252704,0.0629631725236,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mfe_20,20,1568,1017,0.158760615418,0.148562308811,0.169625501484,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mae_20,20,1568,1017,-0.0931418431421,-0.0975063493314,-0.0888076248544,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,cross_probability_20,20,1568,1017,0.452155031137,0.42492932645,0.478417117339,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,time_to_cross_20,20,1597,1022,13.6943819309,13.1887762965,14.1985361628,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,sessions_beyond_20,20,1568,1017,4.67699115044,4.39159087185,5.0161320059,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,future_return_40,40,0,0,,,,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mfe_40,40,0,0,,,,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,mae_40,40,0,0,,,,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,cross_probability_40,40,0,0,,,,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,time_to_cross_40,40,886,615,8.11204413473,7.35196883469,8.74327574526,CONTEXT_DEPENDENT
SUPPORT,REAL_CHIP,ACTIVE_STICKY,discovery,sessions_beyond_40,40,0,0,,,,LOWER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,holdout,reaction_probability,3,1069,745,0.407718120805,0.375413310962,0.436502237136,HIGHER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,holdout,close_favorable_probability,0,1092,757,0.51321003963,0.478414244826,0.544876155878,HIGHER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,holdout,volume_response_ratio,3,1092,757,1.0140766515,0.968523302728,1.05718763318,HIGHER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,holdout,turnover_response_ratio,3,1092,757,1.01284429223,0.969855992486,1.06099061227,HIGHER_IS_SUPPORTIVE
SUPPORT,REAL_CHIP,ACTIVE_STICKY,holdout,range_response_ratio,3,1092,757,1.15630243361,1.12577266121,1.18758987419,HIGHER_IS_SUPPORTIVE
