model,split,side,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
DISPOSITION,validation,RESISTANCE,mae_3,3,2584,1290,-0.0341300908019,-0.0356613425515,-0.0324308447148
DISPOSITION,validation,RESISTANCE,cross_probability_3,3,2584,1290,0.207726098191,0.190010658915,0.22560755814
DISPOSITION,validation,RESISTANCE,future_return_5,5,2563,1288,0.0111658451481,0.00692904158477,0.0152340249759
DISPOSITION,validation,RESISTANCE,mfe_5,5,2563,1288,0.070346488984,0.0665846307355,0.0740178659994
DISPOSITION,validation,RESISTANCE,mae_5,5,2563,1288,-0.0438394425339,-0.0455835722192,-0.0420492175659
DISPOSITION,validation,RESISTANCE,cross_probability_5,5,2563,1288,0.275789337474,0.255019733437,0.296559912008
DISPOSITION,validation,RESISTANCE,future_return_10,10,2521,1281,0.0102190380287,0.00528898430517,0.0158546526189
DISPOSITION,validation,RESISTANCE,mfe_10,10,2521,1281,0.0982094151244,0.0930682645033,0.105369773202
DISPOSITION,validation,RESISTANCE,mae_10,10,2521,1281,-0.0597608758462,-0.0618456898521,-0.057250195052
DISPOSITION,validation,RESISTANCE,cross_probability_10,10,2521,1281,0.370712984647,0.347735818371,0.39012587822
DISPOSITION,validation,RESISTANCE,future_return_20,20,2065,1173,0.0210749919027,0.0130116333678,0.0295978511772
DISPOSITION,validation,RESISTANCE,mfe_20,20,2065,1173,0.127309280921,0.118816842708,0.13595550109
DISPOSITION,validation,RESISTANCE,mae_20,20,2065,1173,-0.0750387621861,-0.0784345086713,-0.071916823655
DISPOSITION,validation,RESISTANCE,cross_probability_20,20,2065,1173,0.449161693663,0.424443734015,0.474359903382
DISPOSITION,validation,RESISTANCE,future_return_40,40,0,0,,,
DISPOSITION,validation,RESISTANCE,mfe_40,40,0,0,,,
DISPOSITION,validation,RESISTANCE,mae_40,40,0,0,,,
DISPOSITION,validation,RESISTANCE,cross_probability_40,40,0,0,,,
DISPOSITION,validation,SUPPORT,future_return_1,1,1420,825,0.000463373644751,-0.000981491686923,0.00187068670365
DISPOSITION,validation,SUPPORT,mfe_1,1,1420,825,0.0183892529754,0.0171216083764,0.0197226738735
DISPOSITION,validation,SUPPORT,mae_1,1,1420,825,-0.0170730622238,-0.0180599444953,-0.0161079314322
DISPOSITION,validation,SUPPORT,cross_probability_1,1,1420,825,0.0197691197691,0.0131756854257,0.026691991342
DISPOSITION,validation,SUPPORT,future_return_3,3,1345,796,0.00570583821719,0.00279019408288,0.00867202887755
DISPOSITION,validation,SUPPORT,mfe_3,3,1345,796,0.0362889227979,0.0341078261396,0.0386034875822
DISPOSITION,validation,SUPPORT,mae_3,3,1345,796,-0.0291229712524,-0.0310064903016,-0.0273581975346
DISPOSITION,validation,SUPPORT,cross_probability_3,3,1345,796,0.0559105049055,0.0440648181383,0.0687360163915
DISPOSITION,validation,SUPPORT,future_return_5,5,1330,789,0.00991366302535,0.00559029146557,0.0140947995524
DISPOSITION,validation,SUPPORT,mfe_5,5,1330,789,0.0506335568281,0.0468674044584,0.0538669786006
DISPOSITION,validation,SUPPORT,mae_5,5,1330,789,-0.0368734075228,-0.0388567150949,-0.0347667347461
DISPOSITION,validation,SUPPORT,cross_probability_5,5,1330,789,0.083312209548,0.0683718842417,0.098020173215
DISPOSITION,validation,SUPPORT,future_return_10,10,1284,769,0.00911820789318,0.0038578440283,0.0153721582609
DISPOSITION,validation,SUPPORT,mfe_10,10,1284,769,0.0763383084933,0.0709600057024,0.0830260456139
DISPOSITION,validation,SUPPORT,mae_10,10,1284,769,-0.0503905523772,-0.0532728674922,-0.0476172499233
DISPOSITION,validation,SUPPORT,cross_probability_10,10,1284,769,0.138990030342,0.120235153879,0.158206003468
DISPOSITION,validation,SUPPORT,future_return_20,20,1102,697,0.0174742184669,0.00668492827668,0.0268894240033
DISPOSITION,validation,SUPPORT,mfe_20,20,1102,697,0.117841588705,0.108218989123,0.12713684664
DISPOSITION,validation,SUPPORT,mae_20,20,1102,697,-0.0722863184995,-0.076994562579,-0.0682618071744
DISPOSITION,validation,SUPPORT,cross_probability_20,20,1102,697,0.298469631755,0.268176709708,0.326905786705
DISPOSITION,validation,SUPPORT,future_return_40,40,0,0,,,
DISPOSITION,validation,SUPPORT,mfe_40,40,0,0,,,
DISPOSITION,validation,SUPPORT,mae_40,40,0,0,,,
DISPOSITION,validation,SUPPORT,cross_probability_40,40,0,0,,,
ENSEMBLE,discovery,RESISTANCE,future_return_1,1,2589,1565,0.00305216014506,0.00169500884924,0.0047163894452
ENSEMBLE,discovery,RESISTANCE,mfe_1,1,2589,1565,0.0258801541745,0.024470889368,0.0273213019265
ENSEMBLE,discovery,RESISTANCE,mae_1,1,2589,1565,-0.0201004074143,-0.0211201757781,-0.0189990200033
ENSEMBLE,discovery,RESISTANCE,cross_probability_1,1,2589,1565,0.0726517571885,0.0622092651757,0.0829001597444
ENSEMBLE,discovery,RESISTANCE,future_return_3,3,2558,1551,0.00639490144049,0.00375965116045,0.00903120953724
ENSEMBLE,discovery,RESISTANCE,mfe_3,3,2558,1551,0.048796975133,0.046180965095,0.0512609256494
ENSEMBLE,discovery,RESISTANCE,mae_3,3,2558,1551,-0.035574967926,-0.0370913690537,-0.0343051022529
ENSEMBLE,discovery,RESISTANCE,cross_probability_3,3,2558,1551,0.146604341285,0.132114764668,0.16121131528
ENSEMBLE,discovery,RESISTANCE,future_return_5,5,2527,1542,-0.00266758782552,-0.00649608799242,0.00155163645446
ENSEMBLE,discovery,RESISTANCE,mfe_5,5,2527,1542,0.0626404404338,0.0591548912043,0.0662333089842
ENSEMBLE,discovery,RESISTANCE,mae_5,5,2527,1542,-0.0484249853009,-0.0501787584871,-0.0467424393483
ENSEMBLE,discovery,RESISTANCE,cross_probability_5,5,2527,1542,0.195146995244,0.178642725897,0.214464980545
ENSEMBLE,discovery,RESISTANCE,future_return_10,10,2430,1496,-0.0278754790448,-0.0323371183408,-0.0231214104963
ENSEMBLE,discovery,RESISTANCE,mfe_10,10,2430,1496,0.0802653966277,0.0757623745727,0.0857039704185
ENSEMBLE,discovery,RESISTANCE,mae_10,10,2430,1496,-0.0799869639689,-0.0825201108301,-0.0772523426721
ENSEMBLE,discovery,RESISTANCE,cross_probability_10,10,2430,1496,0.250278520499,0.231833778966,0.268574253565
ENSEMBLE,discovery,RESISTANCE,future_return_20,20,2145,1374,-0.0389578784705,-0.0453371869232,-0.0316923235075
ENSEMBLE,discovery,RESISTANCE,mfe_20,20,2145,1374,0.104512550739,0.0982857750849,0.110982332675
ENSEMBLE,discovery,RESISTANCE,mae_20,20,2145,1374,-0.123640416082,-0.127722252344,-0.119824943745
ENSEMBLE,discovery,RESISTANCE,cross_probability_20,20,2145,1374,0.322962154294,0.299427159146,0.344290999515
ENSEMBLE,discovery,RESISTANCE,future_return_40,40,0,0,,,
ENSEMBLE,discovery,RESISTANCE,mfe_40,40,0,0,,,
ENSEMBLE,discovery,RESISTANCE,mae_40,40,0,0,,,
ENSEMBLE,discovery,RESISTANCE,cross_probability_40,40,0,0,,,
ENSEMBLE,discovery,SUPPORT,future_return_1,1,1259,853,-0.00756917162034,-0.0100039975188,-0.00526467585288
ENSEMBLE,discovery,SUPPORT,mfe_1,1,1259,853,0.0139635798795,0.0118690322404,0.0160658961413
ENSEMBLE,discovery,SUPPORT,mae_1,1,1259,853,-0.0346381812037,-0.0367587624526,-0.0326552902436
ENSEMBLE,discovery,SUPPORT,cross_probability_1,1,1259,853,0.176143024619,0.154682004689,0.198961508402
ENSEMBLE,discovery,SUPPORT,future_return_3,3,1256,852,0.00396346119531,-0.000970089115049,0.00894287941831
ENSEMBLE,discovery,SUPPORT,mfe_3,3,1256,852,0.0414640929406,0.0378789868361,0.0453263469394
ENSEMBLE,discovery,SUPPORT,mae_3,3,1256,852,-0.0551511614527,-0.0583749060602,-0.0518626825916
ENSEMBLE,discovery,SUPPORT,cross_probability_3,3,1256,852,0.274139280125,0.245557511737,0.299898767606
ENSEMBLE,discovery,SUPPORT,future_return_5,5,1247,849,0.0152633362266,0.00895701036282,0.0214366275954
ENSEMBLE,discovery,SUPPORT,mfe_5,5,1247,849,0.0628597867138,0.0581876676091,0.0687874137856
ENSEMBLE,discovery,SUPPORT,mae_5,5,1247,849,-0.0639625072418,-0.0676430602947,-0.0604842255004
ENSEMBLE,discovery,SUPPORT,cross_probability_5,5,1247,849,0.314487632509,0.285937377307,0.344317334119
ENSEMBLE,discovery,SUPPORT,future_return_10,10,1229,839,0.0305788541757,0.0239579386209,0.038703017712
ENSEMBLE,discovery,SUPPORT,mfe_10,10,1229,839,0.0941932440924,0.0875587864765,0.101267134105
ENSEMBLE,discovery,SUPPORT,mae_10,10,1229,839,-0.075948384335,-0.0796264989694,-0.0718628020218
ENSEMBLE,discovery,SUPPORT,cross_probability_10,10,1229,839,0.378287644021,0.353092967819,0.411086611045
ENSEMBLE,discovery,SUPPORT,future_return_20,20,1185,819,0.0494105245886,0.037852054567,0.0603968566808
ENSEMBLE,discovery,SUPPORT,mfe_20,20,1185,819,0.160440640455,0.148256958714,0.172515899933
ENSEMBLE,discovery,SUPPORT,mae_20,20,1185,819,-0.0973320416598,-0.102069850779,-0.0922231182601
ENSEMBLE,discovery,SUPPORT,cross_probability_20,20,1185,819,0.49768009768,0.467345848596,0.527808302808
ENSEMBLE,discovery,SUPPORT,future_return_40,40,0,0,,,
ENSEMBLE,discovery,SUPPORT,mfe_40,40,0,0,,,
ENSEMBLE,discovery,SUPPORT,mae_40,40,0,0,,,
ENSEMBLE,discovery,SUPPORT,cross_probability_40,40,0,0,,,
ENSEMBLE,holdout,RESISTANCE,future_return_1,1,1714,1119,0.001973518066,0.000299621708573,0.00365079635809
ENSEMBLE,holdout,RESISTANCE,mfe_1,1,1714,1119,0.0224651976033,0.0208823195764,0.0238809488077
ENSEMBLE,holdout,RESISTANCE,mae_1,1,1714,1119,-0.0196248695952,-0.0207386716406,-0.0183098192837
ENSEMBLE,holdout,RESISTANCE,cross_probability_1,1,1714,1119,0.0665028299077,0.0536174411677,0.0794757223712
ENSEMBLE,holdout,RESISTANCE,future_return_3,3,1687,1111,-0.00664737144105,-0.00931814917507,-0.00397080282533
ENSEMBLE,holdout,RESISTANCE,mfe_3,3,1687,1111,0.0369878796073,0.0348707884437,0.0393258522633
ENSEMBLE,holdout,RESISTANCE,mae_3,3,1687,1111,-0.0357434821898,-0.0376548644215,-0.033854502633
ENSEMBLE,holdout,RESISTANCE,cross_probability_3,3,1687,1111,0.108522995157,0.0921085144229,0.12476844113
ENSEMBLE,holdout,RESISTANCE,future_return_5,5,1663,1098,-0.00994774676708,-0.0137616162615,-0.00620869698815
ENSEMBLE,holdout,RESISTANCE,mfe_5,5,1663,1098,0.047838903684,0.0448428480003,0.0513631446157
ENSEMBLE,holdout,RESISTANCE,mae_5,5,1663,1098,-0.047682842226,-0.0502588631851,-0.0453586200707
ENSEMBLE,holdout,RESISTANCE,cross_probability_5,5,1663,1098,0.144598404025,0.126803441322,0.161311692254
ENSEMBLE,holdout,RESISTANCE,future_return_10,10,1563,1055,-0.0160346252997,-0.0212798108585,-0.0105390556648
ENSEMBLE,holdout,RESISTANCE,mfe_10,10,1563,1055,0.0675813513782,0.0630261026717,0.0723262946416
ENSEMBLE,holdout,RESISTANCE,mae_10,10,1563,1055,-0.0683678728609,-0.0714536807624,-0.0649786881438
ENSEMBLE,holdout,RESISTANCE,cross_probability_10,10,1563,1055,0.213091852855,0.190312852629,0.236132306477
ENSEMBLE,holdout,RESISTANCE,future_return_20,20,1377,963,-0.0216251986818,-0.0303814857526,-0.0128706125684
ENSEMBLE,holdout,RESISTANCE,mfe_20,20,1377,963,0.0933658177468,0.0851357175935,0.10120373898
ENSEMBLE,holdout,RESISTANCE,mae_20,20,1377,963,-0.0993363674564,-0.10392539911,-0.0950432180462
ENSEMBLE,holdout,RESISTANCE,cross_probability_20,20,1377,963,0.28385996143,0.261728292044,0.309813084112
ENSEMBLE,holdout,RESISTANCE,future_return_40,40,0,0,,,
ENSEMBLE,holdout,RESISTANCE,mfe_40,40,0,0,,,
ENSEMBLE,holdout,RESISTANCE,mae_40,40,0,0,,,
ENSEMBLE,holdout,RESISTANCE,cross_probability_40,40,0,0,,,
ENSEMBLE,holdout,SUPPORT,future_return_1,1,733,550,-0.000859833044124,-0.00299663810467,0.00105104533517
ENSEMBLE,holdout,SUPPORT,mfe_1,1,733,550,0.0180196283156,0.016148337416,0.0196849729685
ENSEMBLE,holdout,SUPPORT,mae_1,1,733,550,-0.020701113438,-0.0220928306329,-0.0193597601932
ENSEMBLE,holdout,SUPPORT,cross_probability_1,1,733,550,0.0273333333333,0.0156037878788,0.0409143939394
ENSEMBLE,holdout,SUPPORT,future_return_3,3,725,545,-0.00359520043229,-0.00748373492762,0.000203343815979
ENSEMBLE,holdout,SUPPORT,mfe_3,3,725,545,0.0337320153722,0.0307995567395,0.0371925636494
ENSEMBLE,holdout,SUPPORT,mae_3,3,725,545,-0.0363968287202,-0.0388270013707,-0.0341267778365
ENSEMBLE,holdout,SUPPORT,cross_probability_3,3,725,545,0.0975535168196,0.0761873088685,0.119391437309
ENSEMBLE,holdout,SUPPORT,future_return_5,5,722,545,-0.00353134843565,-0.0092677719457,0.00262638127356
ENSEMBLE,holdout,SUPPORT,mfe_5,5,722,545,0.0455051843927,0.0409303227184,0.0498291704947
ENSEMBLE,holdout,SUPPORT,mae_5,5,722,545,-0.0471046880916,-0.0511864437787,-0.0434772331716
ENSEMBLE,holdout,SUPPORT,cross_probability_5,5,722,545,0.154617737003,0.126258409786,0.181367737003
ENSEMBLE,holdout,SUPPORT,future_return_10,10,695,529,0.00963455861788,0.00156702955904,0.0181957068785
ENSEMBLE,holdout,SUPPORT,mfe_10,10,695,529,0.073985447776,0.0677427824906,0.0808853092899
ENSEMBLE,holdout,SUPPORT,mae_10,10,695,529,-0.0617803904362,-0.0657320139626,-0.0577625335134
ENSEMBLE,holdout,SUPPORT,cross_probability_10,10,695,529,0.245179584121,0.209947227473,0.279291902962
ENSEMBLE,holdout,SUPPORT,future_return_20,20,629,490,-0.00295856565095,-0.0170238420816,0.0106701968294
ENSEMBLE,holdout,SUPPORT,mfe_20,20,629,490,0.111231655551,0.100193525523,0.12377124185
ENSEMBLE,holdout,SUPPORT,mae_20,20,629,490,-0.0908301774833,-0.0970934678002,-0.0845191482468
ENSEMBLE,holdout,SUPPORT,cross_probability_20,20,629,490,0.409863945578,0.368358843537,0.45137755102
ENSEMBLE,holdout,SUPPORT,future_return_40,40,0,0,,,
ENSEMBLE,holdout,SUPPORT,mfe_40,40,0,0,,,
ENSEMBLE,holdout,SUPPORT,mae_40,40,0,0,,,
ENSEMBLE,holdout,SUPPORT,cross_probability_40,40,0,0,,,
ENSEMBLE,validation,RESISTANCE,future_return_1,1,1892,1114,0.002658828675,0.00106090127553,0.00447117003223
ENSEMBLE,validation,RESISTANCE,mfe_1,1,1892,1114,0.0264656572308,0.0249231255579,0.0281085946566
ENSEMBLE,validation,RESISTANCE,mae_1,1,1892,1114,-0.019283591986,-0.0205472218682,-0.0180335986491
ENSEMBLE,validation,RESISTANCE,cross_probability_1,1,1892,1114,0.0786205864752,0.0650628366248,0.0931552962298
ENSEMBLE,validation,RESISTANCE,future_return_3,3,1885,1112,0.0104861871791,0.00715466547239,0.0138298600595
ENSEMBLE,validation,RESISTANCE,mfe_3,3,1885,1112,0.0530202105189,0.050180245646,0.0560784825967
ENSEMBLE,validation,RESISTANCE,mae_3,3,1885,1112,-0.0329592856031,-0.0346955536987,-0.0311531635658
ENSEMBLE,validation,RESISTANCE,cross_probability_3,3,1885,1112,0.201064148681,0.180435776379,0.21959345024
ENSEMBLE,validation,RESISTANCE,future_return_5,5,1870,1109,0.013363686253,0.00866304208654,0.0182572177238
ENSEMBLE,validation,RESISTANCE,mfe_5,5,1870,1109,0.070506377058,0.0665505244561,0.0744915383326
ENSEMBLE,validation,RESISTANCE,mae_5,5,1870,1109,-0.0421383180712,-0.0440704331577,-0.0398778538965
ENSEMBLE,validation,RESISTANCE,cross_probability_5,5,1870,1109,0.26710249474,0.246482942591,0.29022016832
ENSEMBLE,validation,RESISTANCE,future_return_10,10,1843,1102,0.0109520881814,0.00561592087056,0.0168331831071
ENSEMBLE,validation,RESISTANCE,mfe_10,10,1843,1102,0.0983003661506,0.0920031661776,0.104071223402
ENSEMBLE,validation,RESISTANCE,mae_10,10,1843,1102,-0.0578978151645,-0.0604187192905,-0.0555014681517
ENSEMBLE,validation,RESISTANCE,cross_probability_10,10,1843,1102,0.362810042347,0.336727162734,0.386262477314
ENSEMBLE,validation,RESISTANCE,future_return_20,20,1527,999,0.0271632302318,0.0191320170847,0.0361140309716
ENSEMBLE,validation,RESISTANCE,mfe_20,20,1527,999,0.131442791419,0.12279107841,0.140862854079
ENSEMBLE,validation,RESISTANCE,mae_20,20,1527,999,-0.0719338621406,-0.0753942448201,-0.0688852506894
ENSEMBLE,validation,RESISTANCE,cross_probability_20,20,1527,999,0.458375041708,0.427660994328,0.488513513514
ENSEMBLE,validation,RESISTANCE,future_return_40,40,0,0,,,
ENSEMBLE,validation,RESISTANCE,mfe_40,40,0,0,,,
ENSEMBLE,validation,RESISTANCE,mae_40,40,0,0,,,
ENSEMBLE,validation,RESISTANCE,cross_probability_40,40,0,0,,,
ENSEMBLE,validation,SUPPORT,future_return_1,1,1066,718,0.000127395054928,-0.00155897522128,0.00172593651954
ENSEMBLE,validation,SUPPORT,mfe_1,1,1066,718,0.0180481178087,0.016670497343,0.0195097867367
ENSEMBLE,validation,SUPPORT,mae_1,1,1066,718,-0.0173693587349,-0.0183852008647,-0.0162749952348
ENSEMBLE,validation,SUPPORT,cross_probability_1,1,1066,718,0.0163416898793,0.0094661095636,0.0246703806871
ENSEMBLE,validation,SUPPORT,future_return_3,3,1009,688,0.00561936440749,0.00242597145848,0.00887701355319
ENSEMBLE,validation,SUPPORT,mfe_3,3,1009,688,0.0357733590957,0.0332053191996,0.0381565140265
ENSEMBLE,validation,SUPPORT,mae_3,3,1009,688,-0.0293250143781,-0.0315091608654,-0.0275429805819
ENSEMBLE,validation,SUPPORT,cross_probability_3,3,1009,688,0.0467781007752,0.0350962936047,0.0607594476744
ENSEMBLE,validation,SUPPORT,future_return_5,5,995,678,0.00876613495109,0.00465303319554,0.0126313552955
ENSEMBLE,validation,SUPPORT,mfe_5,5,995,678,0.0500026210664,0.0464386929745,0.0538132285389
ENSEMBLE,validation,SUPPORT,mae_5,5,995,678,-0.0369560680503,-0.0394507135937,-0.0345303157062
ENSEMBLE,validation,SUPPORT,cross_probability_5,5,995,678,0.0735742379548,0.0577366027532,0.0904879547689
ENSEMBLE,validation,SUPPORT,future_return_10,10,962,660,0.00701770799745,0.000235350841587,0.014326393175
ENSEMBLE,validation,SUPPORT,mfe_10,10,962,660,0.0751992175001,0.0689431230643,0.0815517908052
ENSEMBLE,validation,SUPPORT,mae_10,10,962,660,-0.0517532318539,-0.0551478720756,-0.0481513724223
ENSEMBLE,validation,SUPPORT,cross_probability_10,10,962,660,0.132121212121,0.109373737374,0.152233585859
ENSEMBLE,validation,SUPPORT,future_return_20,20,821,587,0.0155504967168,0.00414022315192,0.0289261701433
ENSEMBLE,validation,SUPPORT,mfe_20,20,821,587,0.117051676928,0.106490604958,0.127749331627
ENSEMBLE,validation,SUPPORT,mae_20,20,821,587,-0.0746107598578,-0.0791815817136,-0.0700309936313
ENSEMBLE,validation,SUPPORT,cross_probability_20,20,821,587,0.298523566156,0.265580636002,0.328879187961
ENSEMBLE,validation,SUPPORT,future_return_40,40,0,0,,,
ENSEMBLE,validation,SUPPORT,mfe_40,40,0,0,,,
ENSEMBLE,validation,SUPPORT,mae_40,40,0,0,,,
ENSEMBLE,validation,SUPPORT,cross_probability_40,40,0,0,,,
UNIFORM,discovery,RESISTANCE,future_return_1,1,3192,1717,0.00272903660335,0.00149483723313,0.00401776952606
UNIFORM,discovery,RESISTANCE,mfe_1,1,3192,1717,0.02534156666,0.0241239034588,0.0265351329007
UNIFORM,discovery,RESISTANCE,mae_1,1,3192,1717,-0.0204822590323,-0.0213471610596,-0.0195705549405
UNIFORM,discovery,RESISTANCE,cross_probability_1,1,3192,1717,0.0734808774995,0.0640113570181,0.0828319743739
UNIFORM,discovery,RESISTANCE,future_return_3,3,3147,1703,0.00544591905921,0.00284587804632,0.00791065197741
UNIFORM,discovery,RESISTANCE,mfe_3,3,3147,1703,0.0479532447074,0.0456851954591,0.0502962916115
UNIFORM,discovery,RESISTANCE,mae_3,3,3147,1703,-0.0361312762939,-0.0374371256097,-0.0345698100975
UNIFORM,discovery,RESISTANCE,cross_probability_3,3,3147,1703,0.144969661382,0.13146481699,0.158397191231
UNIFORM,discovery,RESISTANCE,future_return_5,5,3105,1690,-0.0041724642071,-0.00711617729112,-0.000530969195558
UNIFORM,discovery,RESISTANCE,mfe_5,5,3105,1690,0.0612564740903,0.0580160824674,0.0644319121599
UNIFORM,discovery,RESISTANCE,mae_5,5,3105,1690,-0.0490554693358,-0.0509712955902,-0.0473488939482
UNIFORM,discovery,RESISTANCE,cross_probability_5,5,3105,1690,0.191222879684,0.176940088757,0.206775641026
UNIFORM,discovery,RESISTANCE,future_return_10,10,2988,1649,-0.0293670376309,-0.0335746079703,-0.0243866149597
UNIFORM,discovery,RESISTANCE,mfe_10,10,2988,1649,0.0783341576484,0.0733191912757,0.0833016070942
UNIFORM,discovery,RESISTANCE,mae_10,10,2988,1649,-0.0810940432142,-0.083724162045,-0.0785462035651
UNIFORM,discovery,RESISTANCE,cross_probability_10,10,2988,1649,0.244107539923,0.228960733778,0.260465180918
UNIFORM,discovery,RESISTANCE,future_return_20,20,2629,1523,-0.0402075578529,-0.047223562384,-0.0335442869031
UNIFORM,discovery,RESISTANCE,mfe_20,20,2629,1523,0.102281857681,0.0952919809697,0.109304622333
UNIFORM,discovery,RESISTANCE,mae_20,20,2629,1523,-0.125459278293,-0.128918741994,-0.121704722515
UNIFORM,discovery,RESISTANCE,cross_probability_20,20,2629,1523,0.317542131757,0.296593346465,0.338532228059
UNIFORM,discovery,RESISTANCE,future_return_40,40,0,0,,,
UNIFORM,discovery,RESISTANCE,mfe_40,40,0,0,,,
UNIFORM,discovery,RESISTANCE,mae_40,40,0,0,,,
UNIFORM,discovery,RESISTANCE,cross_probability_40,40,0,0,,,
UNIFORM,discovery,SUPPORT,future_return_1,1,1764,1056,-0.0080915576477,-0.0104592890962,-0.00604872642072
UNIFORM,discovery,SUPPORT,mfe_1,1,1764,1056,0.0135433961716,0.0113725647691,0.0154496513105
UNIFORM,discovery,SUPPORT,mae_1,1,1764,1056,-0.0350753404292,-0.0371427996845,-0.0334062306361
UNIFORM,discovery,SUPPORT,cross_probability_1,1,1764,1056,0.193252840909,0.171033183396,0.21456182923
UNIFORM,discovery,SUPPORT,future_return_3,3,1761,1055,0.00413175291512,-0.000314543363533,0.00834360028108
UNIFORM,discovery,SUPPORT,mfe_3,3,1761,1055,0.0405491810947,0.0369385102054,0.044093712109
UNIFORM,discovery,SUPPORT,mae_3,3,1761,1055,-0.0554755753683,-0.0583875010199,-0.0527207693265
UNIFORM,discovery,SUPPORT,cross_probability_3,3,1761,1055,0.290213270142,0.260038902054,0.315395734597
UNIFORM,discovery,SUPPORT,future_return_5,5,1746,1054,0.0171851735772,0.0116751688684,0.0224453886229
UNIFORM,discovery,SUPPORT,mfe_5,5,1746,1054,0.0628100803351,0.0584482801063,0.0670893263544
UNIFORM,discovery,SUPPORT,mae_5,5,1746,1054,-0.0636399814435,-0.0667655471787,-0.0603186930754
UNIFORM,discovery,SUPPORT,cross_probability_5,5,1746,1054,0.323624288425,0.2983693074,0.348635357369
UNIFORM,discovery,SUPPORT,future_return_10,10,1714,1041,0.0337278582889,0.0268213612866,0.0408124407322
UNIFORM,discovery,SUPPORT,mfe_10,10,1714,1041,0.0955216985677,0.0888623584995,0.102601513089
UNIFORM,discovery,SUPPORT,mae_10,10,1714,1041,-0.0740418576596,-0.0777269073116,-0.070930447368
UNIFORM,discovery,SUPPORT,cross_probability_10,10,1714,1041,0.386751520973,0.361104506884,0.414269132245
UNIFORM,discovery,SUPPORT,future_return_20,20,1649,1019,0.0525939008259,0.0433402581191,0.0622768094378
UNIFORM,discovery,SUPPORT,mfe_20,20,1649,1019,0.161116081707,0.150717272212,0.173464188211
UNIFORM,discovery,SUPPORT,mae_20,20,1649,1019,-0.0933878053623,-0.0973907949235,-0.0896282677777
UNIFORM,discovery,SUPPORT,cross_probability_20,20,1649,1019,0.497898266274,0.46920898757,0.522007482826
UNIFORM,discovery,SUPPORT,future_return_40,40,0,0,,,
UNIFORM,discovery,SUPPORT,mfe_40,40,0,0,,,
UNIFORM,discovery,SUPPORT,mae_40,40,0,0,,,
UNIFORM,discovery,SUPPORT,cross_probability_40,40,0,0,,,
UNIFORM,holdout,RESISTANCE,future_return_1,1,2226,1274,0.000876596577699,-0.000524914648609,0.00230891855266
UNIFORM,holdout,RESISTANCE,mfe_1,1,2226,1274,0.0222139833535,0.0209345780018,0.0235317545338
UNIFORM,holdout,RESISTANCE,mae_1,1,2226,1274,-0.0203461634405,-0.0214919493074,-0.0193366091449
UNIFORM,holdout,RESISTANCE,cross_probability_1,1,2226,1274,0.067896389325,0.0563180272109,0.0794096677132
UNIFORM,holdout,RESISTANCE,future_return_3,3,2191,1264,-0.00760361531776,-0.00998951104205,-0.0051457787223
UNIFORM,holdout,RESISTANCE,mfe_3,3,2191,1264,0.0369142051571,0.0346672640237,0.0388928683735
UNIFORM,holdout,RESISTANCE,mae_3,3,2191,1264,-0.0369400206014,-0.0387023147021,-0.035001029042
UNIFORM,holdout,RESISTANCE,cross_probability_3,3,2191,1264,0.113358951175,0.0986816700573,0.126831534433
UNIFORM,holdout,RESISTANCE,future_return_5,5,2156,1253,-0.0117119206888,-0.0154234268458,-0.00796350834862
UNIFORM,holdout,RESISTANCE,mfe_5,5,2156,1253,0.0471132090113,0.0442003616221,0.0503021586985
UNIFORM,holdout,RESISTANCE,mae_5,5,2156,1253,-0.0492077957668,-0.0515238588928,-0.0471127160675
UNIFORM,holdout,RESISTANCE,cross_probability_5,5,2156,1253,0.145519325048,0.130146030479,0.162111646335
UNIFORM,holdout,RESISTANCE,future_return_10,10,2023,1207,-0.0187700094281,-0.0242790950201,-0.0137673145768
UNIFORM,holdout,RESISTANCE,mfe_10,10,2023,1207,0.0658721821115,0.0611906492958,0.0709924653968
UNIFORM,holdout,RESISTANCE,mae_10,10,2023,1207,-0.0703438987893,-0.0730853064117,-0.0675065746896
UNIFORM,holdout,RESISTANCE,cross_probability_10,10,2023,1207,0.21568232927,0.195263591352,0.234702972738
UNIFORM,holdout,RESISTANCE,future_return_20,20,1772,1113,-0.0249130348126,-0.032562666977,-0.017378481152
UNIFORM,holdout,RESISTANCE,mfe_20,20,1772,1113,0.0897245407317,0.081606087736,0.0973336258727
UNIFORM,holdout,RESISTANCE,mae_20,20,1772,1113,-0.101843049827,-0.106018280855,-0.097350476175
UNIFORM,holdout,RESISTANCE,cross_probability_20,20,1772,1113,0.278113635391,0.25381267916,0.303607313995
UNIFORM,holdout,RESISTANCE,future_return_40,40,0,0,,,
UNIFORM,holdout,RESISTANCE,mfe_40,40,0,0,,,
UNIFORM,holdout,RESISTANCE,mae_40,40,0,0,,,
UNIFORM,holdout,RESISTANCE,cross_probability_40,40,0,0,,,
UNIFORM,holdout,SUPPORT,future_return_1,1,1098,729,-5.93237690781e-05,-0.00178355904957,0.00180972578181
UNIFORM,holdout,SUPPORT,mfe_1,1,1098,729,0.0180932411937,0.0166122030031,0.0196757114917
UNIFORM,holdout,SUPPORT,mae_1,1,1098,729,-0.0196105244986,-0.0208555330105,-0.0185392445983
