model,split,side,source,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
ACTIVE_STICKY,discovery,SUPPORT,PRICE_ONLY_20_SWING,range_response_ratio,3,1137,664,1.35700934155,1.31068905879,1.40820904635
ACTIVE_STICKY,discovery,SUPPORT,REAL_CHIP,volume_response_ratio,3,1675,1055,1.07211436359,1.02468184861,1.11463598931
ACTIVE_STICKY,discovery,SUPPORT,REAL_CHIP,turnover_response_ratio,3,1675,1055,1.07078161971,1.02907514488,1.11216618103
ACTIVE_STICKY,discovery,SUPPORT,REAL_CHIP,range_response_ratio,3,1675,1055,1.34446540524,1.30168859354,1.38211839613
ACTIVE_STICKY,discovery,SUPPORT,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,150,150,1.23803733089,1.12579598619,1.37219155033
ACTIVE_STICKY,discovery,SUPPORT,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,150,150,1.23973477589,1.12253093399,1.3616168641
ACTIVE_STICKY,discovery,SUPPORT,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,150,150,1.4532432436,1.3310271596,1.59736834601
ACTIVE_STICKY,holdout,RESISTANCE,MATCHED_PLACEBO,volume_response_ratio,3,160,146,2.51491503906,2.26625416977,2.79921137531
ACTIVE_STICKY,holdout,RESISTANCE,MATCHED_PLACEBO,turnover_response_ratio,3,160,146,2.5124277402,2.24905645562,2.8244743697
ACTIVE_STICKY,holdout,RESISTANCE,MATCHED_PLACEBO,range_response_ratio,3,160,146,1.63473068151,1.54153092834,1.73039935761
ACTIVE_STICKY,holdout,RESISTANCE,PRICE_ONLY_20_SWING,volume_response_ratio,3,1732,942,2.38778519071,2.28944091558,2.49971560231
ACTIVE_STICKY,holdout,RESISTANCE,PRICE_ONLY_20_SWING,turnover_response_ratio,3,1732,942,2.38656737844,2.28590417902,2.49473342498
ACTIVE_STICKY,holdout,RESISTANCE,PRICE_ONLY_20_SWING,range_response_ratio,3,1732,942,1.56150421218,1.51805649958,1.6018453769
ACTIVE_STICKY,holdout,RESISTANCE,REAL_CHIP,volume_response_ratio,3,2062,1248,2.08869371524,2.00233639542,2.18288301494
ACTIVE_STICKY,holdout,RESISTANCE,REAL_CHIP,turnover_response_ratio,3,2062,1248,2.08757729495,1.9979009048,2.18186026314
ACTIVE_STICKY,holdout,RESISTANCE,REAL_CHIP,range_response_ratio,3,2062,1248,1.44489750493,1.40989225651,1.48159100048
ACTIVE_STICKY,holdout,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,181,181,2.38136688612,2.0500751259,2.73771399162
ACTIVE_STICKY,holdout,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,181,181,2.37636130883,2.06549990953,2.68547522388
ACTIVE_STICKY,holdout,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,181,181,1.62045173455,1.49022943572,1.74548929268
ACTIVE_STICKY,holdout,SUPPORT,MATCHED_PLACEBO,volume_response_ratio,3,86,85,0.998960991594,0.904681944713,1.10867547336
ACTIVE_STICKY,holdout,SUPPORT,MATCHED_PLACEBO,turnover_response_ratio,3,86,85,0.996837317723,0.895780085394,1.10665859431
ACTIVE_STICKY,holdout,SUPPORT,MATCHED_PLACEBO,range_response_ratio,3,86,85,1.2567785131,1.15573530833,1.36188277063
ACTIVE_STICKY,holdout,SUPPORT,PRICE_ONLY_20_SWING,volume_response_ratio,3,749,484,0.901699376849,0.863263468355,0.945227279493
ACTIVE_STICKY,holdout,SUPPORT,PRICE_ONLY_20_SWING,turnover_response_ratio,3,749,484,0.898587875318,0.861041805118,0.938007469277
ACTIVE_STICKY,holdout,SUPPORT,PRICE_ONLY_20_SWING,range_response_ratio,3,749,484,1.08943734145,1.05572840647,1.12136884474
ACTIVE_STICKY,holdout,SUPPORT,REAL_CHIP,volume_response_ratio,3,1092,757,1.0140766515,0.970924170462,1.06161621494
ACTIVE_STICKY,holdout,SUPPORT,REAL_CHIP,turnover_response_ratio,3,1092,757,1.01284429223,0.969133886706,1.05728969594
ACTIVE_STICKY,holdout,SUPPORT,REAL_CHIP,range_response_ratio,3,1092,757,1.15630243361,1.12593408358,1.18518778869
ACTIVE_STICKY,holdout,SUPPORT,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,75,75,0.974399243422,0.867852332877,1.07896437127
ACTIVE_STICKY,holdout,SUPPORT,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,75,75,0.974398815242,0.885359343873,1.07619212509
ACTIVE_STICKY,holdout,SUPPORT,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,75,75,1.13054922801,1.02383225392,1.24491000673
ACTIVE_STICKY,validation,RESISTANCE,MATCHED_PLACEBO,volume_response_ratio,3,160,156,2.25559686003,2.06639667345,2.4741569543
ACTIVE_STICKY,validation,RESISTANCE,MATCHED_PLACEBO,turnover_response_ratio,3,160,156,2.25550990107,2.05878347625,2.48155942036
ACTIVE_STICKY,validation,RESISTANCE,MATCHED_PLACEBO,range_response_ratio,3,160,156,1.72401940204,1.62932403944,1.82825389486
ACTIVE_STICKY,validation,RESISTANCE,PRICE_ONLY_20_SWING,volume_response_ratio,3,1744,919,2.23288794599,2.15817011172,2.30104427358
ACTIVE_STICKY,validation,RESISTANCE,PRICE_ONLY_20_SWING,turnover_response_ratio,3,1744,919,2.23047532857,2.16044995262,2.3128002574
ACTIVE_STICKY,validation,RESISTANCE,PRICE_ONLY_20_SWING,range_response_ratio,3,1744,919,1.67327508124,1.63060841125,1.72549109871
ACTIVE_STICKY,validation,RESISTANCE,REAL_CHIP,volume_response_ratio,3,2315,1246,2.16691490628,2.10269537238,2.24784210241
ACTIVE_STICKY,validation,RESISTANCE,REAL_CHIP,turnover_response_ratio,3,2315,1246,2.16234794814,2.08565394659,2.23068247423
ACTIVE_STICKY,validation,RESISTANCE,REAL_CHIP,range_response_ratio,3,2315,1246,1.62159248161,1.58248604512,1.66168922372
ACTIVE_STICKY,validation,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,270,270,2.45254071445,2.25332784883,2.6586451885
ACTIVE_STICKY,validation,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,270,270,2.44289639615,2.23200742978,2.65265553968
ACTIVE_STICKY,validation,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,270,270,1.77664340519,1.67764136555,1.88045880264
ACTIVE_STICKY,validation,SUPPORT,MATCHED_PLACEBO,volume_response_ratio,3,69,64,1.09698735481,0.881023155211,1.38954883674
ACTIVE_STICKY,validation,SUPPORT,MATCHED_PLACEBO,turnover_response_ratio,3,69,64,1.09687833084,0.870269007962,1.3619199121
ACTIVE_STICKY,validation,SUPPORT,MATCHED_PLACEBO,range_response_ratio,3,69,64,1.23006744006,1.10026236636,1.37343831613
ACTIVE_STICKY,validation,SUPPORT,PRICE_ONLY_20_SWING,volume_response_ratio,3,950,552,0.769480995604,0.740619002176,0.805248383024
ACTIVE_STICKY,validation,SUPPORT,PRICE_ONLY_20_SWING,turnover_response_ratio,3,950,552,0.76788060779,0.737194391879,0.799835535827
ACTIVE_STICKY,validation,SUPPORT,PRICE_ONLY_20_SWING,range_response_ratio,3,950,552,0.973593629286,0.942073641042,1.00394352091
ACTIVE_STICKY,validation,SUPPORT,REAL_CHIP,volume_response_ratio,3,1378,855,0.846391560159,0.814441996327,0.87616378183
ACTIVE_STICKY,validation,SUPPORT,REAL_CHIP,turnover_response_ratio,3,1378,855,0.844500380032,0.816928094228,0.874338853162
ACTIVE_STICKY,validation,SUPPORT,REAL_CHIP,range_response_ratio,3,1378,855,1.01286168522,0.988069088905,1.03706788368
ACTIVE_STICKY,validation,SUPPORT,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,139,139,0.846282175475,0.771937987772,0.926181810421
ACTIVE_STICKY,validation,SUPPORT,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,139,139,0.844633358749,0.772989667577,0.914336148195
ACTIVE_STICKY,validation,SUPPORT,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,139,139,0.993434392943,0.939503847448,1.04555961654
DISPOSITION,discovery,RESISTANCE,MATCHED_PLACEBO,volume_response_ratio,3,198,172,2.02301710374,1.84352867313,2.20624479849
DISPOSITION,discovery,RESISTANCE,MATCHED_PLACEBO,turnover_response_ratio,3,198,172,2.01806907931,1.85397509488,2.20554450207
DISPOSITION,discovery,RESISTANCE,MATCHED_PLACEBO,range_response_ratio,3,198,172,1.54257618262,1.4469927713,1.62947684495
DISPOSITION,discovery,RESISTANCE,PRICE_ONLY_20_SWING,volume_response_ratio,3,2391,1119,2.35013472843,2.24717799065,2.45146332917
DISPOSITION,discovery,RESISTANCE,PRICE_ONLY_20_SWING,turnover_response_ratio,3,2391,1119,2.35038032668,2.26080132506,2.44796203665
DISPOSITION,discovery,RESISTANCE,PRICE_ONLY_20_SWING,range_response_ratio,3,2391,1119,1.62370714166,1.57911589926,1.66485093274
DISPOSITION,discovery,RESISTANCE,REAL_CHIP,volume_response_ratio,3,3335,1755,1.99479400272,1.92571784411,2.06213606617
DISPOSITION,discovery,RESISTANCE,REAL_CHIP,turnover_response_ratio,3,3335,1755,1.99351392044,1.91789800751,2.06254239487
DISPOSITION,discovery,RESISTANCE,REAL_CHIP,range_response_ratio,3,3335,1755,1.46467721733,1.43534867693,1.4942648443
DISPOSITION,discovery,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,428,428,2.28860080885,2.13863415512,2.45425316146
DISPOSITION,discovery,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,428,428,2.28829566422,2.11106717523,2.45346620092
DISPOSITION,discovery,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,428,428,1.57958537148,1.51002378218,1.64848944081
DISPOSITION,discovery,SUPPORT,MATCHED_PLACEBO,volume_response_ratio,3,262,253,1.08698310788,1.00361814628,1.18559624096
DISPOSITION,discovery,SUPPORT,MATCHED_PLACEBO,turnover_response_ratio,3,262,253,1.08024090619,0.987929165507,1.17402430544
DISPOSITION,discovery,SUPPORT,MATCHED_PLACEBO,range_response_ratio,3,262,253,1.52420115807,1.43712980385,1.6087098084
DISPOSITION,discovery,SUPPORT,PRICE_ONLY_20_SWING,volume_response_ratio,3,1105,642,1.03239487181,0.986211042342,1.08574959252
DISPOSITION,discovery,SUPPORT,PRICE_ONLY_20_SWING,turnover_response_ratio,3,1105,642,1.02921931061,0.983620376881,1.08863137128
DISPOSITION,discovery,SUPPORT,PRICE_ONLY_20_SWING,range_response_ratio,3,1105,642,1.36602208244,1.32174614179,1.41950708738
DISPOSITION,discovery,SUPPORT,REAL_CHIP,volume_response_ratio,3,1631,995,1.05048095646,1.014874323,1.08796573724
DISPOSITION,discovery,SUPPORT,REAL_CHIP,turnover_response_ratio,3,1631,995,1.04890839954,1.00889902404,1.09310973128
DISPOSITION,discovery,SUPPORT,REAL_CHIP,range_response_ratio,3,1631,995,1.32713425683,1.29172826298,1.36369267239
DISPOSITION,discovery,SUPPORT,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,122,122,1.27922582844,1.15053399907,1.39643763593
DISPOSITION,discovery,SUPPORT,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,122,122,1.2774001885,1.1553441356,1.41634831109
DISPOSITION,discovery,SUPPORT,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,122,122,1.43250135343,1.30662724975,1.5724269396
DISPOSITION,holdout,RESISTANCE,MATCHED_PLACEBO,volume_response_ratio,3,199,178,2.34340779276,2.15418850335,2.5973597208
DISPOSITION,holdout,RESISTANCE,MATCHED_PLACEBO,turnover_response_ratio,3,199,178,2.34148367267,2.14842958554,2.56736919266
DISPOSITION,holdout,RESISTANCE,MATCHED_PLACEBO,range_response_ratio,3,199,178,1.55975286259,1.45501539954,1.64718239718
DISPOSITION,holdout,RESISTANCE,PRICE_ONLY_20_SWING,volume_response_ratio,3,1987,983,2.4244205063,2.31709385692,2.52472738599
DISPOSITION,holdout,RESISTANCE,PRICE_ONLY_20_SWING,turnover_response_ratio,3,1987,983,2.42318041568,2.31501514193,2.52980890363
DISPOSITION,holdout,RESISTANCE,PRICE_ONLY_20_SWING,range_response_ratio,3,1987,983,1.57251245186,1.53554463907,1.61872340888
DISPOSITION,holdout,RESISTANCE,REAL_CHIP,volume_response_ratio,3,2330,1311,2.0772696298,2.00404152114,2.15959539644
DISPOSITION,holdout,RESISTANCE,REAL_CHIP,turnover_response_ratio,3,2330,1311,2.0750379361,2.00065167334,2.16100075236
DISPOSITION,holdout,RESISTANCE,REAL_CHIP,range_response_ratio,3,2330,1311,1.43245228889,1.40143621806,1.46784157606
DISPOSITION,holdout,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,216,216,2.42432974898,2.09810951835,2.73419265118
DISPOSITION,holdout,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,216,216,2.42124498597,2.13565539685,2.76655588487
DISPOSITION,holdout,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,216,216,1.55937772915,1.45510435595,1.68771604579
DISPOSITION,holdout,SUPPORT,MATCHED_PLACEBO,volume_response_ratio,3,118,113,0.917217252884,0.825943022782,1.02232431169
DISPOSITION,holdout,SUPPORT,MATCHED_PLACEBO,turnover_response_ratio,3,118,113,0.916403913258,0.828238069463,1.02522682875
DISPOSITION,holdout,SUPPORT,MATCHED_PLACEBO,range_response_ratio,3,118,113,1.15370851258,1.08026548877,1.22940083203
DISPOSITION,holdout,SUPPORT,PRICE_ONLY_20_SWING,volume_response_ratio,3,723,461,0.929377462347,0.874931697439,0.989673893187
DISPOSITION,holdout,SUPPORT,PRICE_ONLY_20_SWING,turnover_response_ratio,3,723,461,0.925318331565,0.867819878891,0.984895667173
DISPOSITION,holdout,SUPPORT,PRICE_ONLY_20_SWING,range_response_ratio,3,723,461,1.09735137767,1.05914772137,1.13502758971
DISPOSITION,holdout,SUPPORT,REAL_CHIP,volume_response_ratio,3,1020,667,1.03517916913,0.980840208485,1.09227133706
DISPOSITION,holdout,SUPPORT,REAL_CHIP,turnover_response_ratio,3,1020,667,1.0328973115,0.979712330512,1.08789821399
DISPOSITION,holdout,SUPPORT,REAL_CHIP,range_response_ratio,3,1020,667,1.13135400476,1.10032713059,1.16142183981
DISPOSITION,holdout,SUPPORT,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,57,57,1.00278465114,0.86839629319,1.18749067267
DISPOSITION,holdout,SUPPORT,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,57,57,1.00278462616,0.881008316504,1.17051116802
DISPOSITION,holdout,SUPPORT,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,57,57,1.09758647408,0.999591400796,1.19155515963
DISPOSITION,validation,RESISTANCE,MATCHED_PLACEBO,volume_response_ratio,3,229,214,2.42436787033,2.24457953489,2.64778158032
DISPOSITION,validation,RESISTANCE,MATCHED_PLACEBO,turnover_response_ratio,3,229,214,2.4231835738,2.22538170094,2.64010540148
DISPOSITION,validation,RESISTANCE,MATCHED_PLACEBO,range_response_ratio,3,229,214,1.85245054561,1.7486959883,1.95144838821
DISPOSITION,validation,RESISTANCE,PRICE_ONLY_20_SWING,volume_response_ratio,3,2009,960,2.23001601021,2.15689028337,2.30802368265
DISPOSITION,validation,RESISTANCE,PRICE_ONLY_20_SWING,turnover_response_ratio,3,2009,960,2.2278565361,2.14360423041,2.30910939696
DISPOSITION,validation,RESISTANCE,PRICE_ONLY_20_SWING,range_response_ratio,3,2009,960,1.66259955811,1.61808376745,1.71241586689
DISPOSITION,validation,RESISTANCE,REAL_CHIP,volume_response_ratio,3,2599,1296,2.16348941497,2.09545033032,2.23977059134
DISPOSITION,validation,RESISTANCE,REAL_CHIP,turnover_response_ratio,3,2599,1296,2.15890776175,2.08126934033,2.24013907792
DISPOSITION,validation,RESISTANCE,REAL_CHIP,range_response_ratio,3,2599,1296,1.62282857252,1.58569020653,1.65990312051
DISPOSITION,validation,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,313,313,2.48493187868,2.30321231366,2.67000814736
DISPOSITION,validation,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,313,313,2.47845114032,2.2923709076,2.6621248845
DISPOSITION,validation,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,313,313,1.82292608658,1.72700056074,1.93151447991
DISPOSITION,validation,SUPPORT,MATCHED_PLACEBO,volume_response_ratio,3,107,101,1.06119751242,0.881015983857,1.29404694728
DISPOSITION,validation,SUPPORT,MATCHED_PLACEBO,turnover_response_ratio,3,107,101,1.06090535819,0.900360976908,1.29345281231
DISPOSITION,validation,SUPPORT,MATCHED_PLACEBO,range_response_ratio,3,107,101,1.21152653652,1.11457830049,1.32814443209
DISPOSITION,validation,SUPPORT,PRICE_ONLY_20_SWING,volume_response_ratio,3,984,538,0.765851177834,0.73504001728,0.798811746451
DISPOSITION,validation,SUPPORT,PRICE_ONLY_20_SWING,turnover_response_ratio,3,984,538,0.764054151658,0.732976726071,0.795489929453
DISPOSITION,validation,SUPPORT,PRICE_ONLY_20_SWING,range_response_ratio,3,984,538,0.977199734159,0.946888071838,1.00987301385
DISPOSITION,validation,SUPPORT,REAL_CHIP,volume_response_ratio,3,1440,831,0.840647291347,0.811233104997,0.869910338349
DISPOSITION,validation,SUPPORT,REAL_CHIP,turnover_response_ratio,3,1440,831,0.838827902076,0.810593572426,0.86411926844
DISPOSITION,validation,SUPPORT,REAL_CHIP,range_response_ratio,3,1440,831,1.00738965286,0.985095399974,1.03349510482
DISPOSITION,validation,SUPPORT,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,129,129,0.877447464374,0.801299312916,0.972633426129
DISPOSITION,validation,SUPPORT,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,129,129,0.877391129762,0.798224475446,0.972374542402
DISPOSITION,validation,SUPPORT,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,129,129,0.991860098492,0.947879375691,1.04836052193
ENSEMBLE,discovery,RESISTANCE,MATCHED_PLACEBO,volume_response_ratio,3,150,137,1.91785555753,1.74660587821,2.09340742095
ENSEMBLE,discovery,RESISTANCE,MATCHED_PLACEBO,turnover_response_ratio,3,150,137,1.91181256206,1.74206825791,2.08818445214
ENSEMBLE,discovery,RESISTANCE,MATCHED_PLACEBO,range_response_ratio,3,150,137,1.51884736338,1.40352209745,1.63121933809
ENSEMBLE,discovery,RESISTANCE,PRICE_ONLY_20_SWING,volume_response_ratio,3,1813,1007,2.36081404674,2.26825422602,2.46890426484
ENSEMBLE,discovery,RESISTANCE,PRICE_ONLY_20_SWING,turnover_response_ratio,3,1813,1007,2.36160054879,2.2585074059,2.46443027025
ENSEMBLE,discovery,RESISTANCE,PRICE_ONLY_20_SWING,range_response_ratio,3,1813,1007,1.62100219487,1.57646952768,1.66812248115
ENSEMBLE,discovery,RESISTANCE,REAL_CHIP,volume_response_ratio,3,2615,1578,1.99028599704,1.91701592765,2.06332877208
ENSEMBLE,discovery,RESISTANCE,REAL_CHIP,turnover_response_ratio,3,2615,1578,1.98858754791,1.91301319989,2.05716732854
ENSEMBLE,discovery,RESISTANCE,REAL_CHIP,range_response_ratio,3,2615,1578,1.46030380466,1.42360623144,1.49611312639
ENSEMBLE,discovery,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,439,439,2.09734444082,1.96043104243,2.22825778846
ENSEMBLE,discovery,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,439,439,2.09395915166,1.96537889382,2.23364291943
ENSEMBLE,discovery,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,439,439,1.55762480831,1.48565719255,1.62689842579
ENSEMBLE,discovery,SUPPORT,MATCHED_PLACEBO,volume_response_ratio,3,185,181,1.15430034654,1.0535977062,1.28008017818
ENSEMBLE,discovery,SUPPORT,MATCHED_PLACEBO,turnover_response_ratio,3,185,181,1.1462106042,1.04300647631,1.26524269511
ENSEMBLE,discovery,SUPPORT,MATCHED_PLACEBO,range_response_ratio,3,185,181,1.56674981608,1.45853578518,1.67651840381
ENSEMBLE,discovery,SUPPORT,PRICE_ONLY_20_SWING,volume_response_ratio,3,867,547,1.03862210103,0.985275738419,1.09504381139
ENSEMBLE,discovery,SUPPORT,PRICE_ONLY_20_SWING,turnover_response_ratio,3,867,547,1.0351957099,0.986764331949,1.0905357838
ENSEMBLE,discovery,SUPPORT,PRICE_ONLY_20_SWING,range_response_ratio,3,867,547,1.38280257399,1.33261838715,1.43857018672
ENSEMBLE,discovery,SUPPORT,REAL_CHIP,volume_response_ratio,3,1260,853,1.08060755946,1.03007509552,1.12261690476
ENSEMBLE,discovery,SUPPORT,REAL_CHIP,turnover_response_ratio,3,1260,853,1.07908049003,1.03203876866,1.12137156873
ENSEMBLE,discovery,SUPPORT,REAL_CHIP,range_response_ratio,3,1260,853,1.33526719412,1.29617920157,1.37928766141
ENSEMBLE,discovery,SUPPORT,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,137,137,1.27212939366,1.15347836482,1.44249619759
ENSEMBLE,discovery,SUPPORT,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,137,137,1.27044449152,1.145912749,1.41318386918
ENSEMBLE,discovery,SUPPORT,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,137,137,1.43078936708,1.31105659222,1.56079693948
ENSEMBLE,holdout,RESISTANCE,MATCHED_PLACEBO,volume_response_ratio,3,131,121,2.27617520493,2.06063047885,2.53066677704
ENSEMBLE,holdout,RESISTANCE,MATCHED_PLACEBO,turnover_response_ratio,3,131,121,2.27196627886,2.04917237251,2.49782534572
ENSEMBLE,holdout,RESISTANCE,MATCHED_PLACEBO,range_response_ratio,3,131,121,1.58917642136,1.49320565714,1.7016145309
ENSEMBLE,holdout,RESISTANCE,PRICE_ONLY_20_SWING,volume_response_ratio,3,1426,838,2.38107708121,2.26615388013,2.5019553758
ENSEMBLE,holdout,RESISTANCE,PRICE_ONLY_20_SWING,turnover_response_ratio,3,1426,838,2.38133440423,2.25109867564,2.51726501248
ENSEMBLE,holdout,RESISTANCE,PRICE_ONLY_20_SWING,range_response_ratio,3,1426,838,1.55849545763,1.51508680172,1.60125969963
ENSEMBLE,holdout,RESISTANCE,REAL_CHIP,volume_response_ratio,3,1723,1122,2.05991201896,1.97759159293,2.15022348808
ENSEMBLE,holdout,RESISTANCE,REAL_CHIP,turnover_response_ratio,3,1723,1122,2.06035751291,1.97762156443,2.15177339307
ENSEMBLE,holdout,RESISTANCE,REAL_CHIP,range_response_ratio,3,1723,1122,1.4312356933,1.3981195776,1.46777657077
ENSEMBLE,holdout,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,183,183,2.62687761501,2.30641230184,2.97056367343
ENSEMBLE,holdout,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,183,183,2.62318703146,2.28490562875,3.00020427681
ENSEMBLE,holdout,RESISTANCE,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,183,183,1.68807107478,1.55228751483,1.8231606711
ENSEMBLE,holdout,SUPPORT,MATCHED_PLACEBO,volume_response_ratio,3,65,64,0.99126598828,0.859777667479,1.14402003648
ENSEMBLE,holdout,SUPPORT,MATCHED_PLACEBO,turnover_response_ratio,3,65,64,0.991247017113,0.846724580703,1.126464114
ENSEMBLE,holdout,SUPPORT,MATCHED_PLACEBO,range_response_ratio,3,65,64,1.2248165456,1.11179374278,1.36238769619
ENSEMBLE,holdout,SUPPORT,PRICE_ONLY_20_SWING,volume_response_ratio,3,504,362,0.909936335583,0.847822121626,0.978916848133
ENSEMBLE,holdout,SUPPORT,PRICE_ONLY_20_SWING,turnover_response_ratio,3,504,362,0.905930292709,0.849325075298,0.973389978318
ENSEMBLE,holdout,SUPPORT,PRICE_ONLY_20_SWING,range_response_ratio,3,504,362,1.08141175512,1.04360549514,1.11965281567
ENSEMBLE,holdout,SUPPORT,REAL_CHIP,volume_response_ratio,3,738,552,1.00745964294,0.96432292323,1.05483119796
ENSEMBLE,holdout,SUPPORT,REAL_CHIP,turnover_response_ratio,3,738,552,1.00606497476,0.955201039949,1.05899163291
ENSEMBLE,holdout,SUPPORT,REAL_CHIP,range_response_ratio,3,738,552,1.11665017666,1.0783970084,1.15173163298
ENSEMBLE,holdout,SUPPORT,TIME_SHIFTED_FUTURE_STATE,volume_response_ratio,3,61,61,1.02949066212,0.838528828893,1.37973194919
ENSEMBLE,holdout,SUPPORT,TIME_SHIFTED_FUTURE_STATE,turnover_response_ratio,3,61,61,1.02926281009,0.841816725219,1.35645634876
ENSEMBLE,holdout,SUPPORT,TIME_SHIFTED_FUTURE_STATE,range_response_ratio,3,61,61,1.16153723244,1.0196170764,1.35243939194
