model,split,source,base_age_group,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_20,20,7,7,0.428571428571,0.142857142857,0.717857142857
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,reaction_probability,3,2,2,1,1,1
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,close_favorable_probability,0,2,2,0.5,0,1
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,future_return_5,5,2,2,-0.0658602150538,-0.0833333333333,-0.0483870967742
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,mae_5,5,2,2,-0.098399315738,-0.112121212121,-0.0846774193548
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,cross_probability_5,5,2,2,0,0,0
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,future_return_10,10,1,1,-0.236363636364,,
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,mae_10,10,1,1,-0.25303030303,,
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,cross_probability_10,10,1,1,0,,
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,future_return_20,20,1,1,-0.201515151515,,
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,mae_20,20,1,1,-0.260606060606,,
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,cross_probability_20,20,1,1,0,,
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,future_return_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,mae_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_PLACEBO,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,reaction_probability,3,35,35,0.514285714286,0.342857142857,0.685714285714
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,37,37,0.459459459459,0.297297297297,0.621621621622
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_5,5,35,35,0.0386854890278,0.00692959086643,0.073592714591
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_5,5,35,35,-0.0493071814153,-0.0654760866072,-0.0308600642347
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,35,35,0.285714285714,0.142857142857,0.4
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_10,10,34,34,0.0631834960168,0.0218872566838,0.104098082065
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_10,10,34,34,-0.062919030314,-0.0832743074552,-0.0416230770239
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,34,34,0.352941176471,0.176470588235,0.529411764706
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_20,20,31,31,0.0837887981746,0.0201029867852,0.162738688002
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_20,20,31,31,-0.0842284283389,-0.116023668751,-0.059625368317
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,31,31,0.322580645161,0.192741935484,0.516129032258
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,reaction_probability,3,210,210,0.414285714286,0.347619047619,0.485714285714
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,close_favorable_probability,0,212,212,0.471698113208,0.40554245283,0.547169811321
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_5,5,209,209,0.0106903658413,-0.0033441999349,0.023398193403
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_5,5,209,209,-0.0544178728191,-0.0612765354355,-0.0480029861164
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_5,5,209,209,0.234449760766,0.177033492823,0.291866028708
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_10,10,205,205,-0.00419028394758,-0.0211610593001,0.0109616178402
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_10,10,205,205,-0.0779396507849,-0.0879581223357,-0.0688821443758
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_10,10,205,205,0.292682926829,0.234146341463,0.351219512195
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_20,20,185,185,-0.00454210192601,-0.0274688590793,0.020699322515
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_20,20,185,185,-0.11862066737,-0.130096966631,-0.105905407063
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_20,20,185,185,0.405405405405,0.335135135135,0.475675675676
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_40,40,0,0,,,
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_40,40,0,0,,,
ENSEMBLE,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,reaction_probability,3,83,83,0.481927710843,0.373493975904,0.590361445783
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,close_favorable_probability,0,84,84,0.535714285714,0.428571428571,0.630952380952
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_5,5,83,83,0.0191735141543,0.00262804740458,0.0384305293578
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,mae_5,5,83,83,-0.0466188767378,-0.0551614064752,-0.0371193874304
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_5,5,83,83,0.156626506024,0.0843373493976,0.228915662651
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_10,10,82,82,-0.00546242439474,-0.0298906775658,0.0227838067546
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,mae_10,10,82,82,-0.0773568764799,-0.0904373967834,-0.0643964113423
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_10,10,82,82,0.219512195122,0.134146341463,0.30487804878
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_20,20,69,69,-0.00661773785236,-0.0430355364477,0.0410633681775
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,mae_20,20,69,69,-0.113454876289,-0.135173056457,-0.096005902272
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_20,20,69,69,0.31884057971,0.202898550725,0.434782608696
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_40,40,0,0,,,
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,mae_40,40,0,0,,,
ENSEMBLE,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,reaction_probability,3,588,588,0.469387755102,0.426828231293,0.508588435374
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,601,601,0.447587354409,0.40765391015,0.487562396007
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_5,5,585,585,0.00835626543384,0.000293083835437,0.0167141194193
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_5,5,585,585,-0.0571256191837,-0.061261218233,-0.0525966496269
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,585,585,0.181196581197,0.150427350427,0.213717948718
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_10,10,559,559,0.00508439807495,-0.00586788429631,0.0160327095128
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_10,10,559,559,-0.0782296614646,-0.0831728321484,-0.0730073738198
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,559,559,0.221824686941,0.187835420394,0.257602862254
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_20,20,497,497,0.0140037312947,-0.00215909289455,0.0318409986527
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_20,20,497,497,-0.107966188786,-0.11457537569,-0.100698765699
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,497,497,0.293762575453,0.249496981891,0.338028169014
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
ENSEMBLE,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,reaction_probability,3,4,4,0.5,0,1
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,close_favorable_probability,0,5,5,0.2,0,0.6
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_5,5,4,4,-0.0162952387794,-0.056060616576,0.0383049541312
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_5,5,4,4,-0.0461333492196,-0.077444832592,-0.0182241000795
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_5,5,4,4,0,0,0
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_10,10,4,4,-0.0549325057712,-0.0931230296266,-0.0067157849921
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_10,10,4,4,-0.079230421758,-0.0979669662613,-0.0549236325417
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_10,10,4,4,0.5,0,1
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_20,20,4,4,-0.0898905259047,-0.14177561023,-0.0375471012439
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_20,20,4,4,-0.137383221379,-0.198185811499,-0.0809050172678
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_20,20,4,4,0.5,0,1
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_40,40,0,0,,,
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_40,40,0,0,,,
ENSEMBLE,holdout,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,reaction_probability,3,16,16,0.375,0.1875,0.625
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,18,18,0.388888888889,0.166666666667,0.666666666667
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_5,5,16,16,-0.0304626553995,-0.0985809951999,0.0205882356951
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_5,5,16,16,-0.0682182876959,-0.125961993819,-0.0275960132563
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,16,16,0.375,0.1859375,0.625
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_10,10,14,14,-0.0392722665389,-0.129727683943,0.0300611689594
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_10,10,14,14,-0.0971446173647,-0.172446779394,-0.0405581217141
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,14,14,0.5,0.214285714286,0.785714285714
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_20,20,5,5,-0.00690757909774,-0.180740051987,0.138274070524
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_20,20,5,5,-0.124633301305,-0.197639617675,-0.0628158050785
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,5,5,0.4,0,0.8
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
ENSEMBLE,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,reaction_probability,3,140,140,0.378571428571,0.292857142857,0.457142857143
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,close_favorable_probability,0,144,144,0.506944444444,0.423611111111,0.583333333333
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_5,5,138,138,-0.00192229989027,-0.0142089548958,0.0112769069027
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_5,5,138,138,-0.0470527534384,-0.0556512019334,-0.0394019589081
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_5,5,138,138,0.101449275362,0.0579710144928,0.152173913043
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_10,10,130,130,-0.0153095172766,-0.0282682002078,-0.0016896165906
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_10,10,130,130,-0.0650922888737,-0.0750560384309,-0.055983728205
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_10,10,130,130,0.184615384615,0.123076923077,0.261538461538
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_20,20,121,121,-0.035845955072,-0.0546938492112,-0.0145323830397
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_20,20,121,121,-0.100433850541,-0.113440701923,-0.0874669840731
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_20,20,121,121,0.280991735537,0.198347107438,0.355371900826
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_40,40,0,0,,,
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_40,40,0,0,,,
ENSEMBLE,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,reaction_probability,3,39,39,0.410256410256,0.28141025641,0.564102564103
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,close_favorable_probability,0,39,39,0.564102564103,0.410256410256,0.717948717949
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_5,5,39,39,-0.0326514776655,-0.0561509794613,-0.00466822700506
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,mae_5,5,39,39,-0.0675341332402,-0.0857763358936,-0.0509831597436
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_5,5,39,39,0.0769230769231,0,0.153846153846
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_10,10,38,38,-0.00822423280374,-0.0441064120384,0.0243362741551
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,mae_10,10,38,38,-0.0882261175681,-0.111742272124,-0.0661757971426
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_10,10,38,38,0.184210526316,0.0789473684211,0.315789473684
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_20,20,37,37,0.00964451716408,-0.0504071394313,0.0820649379431
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,mae_20,20,37,37,-0.108263928545,-0.133199140231,-0.0794488356577
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_20,20,37,37,0.297297297297,0.162162162162,0.433108108108
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_40,40,0,0,,,
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,mae_40,40,0,0,,,
ENSEMBLE,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,reaction_probability,3,414,414,0.461352657005,0.410628019324,0.509661835749
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,427,427,0.564402810304,0.51756440281,0.608957845433
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_5,5,412,412,-0.0041189645301,-0.0100854685138,0.00156938654086
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_5,5,412,412,-0.0441048169991,-0.0481090549716,-0.0401109967504
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,412,412,0.0800970873786,0.0558252427184,0.10442961165
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_10,10,381,381,-0.00512546532561,-0.0138744555405,0.00236597260593
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_10,10,381,381,-0.0595660689079,-0.064621091558,-0.054877639926
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,381,381,0.139107611549,0.102362204724,0.173228346457
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_20,20,328,328,-0.00231312453844,-0.0157362464313,0.0123493290337
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_20,20,328,328,-0.0854419047829,-0.0931728877187,-0.0785306573365
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,328,328,0.210365853659,0.170731707317,0.256173780488
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
ENSEMBLE,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,reaction_probability,3,8,8,0.625,0.25,1
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,close_favorable_probability,0,8,8,0.25,0,0.5
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_5,5,8,8,-0.013081460724,-0.0616868892929,0.0377041249432
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_5,5,8,8,-0.0748778440891,-0.11121179292,-0.0371189740446
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_5,5,8,8,0.125,0,0.375
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_10,10,8,8,-0.00880483774369,-0.0484786040705,0.0368278744513
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_10,10,8,8,-0.0802692479625,-0.112346557971,-0.0443433977052
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_10,10,8,8,0.25,0,0.5
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_20,20,3,3,0.00197910705501,-0.010752688172,0.0138888888889
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_20,20,3,3,-0.0521922030461,-0.0830999066293,-0.0277777777778
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_20,20,3,3,0.333333333333,0,1
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_40,40,0,0,,,
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_40,40,0,0,,,
ENSEMBLE,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,reaction_probability,3,24,24,0.583333333333,0.375,0.751041666667
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,28,28,0.428571428571,0.25,0.607142857143
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_5,5,23,23,-0.055048557685,-0.0780530758617,-0.0329489950492
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_5,5,23,23,-0.0903606004937,-0.11275025125,-0.0739829533843
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,23,23,0.130434782609,0,0.260869565217
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_10,10,19,19,-0.0659003931867,-0.102866947681,-0.0299762636659
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_10,10,19,19,-0.114703199171,-0.138895543521,-0.0935495210248
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,19,19,0.263157894737,0.0526315789474,0.473684210526
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_20,20,17,17,-0.0362695498837,-0.0889904371605,0.0185215129463
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_20,20,17,17,-0.130206239518,-0.160871456316,-0.101376158686
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,17,17,0.529411764706,0.294117647059,0.764705882353
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
ENSEMBLE,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,reaction_probability,3,169,169,0.414201183432,0.337278106509,0.491124260355
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,close_favorable_probability,0,174,174,0.454022988506,0.390804597701,0.511637931034
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_5,5,169,169,0.0184808536512,0.00686308166217,0.0304707816275
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,mae_5,5,169,169,-0.0398419675538,-0.046197029923,-0.0347536904293
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_5,5,169,169,0.213017751479,0.153846153846,0.272189349112
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_10,10,165,165,0.0159335149471,0.00141188694024,0.0307193309444
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,mae_10,10,165,165,-0.0536614087447,-0.0607748980941,-0.0474808893452
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_10,10,165,165,0.290909090909,0.224090909091,0.357727272727
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_20,20,144,144,0.0369356535061,0.0132691901377,0.0590117818326
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,mae_20,20,144,144,-0.0694523315439,-0.0790045814824,-0.059199503406
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_20,20,144,144,0.409722222222,0.333333333333,0.486111111111
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_40,40,0,0,,,
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,mae_40,40,0,0,,,
ENSEMBLE,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,reaction_probability,3,33,33,0.424242424242,0.272727272727,0.575757575758
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,close_favorable_probability,0,33,33,0.454545454545,0.30303030303,0.636363636364
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,future_return_5,5,33,33,-0.00258101929008,-0.0208425023309,0.0161560468788
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,mae_5,5,33,33,-0.0430675194818,-0.0573263339641,-0.0313902276515
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_5,5,33,33,0.121212121212,0.0295454545455,0.242424242424
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,future_return_10,10,33,33,0.00433475723286,-0.0195863852723,0.031223888905
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,mae_10,10,33,33,-0.0568762715277,-0.0732820497006,-0.0419889327916
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_10,10,33,33,0.181818181818,0.0606060606061,0.30303030303
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,future_return_20,20,30,30,-0.00819790300543,-0.0551890958091,0.0400042085259
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,mae_20,20,30,30,-0.0843776118895,-0.108847193449,-0.0610176365879
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_20,20,30,30,0.3,0.133333333333,0.466666666667
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,future_return_40,40,0,0,,,
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,mae_40,40,0,0,,,
ENSEMBLE,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,reaction_probability,3,489,489,0.376278118609,0.335327198364,0.41518404908
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,509,509,0.483300589391,0.440029469548,0.520628683694
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_5,5,480,480,0.00926018944532,0.00208626313369,0.0158047737029
ENSEMBLE,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_5,5,480,480,-0.0413092813251,-0.0449781265058,-0.0376341225803
