model,split,source,base_age_group,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
ACTIVE_STICKY,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,reaction_probability,3,3,3,0.666666666667,0,1
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,close_favorable_probability,0,3,3,0.333333333333,0,1
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_5,5,3,3,0.00953425841331,-0.0853889943074,0.128395061728
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_5,5,3,3,-0.0507309016797,-0.0910815939279,-0.00246913580247
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_5,5,3,3,0.333333333333,0,0.666666666667
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_10,10,3,3,0.013598857836,-0.108791903858,0.127258230453
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_10,10,3,3,-0.0846125414191,-0.142314990512,-0.00246913580247
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_10,10,3,3,0.333333333333,0,1
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_20,20,3,3,0.16092630335,-0.0828589500316,0.325925925926
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_20,20,3,3,-0.090099509869,-0.142314990512,-0.00246913580247
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_20,20,3,3,0.333333333333,0,1
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_40,40,0,0,,,
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_40,40,0,0,,,
DISPOSITION,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,reaction_probability,3,23,23,0.652173913043,0.478260869565,0.826086956522
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,23,23,0.695652173913,0.478260869565,0.869565217391
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_5,5,21,21,0.0135428939712,-0.0187532956764,0.0441272739512
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_5,5,21,21,-0.0561101643137,-0.0799228858948,-0.0342312775772
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,21,21,0.190476190476,0.047619047619,0.380952380952
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_10,10,20,20,0.0286449647116,-0.0237317254816,0.0768849110513
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_10,10,20,20,-0.0779368466039,-0.114677868492,-0.0459872678297
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,20,20,0.25,0.1,0.45
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_20,20,17,17,0.0522412806377,-0.0136986040932,0.110776361708
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_20,20,17,17,-0.0915135589703,-0.136271209375,-0.0501346563549
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,17,17,0.235294117647,0.0588235294118,0.470588235294
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
DISPOSITION,discovery,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,reaction_probability,3,102,102,0.441176470588,0.352941176471,0.549019607843
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,close_favorable_probability,0,106,106,0.518867924528,0.42429245283,0.61320754717
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_5,5,101,101,-0.00668596005412,-0.0206508001032,0.00831801790115
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_5,5,101,101,-0.0590300844133,-0.0691971097657,-0.0495196397442
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_5,5,101,101,0.138613861386,0.0792079207921,0.217821782178
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_10,10,99,99,-0.0292554804746,-0.049625124852,-0.00908654663123
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_10,10,99,99,-0.0935203695619,-0.108439685673,-0.0793498818749
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_10,10,99,99,0.232323232323,0.161616161616,0.323232323232
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_20,20,91,91,-0.0325328938032,-0.0650503770943,-0.000260017270689
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_20,20,91,91,-0.137682572822,-0.157714241395,-0.119647625602
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_20,20,91,91,0.340659340659,0.241758241758,0.450549450549
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,future_return_40,40,0,0,,,
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,mae_40,40,0,0,,,
DISPOSITION,discovery,REAL_CHIP,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,reaction_probability,3,13,13,0.230769230769,0,0.461538461538
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,close_favorable_probability,0,13,13,0.307692307692,0.0769230769231,0.538461538462
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_5,5,13,13,0.0365185575109,-0.0109009855875,0.0897731641622
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,mae_5,5,13,13,-0.02596421371,-0.0490828632092,-0.00464190217609
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_5,5,13,13,0.153846153846,0,0.384615384615
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_10,10,13,13,0.00450385489072,-0.0633378810488,0.0640136821844
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,mae_10,10,13,13,-0.0619033745775,-0.0950912371772,-0.0282545851656
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_10,10,13,13,0.384615384615,0.153846153846,0.615384615385
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_20,20,13,13,0.0310983860315,-0.0376452321966,0.110486961563
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,mae_20,20,13,13,-0.094118256012,-0.132260692118,-0.054876513367
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_20,20,13,13,0.461538461538,0.230769230769,0.694230769231
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,future_return_40,40,0,0,,,
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,mae_40,40,0,0,,,
DISPOSITION,discovery,REAL_CHIP,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,reaction_probability,3,681,681,0.477239353891,0.444897209985,0.513986784141
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,692,692,0.49710982659,0.456647398844,0.531828034682
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_5,5,675,675,-0.000141589688331,-0.00688443421522,0.00651444157763
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_5,5,675,675,-0.057580025004,-0.0610890661504,-0.0539145180825
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,675,675,0.137777777778,0.111074074074,0.164444444444
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_10,10,652,652,-0.00184015162154,-0.012951301519,0.00822374377523
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_10,10,652,652,-0.0813039483149,-0.0861321605387,-0.0770656753491
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,652,652,0.191717791411,0.161042944785,0.222430981595
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_20,20,581,581,0.00503255500782,-0.00958549571035,0.0201018617152
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_20,20,581,581,-0.114826380317,-0.120860191733,-0.108378054955
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,581,581,0.273666092943,0.239199655766,0.309810671256
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
DISPOSITION,discovery,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,reaction_probability,3,15,15,0.266666666667,0.0666666666667,0.533333333333
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,18,18,0.555555555556,0.331944444444,0.777777777778
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_5,5,15,15,-0.00811747485219,-0.0895051685866,0.0831862898034
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_5,5,15,15,-0.0825523867223,-0.135091835371,-0.0475412687203
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,15,15,0.333333333333,0.0666666666667,0.6
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_10,10,14,14,-0.0336600916143,-0.128877425976,0.0513529560808
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_10,10,14,14,-0.105123731973,-0.175798104428,-0.0544642136665
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,14,14,0.428571428571,0.214285714286,0.714285714286
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_20,20,7,7,-0.0220058051419,-0.111213747553,0.083946649457
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_20,20,7,7,-0.139474964377,-0.178471977849,-0.0957244068423
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,7,7,0.714285714286,0.428571428571,1
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
DISPOSITION,holdout,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,reaction_probability,3,48,48,0.416666666667,0.291666666667,0.5625
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,close_favorable_probability,0,48,48,0.4375,0.291666666667,0.583333333333
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_5,5,48,48,-0.0150616464441,-0.0315058015836,0.00152127110327
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_5,5,48,48,-0.0519161577043,-0.0660642021304,-0.0391690929261
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_5,5,48,48,0.125,0.0416666666667,0.208333333333
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_10,10,46,46,-0.0263858673156,-0.0492800454251,-0.00124258932707
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_10,10,46,46,-0.0749245550537,-0.0932302142855,-0.0587129587055
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_10,10,46,46,0.260869565217,0.130434782609,0.391304347826
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_20,20,43,43,-0.021994487605,-0.0591481000983,0.0103358762842
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_20,20,43,43,-0.096063282208,-0.119804150896,-0.0758677106665
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_20,20,43,43,0.325581395349,0.186046511628,0.46511627907
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,future_return_40,40,0,0,,,
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,mae_40,40,0,0,,,
DISPOSITION,holdout,REAL_CHIP,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,reaction_probability,3,3,3,0.666666666667,0.325,1
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,close_favorable_probability,0,3,3,0.333333333333,0,1
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_5,5,3,3,-0.0218764521726,-0.161979752531,0.151414309484
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,mae_5,5,3,3,-0.083834188414,-0.174353205849,-0.00831946755408
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_5,5,3,3,0.333333333333,0,0.675
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_10,10,3,3,-0.0572524648202,-0.204724409449,0.14309484193
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,mae_10,10,3,3,-0.129374218624,-0.259842519685,-0.00831946755408
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_10,10,3,3,0.333333333333,0,0.675
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_20,20,3,3,-0.141614686293,-0.166479190101,-0.119553284676
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,mae_20,20,3,3,-0.191392563445,-0.259842519685,-0.139626352016
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_20,20,3,3,0.333333333333,0,1
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,future_return_40,40,0,0,,,
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,mae_40,40,0,0,,,
DISPOSITION,holdout,REAL_CHIP,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,reaction_probability,3,548,548,0.439781021898,0.397810218978,0.483576642336
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,561,561,0.540106951872,0.499108734403,0.58114973262
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_5,5,538,538,-0.00325775919989,-0.0098279215477,0.00296058790793
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_5,5,538,538,-0.0450848570872,-0.0490814117333,-0.0419095938331
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,538,538,0.0799256505576,0.0557620817844,0.104089219331
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_10,10,505,505,-0.0060194910516,-0.014554416814,0.00248887485879
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_10,10,505,505,-0.062260128019,-0.0662954834088,-0.0574182492478
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,505,505,0.138613861386,0.108910891089,0.168316831683
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_20,20,445,445,-0.00772201795718,-0.0193020748907,0.00754180696714
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_20,20,445,445,-0.0901241610247,-0.0970230539208,-0.0828552020334
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,445,445,0.21797752809,0.184269662921,0.256179775281
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
DISPOSITION,holdout,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,reaction_probability,3,2,2,0.5,0,1
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,close_favorable_probability,0,2,2,0,0,0
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_5,5,2,2,0.147321293828,0.0227979274611,0.271844660194
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_5,5,2,2,-0.0150812415111,-0.0291262135922,-0.00103626943005
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_5,5,2,2,0.5,0,1
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_10,10,1,1,0.126213592233,,
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_10,10,1,1,-0.0291262135922,,
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_10,10,1,1,1,,
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_20,20,0,0,,,
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_20,20,0,0,,,
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_20,20,0,0,,,
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_40,40,0,0,,,
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_40,40,0,0,,,
DISPOSITION,validation,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,reaction_probability,3,32,32,0.59375,0.43671875,0.75
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,36,36,0.416666666667,0.25,0.584027777778
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_5,5,31,31,-0.0120790107047,-0.0415639915725,0.0207537526134
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_5,5,31,31,-0.0775912099027,-0.0955870385513,-0.0618643071991
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,31,31,0.322580645161,0.161290322581,0.483870967742
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_10,10,27,27,-0.00731650746121,-0.0520787558253,0.0443780631783
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_10,10,27,27,-0.0902173366621,-0.110479348234,-0.0710686913687
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,27,27,0.444444444444,0.296296296296,0.62962962963
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_20,20,19,19,0.00216895901089,-0.0631238533063,0.0778096591629
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_20,20,19,19,-0.109018249124,-0.137079907319,-0.0801894362093
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,19,19,0.578947368421,0.368421052632,0.789473684211
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
DISPOSITION,validation,MATCHED_PLACEBO,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,reaction_probability,3,82,82,0.524390243902,0.426524390244,0.634146341463
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,close_favorable_probability,0,82,82,0.5,0.390243902439,0.59756097561
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_5,5,82,82,0.0116064275455,-0.00873640361501,0.0352518361711
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,mae_5,5,82,82,-0.0521086587253,-0.0628268099327,-0.043111102545
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_5,5,82,82,0.231707317073,0.146341463415,0.329268292683
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_10,10,82,82,0.00181481062071,-0.0224236767204,0.0306477941615
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,mae_10,10,82,82,-0.0681844743128,-0.080629940778,-0.0561724628129
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_10,10,82,82,0.329268292683,0.219512195122,0.426829268293
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_20,20,77,77,0.0161498693345,-0.0216266727203,0.0523943088393
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,mae_20,20,77,77,-0.0908153604712,-0.107237210173,-0.0752466981276
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_20,20,77,77,0.428571428571,0.311688311688,0.545454545455
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,future_return_40,40,0,0,,,
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,mae_40,40,0,0,,,
DISPOSITION,validation,REAL_CHIP,MATURING_AGE_6_19,cross_probability_40,40,0,0,,,
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,reaction_probability,3,2,2,0.5,0,1
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,close_favorable_probability,0,2,2,0.5,0,1
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,future_return_5,5,2,2,0.101414079862,0.0192307692308,0.183597390494
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,mae_5,5,2,2,-0.06884105591,-0.0885368126747,-0.0491452991453
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_5,5,2,2,0,0,0
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,future_return_10,10,2,2,0.113552544587,0.034188034188,0.192917054986
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,mae_10,10,2,2,-0.06884105591,-0.0885368126747,-0.0491452991453
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_10,10,2,2,0,0,0
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,future_return_20,20,1,1,0.193849021435,,
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,mae_20,20,1,1,-0.0885368126747,,
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_20,20,1,1,0,,
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,future_return_40,40,0,0,,,
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,mae_40,40,0,0,,,
DISPOSITION,validation,REAL_CHIP,NEW_AGE_1_5,cross_probability_40,40,0,0,,,
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,reaction_probability,3,631,631,0.370839936609,0.331220285261,0.404160063391
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,close_favorable_probability,0,647,647,0.460587326121,0.421947449768,0.496136012365
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_5,5,627,627,0.00997076603517,0.00326230678505,0.0163041864799
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_5,5,627,627,-0.0408499028352,-0.0445807613035,-0.0376876478127
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_5,5,627,627,0.164274322169,0.133931419458,0.194577352472
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_10,10,608,608,0.00700046546585,-2.85162696781e-05,0.015194089639
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_10,10,608,608,-0.0561980523654,-0.0603514806282,-0.0524901627888
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_10,10,608,608,0.231907894737,0.197368421053,0.261513157895
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_20,20,475,475,0.0230714871807,0.0117067755734,0.0352521792671
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_20,20,475,475,-0.0716739863425,-0.0764720576277,-0.0672520695651
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_20,20,475,475,0.357894736842,0.313631578947,0.402157894737
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,future_return_40,40,0,0,,,
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,mae_40,40,0,0,,,
DISPOSITION,validation,REAL_CHIP,PERSISTENT_AGE_20_PLUS,cross_probability_40,40,0,0,,,
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,reaction_probability,3,9,9,0.444444444444,0.111111111111,0.777777777778
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,close_favorable_probability,0,9,9,0.444444444444,0.111111111111,0.777777777778
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_5,5,9,9,-0.0175752808998,-0.0627647103626,0.0355276281821
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_5,5,9,9,-0.0671303009025,-0.0996499129902,-0.0365525447596
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_5,5,9,9,0.333333333333,0,0.666666666667
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_10,10,8,8,0.0211148127092,-0.0847924805984,0.15815338205
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_10,10,8,8,-0.0866931253557,-0.131912420512,-0.0464419515115
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,cross_probability_10,10,8,8,0.375,0.125,0.75
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,future_return_20,20,7,7,0.0433705513085,-0.0787192243722,0.163612485173
ENSEMBLE,discovery,MATCHED_PLACEBO,MATURING_AGE_6_19,mae_20,20,7,7,-0.105534691795,-0.197140152874,-0.0445479177366
