model,split,migration_state,metric,horizon,N,independent_event_count,effect,ci_low,ci_high
ACTIVE_STICKY,validation,DOWNWARD_MIGRATION,mae_10,10,220,136,-0.0271164251125,-0.0316231971267,-0.0227851867014
ACTIVE_STICKY,validation,DOWNWARD_MIGRATION,future_volatility_10,10,220,136,0.0265772508602,0.0243465083418,0.0286578138053
ACTIVE_STICKY,validation,DOWNWARD_MIGRATION,future_return_20,20,220,136,0.0456580774687,0.029793834409,0.0626745648052
ACTIVE_STICKY,validation,DOWNWARD_MIGRATION,mfe_20,20,220,136,0.168814458634,0.151271219892,0.189301282454
ACTIVE_STICKY,validation,DOWNWARD_MIGRATION,mae_20,20,220,136,-0.0377754391152,-0.0440501963246,-0.0309570126611
ACTIVE_STICKY,validation,DOWNWARD_MIGRATION,future_volatility_20,20,220,136,0.0277169899238,0.0258819190462,0.0291846092303
ACTIVE_STICKY,validation,DOWNWARD_MIGRATION,future_return_40,40,220,136,0.0870235482361,0.0584909487372,0.116958391513
ACTIVE_STICKY,validation,DOWNWARD_MIGRATION,mfe_40,40,220,136,0.269808051214,0.237708052367,0.301940373586
ACTIVE_STICKY,validation,DOWNWARD_MIGRATION,mae_40,40,220,136,-0.0594174408296,-0.0706932498456,-0.0486752899916
ACTIVE_STICKY,validation,DOWNWARD_MIGRATION,future_volatility_40,40,220,136,0.0287550822096,0.0272579299331,0.0304514337525
ACTIVE_STICKY,validation,STABLE_BASE,median_shift_fraction,0,1084,445,-0.00232221907839,-0.00344180947426,-0.00120395814051
ACTIVE_STICKY,validation,STABLE_BASE,width_change_fraction,0,1084,445,-0.0479338251319,-0.055535522438,-0.0401500904638
ACTIVE_STICKY,validation,STABLE_BASE,future_return_5,5,1084,445,0.0369231389125,0.0325959615537,0.0415084869748
ACTIVE_STICKY,validation,STABLE_BASE,mfe_5,5,1084,445,0.0792252410196,0.0750633512426,0.0841887250645
ACTIVE_STICKY,validation,STABLE_BASE,mae_5,5,1084,445,-0.0185565859877,-0.0202344178231,-0.0170825665222
ACTIVE_STICKY,validation,STABLE_BASE,future_volatility_5,5,1084,445,0.0201457614864,0.0191343954865,0.0212954896709
ACTIVE_STICKY,validation,STABLE_BASE,future_return_10,10,1084,445,0.058639654844,0.0503012619892,0.066002753415
ACTIVE_STICKY,validation,STABLE_BASE,mfe_10,10,1084,445,0.120591168971,0.113751552236,0.127286768006
ACTIVE_STICKY,validation,STABLE_BASE,mae_10,10,1084,445,-0.0328092188449,-0.0363934060414,-0.0292715685546
ACTIVE_STICKY,validation,STABLE_BASE,future_volatility_10,10,1084,445,0.0235980817108,0.022697336261,0.0247978007328
ACTIVE_STICKY,validation,STABLE_BASE,future_return_20,20,1084,445,0.0430497177193,0.0340301638842,0.0527167392585
ACTIVE_STICKY,validation,STABLE_BASE,mfe_20,20,1084,445,0.156567535138,0.146903001832,0.165587072715
ACTIVE_STICKY,validation,STABLE_BASE,mae_20,20,1084,445,-0.0444417059473,-0.048835248059,-0.0404994203453
ACTIVE_STICKY,validation,STABLE_BASE,future_volatility_20,20,1084,445,0.0254014937816,0.024624954613,0.0262829126344
ACTIVE_STICKY,validation,STABLE_BASE,future_return_40,40,1084,445,0.108033377935,0.0896441510143,0.127407891378
ACTIVE_STICKY,validation,STABLE_BASE,mfe_40,40,1084,445,0.275824264514,0.252875459882,0.296309435069
ACTIVE_STICKY,validation,STABLE_BASE,mae_40,40,1084,445,-0.0598971775897,-0.0658652292965,-0.0544014330139
ACTIVE_STICKY,validation,STABLE_BASE,future_volatility_40,40,1084,445,0.0276820027507,0.0267523856503,0.0285691436396
ACTIVE_STICKY,validation,UPWARD_MIGRATION,median_shift_fraction,0,607,333,0.101381803341,0.0918351507,0.111360640605
ACTIVE_STICKY,validation,UPWARD_MIGRATION,width_change_fraction,0,607,333,0.122816645678,0.0873072691211,0.157934577402
ACTIVE_STICKY,validation,UPWARD_MIGRATION,future_return_5,5,607,333,0.0115556230981,0.00577843225438,0.0173810004682
ACTIVE_STICKY,validation,UPWARD_MIGRATION,mfe_5,5,607,333,0.079164585563,0.0723279978966,0.0852311353738
ACTIVE_STICKY,validation,UPWARD_MIGRATION,mae_5,5,607,333,-0.0352789923654,-0.0385618698928,-0.032711113629
ACTIVE_STICKY,validation,UPWARD_MIGRATION,future_volatility_5,5,607,333,0.0245518171493,0.0231207444205,0.0259559402286
ACTIVE_STICKY,validation,UPWARD_MIGRATION,future_return_10,10,607,333,0.00575774219237,-0.00170181668845,0.0138210097179
ACTIVE_STICKY,validation,UPWARD_MIGRATION,mfe_10,10,607,333,0.102351909971,0.0935839068299,0.111635600459
ACTIVE_STICKY,validation,UPWARD_MIGRATION,mae_10,10,607,333,-0.0625514418919,-0.0670465312969,-0.0581679757538
ACTIVE_STICKY,validation,UPWARD_MIGRATION,future_volatility_10,10,607,333,0.0275277703293,0.0263447399884,0.0288539983377
ACTIVE_STICKY,validation,UPWARD_MIGRATION,future_return_20,20,607,333,-0.0216516516983,-0.0292729188694,-0.013800085651
ACTIVE_STICKY,validation,UPWARD_MIGRATION,mfe_20,20,607,333,0.123513014981,0.11423438473,0.133456303407
ACTIVE_STICKY,validation,UPWARD_MIGRATION,mae_20,20,607,333,-0.0868784823344,-0.0921693887513,-0.0820062786517
ACTIVE_STICKY,validation,UPWARD_MIGRATION,future_volatility_20,20,607,333,0.0274325271312,0.0264167864422,0.0285207065279
ACTIVE_STICKY,validation,UPWARD_MIGRATION,future_return_40,40,607,333,-0.0529419402397,-0.0650986209971,-0.040513121393
ACTIVE_STICKY,validation,UPWARD_MIGRATION,mfe_40,40,607,333,0.157694224791,0.144779824079,0.17095253811
ACTIVE_STICKY,validation,UPWARD_MIGRATION,mae_40,40,607,333,-0.130702629059,-0.13787647026,-0.123742314923
ACTIVE_STICKY,validation,UPWARD_MIGRATION,future_volatility_40,40,607,333,0.0264127502084,0.025421924778,0.0273694451114
