control,model,split,side,metric,horizon,expected_direction,N,independent_event_count,effect,ci_low,ci_high
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,sessions_beyond_1,1,NEGATIVE_IS_CHIP_BETTER,277,266,0.0639097744361,0.00751879699248,0.12227443609
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,sessions_beyond_1,1,NEGATIVE_IS_CHIP_BETTER,117,112,-0.0178571428571,-0.107142857143,0.0758928571429
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,sessions_beyond_1,1,NEGATIVE_IS_CHIP_BETTER,86,83,0,-0.0843373493976,0.0963855421687
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,211,206,-0.030486862638,-0.0389254025859,-0.0221196915083
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,82,81,-0.00343265705064,-0.0163827085471,0.0113850303215
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,46,43,0.00147686756764,-0.0131009042647,0.0187389887542
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,259,250,-0.0295945694255,-0.0377099435099,-0.0224577941694
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,114,109,-0.00218934877426,-0.0132613570452,0.00988341260983
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,78,75,-0.00219960688758,-0.015108684821,0.0116249323035
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,182,178,-0.0325478281763,-0.0422007138123,-0.0231921292858
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,63,62,-0.012905832919,-0.0297635449279,0.00343079346341
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,55,53,0.0103276315065,-0.00692235157605,0.0243793092296
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,273,262,-0.0275741666762,-0.0355305772086,-0.0201898671582
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,114,110,0.00122225940549,-0.0116547731657,0.0156562807036
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,future_return_3,3,POSITIVE_IS_CHIP_BETTER,67,65,0.00454001227897,-0.0103605890165,0.0177503283421
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,211,206,-0.0199257411621,-0.028043381264,-0.0131838030109
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,82,81,-0.00788137137709,-0.0181487702567,0.00113421209616
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,46,43,0.000976732380886,-0.0146337347171,0.012773930685
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,259,250,-0.0163278389171,-0.0227383943285,-0.0100188203259
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,114,109,-0.00256629518267,-0.0127515791076,0.00770733966863
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,78,75,-0.00281621316008,-0.0131853759923,0.00665160565403
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,182,178,-0.0196323706706,-0.0282800598794,-0.0115597725675
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,63,62,-0.0129418665016,-0.0254324968129,5.59494756557e-05
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,55,53,0.00846535343288,-0.00315416257212,0.020217279781
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,273,262,-0.0160684411448,-0.0230128535832,-0.00969519111712
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,114,110,-0.00223185424401,-0.0108583665785,0.00714203673988
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,mfe_3,3,CONTEXT_DEPENDENT,67,65,0.00243199660209,-0.00886807836313,0.0139537422287
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,211,206,-0.0279887361144,-0.0349467262564,-0.0202772925371
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,82,81,0.00132234840482,-0.00817233931319,0.0113838474627
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,46,43,0.00612972562479,-0.00361542304535,0.0162203320516
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,259,250,-0.0273175150527,-0.03432348221,-0.0205224276583
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,114,109,0.000698913463941,-0.00739012591268,0.00794071276099
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,78,75,0.00386631275379,-0.00565069905336,0.0137587677291
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,182,178,-0.0296908298638,-0.0375986181731,-0.0220874409429
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,63,62,-0.00264142002851,-0.0143657562367,0.0083491433987
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,55,53,0.0087528848698,-0.00351391492617,0.0214593452102
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,273,262,-0.0258685092098,-0.0319473441221,-0.0189476404535
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,114,110,0.00408514548416,-0.00279656455465,0.0133137937149
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,mae_3,3,POSITIVE_IS_CHIP_BETTER,67,65,0.00279476278237,-0.00634035550651,0.0140925679057
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,211,206,0.191747572816,0.128580097087,0.254915048544
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,82,81,0.0123456790123,-0.111111111111,0.123456790123
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,46,43,-0.0697674418605,-0.186046511628,0.046511627907
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,259,250,0.168,0.114,0.23205
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,114,109,0.0183486238532,-0.0642201834862,0.110091743119
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,78,75,-0.08,-0.2,0.0133333333333
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,182,178,0.199438202247,0.137640449438,0.269733146067
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,63,62,0.0322580645161,-0.0810483870968,0.161290322581
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,55,53,-0.132075471698,-0.264150943396,0
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,273,262,0.164122137405,0.106822519084,0.230916030534
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,114,110,-0.0363636363636,-0.136363636364,0.0547727272727
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,cross_probability_3,3,NEGATIVE_IS_CHIP_BETTER,67,65,-0.0769230769231,-0.185,0.0461538461538
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,211,206,-0.5,-0.677609223301,-0.334951456311
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,82,81,-0.0246913580247,-0.308641975309,0.283950617284
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,46,43,0.197674418605,-0.093023255814,0.523255813953
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,259,250,-0.414,-0.6021,-0.2379
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,114,109,0.0275229357798,-0.155963302752,0.256995412844
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,78,75,0.126666666667,-0.1135,0.340166666667
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,182,178,-0.52808988764,-0.713623595506,-0.331390449438
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,63,62,0.0161290322581,-0.241935483871,0.290322580645
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,55,53,0.264150943396,0,0.547169811321
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,273,262,-0.404580152672,-0.57447519084,-0.255629770992
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,114,110,0.113636363636,-0.0910227272727,0.331931818182
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,time_to_cross_3,3,CONTEXT_DEPENDENT,67,65,0.184615384615,-0.0461538461538,0.415769230769
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,211,206,0.507281553398,0.322815533981,0.657827669903
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,82,81,0.037037037037,-0.308950617284,0.346296296296
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,46,43,-0.093023255814,-0.419186046512,0.232558139535
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,259,250,0.456,0.29195,0.6042
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,114,109,-0.0275229357798,-0.229472477064,0.21123853211
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,78,75,0.0266666666667,-0.254,0.333666666667
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,182,178,0.581460674157,0.407233146067,0.761306179775
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,63,62,0.0967741935484,-0.193951612903,0.41935483871
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,55,53,-0.11320754717,-0.472169811321,0.22641509434
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,273,262,0.404580152672,0.274713740458,0.546183206107
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,114,110,-0.0818181818182,-0.350340909091,0.163863636364
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,sessions_beyond_3,3,NEGATIVE_IS_CHIP_BETTER,67,65,0.107692307692,-0.246153846154,0.507692307692
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,208,203,-0.0391295231982,-0.0477059645992,-0.0293641488249
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,81,80,-0.00978457577382,-0.0280473637604,0.01035854194
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,46,43,0.00474430378395,-0.0158657950086,0.0267028368271
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,254,245,-0.0359387407238,-0.0447871175329,-0.0280341966895
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,114,109,-0.00887084593269,-0.0240622564443,0.00545774897367
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,75,72,-0.00413563573282,-0.0183825469648,0.00974784659662
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,181,177,-0.0381213189948,-0.0485034624268,-0.0281809693915
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,63,62,-0.0151455413511,-0.0396287358986,0.00618333989215
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,54,52,0.00468092106428,-0.0131763386698,0.0242643974256
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,268,257,-0.0345562304386,-0.0423675161487,-0.0266225028919
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,113,109,-0.00511076507483,-0.022196388052,0.0122520772748
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,future_return_5,5,POSITIVE_IS_CHIP_BETTER,65,63,-0.00502323060003,-0.0229449813425,0.0133576763079
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,208,203,-0.0280444829718,-0.037356408744,-0.0192417052886
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,81,80,-0.0110707394433,-0.0224522114006,-0.000503755393574
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,46,43,0.00424262985849,-0.0123501594048,0.0194749042571
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,254,245,-0.0249406789115,-0.0329017066716,-0.0180612028472
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,114,109,-0.00684655645698,-0.0191564629154,0.00505044285729
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,75,72,-0.000515781138233,-0.0112827039991,0.0115143193841
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,181,177,-0.0276502006174,-0.0365695653794,-0.0194508133532
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,63,62,-0.0162332352406,-0.032431474081,0.00155238948655
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,54,52,0.0116413910009,-0.0032525122671,0.0274047774919
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,268,257,-0.0250839651368,-0.0322770021062,-0.0185457513323
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,113,109,-0.00604243284264,-0.0181215006683,0.00630813415707
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,mfe_5,5,CONTEXT_DEPENDENT,65,63,0.0030927061832,-0.00912582171003,0.0168849644057
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,208,203,-0.0313869821734,-0.0388657895013,-0.0222545061343
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,81,80,0.00325009465051,-0.0112333977943,0.0167547207213
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,46,43,0.00345510052076,-0.0080439649104,0.0158933047053
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,254,245,-0.0313843576191,-0.0382374062485,-0.0251357018989
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,114,109,0.00255659280324,-0.00702857702178,0.0137641476294
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,75,72,0.00075890146641,-0.00864328706944,0.00957081555502
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,181,177,-0.0313527696427,-0.0393007556795,-0.0232118268471
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,63,62,-0.00109073755305,-0.0158878746861,0.0160610420753
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,54,52,0.00767072508691,-0.00489479624545,0.0195470084197
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,268,257,-0.0296267133285,-0.0362427246828,-0.0226175393878
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,113,109,0.00656766797376,-0.00346100556522,0.0171540470309
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,mae_5,5,POSITIVE_IS_CHIP_BETTER,65,63,0.00210386542155,-0.00873779675588,0.0127384858945
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,208,203,0.199507389163,0.137807881773,0.270935960591
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,81,80,0.00625,-0.1378125,0.11875
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,46,43,-0.0116279069767,-0.116279069767,0.104651162791
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,254,245,0.181632653061,0.118367346939,0.234693877551
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,114,109,-0.00917431192661,-0.0964449541284,0.0872706422018
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,75,72,-0.0347222222222,-0.145833333333,0.0694444444444
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,181,177,0.21186440678,0.14668079096,0.279731638418
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,63,62,0.0403225806452,-0.0887096774194,0.153225806452
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,54,52,-0.105769230769,-0.25,0.0288461538462
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,268,257,0.177042801556,0.120622568093,0.231517509728
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,113,109,0.0045871559633,-0.0918577981651,0.114678899083
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,cross_probability_5,5,NEGATIVE_IS_CHIP_BETTER,65,63,-0.0238095238095,-0.143055555556,0.103373015873
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,208,203,-0.911330049261,-1.17506157635,-0.591071428571
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,82,81,-0.00617283950617,-0.530864197531,0.586419753086
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,46,43,0.220930232558,-0.174709302326,0.616279069767
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,254,245,-0.779591836735,-1.08581632653,-0.526275510204
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,114,109,0.0321100917431,-0.312041284404,0.37626146789
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,77,74,0.25,-0.155912162162,0.648817567568
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,181,177,-0.949152542373,-1.29950564972,-0.621327683616
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,63,62,-0.0322580645161,-0.467741935484,0.419758064516
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,55,53,0.509433962264,0.0754716981132,0.906132075472
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,269,258,-0.753875968992,-1.04084302326,-0.503682170543
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,114,110,0.15,-0.213636363636,0.504545454545
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,time_to_cross_5,5,CONTEXT_DEPENDENT,66,64,0.265625,-0.140625,0.734375
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,208,203,0.9039408867,0.674815270936,1.14045566502
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,81,80,0.125,-0.3628125,0.6003125
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,46,43,-0.0697674418605,-0.581395348837,0.441860465116
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,254,245,0.79387755102,0.57137755102,1.02040816327
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,114,109,0.0183486238532,-0.366972477064,0.394724770642
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,75,72,0.118055555556,-0.3265625,0.562673611111
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,181,177,0.946327683616,0.708827683616,1.22062146893
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,63,62,0.209677419355,-0.241935483871,0.677419354839
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,54,52,-0.105769230769,-0.634615384615,0.452403846154
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,268,257,0.749027237354,0.54469844358,0.974805447471
MATCHED_PLACEBO,UNIFORM,holdout,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,113,109,-0.0229357798165,-0.40378440367,0.380848623853
MATCHED_PLACEBO,UNIFORM,validation,SUPPORT,sessions_beyond_5,5,NEGATIVE_IS_CHIP_BETTER,65,63,0.246031746032,-0.349206349206,0.810119047619
MATCHED_PLACEBO,ACTIVE_STICKY,discovery,SUPPORT,future_return_10,10,POSITIVE_IS_CHIP_BETTER,200,196,-0.0449571723245,-0.0537536065013,-0.0353017699149
MATCHED_PLACEBO,ACTIVE_STICKY,holdout,SUPPORT,future_return_10,10,POSITIVE_IS_CHIP_BETTER,78,77,-0.00649533131871,-0.0274944999645,0.0167916418565
MATCHED_PLACEBO,ACTIVE_STICKY,validation,SUPPORT,future_return_10,10,POSITIVE_IS_CHIP_BETTER,39,37,-0.0164682307897,-0.0388716239985,0.00855451541346
MATCHED_PLACEBO,DISPOSITION,discovery,SUPPORT,future_return_10,10,POSITIVE_IS_CHIP_BETTER,245,236,-0.0416557929738,-0.050727246074,-0.0328374889522
MATCHED_PLACEBO,DISPOSITION,holdout,SUPPORT,future_return_10,10,POSITIVE_IS_CHIP_BETTER,105,101,-0.00999467487743,-0.0277444913653,0.0111491422788
MATCHED_PLACEBO,DISPOSITION,validation,SUPPORT,future_return_10,10,POSITIVE_IS_CHIP_BETTER,64,62,-0.0168747753138,-0.0337129873627,0.00158527047827
MATCHED_PLACEBO,ENSEMBLE,discovery,SUPPORT,future_return_10,10,POSITIVE_IS_CHIP_BETTER,174,170,-0.0454555406832,-0.0554634484231,-0.0354162145145
MATCHED_PLACEBO,ENSEMBLE,holdout,SUPPORT,future_return_10,10,POSITIVE_IS_CHIP_BETTER,59,58,0.00244148805271,-0.0221200907883,0.0307050725588
MATCHED_PLACEBO,ENSEMBLE,validation,SUPPORT,future_return_10,10,POSITIVE_IS_CHIP_BETTER,45,44,-0.00830599192914,-0.0307079092867,0.0195433308925
MATCHED_PLACEBO,UNIFORM,discovery,SUPPORT,future_return_10,10,POSITIVE_IS_CHIP_BETTER,260,250,-0.0423007975626,-0.0514013020291,-0.033969043807
